,Race_Name,Category,Number_stages
91,National Championships Finland - ITT 2009 ,Nationals.C3.TT,1
92,National Championships Greece - ITT 2009 ,Nationals.C3.TT,1
93,National Championships Russia - ITT 2009 ,Nationals.C3.TT,1
94,National Championships Spain - ITT 2009 ,Nationals.C3.TT,1
95,National Championships Turkey - Road Race 2009 ,Nationals.C3,1
96,National Championships Bulgaria - ITT 2009 ,Nationals.C3.TT,1
97,National Championships Greece - Road Race 2009 ,Nationals.C3,1
98,National Championships Moldova - ITT 2009 ,Nationals.C3.TT,1
99,National Championships Serbia - Road Race 2009 ,Nationals.C3,1
100,National Championships Netherlands U23 - Road Race 2009 ,F-WC.Leader,1
101,National Championship Austria - Road Race 2009 ,Nationals.C3,1
102,National Championships Albania - Road Race 2009 ,Nationals.C3,1
103,National Championships Belarus - Road Race 2009 ,Nationals.C3,1
104,National Championships Bulgaria - Road Race 2009 ,Nationals.C3,1
105,National Championships Czech Republic - Road Race 2009 ,Nationals.C3,1
106,National Championships Finland - Road Race 2009 ,Nationals.C3,1
107,National Championships Hungary - Road Race 2009 ,Nationals.C3,1
108,National Championships Latvia - Road Race 2009 ,Nationals.C3,1
109,National Championships Moldavie - Road Race 2009 ,Nationals.C3,1
110,National Championships Romania - Road Race 2009 ,Nationals.C3,1
111,National Championships Russia - Road Race 2009 ,Nationals.C2,1
112,National Championships Sweden - Road Race 2009 ,Nationals.C3,1
113,National Championships Ukraine - Road Race 2009 ,Nationals.C3,1
114,National Championships Mongolia - Road Race 2009 ,Nationals.C3,1
115,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2009 ,2.2/U23,5
116,Tour de Wallonie 2009 ,2.HC,5
117,Sparkassen Giro 2009 ,1.1,1
118,Paris - Corrèze 2009 ,2.1,2
119,Mi-août Bretonne 2009 ,2.2/U23,4
120,Gp Di Poggiana 2009 ,1.2,1
121,Grand Prix Des Marbriers 2009 ,1.2,1
122,National Championships Iceland - Road Race 2009 ,Nationals.C3,1
123,Schaal Sels 2009 ,1.1,1
124,Ronde van Midden-Nederland 2009 ,1.2,1
125,National Championships Ireland - ITT 2009 ,Nationals.C3.TT,1
126,Tour de l'Avenir 2009 ,E-2.Ncup,9
127,Memorial Davide Fardelli - Cronometro Individuale 2009 ,1.2,1
128,National Championships Austria - ITT 2009 ,Nationals.C3.TT,1
129,Duo Normand 2009 ,1.2,1
130,Tour de Vendée 2009 ,1.1,1
131,Paris - Tours 2009 ,1.HC,1
132,Paris-tours 2009 ,1.HC,1
133,Nationale Sluitingprijs Putte - Kapellen 2009 ,1.1,1
134,Chrono Des Nations Les Herbiers Vendée 2009 ,1.1,1
135,National Championships New Zealand - ITT 2009 ,Nationals.C3.TT,1
136,National TT Championships New Zealand 2009 ,Nationals.C3.TT,1
137,National Championships New Zealand - Road Race 2009 ,Nationals.C3,1
138,Oceania Cycling Championships - Road Race 2009 ,E-CC,1
139,National Championships Argentina - ITT 2009 ,Nationals.C3.TT,1
140,National Championships Argentina - Road Race 2009 ,Nationals.C3,1
141,National Championships Venezuela Itt 2009 ,Nationals.C3.TT,1
142,National Championships Costa Rica Road Race 2009 ,-,1
143,National Championships Brazil - ITT 2009 ,Nationals.C3.TT,1
144,National TT Championships Canada 2009 ,Nationals.C3.TT,1
145,National Championships Brazil - Road Race 2009 ,Nationals.C3,1
146,National Championships Canada - Road Race 2009 ,Nationals.C3,1
147,National Championships Mexico Road Race 2009 ,Nationals.C3,1
148,National Championships United States - ITT 2009 ,Nationals.C3.TT,1
149,National Championships Mexico - ITT 2009 ,Nationals.C3.TT,1
150,National Championships United States - Road Race 2009 ,Nationals.C3,1
151,National Championships Ecuador - ITT 2009 ,Nationals.C3.TT,1
