,Race_Name,Category,Number_stages
38,National Championships Tunisia - Road Race 2011 ,Nationals.C3,1
39,National Championships Morocco - Road Race 2011 ,Nationals.C3,1
40,National Championships Zimbabwe - Road Race 2011 ,Nationals.C3,1
41,National Championships Namibia - ITT 2011 ,Nationals.C3.TT,1
42,National Championships Namibia - Road Race 2011 ,Nationals.C3,1
43,National Championships Tunisia - ITT 2011 ,Nationals.C3.TT,1
44,All Africa Games - ITT 2011 ,-,1
45,All Africa Games - Road Race 2011 ,-,1
46,Grand Prix Chantal Biya 2011 ,2.2/U23,3
47,Tour du Faso 2011 ,2.2/U23,10
48,African Continental Championships - ITT 2011 ,UCI.Cont.Ch.TT,1
49,African Continental Championships - Road Race 2011 ,UCI.Cont.Ch,1
50,Tour of Rwanda 2011 ,2.2/U23,8
51,Tour Of Oman 2011 ,2.1,6
52,Tour De Kumano 2011 ,2.2/U23,4
53,National Championships Japan - ITT 2011 ,Nationals.C3.TT,1
54,National Championships Kazakhstan - ITT 2011 ,Nationals.C3.TT,1
55,National Championships Iran - ITT 2011 ,Nationals.C3.TT,1
56,National Championships Israel - ITT 2011 ,Nationals.C3.TT,1
57,National Championships Iran - Road Race 2011 ,-,1
58,National Championships Israel - Road Race 2011 ,Nationals.C3,1
59,National Championships Mongolia - ITT 2011 ,Nationals.C3.TT,1
60,National Championships Japan - Road Race 2011 ,Nationals.C3,1
61,National Championships Mongolia - Road Race 2011 ,Nationals.C3,1
62,Tour of Taihu 2011 ,2.2/U23,5
63,Omloop Het Nieuwsblad 2011 ,1.HC,1
64,Gp Di Lugano 2011 ,1.1,1
65,Driedaagse van West-Vlaanderen 2011 ,2.1,3
66,Vuelta ciclista a la region de Murcia 2011 ,2.1,3
67,Paris-Troyes 2011 ,1.2,1
68,Critérium International 2011 ,2.HC,3
69,Driedaagse De Panne-Koksijde 2011 ,2.HC,4
70,Flèche d\'Emeraude - Saint Malo 2011 ,1.1,1
71,Scheldeprijs 2011 ,1.HC,1
72,Grand Prix Pino Cerami 2011 ,1.1,1
73,Tour du Loir-et-Cher 'E. Provost' 2011 ,2.2/U23,5
74,Tesco Rutland - Melton International Cicle Classic 2011 ,1.2,1
75,Giro del Trentino 2011 ,2.HC,4
76,Banja Luka - Belgrade I 2011 ,1.2,1
77,Presidential Cycling Tour of Turkey 2011 ,2.HC,8
78,Banja Luka-Belgrade II 2011 ,1.2,1
79,Himmerland Rundt 2011 ,1.2,1
80,Ronde van Noord-Holland 2011 ,1.2,1
81,GP Palio del Recioto 2011 ,1.2,1
82,Rund um den Finanzplatz Eschborn-Frankfurt 2011 ,1.HC,1
83,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011 ,2.HC,5
84,Circuit De Wallonie 2011 ,1.2,1
85,Grand Prix Criquielion 2011 ,1.2,1
86,Bayern-Rundfahrt 2011 ,2.HC,5
87,Boucles de l'Aulne - Châteaulin 2011 ,1.1,1
88,GP Industria e Commercio - Tr. Città di San Vendemiano 2011 ,1.2,1
89,Paris-Roubaix Espoirs 2011 ,1.2,1
90,Rogaland Gp 2011 ,1.2,1
91,Ster Zlm Toer - Gp Jan Van Heeswijk 2011 ,2.1,5
92,Route du Sud - la Depêche du Midi 2011 ,2.1,4
93,National TT Championships Estonia 2011 ,-,1
94,National Championships Estonia - Road Race 2011 ,Nationals.C3,1
95,National Championships Czech Republic - ITT 2011 ,Nationals.C3.TT,1
96,National Championships Denmark - ITT 2011 ,Nationals.C3.TT,1
97,National Championships France - ITT 2011 ,Nationals.C1.TT,1
98,National Championships Latvia - ITT 2011 ,Nationals.C3.TT,1
99,National Championships Luxembourg - ITT 2011 ,Nationals.C3.TT,1
100,National Championships Moldova - ITT 2011 ,Nationals.C3.TT,1
101,National Championships Russia - ITT 2011 ,Nationals.C3.TT,1
102,National Championships Slovakia - ITT 2011 ,Nationals.C3.TT,1
103,National Championships Switserland - ITT 2011 ,Nationals.C3.TT,1
104,National TT Championships Poland 2011 ,Nationals.C2.TT,1
105,National TT Championships Romania 2011 ,Nationals.C3.TT,1
106,National Championships Albania - Road Race 2011 ,Nationals.C3,1
107,National Championships Belarus - ITT 2011 ,Nationals.C3.TT,1
108,National Championships Hungary - ITT 2011 ,Nationals.C3.TT,1
109,National Championships Ireland - ITT 2011 ,Nationals.C3.TT,1
110,National Championships Lithuania - ITT 2011 ,Nationals.C3.TT,1
111,National Championships Moldavie - Road Race 2011 ,Nationals.C3,1
112,National Championships Serbia - ITT 2011 ,Nationals.C3.TT,1
113,National Championships Sweden - Road Race 2011 ,Nationals.C3,1
114,National Championships Ukraine - ITT 2011 ,Nationals.C3.TT,1
115,National TT Championships Portugal 2011 ,Nationals.C3.TT,1
116,National Championships Turkey - ITT 2011 ,Nationals.C3.TT,1
117,National Championships Netherlands U23 - Road Race 2011 ,-,1
118,National Championships Switserland - Road Race 2011 ,-,1
119,National Championships Belarus - Road Race 2011 ,Nationals.C3,1
120,National Championships Bulgaria - ITT 2011 ,Nationals.C3.TT,1
121,National Championships Bulgaria - Road Race 2011 ,-,1
122,National Championships Czech Republic - Road Race 2011 ,Nationals.C3,1
123,National Championships Hungary - Road Race 2011 ,Nationals.C3,1
124,National Championships Latvia - Road Race 2011 ,Nationals.C3,1
125,National Championships Lithuania - Road Race 2011 ,Nationals.C3,1
126,National Championships Malasia - Road Race 2011 ,Nationals.C3,1
127,National Championships Romania - Road Race 2011 ,Nationals.C3,1
128,National Championships Russia - Road Race 2011 ,Nationals.C2,1
129,National Championships Serbia - Road Race 2011 ,Nationals.C3,1
130,National Championships Slovenia - ITT 2011 ,Nationals.C3.TT,1
131,National Championships Turkey - Road Race 2011 ,Nationals.C3,1
132,National Championships Ukraine - Road Race 2011 ,Nationals.C3,1
133,National Championships Macedonia - ITT 2011 ,Nationals.C3.TT,1
134,National Championships Macedonia - Road Race 2011 ,Nationals.C3,1
135,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2011 ,2.2/U23,4
136,GP van de stad Geel 2011 ,1.2,1
137,European Championship U23 - ITT 2011 ,-,1
138,National Championships Greece - ITT 2011 ,Nationals.C3.TT,1
139,Tour de Wallonie 2011 ,2.HC,5
140,National Championships Greece - Road Race 2011 ,Nationals.C3,1
141,Central European Tour Miskolc GP 2011 ,1.2,1
142,Central European Tour Budapest GP 2011 ,1.2,1
143,Sparkassen Giro 2011 ,1.1,1
144,Paris - Corrèze 2011 ,2.1,2
145,National Championships Iceland - Road Race 2011 ,Nationals.C3,1
146,Gp Di Poggiana 2011 ,1.2,1
147,Baltic Chain Tour 2011 ,2.2/U23,5
148,Coppa Agostoni - Giro della Brianza 2011 ,1.1,1
149,Dutch Food Valley Classic 2011 ,1.1,1
150,Tour International du Poitou Charentes 2011 ,2.1,5
151,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011 ,2.2/U23,6
152,Grand Prix des Marbriers 2011 ,1.2,1
153,Schaal Sels 2011 ,1.1,1
154,National Championships Finland - ITT 2011 ,Nationals.C3.TT,1
155,Tour de l'Avenir 2011 ,E-2.Ncup,8
156,Giro di Padania 2011 ,2.1,5
157,GP de Fourmies - La Voix du Nord 2011 ,1.HC,1
158,National Championships Austria - ITT 2011 ,Nationals.C3.TT,1
159,Tour of Britain 2011 ,2.1,9
160,Chrono Champenois Masculin International 2011 ,1.2,1
161,Duo Normand 2011 ,1.2,1
162,GP Impanis - Van Petegem 2011 ,1.2,1
163,Tour de Vendée 2011 ,1.HC,1
164,Memorial Frank Vandenbroucke 2011 ,1.1,1
165,Gran Premio Bruno Beghelli 2011 ,1.1,1
166,Paris-tours Espoirs 2011 ,1.2,1
167,Nationale Sluitingsprijs Putte-kapellen 2011 ,1.1,1
168,Chrono des Nations 2011 ,1.1,1
169,Chrono des Nations U23 2011 ,1.2,1
170,Australian Open Road Cycling Championships - Itt 2011 ,-,1
171, Oceania Continental Championships U23- Road Race 2011 ,-,1
172,Oceania Road Championships - Road Race 2011 ,None,1
173,National Championships Argentina - ITT 2011 ,Nationals.C3.TT,1
174,National Championships Argentina - Road Race 2011 ,Nationals.C3,1
175,National Championships Ecuador - ITT 2011 ,Nationals.C3.TT,1
176,National Championships Ecuador - Road Race 2011 ,Nationals.C3,1
177,Amgen Tour Of California 2011 ,2.HC,8
178,National Championships United States - ITT 2011 ,Nationals.C3.TT,1
179,TD Bank International Cycling Championship 2011 ,1.HC,1
180,National TT Championships Canada 2011 ,Nationals.C3.TT,1
181,National Championships Brazil - ITT 2011 ,Nationals.C3.TT,1
182,National Championships Canada - Road Race 2011 ,Nationals.C3,1
183,National Championships Cuba - ITT 2011 ,Nationals.C3.TT,1
184,National Championships Brazil - Road Race 2011 ,Nationals.C3,1
185,National Championships Cuba - Road Race 2011 ,Nationals.C3,1
186,National Championships Venezuela - Road Race 2011 ,Nationals.C3,1
187,National Championships Costa Rica - Road Race 2011 ,Nationals.C3,1
188,Tour do Brasil Volta Ciclística de São Paulo-Internacional 2011 ,2.2/U23,8
189,Vuelta a Bolivia 2011 ,2.2/U23,10
190,Vuelta Ciclista Chiapas 2011 ,2.2/U23,6
191,Vuelta Internacional a Costa Rica 2011 ,2.2/U23,12
