,Race_Name,Category,Number_stages
76,National Championships Rwanda - Road Race 2015 ,Nationals.C3,1
77,National Championships Eritrea - Road Race 2015 ,Nationals.C3,1
78,National Championships Ethiopia - Road Race 2015 ,Nationals.C3,1
79,National Championships Macedonia - Road Race 2015 ,Nationals.C3,1
80,National Championships Mauritius - Road Race 2015 ,Nationals.C3,1
81,National Championships Sao Tome and Principe - Road Race 2015 ,-,1
82,National Championships Zimbabwe - ITT 2015 ,Nationals.C3.TT,1
83,National Championships Eritrea MJ - Road Race 2015 ,-,1
84,National Championships Uganda - Road Race 2015 ,Nationals.C3,1
85,National Championships Angola - ITT 2015 ,-,1
86,National Championships Angola - Road Race 2015 ,-,1
87,Jeux Africains 2015 de Brazzaville - TTT 2015 ,-,1
88,Jeux Africains 2015 de Brazzaville - ITT 2015 ,-,1
89,Jeux Africains 2015 de Brazzaville - Road Race 2015 ,1.2,1
90,Tour de Côte d'Ivoire-Tour de la Réconciliation 2015 ,2.2/U23,6
91,Grand Prix Chantal Biya 2015 ,2.2/U23,4
92,Tour du Faso 2015 ,2.2/U23,10
93,Tour of Rwanda 2015 ,-,8
94,Challenge des phosphates-Grand prix de Khouribga 2015 ,1.2,1
95,Challenge des phosphates-Grand Prix Fkih Ben Saleh 2015 ,1.2,1
96,Challenge des phosphates-Grand prix de Ben Guerir 2015 ,1.2,1
97,Tour of Egypt 2015 ,2.2/U23,5
98,Le Tour de Filipinas 2015 ,2.2/U23,4
99,Dubai Tour 2015 ,2.HC,4
100,Tour of Qatar 2015 ,2.HC,6
101,Asian Cycling Championships U23 - Road Race 2015 ,E-CC,1
102,Asian Cycling Championships - Road Race 2015 ,UCI.Cont.Ch,1
103,Asian Cycling Championships - Road Race 2015  ,-,1
104,Asian Cycling Championships - ITT 2015 ,UCI.Cont.Ch.TT,1
105,Asian Continental Championships U23 - ITT 2015 ,E-CC.TT,1
106,Tour of Oman 2015 ,2.HC,6
107,Le Tour de Langkawi 2015 ,2.HC,8
108,Tour de Taiwan 2015 ,2.1,5
109,The Maha Chackri Sirindhorn's Cup 'Tour of Thailand' 2015 ,2.2/U23,6
110,National Championships Kuwait - ITT 2015 ,UCI.NC.3.TT,1
111,National Championships Kuwait - Road Race 2015 ,Nationals.C3,1
112,National Championships United Arab Emirates - ITT 2015 ,Nationals.C3.TT,1
113,National Championships United Arab Emirates - Road Race 2015 ,-,1
114,International Tour de Banyuwangi Ijen 2015 ,2.2/U23,4
115,National Championships Iran - ITT 2015 ,Nationals.C3.TT,1
116,National Championships Iran - Road Race 2015 ,Nationals.C3,1
117,Tour of Japan 2015 ,2.1,7
118,National Championships Malaysia - Road Race 2015 ,Nationals.C3,1
119,Tour of Iran (Azarbaijan) 2015 ,2.1,6
120,Tour de Kumano 2015 ,2.2/U23,4
121,Tour de Korea 2015 ,2.1,8
122,South East Asian Games - ITT 2015 ,-,1
123,South East Asian Games - Road Race 2015 ,-,1
124,National Championships Syria - Road Race 2015 ,Nationals.C3,1
125,National Championships Syria U23 - Road Race 2015 ,-,1
126,National Championships Syria - ITT 2015 ,Nationals.C3.TT,1
127,National Championships Syria U23 - ITT 2015 ,-,1
128,National Championships Japan - ITT 2015 ,Nationals.C3.TT,1
129,National Championships Japan U23 - ITT 2015 ,-,1
130,National Championships Libanon - ITT 2015 ,Nationals.C3.TT,1
131,National Championships Uzbekistan - ITT 2015 ,Nationals.C3.TT,1
132,National Championships Uzbekistan U23 - ITT 2015 ,-,1
133,National Championships Israel - ITT 2015 ,Nationals.C3.TT,1
134,National Championships China - ITT 2015 ,-,1
135,National Championships Kazakhstan - ITT 2015 ,Nationals.C3.TT,1
136,National Championships Mongolia - ITT 2015 ,Nationals.C3.TT,1
137,National Championships South Korea - ITT 2015 ,Nationals.C3.TT,1
138,National Championships Uzbekistan - Road Race 2015 ,Nationals.C3,1
139,National Championships Uzbekistan U23 - Road Race 2015 ,-,1
140,National Championships Kyrgyzstan - Road Race 2015 ,Nationals.C3,1
141,National Championships South Korea - Road Race 2015 ,Nationals.C3,1
142,National Championships China - Road Race 2015 ,-,1
143,National Championships Hong Kong - ITT 2015 ,Nationals.C3.TT,1
144,National Championships Israel - Road Race 2015 ,Nationals.C3,1
145,National Championships Mongolia - Road Race 2015 ,Nationals.C3,1
146,National Championships Philippines - Road Race 2015 ,Nationals.C3,1
147,National Championships Thailand - ITT 2015 ,Nationals.C3.TT,1
148,National Championships Japan U23 - Road Race 2015 ,-,1
149,National Championships Hong Kong - Road Race 2015 ,-,1
150,National Championships Japan - Road Race 2015 ,Nationals.C3,1
151,National Championships Kazakhstan - Road Race 2015 ,Nationals.C3,1
152,National Championships Kyrgyzstan - ITT 2015 ,Nationals.C3.TT,1
153,National Championships Libanon - Road Race 2015 ,Nationals.C3,1
154,National Championships Philippines - ITT 2015 ,Nationals.C3.TT,1
155,National Championships Thailand - Road Race 2015 ,Nationals.C3,1
156,Tour of Qinghai Lake 2015 ,2.HC,13
157,Tour de Hokkaido 2015 ,2.2/U23,3
158,Tour of China I 2015 ,2.1,6
159,Tour of Singkarak 2015 ,2.2/U23,9
160,Tour of Almaty 2015 ,1.1,1
161,Abu Dhabi Tour 2015 ,2.1,4
162,Tour of China II 2015 ,2.1,6
163,Japan Cup Cycle Road Race 2015 ,1.HC,1
164,Tour of Hainan 2015 ,2.HC,9
165,Tour of Taihu Lake 2015 ,2.1,9
166,Tour of Borneo 2015 ,2.2/U23,5
167,Tour de Okinawa 2015 ,1.2,1
168,Tour of Yancheng Coastal Wetlands 2015 ,2.2/U23,2
169,Tour of Fuzhou 2015 ,2.2/U23,3
170,National Championships Taiwan - Road Race 2015 ,-,1
171,Sharjah International Cycling Tour 2015 ,-,4
172,National Championships Taiwan - ITT 2015 ,-,1
173,UAE Cup 2015 ,1.2,1
174,Jelajah Malaysia 2015 ,-,5
175,Tour of Al Zubarah 2015 ,-,4
176,Trofeo Santanyi-Ses Salines-Campos 2015 ,1.1,1
177,Trofeo Andratx-Mirador d\'Es Colomer 2015 ,1.1,1
178,Trofeo Serra de Tramuntana 2015 ,1.1,1
179,Grand Prix Cycliste la Marseillaise 2015 ,1.1,1
180,Trofeo Playa de Palma-Palma 2015 ,1.1,1
181,Etoile de Bessèges 2015 ,2.1,5
182,G.P. Costa degli Etruschi 2015 ,1.1,1
183,Vuelta Ciclista a Murcia 2015 ,1.1,1
184,Clasica de Almeria 2015 ,1.1,1
185,GP Laguna 2015 ,1.2,1
186,Volta ao Algarve em Bicicleta 2015 ,2.1,5
187,Vuelta a Andalucia Ruta Ciclista Del Sol 2015 ,2.1,6
188,Trofeo Laigueglia 2015 ,1.HC,1
189,Tour Cycliste International du Haut Var Matin 2015 ,2.1,2
190,Omloop Het Nieuwsblad Elite 2015 ,1.HC,1
191,Classic Sud Ardèche - Souvenir Francis Delpech 2015 ,1.1,1
192,Ster van Zwolle 2015 ,1.2,1
193,SuisseGas Gran Premio Città di Lugano 2015 ,1.HC,1
194,Kuurne-Bruxelles-Kuurne 2015 ,1.1,1
195,La Drome Classic 2015 ,1.1,1
196,Clássica Internacional Loulé Capital Europeia do Desporto 2015 ,1.2,1
197,GP Izola 2015 ,1.2,1
198,Le Samyn 2015 ,1.1,1
199,Trofej Umag - Umag Trophy 2015 ,1.2,1
200,Driedaagse van West-Vlaanderen 2015 ,2.1,3
201,Strade Bianche 2015 ,1.HC,1
202,Porec Trophy - Trofej Porec 2015 ,1.2,1
203,Troféu Alpendre Internacional do Guadiana 2015 ,2.2/U23,2
204,Rabobank Dorpenomloop Rucphen 2015 ,1.2,1
205,Istarsko proljece - Istrian Spring Trophy 2015 ,2.2/U23,4
206,Albert Achterhes Pet Ronde van Drenthe 2015 ,1.1,1
207,Energiewacht Dwars door Drenthe 2015 ,1.1,1
208,Omloop van het Waasland 2015 ,1.2,1
209,Paris-Troyes 2015 ,1.2,1
210,Sochi Cup 2015 ,1.2,1
211,Nokere Koerse - Danilith Classic 2015 ,1.1,1
212,Grand Prix of Sochi Mayor 2015 ,1.2,1
213,GP Nobili Rubinetterie-Coppa Papa Carlo-Coppa Cittá  di Stresa 2015 ,1.HC,1
214,Grand Prix of Sochi 2015 ,2.2/U23,4
215,Handzame Classic 2015 ,1.1,1
216,Classic Loire Atlantique 2015 ,1.1,1
217,Ronde van Zeeland Seaports 2015 ,1.1,1
218,GP Liberty Seguros-Troféu Sudoeste Alentejano e Costa Vicentina 2015 ,2.2/U23,2
219,Cholet - Pays De Loire 2015 ,1.1,1
220,Tour de Normandie 2015 ,2.2/U23,7
221,Tour of Çanakkale 2015 ,2.2/U23,4
222,Dwars door Vlaanderen / A travers la Flandre 2015 ,1.HC,1
223,Volta ao Alentejo / Liberty Seguros 2015 ,2.2/U23,5
224,Classica Corsica 2015 ,1.1,1
225,Settimana Internazionale Coppi e Bartali 2015 ,2.1,5
226,Critérium International 2015 ,2.HC,3
227,Driedaagse De Panne-Koksijde 2015 ,2.HC,4
228,Krasnodar - Anapa 2015 ,1.2,1
229,Tour of Kuban 2015 ,2.2/U23,4
230,Route Adélie de Vitré 2015 ,1.1,1
231,Le Triptyque des Monts et Châteaux 2015 ,2.2/U23,4
232,Gran Premio Miguel Indurain 2015 ,1.1,1
233,Volta Limburg Classic 2015 ,1.1,1
234,Paris-Camembert 2015 ,1.1,1
235,Vuelta Ciclista a La Rioja 2015 ,1.1,1
236,GP Adria Mobil 2015 ,1.2,1
237,Trofeo Piva 2015 ,1.2,1
238,Giro Belvedere di Villa di Cordignano 2015 ,1.2,1
239,Circuit Cycliste Sarthe - Pays de la Loire 2015 ,2.1,5
240,Scheldeprijs 2015 ,1.HC,1
241,Tour of Mersin 2015 ,2.2/U23,4
242,Circuit des Ardennes 2015 ,2.2/U23,4
243,Ronde van Vlaanderen Beloften 2015 ,E-1.Ncup,1
244,Trofeo Edil C 2015 ,1.2,1
245,Klasika Primavera de Amorebieta 2015 ,1.1,1
246,De Brabantse Pijl - La Flèche Brabançonne 2015 ,1.HC,1
247,La Côte Picarde 2015 ,E-1.Ncup,1
248,Maykop - Ulyap - Maykop 2015 ,1.2,1
249,Tour du Loir et Cher E Provost 2015 ,2.2/U23,5
250,GP de Denain Porte du Hainaut 2015 ,1.1,1
251,Grand Prix of Adygeya 2015 ,2.2/U23,4
252,Vuelta a Castilla y Leon 2015 ,2.1,3
253,ZLM Roompot Tour 2015 ,E-1.Ncup,3
254,Tour du Finistère 2015 ,1.1,1
255,Arno Wallaard Memorial 2015 ,1.2,1
256,Belgrade Banjaluka I 2015 ,1.2,1
257,Liège - Bastogne - Liège U23 2015 ,E-1.Ncup,1
258,Tro-Bro Léon 2015 ,1.1,1
259,Belgrade Banjaluka II 2015 ,1.2,1
260,Profronde van Noord-Holland 2015 ,1.2,1
261,Giro del Trentino-Melinda 2015 ,2.HC,4
262,Tour of Croatia 2015 ,2.1,5
263,Gran Premio della Liberazione 2015 ,1.2,1
264,Le Tour de Bretagne Cycliste trophée harmonie Mutuelle 2015 ,2.2/U23,7
265,ZODC Zuidenveld Tour 2015 ,1.2,1
266,Zuid Oost Drenthe Classic I 2015 ,1.2,1
267,Presidential Cycling Tour of Turkey 2015 ,2.HC,8
268,Giro dell'Appennino 2015 ,1.1,1
269,La Roue Tourangelle Région Centre - Trophée Harmonie Mutuelle 2015 ,1.1,1
270,Paris - Mantes-en-Yvelines 2015 ,1.2,1
271,Rutland - Melton International CiCLE Classic 2015 ,1.2,1
272,Carpathian Couriers Race U-23 2015 ,2.2/U23,6
273,Tour de Yorkshire 2015 ,2.1,3
274,GP Viborg 2015 ,1.2,1
275,Memorial Andrzeja Trochanowskiego 2015 ,1.2,1
276,Moscow Cup 2015 ,1.2,1
277,National Championships Belgium U23 - ITT 2015 ,-,1
278,Vuelta Asturias Julio Alvarez Mendo 2015 ,2.1,2
279,Himmerland Rundt 2015 ,1.2,1
280,Memorial of Oleg Dyachenko 2015 ,1.2,1
281,Memorial Romana Sieminskiego 2015 ,1.2,1
282,Ronde van Overijssel 2015 ,1.2,1
283,Grand Prix de la Somme « Conseil Général 80» 2015 ,1.1,1
284,Circuito del Porto - Trofeo Arvedi 2015 ,1.2,1
285,Grand Prix of Moscow 2015 ,1.2,1
286,Skive-Løbet  2015 ,1.2,1
287,Five rings of Moscow 2015 ,2.2/U23,5
288,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais 2015 ,2.HC,5
289,Tour d'Azerbaïdjan 2015 ,2.1,5
290,Szlakiem Grodòw Piastowskich 2015 ,2.2/U23,4
291,National Championships Cyprus - ITT 2015 ,Nationals.C3.TT,1
292,Vuelta Ciclista Comunidad de Madrid 2015 ,2.1,2
293,Berner Rundfahrt / Tour de Berne 2015 ,1.2,1
294,Hadeland GP 2015 ,1.2,1
295,Scandinavian Race in Uppsala 1909-2015 2015 ,1.2,1
296,National Championships Cyprus - Road Race 2015 ,Nationals.C3,1
297,Flèche Ardennaise 2015 ,1.2,1
298,Grand Prix de la Ville de Nogent-sur-Oise 2015 ,1.2,1
299,Ringerike GP 2015 ,1.2,1
300,Tr. Città di San Vendemiano - 55° GP Industria & Commercio 2015 ,1.2,1
301,Olympia's 3M Tour 2015 ,2.2/U23,8
302,Bayern Rundfahrt 2015 ,2.HC,5
303,National Championships Azerbaijan - ITT 2015 ,Nationals.C3.TT,1
304,Flèche du Sud 2015 ,2.2/U23,5
305,Rhône-Alpes Isère Tour 2015 ,2.2/U23,4
306,Tour de Berlin 2015 ,2.2/U23,4
307,Tour de Picardie 2015 ,2.1,3
308,National Championships Azerbaijan - Road Race 2015 ,Nationals.C3,1
309,Tour of Black Sea 2015 ,2.2/U23,4
310,Visegrad 4 Bicycle Race - GP Czech Republic 2015 ,1.2,1
311,An Post Rás 2015 ,2.2/U23,8
312,Gran Premio Industrie del Marmo 2015 ,1.2,1
313,Grand Prix Criquielion 2015 ,1.2,1
314,Visegrad V4 Race - GP Polski 2015 ,1.2,1
315,Tour of Norway 2015 ,2.HC,5
316,Batyk - Karkonosze Tour 2015 ,2.2/U23,6
317,Ronde de l'Isard 2015 ,2.2/U23,4
318,Paris-Arras Tour 2015 ,2.2/U23,3
319,World Ports Classic 2015 ,2.1,1
320,Visegrad 4 Bicycle Race - GP Hungary - EYOF Test Race 2015 ,1.2,1
321, Visegrad 4 Bicycle Race - GP Slovakia 2015 ,1.2,1
322,Baloise Belgium Tour 2015 ,2.HC,5
323,Tour des Fjords 2015 ,2.1,5
324,Tour of Estonia 2015 ,2.1,2
325,Course de la Paix U23 / Závod Míru U23 2015 ,E-2.Ncup,3
326,Horizon Park Race for Peace 2015 ,1.2,1
327,Tour de Gironde 2015 ,2.2/U23,3
328,Grand Prix de Plumelec-Morbihan 2015 ,1.1,1
329,Horizon Park Race Maidan 2015 ,1.2,1
330,Boucles de l'Aulne - Châteaulin 2015 ,1.1,1
331,Garmin Velothon Berlin 2015 ,1.1,1
332,Horizon Park Classic 2015 ,1.2,1
333,Paris-Roubaix Espoirs 2015 ,1.2,1
334,Trofeo Alcide Degasperi 2015 ,1.2,1
335,Skoda-Tour de Luxembourg 2015 ,2.HC,5
336,Boucles de la Mayenne 2015 ,2.1,4
337,National Championships Denmark U23 - ITT 2015 ,-,1
338,Grand Prix of Vinnytsia 2015 ,1.2,1
339,National Championships Macedonia - ITT 2015 ,Nationals.C3.TT,1
340,Coppa della Pace - Trofeo F.lli Anelli 2015 ,1.2,1
341,Grand Prix of ISD 2015 ,1.2,1
342,Memorial Philippe Van Coningsloo 2015 ,1.2,1
343,National Championships Denmark U23 - Road Race 2015 ,-,1
344,Okolo Slovenska 2015 ,2.2/U23,5
345,Tour of Ankara 2015 ,2.2/U23,4
346,GP du canton d'Argovie 2015 ,1.HC,1
347,Ronde de l'Oise 2015 ,2.2/U23,4
348,National Championships Slovenia - ITT 2015 ,Nationals.C3.TT,1
349,Tour of Malopolska 2015 ,2.2/U23,3
350,GP Horsens 2015 ,1.2,1
351,Ronde van Limburg 2015 ,1.1,1
352,Rund um Köln 2015 ,1.1,1
353,Velothon Wales 2015 ,1.1,1
354,Fyen Rundt - Tour of Fyen 2015 ,1.2,1
355,Grand Prix Sarajevo 2015 ,1.2,1
356,Int. Raiffeisen Grand Prix Judendorf/Straßengel 2015 ,1.2,1
357,Ster ZLM Toer GP Jan van Heeswijk 2015 ,2.1,5
358,Route du Sud - la Depeche du Midi 2015 ,2.1,4
359,Tour de Slovénie 2015 ,2.1,4
360,European Games - ITT 2015 ,-,1
361,Oberösterreichrundfahrt 2015 ,2.2/U23,4
362,Tour de Serbie 2015 ,2.2/U23,4
363,Tour des Pays de Savoie 2015 ,2.2/U23,5
364,Korona Kocich Gor 2015 ,1.2,1
365,Beaumont Trophy 2015 ,1.2,1
366,Circuit de Wallonie Ville de Fleurus 2015 ,1.2,1
367,European Games - Road Race 2015 ,Nationals.C3,1
368,Memorial im. J. Grundmanna and J. Wizowskiego 2015 ,1.2,1
369,National Championships Norway U23 - Road Race 2015 ,-,1
370,Halle Ingooigem 2015 ,1.1,1
371,National Championships Finland - ITT 2015 ,Nationals.C3.TT,1
372,National Championships Italy - ITT 2015 ,Nationals.C3.TT,1
373,National Championships Netherlands - ITT 2015 ,Nationals.C3.TT,1
374,National Championships Poland - ITT 2015 ,Nationals.C3.TT,1
375,National Championships Switzerland - ITT 2015 ,Nationals.C3.TT,1
376,National Championships Turkey - ITT 2015 ,Nationals.C3.TT,1
377,Internationale Wielertrofee Jong Maar Moedig I.W.T. 2015 ,1.2,1
378,National Championships Finland U23 - ITT 2015 ,-,1
379,National Championships Netherlands U23 - ITT 2015 ,-,1
380,National Championships Poland U23 - ITT 2015 ,-,1
381,National Championships Switzerland U23 - ITT 2015 ,-,1
382,National Championships Denmark - ITT 2015 ,Nationals.C3.TT,1
383,National Championships Estonia - ITT 2015 ,Nationals.C3.TT,1
384,National Championships France - ITT 2015 ,Nationals.C3.TT,1
385,National Championships Great Britain - ITT 2015 ,Nationals.C3.TT,1
386,National Championships Hungary - ITT 2015 ,Nationals.C3.TT,1
387,National Championships Ireland - ITT 2015 ,Nationals.C3.TT,1
388,National Championships Luxembourg - ITT 2015 ,Nationals.C3.TT,1
389,National Championships Norway - ITT 2015 ,Nationals.C3.TT,1
390,National Championships Sweden - ITT 2015 ,Nationals.C3.TT,1
391,National Championships Great Britain U23 - ITT 2015 ,-,1
392,National Championships Hungary - ITT 2015 ,-,1
393,National Championships Luxembourg U23 - ITT 2015 ,-,1
394,National Championships Portugal - ITT 2015 ,Nationals.C3.TT,1
395,National Championships Albania - ITT 2015 ,Nationals.C3.TT,1
396,National Championships Austria - ITT 2015 ,Nationals.C3.TT,1
397,National Championships Belarus - ITT 2015 ,Nationals.C3.TT,1
398,National Championships Belgium - ITT 2015 ,Nationals.C3.TT,1
399,National Championships Czech Republic - ITT 2015 ,Nationals.C3.TT,1
400,National Championships Czech Republic U23 - ITT 2015 ,-,1
401,National Championships Germany - ITT 2015 ,Nationals.C3.TT,1
402,National Championships Greece - ITT 2015 ,Nationals.C3.TT,1
403,National Championships Latvia - ITT 2015 ,Nationals.C3.TT,1
404,National Championships Lithuania - ITT 2015 ,Nationals.C3.TT,1
405,National Championships Russia - ITT 2015 ,Nationals.C3.TT,1
406,National Championships Serbia - ITT 2015 ,Nationals.C3.TT,1
407,National Championships Slovakia - ITT 2015 ,Nationals.C3.TT,1
408,National Championships Spain - ITT 2015 ,Nationals.C3.TT,1
409,National Championships Turkey - Road Race 2015 ,Nationals.C3,1
410,National Championships Ukraine - ITT 2015 ,Nationals.C3.TT,1
411,National Championships Albania U23 - ITT 2015 ,-,1
412,National Championships Belarus U23 - ITT 2015 ,-,1
413,National Championships Germany U23 - ITT 2015 ,-,1
414,National Championships Latvia U23 - ITT 2015 ,-,1
415,National Championships Portugal U23 - ITT 2015 ,-,1
416,National Championships Russia U23 - ITT 2015 ,-,1
417,National Championships Serbia U23 - ITT 2015 ,-,1
418,National Championships Slovakia U23 - ITT 2015 ,-,1
419,National Championships Spain U23 - ITT 2015 ,-,1
420,National Championships Ukraine U23 - ITT 2015 ,-,1
421,National Championships Bulgaria - ITT 2015 ,Nationals.C3.TT,1
422,National Championships Croatia - ITT 2015 ,Nationals.C3.TT,1
423,National Championships Georgia - ITT 2015 ,Nationals.C3.TT,1
424,National Championships Italy - Road Race 2015 ,Nationals.C3,1
425,National Championships Moldova - ITT 2015 ,Nationals.C3.TT,1
426,National Championships Romania - ITT 2015 ,Nationals.C3.TT,1
427,National Championships Romania U23 - ITT 2015 ,-,1
428,National Championships Netherlands U23 - Road Race 2015 ,-,1
429,National Championships Poland U23 - Road Race 2015 ,-,1
430,National Championships Portugal U23 - Road Race 2015 ,-,1
431,National Championships Russia U23 - Road Race 2015 ,-,1
432,National Championships Spain U23 - Road Race 2015 ,-,1
433,National Championships Ukraine U23 - Road Race 2015 ,-,1
434,National Championships Portugal - Road Race 2015 ,Nationals.C3,1
435,National Championships Albania - Road Race 2015 ,Nationals.C3,1
436,National Championships Austria - Road Race 2015 ,Nationals.C3,1
437,National Championships Belarus - Road Race 2015 ,Nationals.C3,1
438,National Championships Belgium - Road Race 2015 ,Nationals.C3,1
439,National Championships Bosnia and Herzegovina - Road Race 2015 ,Nationals.C3,1
440,National Championships Bulgaria - Road Race 2015 ,Nationals.C3,1
441,National Championships Croatia - Road Race 2015 ,Nationals.C3,1
442,National Championships Czech Republic - Road Race 2015 ,Nationals.C3,1
443,National Championships Denmark - Road Race 2015 ,Nationals.C3,1
444,National Championships Estonia - Road Race 2015 ,Nationals.C3,1
445,National Championships Finland - Road Race 2015 ,Nationals.C3,1
446,National Championships France - Road Race 2015 ,Nationals.C3,1
447,National Championships Georgia - Road Race 2015 ,Nationals.C3,1
448,National Championships Germany - Road Race 2015 ,Nationals.C3,1
449,National Championships Great Britain - Road Race 2015 ,Nationals.C3,1
450,National Championships Greece - Road Race 2015 ,Nationals.C3,1
451,National Championships Hungary - Road Race 2015 ,Nationals.C3,1
452,National Championships Ireland - Road Race 2015 ,Nationals.C3,1
453,National Championships Latvia - Road Race 2015 ,Nationals.C3,1
454,National Championships Lithuania - Road Race 2015 ,Nationals.C3,1
455,National Championships Luxembourg - Road Race 2015 ,Nationals.C3,1
456,National Championships Macedonia - Road Race 2015 ,Nationals.C3,1
457,National Championships Moldova - Road Race 2015 ,Nationals.C3,1
458,National Championships Montenegro - Road Race 2015 ,Nationals.C3,1
459,National Championships Netherlands - Road Race 2015 ,Nationals.C3,1
460,National Championships Norway - Road Race 2015 ,Nationals.C3,1
461,National Championships Poland - Road Race 2015 ,Nationals.C3,1
462,National Championships Romania - Road Race 2015 ,Nationals.C3,1
463,National Championships Russia - Road Race 2015 ,Nationals.C3,1
464,National Championships Serbia - Road Race 2015 ,Nationals.C3,1
465,National Championships Slovakia - Road Race 2015 ,Nationals.C3,1
466,National Championships Slovenia - Road Race 2015 ,Nationals.C3,1
467,National Championships Spain - Road Race 2015 ,Nationals.C3,1
468,National Championships Sweden - Road Race 2015 ,Nationals.C3,1
469,National Championships Switzerland - Road Race 2015 ,Nationals.C3,1
470,National Championships Ukraine - Road Race 2015 ,Nationals.C3,1
471,National Championships Albania U23 - Road Race 2015 ,-,1
472,National Championships Belarus U23 - Road Race 2015 ,-,1
473,National Championships Italy U23 - Road Race 2015 ,-,1
474,National Championships Romania U23 - Road Race 2015 ,-,1
