,Race_Name,Category,Number_stages
244,Gran Premio della Liberazione 2018 ,1.2,1
245,Le Tour de Bretagne Cycliste 2018 ,2.2/U23,7
246,Vuelta Asturias Julio Alvarez Mendo 2018 ,2.1,3
247,Belgrade Banjaluka 2018 ,2.1,2
248,Carpathian Couriers Race 2018 ,2.2/U23,7
249,GP Himmerland Rundt 2018 ,1.2,1
250,PWZ Zuidenveld Tour 2018 ,1.2,1
251,Toscana Terra di Ciclismo Eroica 2018 ,2.2/U23,3
252,Paris - Mantes-en-Yvelines 2018 ,1.2,1
253,Skive-Løbet  2018 ,1.2,1
254,Eschborn-Frankfurt U23 2018 ,1.2,1
255,Memorial Andrzeja Trochanowskiego 2018 ,1.2,1
256,National Championships Belgium U23 - ITT 2018 ,-,1
257,Five Rings of Moscow 2018 ,2.2/U23,5
258,Memorial Romana Sieminskiego 2018 ,1.2,1
259,Tour de Yorkshire 2018 ,2.1,4
260,Rhône-Alpes Isère Tour 2018 ,2.2/U23,4
261,Tour of Mesopotamia 2018 ,2.2/U23,4
262,Vuelta Ciclista Comunidad de Madrid 2018 ,2.1,3
263,Sundvolden GP 2018 ,1.2,1
264,Circuito del Porto - Trofeo Arvedi 2018 ,1.2,1
265,Flèche Ardennaise 2018 ,1.2,1
266,Ringerike GP 2018 ,1.2,1
267,4 Jours de Dunkerque / Grand Prix des Hauts de France 2018 ,2.HC,6
268,National Championships Cyprus - ITT 2018 ,Nationals.C3.TT,1
269,Flèche du Sud 2018 ,2.2/U23,5
270,Vuelta Aragon 2018 ,2.1,3
271,CCC Tour - Grody Piastowskie 2018 ,2.2/U23,4
272,Ronde van Overijssel 2018 ,1.2,1
273,Scandinavian Race in Uppsala 1909-2018 2018 ,1.2,1
274,Visegrad 4 Kerekparverseny 2018 ,1.2,1
275,Gran Premio Industrie del Marmo 2018 ,1.2,1
276,Grand Prix Criquielion 2018 ,1.2,1
277,Profronde van Noord-Holland 2018 ,1.2,1
278,National Championships Cyprus - Road Race 2018 ,Nationals.C3,1
279,Tour of Norway 2018 ,2.HC,5
280,Baltyk - Karkonosze Tour 2018 ,2.2/U23,5
281,Ronde de l'Isard 2018 ,2.2/U23,4
282,Tour de l'Ain 2018 ,2.1,3
283,A Travers Les Hauts De France - Trophee Paris-Arras Tour 2018 ,2.2/U23,3
284,Tour of Albania 2018 ,2.2/U23,5
285,Grote Prijs Marcel Kint 2018 ,1.1,1
286,Rás Tailteann 2018 ,2.2/U23,8
287,Tour des Fjords 2018 ,2.HC,3
288,Baloise Belgium Tour 2018 ,2.HC,5
289,Gemenc Grand Prix 2018 ,2.2/U23,3
290,Hammer Stavanger 2018 ,hammer.gc,3
291,Tour of Estonia 2018 ,2.1,2
292,Grand Prix de Plumelec-Morbihan 2018 ,1.1,1
293,Boucles de l'Aulne - Chateaulin 2018 ,1.1,1
294,Circuit de Wallonie 2018 ,1.2,1
295,Paris-Roubaix Espoirs 2018 ,1.2,1
296,Skoda-Tour de Luxembourg 2018 ,2.HC,5
297,Boucles de la Mayenne 2018 ,2.1,4
298,Szlakiem Walk Majora Hubala 2018 ,2.1,4
299,Grand Prix Priessnitz spa 2018 ,E-2.Ncup,4
300,Hammer Sportzone Limburg 2018 ,hammer.gc,3
301,Cycling Tour of Bihor - Bellotto 2018 ,2.2/U23,4
302,Horizon Park Race for Peace 2018 ,1.2,1
303,Market Heistse Pijl 2018 ,1.1,1
304,Horizon Park Race Maidan 2018 ,1.2,1
305,Trofeo Alcide Degasperi 2018 ,1.2,1
306,Gran Premio Citta di Lugano 2018 ,1.1,1
307,Coppa della Pace - 44th Trofeo F.lli Anelli 2018 ,1.2,1
308,Horizon Park Race Classic 2018 ,1.2,1
309,Memorial Philippe Van Coningsloo 2018 ,1.2,1
310,GP du canton d'Argovie 2018 ,1.HC,1
311,Giro Ciclistico d'Italia 2018 ,2.2/U23,11
312,Ronde de l'Oise 2018 ,2.2/U23,4
313,National Championships Slovenia - ITT 2018 ,Nationals.C3.TT,1
314,Tour de Serbia 2018 ,2.2/U23,3
315,Tour of Malopolska 2018 ,2.2/U23,3
316,Dwars door de Vlaamse Ardennen 2018 ,1.2,1
317,National Championships Denmark U23 - ITT 2018 ,-,1
318,Ronde van Limburg 2018 ,1.1,1
319,Rund um Köln 2018 ,1.1,1
320,Midden-Brabant Poort Omloop 2018 ,1.2,1
321,National Championships Denmark U23 - Road Race 2018 ,-,1
322,Tour of Slovenia 2018 ,2.1,5
323,La Route d'Occitanie 2018 ,2.1,4
324,Oberösterreichrundfahrt 2018 ,2.2/U23,4
325,Dwars door het Hageland - Aarschot 2018 ,1.1,1
326,Fyen Rundt - Tour of Fyen 2018 ,1.1,1
327,Grand Prix Doliny Baryczy Zmigrod - The XXVIII th Mem. Józefa Grundmana i Jerzego Wizowskiego 2018 ,1.2,1
328,Elfstedenronde 2018 ,1.1,1
329,GP Horsens Posten 2018 ,1.1,1
330,International Race Grand Prix Doliny Baryczy Milicz 2018 ,1.2,1
331,National Championships Germany U23 - Road Race 2018 ,-,1
332,National Championships Luxembourg U23 - Road Race 2018 ,-,1
333,National Championships Norway U23 - Road Race 2018 ,-,1
334,National Championships Switzerland U23 - Road Race 2018 ,-,1
335,Tour of Mevlana 2018 ,2.2/U23,4
336,Halle Ingooigem 2018 ,1.1,1
337,Adriatica Ionica Race/Following the Serenissima Routes 2018 ,2.1,5
338,National Championships Sweden - ITT 2018 ,Nationals.C3.TT,1
339,National Championships Ukraine - ITT 2018 ,Nationals.C3.TT,1
340,National Championships Ukraine U23 - ITT 2018 ,-,1
341, National Championships Belgium - ITT 2018 ,Nationals.C3.TT,1
342,National Championships Czech Republic - ITT 2018 ,Nationals.C3.TT,1
343,National Championships Czech Republic U23 - ITT 2018 ,-,1
344,National Championships Norway - ITT 2018 ,Nationals.C3.TT,1
345,National Championships Slovakia - ITT 2018 ,Nationals.C3.TT,1
346,Le Tour de Savoie Mont Blanc 2018 ,2.2/U23,5
347,National Championships Greece - ITT 2018 ,Nationals.C3.TT,1
348,National Championships Kosovo - ITT 2018 ,Nationals.C3.TT,1
349,National Championships Lithuania - ITT 2018 ,Nationals.C3.TT,1
350,National Championships Lithuania U23 - ITT 2018 ,-,1
351,National Championships Poland - ITT 2018 ,Nationals.C3.TT,1
352,National Championships Portugal - ITT 2018 ,Nationals.C3.TT,1
353,National Championships Romania - ITT 2018 ,Nationals.C3.TT,1
354,National Championships Romania U23 - ITT 2018 ,-,1
355,National Championships Serbia - ITT 2018 ,Nationals.C3.TT,1
356,National Championships Spain - ITT 2018 ,Nationals.C3.TT,1
357,National Championships Portugal U23 - ITT 2018 ,-,1
358,National Championships Spain U23 - ITT 2018 ,-,1
359,National Championships Croatia - ITT 2018 ,Nationals.C3.TT,1
360,National Championships Israel - ITT 2018 ,Nationals.C3.TT,1
361,National Championships Kosovo - Road Race 2018 ,Nationals.C3,1
362,National Championships Macedonia - ITT 2018 ,Nationals.C3.TT,1
363,National Championships Montenegro - Road Race 2018 ,Nationals.C3,1
364,National Championships Croatia U23 - ITT 2018 ,None,1
365,National Championships Israel U23 - ITT 2018 ,-,1
366,National Championships Italy U23 - Road Race 2018 ,-,1
367,National Championships Portugal U23 - Road Race 2018 ,-,1
368,National Championships Spain U23 - Road Race 2018 ,-,1
369,National Championships Belgium - Road Race 2018 ,Nationals.C3,1
370,National Championships Croatia - Road Race 2018 ,Nationals.C3,1
371,National Championships Czech Republic - Road Race 2018 ,Nationals.C3,1
372,National Championships Greece - Road Race 2018 ,Nationals.C3,1
373,National Championships Iceland - Road Race 2018 ,Nationals.C3,1
374,National Championships Lithuania - Road Race 2018 ,Nationals.C3,1
375,National Championships Macedonia - Road Race 2018 ,Nationals.C3,1
376,National Championships Norway - Road Race 2018 ,Nationals.C3,1
377,National Championships Poland - Road Race 2018 ,Nationals.C3,1
378,National Championships Portugal - Road Race 2018 ,Nationals.C3,1
379,National Championships Romania - Road Race 2018 ,Nationals.C3,1
380,National Championships Serbia - Road Race 2018 ,Nationals.C3,1
381,National Championships Slovakia - Road Race 2018 ,Nationals.C3,1
382,National Championships Slovenia - Road Race 2018 ,Nationals.C3,1
383,National Championships Spain - Road Race 2018 ,Nationals.C3,1
384,National Championships Sweden - Road Race 2018 ,Nationals.C3,1
385,National Championships Ukraine - Road Race 2018 ,Nationals.C3,1
386,National Championships Ukraine U23 - Road Race 2018 ,-,1
387,Paris-Chauny (classique) 2018 ,1.1,1
388,National Championships Romania U23 - Road Race 2018 ,-,1
389,National Championships Azerbaijan - ITT 2018 ,Nationals.C3.TT,1
390,National Championships Bulgaria - ITT 2018 ,Nationals.C3.TT,1
391,National Championships Netherlands - ITT 2018 ,Nationals.C3.TT,1
392,National Championships Switzerland - ITT 2018 ,Nationals.C3.TT,1
393,Internationale Wielertrofee Jong Maar Moedig I.W.T. 2018 ,1.2,1
394,Mediterranean Games - Road Race 2018 ,-,1
395,National Championships Greece U23 - ITT 2018 ,-,1
396,National Championships Netherlands U23 - ITT 2018 ,-,1
397,National Championships Switzerland U23 - ITT 2018 ,-,1
398,National Championships Azerbaijan - Road Race 2018 ,Nationals.C3,1
399,National Championships Denmark - ITT 2018 ,Nationals.C3.TT,1
400,National Championships Estonia - ITT 2018 ,Nationals.C3.TT,1
401,National Championships France - ITT 2018 ,Nationals.C3.TT,1
402,National Championships Great Britain - ITT 2018 ,Nationals.C3.TT,1
403,National Championships Hungary - ITT 2018 ,Nationals.C3.TT,1
404,National Championships Ireland - ITT 2018 ,Nationals.C3.TT,1
405,National Championships Latvia - ITT 2018 ,Nationals.C3.TT,1
406,National Championships Luxembourg - ITT 2018 ,Nationals.C3.TT,1
407,National Championships Great Britain U23 - ITT 2018 ,-,1
408,National Championships Hungary U23 - ITT 2018 ,-,1
409,National Championships Ireland U23 - ITT 2018 ,-,1
410,National Championships Luxembourg U23 - ITT 2018 ,-,1
411,National Championships Austria - ITT 2018 ,Nationals.C3.TT,1
412,National Championships Belarus - ITT 2018 ,Nationals.C3.TT,1
413,National Championships Finland - ITT 2018 ,Nationals.C3.TT,1
414,National Championships Georgia - ITT 2018 ,Nationals.C3.TT,1
415,National Championships Germany - ITT 2018 ,Nationals.C3.TT,1
416,National Championships Russia - ITT 2018 ,Nationals.C3.TT,1
417,National Championships Germany U23 - ITT 2018 ,-,1
418,National Championships Israel - Road Race 2018 ,Nationals.C3,1
419,National Championships Israel U23 - Road Race 2018 ,-,1
420,National Championships Italy - Road Race 2018 ,Nationals.C3,1
421,National Championships Moldova - ITT 2018 ,Nationals.C3.TT,1
422,Mediterranean Games - ITT 2018 ,-,1
423,National Championships Netherlands U23 - Road Race 2018 ,-,1
424,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs 2018 ,1.2,1
425, National Championships Finland - Road Race 2018 ,Nationals.C3,1
426,National Championships Austria - Road Race  2018 ,Nationals.C3,1
427,National Championships Belarus - Road Race 2018 ,Nationals.C3,1
428,National Championships Bosnia and Herzegovina - Road Race 2018 ,Nationals.C3,1
429,National Championships Bulgaria - Road Race 2018 ,Nationals.C3,1
430,National Championships Denmark - Road Race 2018 ,Nationals.C3,1
431,National Championships Estonia - Road Race 2018 ,Nationals.C3,1
432,National Championships France - Road Race 2018 ,Nationals.C3,1
433,National Championships Georgia - Road Race 2018 ,Nationals.C3,1
434,National Championships Germany - Road Race 2018 ,Nationals.C3,1
435,National Championships Great Britain - Road Race 2018 ,Nationals.C3,1
436,National Championships Hungary - Road Race 2018 ,Nationals.C3,1
437,National Championships Hungary U23 - Road Race 2018 ,-,1
438,National Championships Ireland - Road Race 2018 ,Nationals.C3,1
439,National Championships Latvia - Road Race 2018 ,Nationals.C3,1
440,National Championships Lebanon - Road Race 2018 ,Nationals.C3,1
441,National Championships Luxembourg - Road Race 2018 ,Nationals.C3,1
442,National Championships Moldova - Road Race 2018 ,Nationals.C3,1
443,National Championships Netherlands - Road Race 2018 ,Nationals.C3,1
444,National Championships Russia - Road Race 2018 ,Nationals.C3,1
445,National Championships Russia WE - Road Race 2018 ,F-NC.2,1
446,National Championships Switzerland - Road Race 2018 ,Nationals.C3,1
447,National Championships Turkey - ITT 2018 ,Nationals.C3.TT,1
448,Trofeo Citta di Brescia 2018 ,1.2,1
449,Course Cycliste de Solidarnosc et des Champions Olympiques 2018 ,2.2/U23,5
450,National Championships Turkey - Road Race 2018 ,Nationals.C3,1
451,National Championships Turkey MJ - Road Race 2018 ,J-NC2,1
452,Sibiu Cycling Tour 2018 ,2.1,5
453,National Championships Italy U23 - ITT 2018 ,-,1
454,Int. Österreich-Rundfahrt-Tour of Austria 2018 ,2.1,8
455,National Championships Albania - ITT 2018 ,Nationals.C3.TT,1
456,National Championships Albania - Road Race 2018 ,Nationals.C3,1
457,National Championships Lebanon - ITT 2018 ,Nationals.C3.TT,1
458,Giro del Medio Brenta 2018 ,1.2,1
459,Grand Prix Albert Fauville - Baulet 2018 ,1.2,1
460,Grand Prix de la Ville de Nogent-sur-Oise 2018 ,1.2,1
461,Giro Ciclistico della Valle d'Aosta Mont Blanc 2018 ,2.2/U23,5
462,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho 2018 ,2.2/U23,4
463,UEC Juniors & U23 Road European Championships U23 - Road Race 2018 ,-,1
464,Grande Prémio de Portugal N2 2018 ,2.2/U23,5
465,Grand Prix de la ville de Pérenchies 2018 ,1.2,1
466,V4 Special Series Debrecen - Ibrany 2018 ,1.2,1
467,Prueba Villafranca-Ordiziako Klasika 2018 ,1.1,1
468,Dookola Mazowsza 2018 ,2.2/U23,4
