,Race_Name,Category,Number_stages
62,Massawa Circuit 2017 ,1.2,1
63,Tour Eritrea 2017 ,2.2/U23,5
64,Tour du Senegal 2017 ,2.2/U23,8
65,Asmara Circuit 2017 ,1.2,1
66,Tour de Tunisie 2017 ,2.2/U23,5
67,National Championships Morocco - ITT 2017 ,Nationals.C3.TT,1
68,National Championships Morocco U23 - ITT 2017 ,-,1
69,National Championships Morocco - Road Race 2017 ,-,1
70,National Championships Morocco U23 - Road Race 2017 ,-,1
71,National Championships Morocco WE - Road Race  2017 ,F-NC.2,1
72,National Championships Tunisia - Road Race 2017 ,Nationals.C3,1
73,National Championships Angola - Road Race 2017 ,Nationals.C3,1
74,National Championships Burkina Faso U23 - Road Race 2017 ,-,1
75,National Championships Mauritius - ITT 2017 ,Nationals.C3.TT,1
76,National Championships Tunisia - ITT 2017 ,Nationals.C3.TT,1
77,National Championships Eritrea - ITT 2017 ,Nationals.C3.TT,1
78,National Championships Ethiopia - ITT 2017 ,Nationals.C3.TT,1
79,National Championships Ethiopia - Road Race 2017 ,Nationals.C3,1
80,National Championships Rwanda - ITT 2017 ,Nationals.C3.TT,1
81,National Championships Eritrea - Road Race 2017 ,Nationals.C3,1
82,National Championships Mauritius - Road Race 2017 ,Nationals.C3,1
83,National Championships Rwanda - Road Race 2017 ,Nationals.C3,1
84,National Championships Zimbabwe - ITT 2017 ,Nationals.C3.TT,1
85,National Championships Zimbabwe U23 - ITT 2017 ,-,1
86,National Championships Zimbabwe - Road Race 2017 ,Nationals.C3,1
87,National Championships Zimbabwe U23 - Road Race 2017 ,-,1
88,National Championships Uganda - Road Race 2017 ,Nationals.C3,1
89,National Championships Algeria - ITT 2017 ,Nationals.C3.TT,1
90,National Championships Algeria U23 - ITT 2017 ,-,1
91,National Championships Algeria - Road Race 2017 ,Nationals.C3,1
92,National Championships Algeria U23 - Road Race 2017 ,-,1
93,Tour Meles Zenawi for Green Development 2017 ,2.2/U23,5
94,Tour de Côte d'Ivoire-Tour de la Réconciliation 2017 ,2.2/U23,7
95,Grand Prix Chantal Biya 2017 ,2.2/U23,4
96,Tour du Faso 2017 ,2.2/U23,10
97,Tour of Rwanda 2017 ,2.2/U23,8
98,National Championships Benin - Road Race 2017 ,Nationals.C3,1
99,Dubai Tour 2017 ,2.HC,5
100,Tour of Oman 2017 ,2.HC,6
101,Le Tour de Filipinas 2017 ,2.2/U23,4
102,Le Tour de Langkawi 2017 ,2.HC,8
103,Asian Cycling Championships - TTT 2017 ,-,1
104,Asian Cycling Championships - ITT 2017 ,UCI.Cont.Ch.TT,1
105,Asian Cycling Championships U23 - ITT 2017 ,UCI.Cont.Ch.TT,1
106,Asian Cycling Championships U23 - Road Race 2017 ,E-CC,1
107,Asian Cycling Championships - Road Race 2017 ,E-CC,1
108,Tour de Taiwan 2017 ,2.1,5
109,Tour de Tochigi 2017 ,2.2/U23,3
110,National Championships United Arab Emirates - ITT 2017 ,Nationals.C3.TT,1
111,The Princess Maha Chackri Sirindhorn's Cup 'Tour of Thailand' 2017 ,2.1,6
112,National Championships United Arab Emirates - Road Race 2017 ,Nationals.C3,1
113,Tour de Lombok 2017 ,2.2/U23,4
114,National Championships Singapore - Road Race 2017 ,Nationals.C3,1
115,Tour of Japan 2017 ,2.1,8
116,National Championships Uzbekistan - ITT 2017 ,Nationals.C3.TT,1
117,National Championships Uzbekistan U23 - ITT 2017 ,-,1
118,Tour de Kumano 2017 ,2.2/U23,4
119,National Championships Uzbekistan - Road Race 2017 ,Nationals.C3,1
120,Tour de Korea 2017 ,2.1,5
121,National Championships Israel - ITT 2017 ,Nationals.C3.TT,1
122,National Championships Hong Kong - Road Race 2017 ,Nationals.C3,1
123,National Championships Kazakhstan - ITT 2017 ,Nationals.C3.TT,1
124,National Championships Japan - ITT 2017 ,Nationals.C3.TT,1
125,National Championships Mongolia - ITT 2017 ,Nationals.C3.TT,1
126,National Championships Japan U23 - ITT 2017 ,-,1
127,National Championships Hong Kong - ITT 2017 ,Nationals.C3.TT,1
128,National Championships Israel - Road Race 2017 ,Nationals.C3,1
129,National Championships Hong Kong U23 - ITT 2017 ,-,1
130,National Championships Japan U23 - Road Race 2017 ,-,1
131,National Championships Japan - Road Race 2017 ,Nationals.C3,1
132,National Championships Kazakhstan - Road Race 2017 ,Nationals.C3,1
133,National Championships Mongolia - Road Race 2017 ,Nationals.C3,1
134,National Championships South Korea - ITT 2017 ,Nationals.C3.TT,1
135,National Championships South Korea - Road Race 2017 ,Nationals.C3,1
136,National Championships Iran - Road Race 2017 ,Nationals.C3,1
137,National Championships Iran - ITT 2017 ,Nationals.C3.TT,1
138,National Championships Libanon - ITT 2017 ,Nationals.C3.TT,1
139,National Championships Libanon MJ - ITT 2017 ,J-NC2.TT,1
140,Tour de Flores 2017 ,2.2/U23,6
141,Tour of Qinghai Lake 2017 ,2.HC,13
142,Tour of Xingtai 2017 ,2.2/U23,3
143,Tour de Hokkaido 2017 ,2.2/U23,3
144,Tour of China I 2017 ,2.1,5
145,Tour de Molvccas 2017 ,2.2/U23,5
146,Tour of China II 2017 ,2.1,5
147,International Tour de Banyuwangi Ijen 2017 ,2.2/U23,4
148,Tour of Almaty 2017 ,2.1,2
149,Jelajah Malaysia 2017 ,2.2/U23,5
150,Sun Hung Kai Properties Hong Kong Challenge 2017 ,1.1,1
151,Tour of Iran (Azarbaijan) 2017 ,2.1,6
152,Tour of Taihu Lake 2017 ,2.1,8
153,Tour de Selangor 2017 ,2.2/U23,5
154,Japan Cup Cycle Road Race 2017 ,1.HC,1
155,Tour of Hainan 2017 ,2.HC,9
156,National Championships India - ITT 2017 ,Nationals.C3.TT,1
157,National Championships India - Road Race 2017 ,Nationals.C3,1
158,Tour of Fuzhou 2017 ,2.1,5
159,Tour de Okinawa 2017 ,1.2,1
160,Tour de Singkarak 2017 ,2.2/U23,9
161,Tour of Quanzhou Bay 2017 ,2.2/U23,3
162,"Trofeo Porreres, Felanitx, Ses Salines, Campos 2017 ",1.1,1
163,Trofeo Serra de Tramuntana 2017 ,1.1,1
164,Trofeo Andratx-Mirador des Colomer 2017 ,1.1,1
165,Grand Prix Cycliste la Marseillaise 2017  ,1.1,1
166,Trofeo Palma 2017 ,1.1,1
167,Etoile de Bessèges 2017 ,2.1,5
168,Volta a la Comunitat Valenciana 2017 ,2.1,5
169,G.P. Costa degli Etruschi 2017 ,1.1,1
170,Vuelta Ciclista a la Region de Murcia 'Costa Calida' 2017 ,1.1,1
171,Trofeo Laigueglia 2017 ,1.HC,1
172,Clasica de Almeria 2017 ,1.1,1
173,Volta ao Algarve em Bicicleta 2017 ,2.HC,5
174,Vuelta a Andalucia Ruta Ciclista Del Sol 2017 ,2.1,5
175,Tour Cycliste International du Haut Var Matin 2017 ,2.1,2
176,GP Laguna Porec 2017 ,1.2,1
177,Tour Cycliste International La Provence 2017 ,2.1,3
178,Volta ao Alentejo 2017 ,2.1,5
179,Classic Sud Ardèche - Souvenir Francis Delpech 2017 ,1.1,1
180,Kuurne-Bruxelles-Kuurne 2017 ,1.HC,1
181,Royal Bernard Drome Classic 2017 ,1.1,1
182,GP Izola 2017 ,1.2,1
183,Le Samyn 2017 ,1.1,1
184,Trofej Umag - Umag Trophy 2017 ,1.2,1
185,Trofej Porec - Porec Trophy 2017 ,1.2,1
186,GP Industria & Artigianato 2017 ,1.HC,1
187,Dwars door West-Vlaanderen Johan Museeuw Classic 2017 ,1.1,1
188,Classica da Arrabida - Cylin'Portugal 2017 ,1.2,1
189,Grand Prix de la Ville de Lillers Souvenir Bruno Comini 2017 ,1.2,1
190,International Rhodes Grand Prix 2017 ,1.2,1
191,Istarsko Proljece - Istrian Spring Trophy 2017 ,2.2/U23,4
192,International Tour of Rhodes 2017 ,2.2/U23,3
193,Ronde van Drenthe 2017 ,1.1,1
194,Classica Aldeias do Xisto - Cylin'Portugal 2017 ,1.2,1
195,Paris-Troyes 2017 ,1.2,1
196,Rabobank Dorpenomloop Rucphen 2017 ,1.2,1
197,Danilith - Nokere Koerse 2017 ,1.HC,1
198,Handzame Classic 2017 ,1.1,1
199,Classic Loire Atlantique 2017 ,1.1,1
200,Popolarissima 2017 ,1.2,1
201,Tour de Normandie 2017 ,2.2/U23,7
202,Settimana Internazionale Coppi e Bartali 2017 ,2.1,5
203,Driedaagse De Panne-Koksijde 2017 ,2.HC,4
204,Route Adélie de Vitré 2017 ,1.1,1
205,Le Triptyque des Monts et Chateaux 2017 ,2.2/U23,4
206,Gran Premio Miguel Indurain 2017 ,1.1,1
207,Volta Limburg Classic 2017 ,1.1,1
208,La Roue Tourangelle Région Centre Val de Loire - Trophée Harmonie Mutuelle 2017 ,1.1,1
209,Vuelta Ciclista a La Rioja 2017 ,1.1,1
210,GP Adria Mobil 2017 ,1.2,1
211,Trofeo Piva 2017 ,1.2,1
212,Circuit Cycliste Sarthe - Pays de la Loire 2017 ,2.1,5
213,Scheldeprijs 2017 ,1.HC,1
214,Circuit des Ardennes International 2017 ,2.2/U23,4
215,Trofeo Edil C 2017 ,1.2,1
216,Giro dell'Appennino 2017 ,1.1,1
217,Klasika Primavera de Amorebieta 2017 ,1.1,1
218,Paris-Camembert 2017 ,1.1,1
219,De Brabantse Pijl - La Flèche Brabançonne 2017 ,1.HC,1
220,Tour du Loir et Cher 2017 ,2.2/U23,5
221,GP de Denain - Porte du Hainaut / Valenciennes Métropole 2017 ,1.HC,1
222,Tour du Finistère 2017 ,1.1,1
223,Liège - Bastogne - Liège U23 2017 ,E-1.Ncup,1
224,ZLM Tour 2017 ,E-1.Ncup,1
225,Tour of the Alps 2017 ,2.HC,5
226,Tro-Bro Léon 2017 ,1.1,1
227,Giro del Belvedere 2017 ,1.2,1
228,Tour of Croatia 2017 ,2.1,6
229,G.P. Palio del Recioto 2017 ,1.2,1
230,Tour of Mersin 2017 ,2.2/U23,4
231,Arno Wallaard Memorial 2017 ,1.2,1
232,Visegrad 4 Kerekparverseny 2017 ,1.2,1
233,Rutland - Melton Cicle Classic 2017 ,1.2,1
234,Tr. Città di S. Vendemiano - 57th GP Industria & Commercio 2017 ,1.2,1
235,Visegrad 4 Bicycle Race - GP Slovakia 2017 ,1.2,1
236,Gran Premio della Liberazione 2017 ,1.2,1
237,Le Tour de Bretagne Cycliste 2017 ,2.2/U23,7
238,Tour de Yorkshire 2017 ,2.1,3
239,GP Himmerland Rundt 2017 ,1.2,1
240,Toscana Terra di Ciclismo Eroica 2017 ,2.2/U23,3
241,Vuelta Asturias Julio Alvarez Mendo 2017 ,2.1,3
242,Beograd - Banjaluka I 2017 ,1.2,1
243,Carpathian Couriers Race U-23 2017 ,2.2/U23,4
244,GP Viborg 2017 ,1.2,1
245,ZODC Zuidenveld Tour 2017 ,1.2,1
246,Belgrade Banjaluka II 2017 ,1.2,1
247,Paris - Mantes-en-Yvelines 2017 ,1.2,1
248,Skive-Løbet  2017 ,1.2,1
249,Circuit de Wallonie 2017 ,1.2,1
250,Memorial Andrzeja Trochanowskiego 2017 ,1.2,1
251,National Championships Belgium U23 - ITT 2017 ,-,1
252,Rund um den Finanzplatz Eschborn-Frankfurt (U23) 2017 ,1.2,1
253,Memorial Romana Sieminskiego 2017 ,1.2,1
254,Tour d'Azerbaïdjan 2017 ,2.1,5
255,Rhône-Alpes Isère Tour 2017 ,2.2/U23,4
256,National Championships Cyprus - ITT 2017 ,Nationals.C3.TT,1
257,Vuelta Ciclista Comunidad de Madrid 2017 ,2.1,3
258,CCC Tour - Grody Piastowskie 2017 ,2.2/U23,3
259,Five Rings of Moscow 2017 ,2.2/U23,5
260,Ronde van Overijssel 2017 ,1.2,1
261,Sundvolden GP 2017 ,1.2,1
262,Gran Premio Città di Lugano 2017 ,1.HC,1
263,National Championships Cyprus - Road Race 2017 ,Nationals.C3,1
264,Circuito del Porto - Trofeo Arvedi 2017 ,1.2,1
265,Flèche Ardennaise 2017 ,1.2,1
266,Ringerike GP 2017 ,1.2,1
267,4 Jours de Dunkerque / Tour des Hauts-de-France 2017 ,2.HC,6
268,National Championships Azerbaijan - ITT 2017 ,Nationals.C3.TT,1
269,Tour of Ankara 2017 ,2.2/U23,4
270,National Championships Azerbaijan - Road Race 2017 ,Nationals.C3,1
271,National Championships Denmark U23 - ITT 2017 ,-,1
272,Scandinavian Race in Uppsala 1909-2017 2017 ,1.2,1
273,Gran Premio Industrie del Marmo 2017 ,1.2,1
274,Grand Prix Criquielion 2017 ,1.2,1
275,National Championships Denmark U23 - Road Race 2017 ,-,1
276,Profronde van Noord-Holland 2017 ,1.2,1
277,Tour of Norway 2017 ,2.HC,5
278,Baltyk - Karkonosze Tour 2017 ,2.2/U23,6
279,Tour of Ukraine 2017 ,2.2/U23,5
280,Ronde de l'Isard 2017 ,2.2/U23,4
281,Vuelta a Castilla y Leon 2017 ,2.1,3
282,A Travers Les Hauts De France - Trophee Paris-Arras Tour 2017 ,2.2/U23,3
283,Berner Rundfahrt / Tour de Berne 2017 ,1.2,1
284,Tour of Albania 2017 ,2.2/U23,5
285,Grand Prix de la Somme « Conseil Général 80» 2017 ,1.1,1
286,An Post Rás 2017 ,2.2/U23,8
287,National Championships Germany U23 - Road Race 2017 ,-,1
288,SwissEver GP Cham - Hagendorn 2017 ,F-1.2,1
289,Baloise Belgium Tour 2017 ,2.HC,5
290,Tour des Fjords 2017 ,2.1,5
291,Flèche du Sud 2017 ,2.2/U23,5
292,Gemenc Grand Prix 2017 ,2.2/U23,3
293,Tour of Estonia 2017 ,2.1,2
294,Horizon Park Race for Peace 2017 ,1.2,1
295,Grand Prix de Plumelec-Morbihan 2017 ,1.1,1
296,Horizon Park Race Maidan 2017 ,1.2,1
297,Tour de Gironde Cycliste International 2017 ,2.2/U23,2
298,Tour du Jura Cycliste 2017 ,2.2/U23,2
299,Boucles de l'Aulne - Chateaulin 2017 ,1.1,1
300,Horizon Park Classic 2017 ,1.2,1
301,Paris-Roubaix Espoirs 2017 ,1.2,1
302,Games of the Small States of Europe 2017 ,-,1
303,Skoda-Tour de Luxembourg 2017 ,2.HC,5
304,Boucles de la Mayenne 2017 ,2.1,4
305,Szlakiem Walk Majora Hubala 2017 ,2.1,5
306,Grand Prix Priessnitz spa 2017 ,E-2.Ncup,4
307,GP Beiras e Serra da Estrela 2017 ,2.1,3
308,Hammer Sportzone Limburg 2017 ,hammer.gc,3
309,Tour of Bihor - Bellotto 2017 ,2.2/U23,4
310,Trofeo Alcide Degasperi 2017 ,1.2,1
311,Carrefour Market Heistse Pijl 2017 ,1.1,1
312,Coppa della Pace -Trofeo F.lli Anelli 2017 ,1.2,1
313,Memorial Philippe Van Coningsloo 2017 ,1.2,1
314,Okolo Slovenska 2017 ,2.1,5
315,GP du canton d'Argovie 2017 ,1.HC,1
316,Oberösterreichrundfahrt 2017 ,2.2/U23,4
317,Ronde de l'Oise 2017 ,2.2/U23,4
318,National Championships Slovenia - ITT 2017 ,Nationals.C3.TT,1
319,Giro Ciclistico d'Italia 2017 ,2.2/U23,8
320,National Championships Slovenia U23 - ITT 2017 ,-,1
321,Tour of Malopolska 2017 ,2.2/U23,3
322,Dwars door de Vlaamse Ardennen 2017 ,1.2,1
323,Fyen Rundt - Tour of Fyen 2017 ,1.2,1
324,Ronde van Limburg 2017 ,1.1,1
325,Rund um Köln 2017 ,1.1,1
326,GP Horsens Posten 2017 ,1.2,1
327,Ster ZLM 2017 ,2.1,5
328,Route du Sud - la Depeche du Midi 2017 ,2.1,4
329,Tour of Slovenia 2017 ,2.1,4
330,Le Tour de Savoie Mont Blanc 2017 ,2.2/U23,5
331,National Championships Finland - ITT 2017 ,Nationals.C3.TT,1
332,National Championships Finland U23 - ITT 2017 ,-,1
333,Tour de Serbia 2017 ,2.2/U23,3
334,Grand Prix Doliny Baryczy Xxvii Memorial Grundmanna I Wizowskiego 2017 ,1.2,1
335,National Championships Finland - Road Race 2017 ,Nationals.C3,1
336,National Championships Montenegro - Road Race 2017 ,Nationals.C3,1
337,Ride Bruges (Bruges Cycling Classic) 2017 ,1.1,1
338,Beaumont Trophy 2017 ,1.2,1
339,International Race Korona Kocich Gor 2017 ,1.2,1
340,National Championships Norway U23 - Road Race 2017 ,-,1
341,National Championships Ukraine U23 - ITT 2017 ,-,1
342,Halle Ingooigem 2017 ,1.1,1
343,National Championships Bulgaria - ITT 2017 ,Nationals.C3.TT,1
344,National Championships Estonia - ITT 2017 ,Nationals.C3.TT,1
345,National Championships Latvia - ITT 2017 ,Nationals.C3.TT,1
346,National Championships Luxembourg - ITT 2017 ,Nationals.C3.TT,1
347,National Championships Netherlands - ITT 2017 ,Nationals.C3.TT,1
348,National Championships Poland - ITT 2017 ,Nationals.C3.TT,1
349,National Championships Ukraine - ITT 2017 ,Nationals.C3.TT,1
350,National Championships Latvia U23 - ITT 2017 ,-,1
351,National Championships Luxembourg U23 - ITT 2017 ,-,1
352,National Championships Netherlands U23 - ITT 2017 ,-,1
353,National Championships Poland U23 - ITT 2017 ,-,1
354,National Championships Belarus - ITT 2017 ,Nationals.C3.TT,1
355,National Championships Belgium - ITT 2017 ,Nationals.C3.TT,1
356,National Championships Czech Republic - ITT 2017 ,Nationals.C3.TT,1
357,National Championships Denmark - ITT 2017 ,Nationals.C3.TT,1
358,National Championships France - ITT 2017 ,Nationals.C3.TT,1
359,National Championships Great Britain - ITT 2017 ,Nationals.C3.TT,1
360,National Championships Ireland - ITT 2017 ,Nationals.C3.TT,1
361,National Championships Norway - ITT 2017 ,Nationals.C3.TT,1
362,National Championships Sweden - ITT 2017 ,Nationals.C3.TT,1
363,National Championships Switzerland - ITT 2017 ,Nationals.C3.TT,1
364,National Championships Switzerland WE - ITT 2017 ,F-NC.TT.2,1
365,National Championships Belarus U23 - ITT 2017 ,-,1
366,National Championships Great Britain U23 - ITT 2017 ,-,1
367,National Championships Switzerland U23 - ITT 2017 ,-,1
368,National Championships Austria - ITT 2017 ,Nationals.C3.TT,1
369,National Championships Germany - ITT 2017 ,Nationals.C3.TT,1
370,National Championships Greece - ITT 2017 ,Nationals.C3.TT,1
371,National Championships Hungary - ITT 2017 ,Nationals.C3.TT,1
372,National Championships Italy - ITT 2017 ,Nationals.C3.TT,1
373,National Championships Kosovo - ITT 2017 ,Nationals.C3.TT,1
374,National Championships Kosovo U23 - ITT 2017 ,-,1
375,National Championships Lithuania - ITT 2017 ,Nationals.C3.TT,1
376,National Championships Lithuania U23 - ITT 2017 ,-,1
377,National Championships Portugal - ITT 2017 ,Nationals.C3.TT,1
378,National Championships Romania - Road Race 2017 ,Nationals.C3,1
379,National Championships Romania U23 - ITT 2017 ,-,1
380,National Championships Russia - ITT 2017 ,Nationals.C3.TT,1
381,National Championships Serbia - ITT 2017 ,Nationals.C3.TT,1
382,National Championships Slovakia - ITT 2017 ,Nationals.C3.TT,1
383,National Championships Spain - ITT 2017 ,Nationals.C3.TT,1
384,National Championships Germany U23 - ITT 2017 ,-,1
385,National Championships Hungary U23 - ITT 2017 ,-,1
386,National Championships Portugal U23 - ITT 2017 ,-,1
387,National Championships Spain U23 - ITT 2017 ,-,1
388,National Championships Ukraine U23 - Road Race 2017 ,-,1
389,National Championships Bosnia and Herzegovina - Road Race 2017 ,Nationals.C3,1
390,National Championships Croatia - ITT 2017 ,Nationals.C3.TT,1
391,National Championships Croatia U23 - ITT 2017 ,-,1
392,National Championships Georgia - ITT 2017 ,Nationals.C3.TT,1
393,National Championships Kosovo - Road Race 2017 ,Nationals.C3,1
394,National Championships Macedonia - ITT 2017 ,Nationals.C3.TT,1
395,National Championships Moldova - ITT 2017 ,Nationals.C3.TT,1
396,National Championships Moldova U23 - ITT 2017 ,-,1
397,National Championships Netherlands U23 - Road Race 2017 ,-,1
398,National Championships Poland U23 - Road Race 2017 ,-,1
399,National Championships Portugal U23 - Road Race 2017 ,-,1
400,National Championships Spain U23 - Road Race 2017 ,-,1
401,National Championships Austria - Road Race 2017 ,Nationals.C3,1
402,National Championships Belarus - Road Race 2017 ,Nationals.C3,1
403,National Championships Belgium - Road Race 2017 ,Nationals.C3,1
404,National Championships Bulgaria - Road Race 2017 ,Nationals.C3,1
405,National Championships Croatia - Road Race 2017 ,Nationals.C3,1
406,National Championships Czech Republic - Road Race 2017 ,Nationals.C3,1
407,National Championships Denmark - Road Race 2017 ,Nationals.C3,1
408,National Championships Estonia - Road Race 2017 ,Nationals.C3,1
409,National Championships France - Road Race 2017 ,Nationals.C3,1
410,National Championships Georgia - Road Race 2017 ,Nationals.C3,1
411,National Championships Germany - Road Race 2017 ,Nationals.C3,1
412,National Championships Great Britain - Road Race 2017 ,Nationals.C3,1
413,National Championships Greece - Road Race 2017 ,Nationals.C3,1
414,National Championships Hungary - Road Race 2017 ,Nationals.C3,1
415,National Championships Iceland - ITT 2017 ,Nationals.C3.TT,1
416,National Championships Ireland - Road Race 2017 ,Nationals.C3,1
417,National Championships Italy - Road Race 2017 ,Nationals.C3,1
418,National Championships Latvia - Road Race 2017 ,Nationals.C3,1
419,National Championships Lithuania - Road Race 2017 ,Nationals.C3,1
420,National Championships Luxembourg - Road Race 2017 ,Nationals.C3,1
421,National Championships Macedonia - Road Race 2017 ,Nationals.C3,1
422,National Championships Moldova - Road Race 2017 ,Nationals.C3,1
423,National Championships Netherlands - Road Race 2017 ,Nationals.C3,1
424,National Championships Norway - Road Race 2017 ,Nationals.C3,1
425,National Championships Poland - Road Race 2017 ,Nationals.C3,1
426,National Championships Portugal - Road Race 2017 ,Nationals.C3,1
427,National Championships Romania - ITT 2017 ,Nationals.C3.TT,1
428,National Championships Romania U23 - Road Race 2017 ,-,1
429,National Championships Russia - Road Race 2017 ,Nationals.C3,1
430,National Championships Serbia - Road Race 2017 ,Nationals.C3,1
431,National Championships Slovakia - Road Race 2017 ,Nationals.C3,1
432,National Championships Slovenia - Road Race 2017 ,Nationals.C3,1
433,National Championships Spain - Road Race 2017 ,Nationals.C3,1
434,National Championships Sweden - Road Race 2017 ,Nationals.C3,1
435,National Championships Switzerland - Road Race 2017 ,Nationals.C3,1
436,National Championships Ukraine - Road Race 2017 ,Nationals.C3,1
437,National Championships Hungary U23 - Road Race 2017 ,-,1
438,National Championships Kosovo U23 - Road Race 2017 ,-,1
439,Tour de Hongrie 2017 ,2.2/U23,6
440,Trofeo Citta di Brescia 2017 ,1.2,1
441,National Championships Albania - ITT 2017 ,Nationals.C3.TT,1
442,Course Cycliste de Solidarnosc et des Champions Olympiques 2017 ,2.2/U23,5
443,Internationale Wielertrofee Jong Maar Moedig I.W.T. 2017 ,1.2,1
444,National Championships Albania - Road Race 2017 ,Nationals.C3,1
445,National Championships Turkey - ITT 2017 ,Nationals.C3.TT,1
446,Volta a Portugal do Futuro 2017 ,2.2/U23,4
447,National Championships Iceland - Road Race 2017 ,Nationals.C3,1
448,National Championships Iceland U23 - Road Race 2017 ,-,1
449,National Championships Turkey - Road Race 2017 ,Nationals.C3,1
450,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs 2017 ,1.2,1
451,Int. Österreich-Rundfahrt-Tour of Austria 2017 ,2.1,7
452,KOGA Slag om Norg 2017 ,1.1,1
453,Sibiu Cycling Tour 2017 ,2.1,5
454,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho 2017 ,2.2/U23,6
455,Grote Prijs Stad Sint-Niklaas 2017 ,1.2,1
456,Minsk Cup 2017 ,1.2,1
457,Grand Prix Minsk 2017 ,1.2,1
458,Velothon Wales 2017 ,1.1,1
459,Giro del Medio Brenta 2017 ,1.2,1
460,Midden Brabant-Poort Omloop 2017 ,1.2,1
461,Giro Ciclistico della Valle d'Aosta Mont Blanc 2017 ,2.2/U23,5
462,National Championships Lebanon - Road Race 2017 ,Nationals.C3,1
463,Trofeo Matteotti 2017 ,1.1,1
464,Grand Prix Cerami 2017 ,1.1,1
465,VOO-Tour de Wallonie 2017 ,2.HC,5
466,Grand Prix de la ville de Pérenchies 2017 ,1.2,1
467,Prueba Villafranca-Ordiziako Klasika 2017 ,1.1,1
468,Dookola Mazowsza 2017 ,2.2/U23,5
469,Tour Alsace 2017 ,2.2/U23,5
470,National Championships France U23 - ITT 2017 ,-,1
