,team_url
0,https://www.procyclingstats.com/team/ag2r-la-mondiale-2013
1,https://www.procyclingstats.com/team/astana-pro-team-2013
2,https://www.procyclingstats.com/team/blanco-pro-cycling-team-2013
3,https://www.procyclingstats.com/team/bmc-racing-team-2013
4,https://www.procyclingstats.com/team/cannondale-pro-cycling-team-2013
5,https://www.procyclingstats.com/team/euskaltel-euskadi-2013
6,https://www.procyclingstats.com/team/fdj.fr-2013
7,https://www.procyclingstats.com/team/garmin-sharp-2013
8,https://www.procyclingstats.com/team/lampre-merida-2013
9,https://www.procyclingstats.com/team/lotto-belisol-team-2013
10,https://www.procyclingstats.com/team/movistar-team-2013
11,https://www.procyclingstats.com/team/omega-pharma-quick-step-2013
12,https://www.procyclingstats.com/team/orica-greenedge-2013
13,https://www.procyclingstats.com/team/radioshack-leopard-2013
14,https://www.procyclingstats.com/team/sky-procycling-2013
15,https://www.procyclingstats.com/team/team-argos-shimano-2013
16,https://www.procyclingstats.com/team/team-katusha-2013
17,https://www.procyclingstats.com/team/team-saxo-tinkoff-2013
18,https://www.procyclingstats.com/team/vacansoleil-dcm-2013
38,https://www.procyclingstats.com/team/accent.jobs-wanty-2013
39,https://www.procyclingstats.com/team/androni-giocattoli-venezuela-2013
40,https://www.procyclingstats.com/team/bardiani-valvole-csf-inox-2013
41,https://www.procyclingstats.com/team/bretagne-seche-environnement-2013
42,https://www.procyclingstats.com/team/caja-rural-2013
43,https://www.procyclingstats.com/team/ccc-polsat-polkowice-2013
44,https://www.procyclingstats.com/team/champion-system-pro-cycling-team-2013
45,https://www.procyclingstats.com/team/cofidis-solutions-credits-2013
46,https://www.procyclingstats.com/team/crelan-euphony-2013
47,https://www.procyclingstats.com/team/iam-cycling-2013
48,https://www.procyclingstats.com/team/mtn-qhubeka-2013
49,https://www.procyclingstats.com/team/rusvelo-2013
50,https://www.procyclingstats.com/team/sojasun-2013
51,https://www.procyclingstats.com/team/team-colombia-2013
52,https://www.procyclingstats.com/team/team-europcar-2013
53,https://www.procyclingstats.com/team/team-netapp-endura-2013
54,https://www.procyclingstats.com/team/team-novo-nordisk-2013
55,https://www.procyclingstats.com/team/topsport-vlaanderen-baloise-2013
56,https://www.procyclingstats.com/team/unitedhealthcare-presented-by-maxxis-2013
57,https://www.procyclingstats.com/team/vini-fantini-2013
