,Date,Finish,Length,Length(km),Race_ID,Stage#,Stage_Name,Stage_Type,Start,url
68,2012-05-27,Milano,28.2,,14,21,Giro d'Italia 2012 | Stage 21 (ITT),ITT,Milano,https://www.procyclingstats.com/race/giro-d-italia/2012/stage-21
69,2012-06-03,Grenoble,5.7,,15,1,Critérium du Dauphiné 2012 | Prologue,RR,Grenoble,https://www.procyclingstats.com/race/dauphine/2012/prologue
70,2012-06-04,Saint-Vallier,187.0,,15,2,Critérium du Dauphiné 2012 | Stage 1,PRL,Seyssins,https://www.procyclingstats.com/race/dauphine/2012/stage-1
71,2012-06-05,Saint-Félicien,160.0,,15,3,Critérium du Dauphiné 2012 | Stage 2,PRL,Lamastre,https://www.procyclingstats.com/race/dauphine/2012/stage-2
72,2012-06-06,La Clayette,167.0,,15,4,Critérium du Dauphiné 2012 | Stage 3,PRL,Givors,https://www.procyclingstats.com/race/dauphine/2012/stage-3
73,2012-06-07,Bourg-en-Bresse,53.5,,15,5,Critérium du Dauphiné 2012 | Stage 4 (ITT),ITT,Villié-Morgon,https://www.procyclingstats.com/race/dauphine/2012/stage-4
74,2012-06-08,Rumilly,186.5,,15,6,Critérium du Dauphiné 2012 | Stage 5,PRL,Saint-Trivier-sur-Moignans,https://www.procyclingstats.com/race/dauphine/2012/stage-5
75,2012-06-09,Morzine,167.5,,15,7,Critérium du Dauphiné 2012 | Stage 6,PRL,Saint-Alban-Leysse,https://www.procyclingstats.com/race/dauphine/2012/stage-6
76,2012-06-10,Châtel,124.5,,15,8,Critérium du Dauphiné 2012 | Stage 7,PRL,Morzine,https://www.procyclingstats.com/race/dauphine/2012/stage-7
77,2012-06-09,Lugano,7.3,,16,1,Tour de Suisse 2012 | Prologue,RR,Lugano,https://www.procyclingstats.com/race/tour-de-suisse/2012/prologue
78,2012-06-10,Verbier,218.3,,16,2,Tour de Suisse 2012 | Stage 1,PRL,Verbania,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-1
79,2012-06-11,Aarberg,194.7,,16,3,Tour de Suisse 2012 | Stage 2,PRL,Martigny,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-2
80,2012-06-12,Trimbach,188.8,,16,4,Tour de Suisse 2012 | Stage 3,PRL,Aarberg,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-3
81,2012-06-13,Gansingen,192.7,,16,5,Tour de Suisse 2012 | Stage 4,PRL,Olten,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-4
82,2012-06-14,Bischofszell,198.5,,16,6,Tour de Suisse 2012 | Stage 5,PRL,Wittnau,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-5
83,2012-06-15,Gossau,34.3,,16,7,Tour de Suisse 2012 | Stage 6 (ITT),ITT,Gossau,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-6
84,2012-06-16,Arosa,148.2,,16,8,Tour de Suisse 2012 | Stage 7,PRL,Bischofszell,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-7
85,2012-06-17,Sörenberg,215.8,,16,9,Tour de Suisse 2012 | Stage 8,PRL,Näfels-Lintharena,https://www.procyclingstats.com/race/tour-de-suisse/2012/stage-8
86,2012-06-30,Liège,6.4,,17,1,Tour de France 2012 | Prologue,RR,Liège,https://www.procyclingstats.com/race/tour-de-france/2012/prologue
87,2012-07-01,Seraing,198.0,,17,2,Tour de France 2012 | Stage 1,PRL,Liege,https://www.procyclingstats.com/race/tour-de-france/2012/stage-1
88,2012-07-02,Tournai,207.5,,17,3,Tour de France 2012 | Stage 2,PRL,Vis,https://www.procyclingstats.com/race/tour-de-france/2012/stage-2
89,2012-07-03,Boulogne-sur-mer,197.0,,17,4,Tour de France 2012 | Stage 3,PRL,Orchies,https://www.procyclingstats.com/race/tour-de-france/2012/stage-3
90,2012-07-04,Rouen,214.5,,17,5,Tour de France 2012 | Stage 4,PRL,Abbeville,https://www.procyclingstats.com/race/tour-de-france/2012/stage-4
91,2012-07-05,Saint-quentin,196.5,,17,6,Tour de France 2012 | Stage 5,PRL,Rouen,https://www.procyclingstats.com/race/tour-de-france/2012/stage-5
92,2012-07-06,Metz,205.0,,17,7,Tour de France 2012 | Stage 6,PRL,Epernay,https://www.procyclingstats.com/race/tour-de-france/2012/stage-6
93,2012-07-07,La Planche Des Belles Filles,199.0,,17,8,Tour de France 2012 | Stage 7,PRL,Tomblaine,https://www.procyclingstats.com/race/tour-de-france/2012/stage-7
94,2012-07-08,Porrentruy,157.5,,17,9,Tour de France 2012 | Stage 8,PRL,Belfort,https://www.procyclingstats.com/race/tour-de-france/2012/stage-8
95,2012-07-09,Besancon,41.5,,17,10,Tour de France 2012 | Stage 9 (ITT),ITT,Arc-et-senans,https://www.procyclingstats.com/race/tour-de-france/2012/stage-9
96,2012-07-11,Bellegarde-sur-valserine,194.5,,17,11,Tour de France 2012 | Stage 10,PRL,Macon,https://www.procyclingstats.com/race/tour-de-france/2012/stage-10
97,2012-07-12,La Toussuire - Les Sybelles,148.0,,17,12,Tour de France 2012 | Stage 11,PRL,Albertville,https://www.procyclingstats.com/race/tour-de-france/2012/stage-11
98,2012-07-13,Annonay Davézieux,226.0,,17,13,Tour de France 2012 | Stage 12,PRL,Saint-Jean-de-Maurienne,https://www.procyclingstats.com/race/tour-de-france/2012/stage-12
99,2012-07-14,Cap d'Agde,217.0,,17,14,Tour de France 2012 | Stage 13,PRL,Saint-paul-trois-châteaux,https://www.procyclingstats.com/race/tour-de-france/2012/stage-13
100,2012-07-15,Foix,191.0,,17,15,Tour de France 2012 | Stage 14,PRL,Limoux,https://www.procyclingstats.com/race/tour-de-france/2012/stage-14
101,2012-07-16,Pau,158.5,,17,16,Tour de France 2012 | Stage 15,PRL,Samatan,https://www.procyclingstats.com/race/tour-de-france/2012/stage-15
102,2012-07-18,Bagnères-de-luchon,197.0,,17,17,Tour de France 2012 | Stage 16,PRL,Pau,https://www.procyclingstats.com/race/tour-de-france/2012/stage-16
103,2012-07-19,Peyragudes,143.5,,17,18,Tour de France 2012 | Stage 17,PRL,Bagnères-de-Luchon,https://www.procyclingstats.com/race/tour-de-france/2012/stage-17
104,2012-07-20,Brive-la-gaillarde,222.5,,17,19,Tour de France 2012 | Stage 18,PRL,Blagnac,https://www.procyclingstats.com/race/tour-de-france/2012/stage-18
105,2012-07-21,Chartres,53.5,,17,20,Tour de France 2012 | Stage 19 (ITT),ITT,Bonneval,https://www.procyclingstats.com/race/tour-de-france/2012/stage-19
106,2012-07-22,Paris,120.0,,17,21,Tour de France 2012 | Stage 20,PRL,Rambouillet,https://www.procyclingstats.com/race/tour-de-france/2012/stage-20
107,2012-07-10,Jelenia Góra,179.5,,18,1,Tour de Pologne 2012 | Stage 1,PRL,Karpacz,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-1
108,2012-07-11,Opole,239.4,,18,2,Tour de Pologne 2012 | Stage 2,PRL,Wałbrzych,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-2
109,2012-07-12,Cieszyn,201.7,,18,3,Tour de Pologne 2012 | Stage 3,PRL,Kędzierzyn,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-3
110,2012-07-13,Katowice,124.7,,18,4,Tour de Pologne 2012 | Stage 4,PRL,Będzin,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-4
111,2012-07-14,Zakopane,163.1,,18,5,Tour de Pologne 2012 | Stage 5,PRL,Rabka,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-5
112,2012-07-15,Bukowina Tatrzańska,191.8,,18,6,Tour de Pologne 2012 | Stage 6,PRL,Bukovina Terma,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-6
113,2012-07-16,Kraków,131.4,,18,7,Tour de Pologne 2012 | Stage 7,PRL,Kraków,https://www.procyclingstats.com/race/tour-de-pologne/2012/stage-7
114,2012-08-06,Middelburg,203.9,,19,1,Eneco Tour 2012 | Stage 1,PRL,Waalwijk,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-1
115,2012-08-07,Sittard,18.9,,19,2,Eneco Tour 2012 | Stage 2 (TTT),TTT,Sittard,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-2
116,2012-08-08,Genk,188.0,,19,3,Eneco Tour 2012 | Stage 3,PRL,Reimst,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-3
117,2012-08-09,Bergen op Zoom,213.3,,19,4,Eneco Tour 2012 | Stage 4,PRL,Heers,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-4
118,2012-08-10,Aalter (B),184.6,,19,5,Eneco Tour 2012 | Stage 5,PRL,Hoogerheide,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-5
119,2012-08-11,Ardooie,17.4,,19,6,Eneco Tour 2012 | Stage 6 (ITT),ITT,Ardooie,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-6
120,2012-08-12,Geraardsbergen,214.5,,19,7,Eneco Tour 2012 | Stage 7,PRL,Maldegem,https://www.procyclingstats.com/race/binckbank-tour/2012/stage-7
121,2012-08-14,San Sebastian,234.0,,20,0,Clasica Ciclista San Sebastian 2012,PRL,San Sebastian,race/san-sebastian/2012
122,2012-08-18,Pamplona,16.2,,21,1,Vuelta a España 2012 | Stage 1 (TTT),TTT,Pamplona,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-1
123,2012-08-19,Viana,180.0,,21,2,Vuelta a España 2012 | Stage 2,PRL,Pamplona,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-2
124,2012-08-20,Eibar (arrate),153.0,,21,3,Vuelta a España 2012 | Stage 3,PRL,Faustino V,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-3
125,2012-08-21,Estación De Valdezcaray,155.4,,21,4,Vuelta a España 2012 | Stage 4,PRL,Barakaldo,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-4
126,2012-08-22,Logroño,172.0,,21,5,Vuelta a España 2012 | Stage 5,PRL,Logroño,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-5
127,2012-08-23,Jaca,174.8,,21,6,Vuelta a España 2012 | Stage 6,PRL,Tarazona,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-6
128,2012-08-24,Alcañiz. Motorland Aragón,160.0,,21,7,Vuelta a España 2012 | Stage 7,PRL,Huesca,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-7
129,2012-08-25,Andorra. Collada De La Gallina,175.0,,21,8,Vuelta a España 2012 | Stage 8,PRL,Lleida,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-8
130,2012-08-26,Barcelona,194.0,,21,9,Vuelta a España 2012 | Stage 9,PRL,Andorra,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-9
131,2012-08-28,Sanxenxo,166.4,,21,10,Vuelta a España 2012 | Stage 10,PRL,Ponteareas,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-10
132,2012-08-29,Pontevedra,39.4,,21,11,Vuelta a España 2012 | Stage 11 (ITT),ITT,Cambados,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-11
133,2012-08-30,Dumbría. Mirador De Ézaro,184.6,,21,12,Vuelta a España 2012 | Stage 12,PRL,Vilagarcía De Arousa,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-12
134,2012-08-31,Ferrol,172.7,,21,13,Vuelta a España 2012 | Stage 13,PRL,Santiago De Compostela,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-13
135,2012-09-01,Puerto De Ancares,152.0,,21,14,Vuelta a España 2012 | Stage 14,PRL,Palas De Rei,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-14
136,2012-09-02,Lagos De Covadonga,186.7,,21,15,Vuelta a España 2012 | Stage 15,PRL,La Robla,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-15
137,2012-09-03,Valgrande-pajares. Cuitu Negru,185.0,,21,16,Vuelta a España 2012 | Stage 16,PRL,Gijón,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-16
138,2012-09-05,Fuente Dé,177.0,,21,17,Vuelta a España 2012 | Stage 17,PRL,Santander,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-17
139,2012-09-06,Valladolid,186.4,,21,18,Vuelta a España 2012 | Stage 18,PRL,Aguilar De Campoo,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-18
140,2012-09-07,La Lastrilla,178.4,,21,19,Vuelta a España 2012 | Stage 19,PRL,Peñafiel,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-19
141,2012-09-08,Bola Del Mundo,169.5,,21,20,Vuelta a España 2012 | Stage 20,PRL,La Faisanera Golf. Segovia 21,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-20
142,2012-09-09,Madrid,111.9,,21,21,Vuelta a España 2012 | Stage 21,PRL,Cercedilla,https://www.procyclingstats.com/race/vuelta-a-espana/2012/stage-21
143,2012-08-19,Hamburg,245.9,,22,0,Vattenfall Cyclassics 2012,PRL,Hamburg,race/cyclassics-hamburg/2012
144,2012-08-26,Plouay,248.3,,23,0,GP Ouest France - Plouay 2012,PRL,Plouay,race/bretagne-classic/2012
145,2012-09-07,Quebec,201.6,,24,0,Grand Prix Cycliste de Quebec 2012,PRL,Quebec,race/gp-quebec/2012
146,2012-09-09,Montréal,205.7,,25,0,Grand Prix Cycliste de Montréal 2012,PRL,Montréal,race/gp-montreal/2012
147,2012-09-29,Lecco,251.0,,26,0,Il Lombardia 2012,PRL,Bergamo,race/il-lombardia/2012
148,2012-10-09,Bird’s Nest Olympic Stadium,117.0,,27,1,Tour of Beijing 2012 | Stage 1,PRL,Tian An Men Square,https://www.procyclingstats.com/race/tour-of-beijing/2012/stage-1
149,2012-10-10,Men Tou Gou,126.0,,27,2,Tour of Beijing 2012 | Stage 2,PRL,Bird’s Nest,https://www.procyclingstats.com/race/tour-of-beijing/2012/stage-2
150,2012-10-11,Badaling Great Wall,162.5,,27,3,Tour of Beijing 2012 | Stage 3,PRL,Men Tou Gou,https://www.procyclingstats.com/race/tour-of-beijing/2012/stage-3
151,2012-10-12,Chang Ping,165.5,,27,4,Tour of Beijing 2012 | Stage 4,PRL,Yanqing,https://www.procyclingstats.com/race/tour-of-beijing/2012/stage-4
152,2012-10-13,Ping Gu,182.5,,27,5,Tour of Beijing 2012 | Stage 5,PRL,Chang Ping,https://www.procyclingstats.com/race/tour-of-beijing/2012/stage-5
153,2012-09-16,Valkenburg,53.2,,28,0,UCI TTT World Championships Men 2012,PRL,Sittard/Geleen,race/world-championship-ttt/2012
154,2012-09-16,Valkenburg,34.2,,29,0,UCI TTT World Championships Women 2012,PRL,Sittard/Geleen,race/uci-ttt-world-championships-women/2012
155,2012-09-17,Valkenburg,26.6,,30,0,World Championships MJ - ITT 2012,PRL,Landgraaf,race/uci-world-championships-itt-mj/2012
156,2012-09-17,Valkenburg,36.0,,31,0,World Championships U23 - ITT 2012,PRL,Landgraaf,race/world-championships-itt-u23/2012
157,2012-09-18,Valkenburg,24.3,,32,0,World Championships WE - ITT 2012,PRL,Eijsden,race/world-championship-itt-we/2012
158,2012-09-18,Valkenburg,15.6,,33,0,World Championships WJ - ITT 2012,PRL,Eijsden/Margraten,race/world-championships-wj-itt/2012
159,2012-09-19,Valkenburg,45.7,,34,0,World Championships - ITT 2012,PRL,Heerlen,race/world-championship-itt/2012
160,2012-09-21,Valkenburg,65.0,,35,0,World Championships WJ - Road Race 2012,PRL,Valkenburg,race/world-championships-junior-women/2012
161,2012-09-22,Valkenburg,177.0,,36,0,World Championships U23 - Road Race 2012,PRL,Valkenburg,race/world-championships-u23/2012
162,2012-09-23,Valkenburg,267.4,,37,0,World Championships - Road Race 2012,PRL,Maastricht,race/world-championship/2012
163,2012-09-23,Valkenburg,128.8,,38,0,World Championships MJ - Road Race 2012,PRL,Valkenburg,race/uci-world-championships-mj/2012
164,2012-03-01,Nelspruit,0.0,,39,0,National Championships South Africa - ITT 2012,PRL,Nelspruit,race/nc-south-africa-itt/2012
165,2012-03-04,Nelspruit,0.0,,40,0,National Championships South Africa - Road Race 2012,PRL,Nelspruit,race/nc-south-africa/2012
