,Race_Name,Category,Number_stages
248,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais 2014,2.HC,5
249,Tour d'Azerbaïdjan 2014,2.1,5
250,Szlakiem Grodòw Piastowskich 2014,2.1,3
251,Berner Rundfahrt / Tour de Berne 2014,1.2,1
252,Hadeland GP 2014,1.2,1
253,Scandinavian Race in Uppsala 2014,1.2,1
254,Circuit de Wallonie Ville de Fleurus 2014,1.2,1
255,Ringerike GP 2014,1.2,1
256,Royal Smilde Olympia's Tour 2014,2.2,7
257,Visegrad 4 Bicycle Race - GP Polski Via Odra 2014,1.2,1
258,Rhône-Alpes Isère Tour 2014,2.2,4
259,Visegrad 4 Bicycle Race - GP Czech Republic 2014,1.2,1
260,Tour de Picardie 2014,2.1,3
261,Vuelta a Castilla y Leon 2014,2.1,3
262,Visegrad 4 Bicycle Race - GP Slovakia 2014,1.2,1
263,Grand Prix Criquielion 2014,1.2,1
264,Visegrad 4 Bicycle Race - GP Hungary 2014,1.2,1
265,Garmin Velothon Berlin 2014,1.1,1
266,An Post Ras 2014,2.2,8
267,Uno-X Tour of Norway 2014,2.HC,5
268,Ronde de l\'Isard 2014,2.2U,5
269,Paris-Arras Tour 2014,2.2,3
270,World Ports Classic 2014,2.1,2
271,Simac Omloop der Kempen 2014,1.2,1
272,Baloise Belgium Tour 2014,2.HC,5
273,Bayern Rundfahrt 2014,2.HC,5
274,Tour des Fjords 2014,2.1,5
275,Flèche du Sud 2014,2.2,5
276,Tour de Berlin 2014,2.2U,5
277,Tour de Gironde 2014,2.2,5
278,Tour of Estonia 2014,2.1,2
279,Course de la Paix U23 / Závod Míru U23 2014,2.2U,3
280,Race Horizon Park 1 2014,1.2,1
281,Grand Prix de Plumelec-Morbihan 2014,1.1,1
282,National Championships Denmark U23 - ITT 2014,NC,1
283,Race Horizon Park 2 2014,1.2,1
284,Boucles de l'Aulne - Châteaulin 2014,1.1,1
285,Grand Prix Südkärnten 2014,1.2,1
286,National Championships Denmark U23 - Road Race 2014,NC,1
287,Paris-Roubaix Espoirs 2014,1.2U,1
288,Race Horizon Park 3 2014,1.2,1
289,Tr. Città di San Vendemiano - GP Industria e Commercio 2014,1.2U,1
290,Trofeo Alcide Degasperi 2014,1.2,1
291,Okolo Slovenska 2014,2.2,5
292,Skoda-Tour de Luxembourg 2014,2.HC,5
293,Boucles de la Mayenne 2014,2.1,4
294,National Championships Slovenia - ITT 2014,NC,1
295,National Championships Slovenia MJ - ITT 2014,NC,1
296,National Championships Slovenia U23 - ITT 2014,NC,1
297,Ronde van Zeeland Seaports 2014,1.1,1
298,National Championships Italy U23 - ITT 2014,NC,1
299,Coppa della Pace - Trofeo F.lli Anelli 2014,1.2,1
300,Memorial Philippe Van Coningsloo 2014,1.2,1
301,Grand Prix 'Udmurtskaya Pravda' 2014,2.2,5
302,GP du canton d'Argovie 2014,1.HC,1
303,Ronde de l'Oise 2014,2.2,4
304,Tour of Malopolska 2014,2.2,3
305,National Championships Macedonia - ITT 2014,NC,1
306,Ronde van Limburg 2014,1.1,1
307,Int. Raiffeisen Grand Prix Judendorf/Straßengel 2014,1.2,1
308,National Championships Germany U23 - Road Race 2014,NC,1
309,Ster ZLM Toer GP Jan van Heeswijk 2014,2.1,5
310,Tour de Slovénie 2014,2.1,4
311,Tour de Serbie 2014,2.2,3
312,Tour des Pays de Savoie 2014,2.2,5
313,Route du Sud - la Depeche du Midi 2014,2.1,3
314,Oberösterreichrundfahrt 2014,2.2,3
315,Memorial im. J. Grundmanna J. Wizowskiego 2014,2.2,2
316,Beaumont Trophy 2014,1.2,1
317,Flèche Ardennaise 2014,1.2,1
318,Grand Prix Sarajevo 2014,1.2,1
319,National Championships Norway U23 - Road Race 2014,NC,1
320,Giro dell'Appennino 2014,1.1,1
321,National Championships Turkey - ITT 2014,NC,1
322,Halle-Ingooigem 2014,1.1,1
323,National Championships Netherlands - ITT 2014,NC,1
324,National Championships Poland - ITT 2014,NC,1
325,National Championships Switzerland - ITT 2014,NC,1
326,Internationale Wielertrofee Jong Maar Moedig I.W.T. 2014,1.2,1
327,National Championships Netherlands U23 - ITT 2014,NC,1
328,National Championships Poland U23 - ITT 2014,NC,1
329,National Championships Switzerland U23 - ITT 2014,NC,1
330,National Championships Czech Republic - ITT 2014,NC,1
331,National Championships Czech Republic U23 - ITT 2014,NC,1
332,National Championships Denmark - ITT 2014,NC,1
333,National Championships France - ITT 2014,NC,1
334,National Championships Great Britain - ITT 2014,NC,1
335,National Championships Ireland - ITT 2014,NC,1
336,National Championships Luxembourg - ITT 2014,NC,1
337,National Championships Norway - ITT 2014,NC,1
338,National Championships Slovakia - ITT 2014,NC,1
339,National Championships Sweden - ITT 2014,NC,1
340,National Championships Turkey - Road Race 2014,NC,1
341,National Championships Great Britain U23 - ITT 2014,NC,1
342,National Championships Ireland U23 - ITT 2014,NC,1
343,National Championships Russia U23 - ITT 2014,NC,1
344,National Championships Slovakia U23 - ITT 2014,NC,1
345,National Championships Ukraine U23 - ITT 2014,NC,1
346,National Championships Austria - ITT 2014,NC,1
347,National Championships Azerbaijan - ITT 2014,NC,1
348,National Championships Belarus - ITT 2014,NC,1
349,National Championships Croatia - ITT 2014,NC,1
350,National Championships Estonia - ITT 2014,NC,1
351,National Championships Finland - ITT 2014,NC,1
352,National Championships Germany - ITT 2014,NC,1
353,National Championships Greece - ITT 2014,NC,1
354,National Championships Hungary - ITT 2014,NC,1
355,National Championships Latvia - ITT 2014,NC,1
356,National Championships Lithuania - ITT 2014,NC,1
357,National Championships Portugal - ITT 2014,NC,1
358,National Championships Romania - ITT 2014,NC,1
359,National Championships Romania U23 - ITT 2014,NC,1
360,National Championships Russia - ITT 2014,NC,1
361,National Championships Serbie - ITT 2014,NC,1
362,National Championships Spain - ITT 2014,NC,1
363,National Championships Ukraine - ITT 2014,NC,1
364,National Championships Belarus U23 - ITT 2014,NC,1
365,National Championships Finland U23 - ITT 2014,NC,1
366,National Championships Germany U23 - ITT 2014,NC,1
367,National Championships Hungary U23 - ITT 2014,NC,1
368,National Championships Latvia U23 - ITT 2014,NC,1
369,National Championships Portugal U23 - ITT 2014,NC,1
370,National Championships Spain U23 - ITT 2014,NC,1
371,National Championships Albania - Road Race 2014,NC,1
372,National Championships Bulgaria - ITT 2014,NC,1
373,National Championships Bulgaria - Road Race 2014,NC,1
374,National Championships Ecuador - Road Race 2014,NC,1
375,National Championships Georgia - ITT 2014,NC,1
376,National Championships Israel - Road Race 2014,NC,1
377,National Championships Italy - Road Race 2014,NC,1
378,National Championships Moldava - ITT 2014,NC,1
379,National Championships Finland U23 - Road Race 2014,NC,1
380,National Championships Greece U23 - Road Race 2014,NC,1
381,National Championships Netherlands U23 - Road Race 2014,NC,1
382,National Championships Poland U23 - Road Race 2014,NC,1
383,National Championships Portugal U23 - Road Race 2014,NC,1
384,National Championships Russia U23 - Road Race 2014,NC,1
385,National Championships Spain U23 - Road Race 2014,NC,1
386,National Championships Ukraine U23 - Road Race 2014,NC,1
387,National Championships Austria - Road Race 2014,NC,1
388,National Championships Azerbaijan - Road Race 2014,NC,1
389,National Championships Belarus - Road Race 2014,NC,1
390,National Championships Belgium - Road Race 2014,NC,1
391,National Championships Bosnia and Herzegovina - Road Race 2014,NC,1
392,National Championships Croatia - Road Race 2014,NC,1
393,National Championships Czech Republic - Road Race 2014,NC,1
394,National Championships Denmark - Road Race 2014,NC,1
395,National Championships Estonia - Road Race 2014,NC,1
396,National Championships Finland - Road Race 2014,NC,1
397,National Championships France - Road Race 2014,NC,1
398,National Championships Georgia - Road Race 2014,NC,1
399,National Championships Germany - Road Race 2014,NC,1
400,National Championships Great Britain - Road Race 2014,NC,1
401,National Championships Greece - Road Race 2014,NC,1
402,National Championships Hungary - Road Race 2014,NC,1
403,National Championships Ireland - Road Race 2014,NC,1
404,National Championships Italy - ITT 2014,NC,1
405,National Championships Latvia - Road Race 2014,NC,1
406,National Championships Lithuania - Road Race 2014,NC,1
407,National Championships Luxembourg - Road Race 2014,NC,1
408,National Championships Macedonia - Road Race 2014,NC,1
409,National Championships Moldova - Road Race 2014,NC,1
410,National Championships Netherlands - Road Race 2014,NC,1
411,National Championships Norway - Road Race 2014,NC,1
412,National Championships Poland - Road Race 2014,NC,1
413,National Championships Portugal - Road Race 2014,NC,1
414,National Championships Romania - Road Race 2014,NC,1
415,National Championships Russia - Road Race 2014,NC,1
416,National Championships Serbie - Road Race 2014,NC,1
417,National Championships Slovakia - Road Race 2014,NC,1
418,National Championships Slovenia - Road Race 2014,NC,1
419,National Championships Spain - Road Race 2014,NC,1
420,National Championships Sweden - Road Race 2014,NC,1
421,National Championships Switzerland - Road Race 2014,NC,1
422,National Championships Ukraine - Road Race 2014,NC,1
423,National Championships Austria U23 - Road Race 2014,NC,1
424,National Championships Belarus U23 - Road Race 2014,NC,1
425,National Championships Czech Republic U23 - Road Race 2014,NC,1
426,National Championships Italy U23 - Road Race 2014,NC,1
427,National Championships Slovakia U23 - Road Race 2014,NC,1
428,Natonal Chamoionships Macedonia - Road Race 2014,NC,1
429,Course Cycliste de Solidarnosc et des Champions Olympiques 2014,2.2,5
430,Omloop Het Nieuwsblad Espoirs 2014,1.2,1
431,Int. Österreich-Rundfahrt-Tour of Austria 2014,2.HC,8
432,National Championships Bosnia and Herzegovina - ITT 2014,NC,1
433,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho 2014,2.2,4
434,European Championships U23 - ITT 2014,CC,1
435,European Championships U23 - Road Race 2014,CC,1
436,Giro del Medio Brenta 2014,1.2,1
437,GP de Pont à Marcq - La Ronde Pévèloise 2014,1.2,1
438,Giro Ciclistico della Valle d'Aosta Mont Blanc 2014,2.2U,5
439,Sibiu Cycling Tour 2014,2.1,5
440,Czech Cycling Tour 2014,2.2,4
441,Volta a Portugal do Futuro 2014,2.2U,4
442,National Championships Peru MJ - Road Race 2014,NC,1
443,Prueba Villafranca-Ordiziako Klasika 2014,1.1,1
444,Central-European Tour Kosice-Miskolc 2014,1.2,1
445,Tour de Wallonie 2014,2.HC,5
446,GP Industria & Artigianato 2014,1.1,1
447,Central-European Tour Szerencs-Ibrany 2014,1.2,1
448,Giro della Toscana 2014,1.1,1
449,Central European Tour Isaszeg-Budapest 2014,1.2,1
450,Grand Prix de la ville de Pérenchies 2014,1.2,1
451,Dookola Mazowsza 2014,2.2,6
452,Volta a Portugal em Bicicleta Liberty Seguros 2014,2.1,11
453,Tour Alsace 2014,2.2,5
454,Circuito de Getxo 2014,1.1,1
455,Kreiz Breizh Elites 2014,2.2,4
456,National Championships Switzerland U23 - Road Race 2014,NC,1
457,La Poly Normande 2014,1.1,1
458,Trofeo Internazionale Bastianelli 2014,1.2,1
459,Post Danmark Rundt - Tour of Denmark 2014,2.HC,6
460,Tour of Szeklerland 2014,2.2,4
461,Prudential RideLondon Classic 2014,1.HC,1
462,National Championships Iceland - Road Race 2014,NC,1
463,Antwerpse Havenpijl 2014,1.2,1
464,Gran Premio Sportivi di Poggiana - Trofeo Bonin Costruzioni - Gran Premio Pasta Zara 2014,1.2U,1
465,Tour de l\'Ain 2014,2.1,5
466,Vuelta a Burgos 2014,2.HC,5
467,Arctic Race of Norway 2014,2.1,4
468,GP Capodarco - Comunità di Capodarco 2014,1.2,1
469,Grand Prix Kralovehradeckeho kraje 2014,1.2,1
470,Memorial Henryka Lasaka 2014,1.2,1
471,Puchar Uzdrowisk Karpackich 2014,1.2,1
472,GP Stad Zottegem 2014,1.1,1
473,Tour du Limousin 2014,2.1,4
474,Baltic Chain Tour 2014,2.2,5
475,National Championships France U23 - ITT 2014,NC,1
476,Arnhem Veenendaal Classic 2014,1.1,1
477,Puchar Ministra Obrony Narodowej 2014,1.2,1
478,Tour de l'Avenir 2014,2.Ncup,8
479,Châteauroux Classic de l\'Indre Trophée Fenioux 2014,1.1,1
480,National Championships Belgium U23 - Road Race 2014,NC,1
481,National Championships France U23 - Road Race 2014,NC,1
482,Tour du Poitou-Charentes 2014,2.1,5
483,Grand Prix des Marbriers 2014,1.2,1
484,Druivenkoers - Overijse 2014,1.1,1
485,Top Compétition 2014,1.2,1
486,Croatia-Slovenia 2014,1.2,1
487,Ronde van Midden-Nederland 2014,1.2,1
488,Giro della Regione Friuli 2014,2.2,6
489,Okolo Jižních Čech 2014,2.2,4
490,Brussels Cycling Classic 2014,1.HC,1
491,GP de Fourmies / La Voix du Nord 2014,1.HC,1
492,Tour of Britain 2014,2.HC,9
493,Kernen Omloop Echt-Susteren 2014,1.2,1
494,De Kustpijl 2014,1.2,1
495,Tour Bohemia 2014,1.2,1
496,Tour du Jura 2014,1.2,1
497,Grote Prijs Jef Scherens - Rondom Leuven 2014,1.1,1
498,Tour du Doubs - Conseil Général 2014,1.1,1
499,Chrono Champenois Masculin International 2014,1.2,1
500,GP Banca di Legnano - Coppa Bernocchi 2014,1.1,1
501,Coppa Agostoni - Giro delle Brianze 2014,1.1,1
502,Grand Prix de Wallonie 2014,1.1,1
503,Tre Valli Varesine 2014,1.HC,1
504,Kampioenschap van Vlaanderen 2014,1.1,1
505,Memorial Marco Pantani 2014,1.1,1
506,Primus Classic Impanis - Van Petegem 2014,1.1,1
507,GP Industria & Commercio di Prato 2014,1.1,1
508,Grand Prix d\'Isbergues - Pas de Calais 2014,1.1,1
509,Rabo Baronie Breda Classic 2014,1.2,1
510,Omloop van het Houtland Lichtervelde 2014,1.1,1
511,Tour du Gévaudan Languedoc-Roussillon 2014,2.1,2
512,Duo Normand 2014,1.1,1
513,Gooikse Pijl 2014,1.2,1
514,Ruota d'Oro - GP Festa del Perdono 2014,1.2U,1
515,Milano-Torino 2014,1.HC,1
516,Tour de l'Eurométropole 2014,2.1,4
517,Tour of Kavkaz 2014,2.2,5
518,Sparkassen Münsterland Giro 2014,1.1,1
519,Piccolo Giro di Lombardia 2014,1.2U,1
520,Tour de Vendée 2014,1.1,1
521,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke 2014,1.1,1
522,Gran Premio Città di Peccioli - Coppa Sabatini 2014,1.1,1
523,Paris-Bourges 2014,1.1,1
524,Giro dell'Emilia 2014,1.HC,1
525,Gran Premio Bruno Beghelli 2014,1.HC,1
526,Paris - Tours Elite 2014,1.HC,1
527,Paris-Tours Espoirs 2014,1.2U,1
528,Nationale Sluitingprijs - Putte - Kapellen 2014,1.1,1
529,Chrono des Nations 2014,1.1,1
530,National Championships Australia - ITT 2014,NC,1
531,National Championships Australia U23 - ITT 2014,NC,1
532,National Championships New Zealand - ITT 2014,NC,1
533,National Championships New Zealand U23 - ITT 2014,NC,1
534,National Championships Australia - Road Race 2014,NC,1
535,National Championships New Zealand - Road Race 2014,NC,1
536,National Championships New Zealand U23 - Road Race 2014,NC,1
537,New Zealand Cycle Classic 2014,2.2,5
538,Herald Sun Tour 2014,2.1,5
539,Oceania Continental Championships U23 - ITT 2014,CC,1
540,Oceania Cycling Championships - ITT 2014,CC,1
541,Oceania Cycling Championships - Road Race 2014,CC,1
542,National Championships Fiji - ITT 2014,NC,1
543,National Championships Fiji - Road Race 2014,NC,1
544,Vuelta al Tachira en Bicicleta 2014,2.2,10
545,Tour de San Luis 2014,2.1,7
546,Tour do Brasil Volta Ciclística de São Paulo-Internacional 2014,2.2,8
547,Vuelta Independencia Nacional 2014,2.2,9
