,Date,Finish,Length,Length(km),Race_ID,Stage#,Stage_Name,Stage_Type,Start,url
398,2014-10-19,Utsunomiya,151.3,,136,0,Japan Cup Cycle Road Race 2014,PRL,Utsunomiya,race/japan-cup/2014
399,2014-10-20,Chengmai,85.4,,137,1,Tour of Hainan 2014 | Stage 1,PRL,Chengmai,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-1
400,2014-10-21,Haikou,207.2,,137,2,Tour of Hainan 2014 | Stage 2,PRL,Chengmai,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-2
401,2014-10-22,Yueliangwan,134.7,,137,3,Tour of Hainan 2014 | Stage 3,PRL,Haikou,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-3
402,2014-10-23,Xinglong,145.8,,137,4,Tour of Hainan 2014 | Stage 4,PRL,Wenchang,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-4
403,2014-10-24,Sanya,192.8,,137,5,Tour of Hainan 2014 | Stage 5,PRL,Wanning,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-5
404,2014-10-25,Dongfang,182.1,,137,6,Tour of Hainan 2014 | Stage 6,PRL,Sanya,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-6
405,2014-10-26,Wuzhishan,199.3,,137,7,Tour of Hainan 2014 | Stage 7,PRL,Dongfang,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-7
406,2014-10-27,Danzhou,154.1,,137,8,Tour of Hainan 2014 | Stage 8,PRL,Wuzhishan,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-8
407,2014-10-28,Chengmai,165.7,,137,9,Tour of Hainan 2014 | Stage 9,PRL,Dangzhou,https://www.procyclingstats.com/race/tour-of-hainan/2014/stage-9
408,2014-11-01,Wuxi Binhu,111.3,,138,1,Tour of Taihu Lake 2014 | Stage 1,PRL,Wuxi Binhu,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-1
409,2014-11-02,Changshu Kuncheng Lake,136.0,,138,2,Tour of Taihu Lake 2014 | Stage 2,PRL,Changshu Kuncheng Lake,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-2
410,2014-11-03,Nantong,135.4,,138,3,Tour of Taihu Lake 2014 | Stage 3,PRL,Nantong,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-3
411,2014-11-04,Chongming,129.7,,138,4,Tour of Taihu Lake 2014 | Stage 4,PRL,Qidong,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-4
412,2014-11-05,Zhangjiagang,129.0,,138,5,Tour of Taihu Lake 2014 | Stage 5,PRL,Zhangjiagang,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-5
413,2014-11-06,Xitaihu Lake,113.0,,138,6,Tour of Taihu Lake 2014 | Stage 6,PRL,Wujin Yancheng Park,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-6
414,2014-11-07,Huzhou,126.2,,138,7,Tour of Taihu Lake 2014 | Stage 7,PRL,Huzhou,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-7
415,2014-11-08,Taihu Tuying,114.0,,138,8,Tour of Taihu Lake 2014 | Stage 8,PRL,Changxing Longshan Xinqu,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-8
416,2014-11-09,Suzhouwan,90.4,,138,9,Tour of Taihu Lake 2014 | Stage 9,PRL,Suzhouwan,https://www.procyclingstats.com/race/tour-of-taihu-lake/2014/stage-9
417,2014-11-09,Okinawa,208.5,,139,0,Tour de Okinawa 2014,PRL,Okinawa,race/tour-de-okinawa/2014
418,2014-11-11,Yancheng,143.5,,140,0,Tour of Yancheng Costal Wetlands 2014,PRL,Yancheng,race/tour-of-yancheng-costal-wetlands/2014
419,2014-11-14,Fuzhou,122.1,,141,1,Tour of Fuzhou 2014 | Stage 1,PRL,Fuzhou,https://www.procyclingstats.com/race/tour-of-fuzhou/2014/stage-1
420,2014-11-15,Yunding,133.0,,141,2,Tour of Fuzhou 2014 | Stage 2,PRL,Yongtai,https://www.procyclingstats.com/race/tour-of-fuzhou/2014/stage-2
421,2014-11-16,Yongtai,115.5,,141,3,Tour of Fuzhou 2014 | Stage 3,PRL,Yongtai,https://www.procyclingstats.com/race/tour-of-fuzhou/2014/stage-3
422,2014-11-23,Finish,0.0,,142,0,National Championships Taiwan - Road Race 2014,PRL,Start,race/nc-taiwan/2014
423,2014-11-28,Sharjah,97.2,,143,1,Sharjah Tour 2014 | Stage 1,PRL,Sharjah,https://www.procyclingstats.com/race/sharjah-international-cycling-tour/2014/stage-1
424,2014-11-29,Kalba City,136.0,,143,2,Sharjah Tour 2014 | Stage 2,PRL,Umm Al Quwain,https://www.procyclingstats.com/race/sharjah-international-cycling-tour/2014/stage-2
425,2014-11-30,Al Hatae,165.0,,143,3,Sharjah Tour 2014 | Stage 3,PRL,Khorffakan Corniche,https://www.procyclingstats.com/race/sharjah-international-cycling-tour/2014/stage-3
426,2014-12-01,Sharjah,148.0,,143,4,Sharjah Tour 2014 | Stage 4,PRL,Sharjah,https://www.procyclingstats.com/race/sharjah-international-cycling-tour/2014/stage-4
427,2014-12-13,Port Dickson,150.3,,144,1,Jelajah Malaysia 2014 | Stage 1,PRL,Seremban,https://www.procyclingstats.com/race/jelajah-malaysia/2014/stage-1
428,2014-12-14,Bandar Seri Jempol,152.7,,144,2,Jelajah Malaysia 2014 | Stage 2,PRL,Dataran Nilai,https://www.procyclingstats.com/race/jelajah-malaysia/2014/stage-2
429,2014-12-15,"Alor Gajah, Melaka",171.1,,144,3,Jelajah Malaysia 2014 | Stage 3,PRL,Dataran Nilai,https://www.procyclingstats.com/race/jelajah-malaysia/2014/stage-3
430,2014-12-16,Dataran Putrajaya,147.3,,144,4,Jelajah Malaysia 2014 | Stage 4,PRL,Paroi,https://www.procyclingstats.com/race/jelajah-malaysia/2014/stage-4
431,2014-12-17,Kuala Kwalang,150.3,,144,5,Jelajah Malaysia 2014 | Stage 5,PRL,Kaula Kwalang,https://www.procyclingstats.com/race/jelajah-malaysia/2014/stage-5
432,2014-12-17,Aspire,3.9,,145,1,Tour of Al Zubarah 2014 | Prologue,RR,Aspire,https://www.procyclingstats.com/race/tour-of-al-zubarah/2014/prologue
433,2014-12-18,Dukhan,120.1,,145,2,Tour of Al Zubarah 2014 | Stage 1,PRL,Madinat Al Kabaan,https://www.procyclingstats.com/race/tour-of-al-zubarah/2014/stage-1
434,2014-12-19,Madinat Al Shamal,116.8,,145,3,Tour of Al Zubarah 2014 | Stage 2,PRL,Madinat Al Shamal,https://www.procyclingstats.com/race/tour-of-al-zubarah/2014/stage-2
435,2014-12-20,Al Zubarah,122.6,,145,4,Tour of Al Zubarah 2014 | Stage 3,PRL,Lekhwiya,https://www.procyclingstats.com/race/tour-of-al-zubarah/2014/stage-3
436,2014-12-26,Jamakhandi,40.0,,146,0,National Championships India - ITT 2014,PRL,Jamakhandi,race/nc-india-itt/2014
437,2014-12-28,Finish,140.0,,147,0,National Championships India - Road Race 2014,PRL,Start,race/nc-india/2014
438,2014-02-02,Donoratico,190.6,,148,0,Gran Premio Costa degli Etruschi - Alta Maremma 2014,PRL,San Vincenzo,race/gp-costa-degli-etruschi/2014
439,2014-02-02,Marseille,139.7,,149,0,Grand Prix Cycliste la Marseillaise 2014,PRL,Allauch,race/gp-d-ouverture/2014
440,2014-02-05,Beaucaire,154.5,,150,1,Etoile de Bessèges 2014 | Stage 1,PRL,Bellegarde,https://www.procyclingstats.com/race/etoile-de-besseges/2014/stage-1
441,2014-02-06,Saint-Ambroix,149.3,,150,2,Etoile de Bessèges 2014 | Stage 2,PRL,Nîmes,https://www.procyclingstats.com/race/etoile-de-besseges/2014/stage-2
442,2014-02-07,Bessèges,152.6,,150,3,Etoile de Bessèges 2014 | Stage 3,PRL,Bessèges,https://www.procyclingstats.com/race/etoile-de-besseges/2014/stage-3
443,2014-02-08,Laudun,156.3,,150,4,Etoile de Bessèges 2014 | Stage 4,PRL,Goudargues,https://www.procyclingstats.com/race/etoile-de-besseges/2014/stage-4
444,2014-02-09,Alès,10.7,,150,5,Etoile de Bessèges 2014 | Stage 5 (ITT),ITT,Alès,https://www.procyclingstats.com/race/etoile-de-besseges/2014/stage-5
445,2014-02-09,Palma,116.0,,151,0,Trofeo Palma 2014,PRL,Palma,race/16th-challenge-volta-a-mallorca/2014
446,2014-02-10,Santany,183.0,,152,0,Trofeo Ses Salines 2014,PRL,Ses Salines,race/trofeo-cala-millor/2014
447,2014-02-11,Monasterio de Lluc,152.9,,153,0,Trofeo Serra de Tramuntana 2014,PRL,Deia,race/deia-trophy/2014
448,2014-02-12,Port d’Alcudia,162.0,,154,0,Trofeo Platja de Muro 2014,PRL,Muro,race/trofeo-alcudia/2014
449,2014-02-13,Montagnac,223.5,,155,1,Tour Méditerranéen Cycliste Professionnel 2014 | Stage 1,PRL,Argelès-sur-Mer,https://www.procyclingstats.com/race/tour-mediterraneen/2014/stage-1
450,2014-02-14,Rousset,170.6,,155,2,Tour Méditerranéen Cycliste Professionnel 2014 | Stage 2,PRL,Cadolive,https://www.procyclingstats.com/race/tour-mediterraneen/2014/stage-2
451,2014-02-15,Saint Rémy de Provence,61.5,,155,3,Tour Méditerranéen Cycliste Professionnel 2014 | Stage 3,PRL,Lambesc,https://www.procyclingstats.com/race/tour-mediterraneen/2014/stage-3
452,2014-02-15,Saint Rémy de Provence,18.2,,155,4,Tour Méditerranéen Cycliste Professionnel 2014 | Stage 4 (ITT),ITT,Saint Rémy de Provence,https://www.procyclingstats.com/race/tour-mediterraneen/2014/stage-4
453,2014-02-16,Toulon Mont-Faron,192.7,,155,5,Tour Méditerranéen Cycliste Professionnel 2014 | Stage 5,PRL,Bandol,https://www.procyclingstats.com/race/tour-mediterraneen/2014/stage-5
454,2014-02-19,Albufeira,160.0,,156,1,Volta ao Algarve 2014 | Stage 1,PRL,Faro,https://www.procyclingstats.com/race/volta-ao-algarve/2014/stage-1
455,2014-02-20,Monchique,196.0,,156,2,Volta ao Algarve 2014 | Stage 2,PRL,Lagoa,https://www.procyclingstats.com/race/volta-ao-algarve/2014/stage-2
456,2014-02-21,Sagres,13.6,,156,3,Volta ao Algarve 2014 | Stage 3 (ITT),ITT,Vila do Bispo,https://www.procyclingstats.com/race/volta-ao-algarve/2014/stage-3
457,2014-02-22,Alto do Malhão,164.5,,156,4,Volta ao Algarve 2014 | Stage 4,PRL,Almodôvar,https://www.procyclingstats.com/race/volta-ao-algarve/2014/stage-4
458,2014-02-23,Vilamoura,155.8,,156,5,Volta ao Algarve 2014 | Stage 5,PRL,Tavira,https://www.procyclingstats.com/race/volta-ao-algarve/2014/stage-5
459,2014-02-19,Almeria,7.3,,157,1,Vuelta a Andalucia Ruta Ciclista Del Sol 2014 | Prologue,RR,Almeria,https://www.procyclingstats.com/race/ruta-del-sol/2014/prologue
460,2014-02-20,Jaén,186.8,,157,2,Vuelta a Andalucia Ruta Ciclista Del Sol 2014 | Stage 1,PRL,Vélez Málaga,https://www.procyclingstats.com/race/ruta-del-sol/2014/stage-1
461,2014-02-21,Cabra,197.1,,157,3,Vuelta a Andalucia Ruta Ciclista Del Sol 2014 | Stage 2,PRL,La Guardia de Jaén,https://www.procyclingstats.com/race/ruta-del-sol/2014/stage-2
462,2014-02-22,Sevilla,182.7,,157,4,Vuelta a Andalucia Ruta Ciclista Del Sol 2014 | Stage 3,PRL,Sanlúcar La Mayor,https://www.procyclingstats.com/race/ruta-del-sol/2014/stage-3
463,2014-02-23,Fuengirola,159.8,,157,5,Vuelta a Andalucia Ruta Ciclista Del Sol 2014 | Stage 4,PRL,Ubrique,https://www.procyclingstats.com/race/ruta-del-sol/2014/stage-4
464,2014-02-21,Laigueglia,181.2,,158,0,Trofeo Laigueglia 2014,PRL,Laigueglia,race/trofeo-laigueglia/2014
465,2014-02-22,La Croix Valmer,149.1,,159,1,Tour Cycliste International du Haut Var Matin 2014 | Stage 1,PRL,Le Cannet des Maures,https://www.procyclingstats.com/race/tour-du-haut-var/2014/stage-1
466,2014-02-23,Draguignan,203.4,,159,2,Tour Cycliste International du Haut Var Matin 2014 | Stage 2,PRL,Draguignan,https://www.procyclingstats.com/race/tour-du-haut-var/2014/stage-2
467,2014-02-23,Izola,142.0,,160,0,GP Izola - Butan plin 2014,PRL,Izola,race/gp-izola-butan-plin/2014
468,2014-03-01,Gent,198.4,,161,0,Omloop Het Nieuwsblad Elite 2014,PRL,Gent,race/omloop-het-nieuwsblad/2014
469,2014-03-01,Ruoms,200.0,,162,0,Classic Sud Ardèche - Souvenir Francis Delpech 2014,PRL,Bourg Saint-Andéol,race/les-boucles-du-dus-ardeche/2014
470,2014-03-01,Lorca,190.1,,163,0,Vuelta Ciclista a Murcia 2014,PRL,Beniel,race/vuelta-ciclista-a-la-region-de-murcia/2014
471,2014-03-02,Almeria,178.0,,164,0,Clasica de Almeria 2014,PRL,Almeria,race/clasica-de-almeria/2014
472,2014-03-02,Lugano,169.4,,165,0,G.P. Città di Lugano 2014,PRL,Lugano,race/gp-lugano/2014
473,2014-03-02,Kuurne,197.0,,166,0,Kuurne-Bruxelles-Kuurne 2014,PRL,Kuurne,race/kuurne-brussel-kuurne/2014
474,2014-03-02,Valence,189.0,,167,0,Valence Drôme Classic 2014,PRL,Valence,race/la-drome-classic/2014
475,2014-03-05,Dour,195.9,,168,0,Le Samyn 2014,PRL,Frameries,race/gp-samyn/2014
476,2014-03-05,Umag,161.0,,169,0,Trofej Umag - Umag Trophy 2014,PRL,Umag,race/trofej-umag-umag-trophy/2014
477,2014-03-06,Camaiore,186.0,,170,0,G.P. Camaiore 2014,PRL,Camaiore,race/gp-camaiore/2014
478,2014-03-07,Middelkerke,7.0,,171,1,Driedaagse van West-Vlaanderen 2014 | Prologue,RR,Middelkerke,https://www.procyclingstats.com/race/3daagse-van-west-vlaanderen/2014/prologue
479,2014-03-08,Harelbeke,182.9,,171,2,Driedaagse van West-Vlaanderen 2014 | Stage 1,PRL,Brugge,https://www.procyclingstats.com/race/3daagse-van-west-vlaanderen/2014/stage-1
480,2014-03-09,Ichtegem,185.9,,171,3,Driedaagse van West-Vlaanderen 2014 | Stage 2,PRL,Nieuwpoort,https://www.procyclingstats.com/race/3daagse-van-west-vlaanderen/2014/stage-2
481,2014-03-08,Siena,197.0,,172,0,Strade Bianche 2014,PRL,San Gimignano,race/strade-bianche/2014
482,2014-03-08,Zwolle,178.0,,173,0,Ster van Zwolle 2014,PRL,Zwolle,race/ster-van-zwolle/2014
483,2014-03-09,Roma,195.0,,174,0,Roma Maxima 2014,PRL,Roma,race/giro-del-lazio/2014
484,2014-03-09,Lillers,169.2,,175,0,Grand Prix de la Ville de Lillers Souvenir Bruno Comini 2014,PRL,Lillers,race/gp-de-la-ville-de-lillers/2014
485,2014-03-09,Porec,149.0,,176,0,Porec Trophy - Trofej Porec 2014,PRL,Porec,race/porec-trophy-trofej-porec/2014
486,2014-03-09,Rucphen,187.2,,177,0,Rabobank Dorpenomloop Rucphen 2014,PRL,Rucphen,race/dorpenomloop-rucphen/2014
487,2014-03-13,Umag,1.85,,178,1,Istarsko proljece - Istrian Spring Trophy 2014 | Prologue,RR,Umag,https://www.procyclingstats.com/race/istarsko-proljece-istrian-spring-trophy/2014/prologue
488,2014-03-14,Labin,158.0,,178,2,Istarsko proljece - Istrian Spring Trophy 2014 | Stage 1,PRL,Umag,https://www.procyclingstats.com/race/istarsko-proljece-istrian-spring-trophy/2014/stage-1
489,2014-03-15,Motovun,164.0,,178,3,Istarsko proljece - Istrian Spring Trophy 2014 | Stage 2,PRL,Vrsar,https://www.procyclingstats.com/race/istarsko-proljece-istrian-spring-trophy/2014/stage-2
490,2014-03-16,Umag,0.0,,178,4,Istarsko proljece - Istrian Spring Trophy 2014 | Stage 3,PRL,Pazin,https://www.procyclingstats.com/race/istarsko-proljece-istrian-spring-trophy/2014/stage-3
491,2014-03-15,Hoogeveen,204.7,,179,0,Albert Achterhes Pet Ronde van Drenthe 2014,PRL,Hoogeveen,race/ronde-van-drenthe/2014
492,2014-03-16,Hoogeveen,202.7,,180,0,Energiewacht Dwars door Drenthe 2014,PRL,Roden,race/dwars-door-drenthe/2014
493,2014-03-16,Steneke,191.0,,181,0,Omloop van het Waasland 2014,PRL,Lokeren,race/omloop-van-het-waasland/2014
494,2014-03-16,Troyes,174.2,,182,0,Paris-Troyes 2014,PRL,Provins,race/paris-troyes/2014
495,2014-03-19,Nokere,199.3,,183,0,Nokere Koerse - Danilith Classic 2014,PRL,Ronse,race/nokere-koers/2014
496,2014-03-20,Stresa,187.5,,184,0,GP Nobili Rubinetterie-Coppa Papà Carlo-Coppa Città di Stresa 2014,PRL,Suno,race/gp-nobili-rubinetterie/2014
497,2014-03-21,Handzame,198.3,,185,0,Handzame Classic 2014,PRL,Bredene,race/bredene-koksijde-classic/2014
498,2014-03-22,La Haye-Fouassière,184.8,,186,0,Classic Loire Atlantique 2014,PRL,La Haye-Fouassière,race/classic-loire-atlantique/2014
499,2014-03-23,Cholet,206.0,,187,0,Cholet-Pays de Loire 2014,PRL,Cholet,race/cholet-pays-de-loire/2014
500,2014-03-24,Saint-Lo,3.5,,188,1,Tour de Normandie 2014 | Prologue,RR,Saint-Lo,https://www.procyclingstats.com/race/tour-de-normadie/2014/prologue
501,2014-03-25,Forges Les Eaux,200.0,,188,2,Tour de Normandie 2014 | Stage 1,PRL,Colombelles,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-1
502,2014-03-26,Elbeuf-sur-Seine,149.0,,188,3,Tour de Normandie 2014 | Stage 2,PRL,Forges Les Eaux,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-2
503,2014-03-27,Argentan,161.0,,188,4,Tour de Normandie 2014 | Stage 3,PRL,Elbeuf-sur-Seine,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-3
504,2014-03-28,Villers-Bocage,172.0,,188,5,Tour de Normandie 2014 | Stage 4,PRL,Domfront,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-4
505,2014-03-29,Carentan,184.0,,188,6,Tour de Normandie 2014 | Stage 5,PRL,Gouville sur Mer,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-5
506,2014-03-30,Caen,149.0,,188,7,Tour de Normandie 2014 | Stage 6,PRL,Torigni-sur-Vire,https://www.procyclingstats.com/race/tour-de-normadie/2014/stage-6
507,2014-03-26,Waregem,201.0,,189,0,Dwars door Vlaanderen / A travers la Flandre 2014,PRL,Roeselare,race/dwars-door-vlaanderen/2014
508,2014-03-26,Marvão,167.0,,190,1,Volta ao Alentejo/Crédito Agricola Costa Azul 2014 | Stage 1,PRL,Castelo de Vide,https://www.procyclingstats.com/race/volta-ao-alentejo/2014/stage-1
509,2014-03-27,Montemor-o-Novo,192.7,,190,2,Volta ao Alentejo/Crédito Agricola Costa Azul 2014 | Stage 2,PRL,Sousel,https://www.procyclingstats.com/race/volta-ao-alentejo/2014/stage-2
510,2014-03-28,Mértola,205.0,,190,3,Volta ao Alentejo/Crédito Agricola Costa Azul 2014 | Stage 3,PRL,Redondo,https://www.procyclingstats.com/race/volta-ao-alentejo/2014/stage-3
511,2014-03-29,Santiago do Cacém,159.2,,190,4,Volta ao Alentejo/Crédito Agricola Costa Azul 2014 | Stage 4,PRL,Odemira,https://www.procyclingstats.com/race/volta-ao-alentejo/2014/stage-4
512,2014-03-30,Évora,172.9,,190,5,Volta ao Alentejo/Crédito Agricola Costa Azul 2014 | Stage 5,PRL,Alcácer do Sal,https://www.procyclingstats.com/race/volta-ao-alentejo/2014/stage-5
513,2014-03-27,Gatteo,99.5,,191,1,Settimana Internazionale Coppi e Bartali 2014 | Stage 1a,PRL,Gatteo,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2014/stage-1a
514,2014-03-27,Gatteo,13.3,,191,2,Settimana Internazionale Coppi e Bartali 2014 | Stage 1b (TTT),TTT,Gatteo a mare,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2014/stage-1b
515,2014-03-28,Sogliano al Rubicone,160.2,,191,3,Settimana Internazionale Coppi e Bartali 2014 | Stage 2,PRL,Sant’Angelo di Gatteo,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2014/stage-2
516,2014-03-29,Crevalcore,158.4,,191,4,Settimana Internazionale Coppi e Bartali 2014 | Stage 3,PRL,Crevalcore,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2014/stage-3
517,2014-03-30,Castello di Montecuccolo,10.0,,191,5,Settimana Internazionale Coppi e Bartali 2014 | Stage 4 (ITT),ITT,Pavullo,https://www.procyclingstats.com/race/settimana-internazionale-coppi-e-bartali/2014/stage-4
518,2014-03-29,Porto-Vecchio,89.0,,192,1,Critérium International 2014 | Stage 1,PRL,Porto-Vecchio,https://www.procyclingstats.com/race/criterium-international/2014/stage-1
519,2014-03-29,Porto-Vecchio,7.0,,192,2,Critérium International 2014 | Stage 2 (ITT),ITT,Porto-Vecchio,https://www.procyclingstats.com/race/criterium-international/2014/stage-2
520,2014-03-30,Col de l'Ospedale,176.0,,192,3,Critérium International 2014 | Stage 3,PRL,Porto-Vecchio,https://www.procyclingstats.com/race/criterium-international/2014/stage-3
521,2014-04-01,Zottegem,201.0,,193,1,VDK-Driedaagse De Panne-Koksijde 2014 | Stage 1,PRL,De Panne,https://www.procyclingstats.com/race/driedaagse-vd-panne/2014/stage-1
522,2014-04-02,Koksijde,206.0,,193,2,VDK-Driedaagse De Panne-Koksijde 2014 | Stage 2,PRL,Zottegem,https://www.procyclingstats.com/race/driedaagse-vd-panne/2014/stage-2
523,2014-04-03,De Panne,109.7,,193,3,VDK-Driedaagse De Panne-Koksijde 2014 | Stage 3a,PRL,De Panne,https://www.procyclingstats.com/race/driedaagse-vd-panne/2014/stage-3a
524,2014-04-03,De Panne,14.3,,193,4,VDK-Driedaagse De Panne-Koksijde 2014 | Stage 3b (ITT),ITT,De Panne,https://www.procyclingstats.com/race/driedaagse-vd-panne/2014/stage-3b
525,2014-04-01,Anapa,185.9,,194,1,Grand Prix of Sochi 2014 | Stage 1,PRL,Krasnodar,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-1
526,2014-04-02,Anapa,128.4,,194,2,Grand Prix of Sochi 2014 | Stage 2,PRL,Anapa,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-2
527,2014-04-03,Anapa,22.0,,194,3,Grand Prix of Sochi 2014 | Stage 3 (ITT),ITT,Anapa,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-3
528,2014-04-04,Nebug,154.0,,194,4,Grand Prix of Sochi 2014 | Stage 4,PRL,Novorossiysk,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-4
529,2014-04-05,Nebug,216.0,,194,5,Grand Prix of Sochi 2014 | Stage 5,PRL,Orlenok,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-5
530,2014-04-06,Krasnodar,178.0,,194,6,Grand Prix of Sochi 2014 | Stage 6,PRL,Tuapse,https://www.procyclingstats.com/race/grand-prix-of-sochi/2014/stage-6
531,2014-04-04,Vitré,197.8,,195,0,Route Adélie de Vitré 2014,PRL,Vitré,race/route-adelie-de-vitre/2014
532,2014-04-04,Quevaucamps,177.1,,196,1,Le Triptyque des Monts et Châteaux 2014 | Stage 1,PRL,Château d'Antoing,https://www.procyclingstats.com/race/le-triptyque-des-monts-et-chateaux/2014/stage-1
533,2014-04-05,Bernissart,10.0,,196,2,Le Triptyque des Monts et Châteaux 2014 | Stage 2a (ITT),ITT,Bernissart,https://www.procyclingstats.com/race/le-triptyque-des-monts-et-chateaux/2014/stage-2a
534,2014-04-05,Mont de l'Enclus,95.5,,196,3,Le Triptyque des Monts et Châteaux 2014 | Stage 2b,PRL,Château d'Estaimbourg,https://www.procyclingstats.com/race/le-triptyque-des-monts-et-chateaux/2014/stage-2b
535,2014-04-06,Tournai,163.4,,196,4,Le Triptyque des Monts et Châteaux 2014 | Stage 3,PRL,Château de Beloeil,https://www.procyclingstats.com/race/le-triptyque-des-monts-et-chateaux/2014/stage-3
536,2014-04-05,Estella,187.0,,197,0,Gran Premio Miguel Indurain 2014,PRL,Estella,race/gp-miguel-indurain/2014
537,2014-04-05,Eijsden,196.0,,198,0,Volta Limburg Classic 2014,PRL,Eijsden,race/volta-limburg-classic/2014
538,2014-04-06,Logroño,164.7,,199,0,Vuelta Ciclista a La Rioja 2014,PRL,Logroño,race/vuelta-ciclista-a-la-rioja/2014
539,2014-04-06,Col San Martino,180.0,,200,0,Trofeo PIVA Banca Popolare di Vicenza 2014,PRL,Col San Martino,race/trofeo-piva/2014
540,2014-04-08,Saint Géréon,197.2,,201,1,Circuit Cycliste Sarthe - Pays de la Loire 2014 | Stage 1,PRL,Saint-Jean-de-Monts,https://www.procyclingstats.com/race/circuit-sarthe/2014/stage-1
541,2014-04-09,Angers,88.3,,201,2,Circuit Cycliste Sarthe - Pays de la Loire 2014 | Stage 2,PRL,Ancenis,https://www.procyclingstats.com/race/circuit-sarthe/2014/stage-2
542,2014-04-09,Angers,6.8,,201,3,Circuit Cycliste Sarthe - Pays de la Loire 2014 | Stage 3 (ITT),ITT,Angers,https://www.procyclingstats.com/race/circuit-sarthe/2014/stage-3
543,2014-04-10,Pré en Pail,196.2,,201,4,Circuit Cycliste Sarthe - Pays de la Loire 2014 | Stage 4,PRL,Angers,https://www.procyclingstats.com/race/circuit-sarthe/2014/stage-4
544,2014-04-11,La Ferté-Bernard,184.8,,201,5,Circuit Cycliste Sarthe - Pays de la Loire 2014 | Stage 5,PRL,Abbaye de l'Epau,https://www.procyclingstats.com/race/circuit-sarthe/2014/stage-5
545,2014-04-09,Schoten,201.0,,202,0,Scheldeprijs 2014,PRL,Antwerpen,race/scheldeprijs/2014
546,2014-04-11,Vouziers,174.0,,203,1,Circuit des Ardennes International 2014 | Stage 1,PRL,Vouziers,https://www.procyclingstats.com/race/circuit-des-ardennes-international/2014/stage-1
547,2014-04-12,Hargnies,168.0,,203,2,Circuit des Ardennes International 2014 | Stage 2,PRL,Fromelennes,https://www.procyclingstats.com/race/circuit-des-ardennes-international/2014/stage-2
548,2014-04-13,Monthermé,72.0,,203,3,Circuit des Ardennes International 2014 | Stage 3,PRL,Monthermé,https://www.procyclingstats.com/race/circuit-des-ardennes-international/2014/stage-3
549,2014-04-13,Charleville-Mézières,107.0,,203,4,Circuit des Ardennes International 2014 | Stage 4,PRL,Charleville-Mézières,https://www.procyclingstats.com/race/circuit-des-ardennes-international/2014/stage-4
550,2014-04-12,Frameries,200.0,,204,0,Grand Prix Cerami 2014,PRL,Saint-Ghislain,race/gp-cerami/2014
551,2014-04-12,Brcko,182.0,,205,0,Banja Luka Belgrade I 2014,PRL,Banja Luka,race/banja-luka-belgrade-i/2014
552,2014-04-12,Oudenaarde,165.7,,206,0,Ronde van Vlaanderen Beloften 2014,PRL,Oudenaarde,race/tour-des-flandres-espoirs/2014
553,2014-04-12,Collecchio,149.1,,207,0,Trofeo Edil C 2014,PRL,Collecchio,race/trofeo-edil-c-u23/2014
554,2014-04-13,Amorebieta,171.5,,208,0,Klasika Primavera de Amorebieta 2014,PRL,Amorebieta,race/klasika-primavera/2014
555,2014-04-13,Belgrade,140.0,,209,0,Banja Luka-Belgrade II 2014,PRL,Bijeljina,race/beograd-banja-luka-ii/2014
556,2014-04-15,Vimoutiers,210.0,,210,0,Paris-Camembert 2014,PRL,Magnanville,race/paris-camembert/2014
557,2014-04-16,Overijsse,203.1,,211,0,De Brabantse Pijl - La Flèche Brabançonne 2014,PRL,Leuven,race/brabantse-pijl/2014
