,Date,Finish,Length,Length(km),Race_ID,Stage#,Stage_Name,Stage_Type,Start,url
0,2014-01-21,Angaston,135.0,,0,1,Tour Down Under 2014 | Stage 1,PRL,Nuriootpa,https://www.procyclingstats.com/race/tour-down-under/2014/stage-1
1,2014-01-22,Stirling,150.0,,0,2,Tour Down Under 2014 | Stage 2,PRL,Prospect,https://www.procyclingstats.com/race/tour-down-under/2014/stage-2
2,2014-01-23,Campbelltown,145.0,,0,3,Tour Down Under 2014 | Stage 3,PRL,Norwood,https://www.procyclingstats.com/race/tour-down-under/2014/stage-3
3,2014-01-24,Victor Harbor,148.5,,0,4,Tour Down Under 2014 | Stage 4,PRL,Unley,https://www.procyclingstats.com/race/tour-down-under/2014/stage-4
4,2014-01-25,Willunga,151.5,,0,5,Tour Down Under 2014 | Stage 5,PRL,McLaren Vale,https://www.procyclingstats.com/race/tour-down-under/2014/stage-5
5,2014-01-26,Adelaide,95.0,,0,6,Tour Down Under 2014 | Stage 6,PRL,Adelaide,https://www.procyclingstats.com/race/tour-down-under/2014/stage-6
6,2014-03-09,Mantes-La-Jolie,162.5,,1,1,Paris - Nice 2014 | Stage 1,PRL,Mantes-La-Jolie,https://www.procyclingstats.com/race/paris-nice/2014/stage-1
7,2014-03-10,Saint-Georges-sur-Baulche,205.0,,1,2,Paris - Nice 2014 | Stage 2,PRL,Rambouillet,https://www.procyclingstats.com/race/paris-nice/2014/stage-2
8,2014-03-11,Circuit de Nevers Magny-Cours,180.0,,1,3,Paris - Nice 2014 | Stage 3,PRL,Toucy,https://www.procyclingstats.com/race/paris-nice/2014/stage-3
9,2014-03-12,Belleville,201.5,,1,4,Paris - Nice 2014 | Stage 4,PRL,Nevers,https://www.procyclingstats.com/race/paris-nice/2014/stage-4
10,2014-03-13,Rive-de-Gier,152.5,,1,5,Paris - Nice 2014 | Stage 5,PRL,Crèche-sur-Saône,https://www.procyclingstats.com/race/paris-nice/2014/stage-5
11,2014-03-14,Fayence,221.5,,1,6,Paris - Nice 2014 | Stage 6,PRL,Saint-Saturnin Les-Avignon,https://www.procyclingstats.com/race/paris-nice/2014/stage-6
12,2014-03-15,Biot,195.5,,1,7,Paris - Nice 2014 | Stage 7,PRL,Mougins,https://www.procyclingstats.com/race/paris-nice/2014/stage-7
13,2014-03-16,Nice,128.0,,1,8,Paris - Nice 2014 | Stage 8,PRL,Nice,https://www.procyclingstats.com/race/paris-nice/2014/stage-8
14,2014-03-12,San Vincenzo,18.5,,2,1,Tirreno-Adriatico 2014 | Stage 1 (TTT),TTT,Donoratico,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-1
15,2014-03-13,Cascina,166.0,,2,2,Tirreno-Adriatico 2014 | Stage 2,PRL,San Vincenzo,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-2
16,2014-03-14,Arezzo,210.0,,2,3,Tirreno-Adriatico 2014 | Stage 3,PRL,Cascina,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-3
17,2014-03-15,Cittareale (Selva Rotonda),244.0,,2,4,Tirreno-Adriatico 2014 | Stage 4,PRL,Indicatore (Arezzo),https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-4
18,2014-03-16,Guardiagrele,192.0,,2,5,Tirreno-Adriatico 2014 | Stage 5,PRL,Amatrice,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-5
19,2014-03-17,Porto Sant'Elpidio,189.0,,2,6,Tirreno-Adriatico 2014 | Stage 6,PRL,Bucchianico,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-6
20,2014-03-18,San Benedetto del Tronto,9.1,,2,7,Tirreno-Adriatico 2014 | Stage 7 (ITT),ITT,San Benedetto del Tronto,https://www.procyclingstats.com/race/tirreno-adriatico/2014/stage-7
21,2014-03-23,Sanremo,294.0,,3,0,Milano-Sanremo 2014,PRL,Milano,race/milano-sanremo/2014
22,2014-03-24,Calella,165.7,,4,1,Volta Ciclista a Catalunya 2014 | Stage 1,PRL,Calella,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-1
23,2014-03-25,Girona,171.2,,4,2,Volta Ciclista a Catalunya 2014 | Stage 2,PRL,Mataró,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-2
24,2014-03-26,La Molina (Alp),162.9,,4,3,Volta Ciclista a Catalunya 2014 | Stage 3,PRL,Banyoles,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-3
25,2014-03-27,Vallter 2000-Setcases,166.4,,4,4,Volta Ciclista a Catalunya 2014 | Stage 4,PRL,Alp,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-4
26,2014-03-28,Valls,222.2,,4,5,Volta Ciclista a Catalunya 2014 | Stage 5,PRL,Llanars–Vall de Camprodon,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-5
27,2014-03-29,Vilanova i la Geltrú,163.9,,4,6,Volta Ciclista a Catalunya 2014 | Stage 6,PRL,El Vendrell,https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-6
28,2014-03-30,Barcelona (Montjuïc),120.7,,4,7,Volta Ciclista a Catalunya 2014 | Stage 7,PRL,Barcelona (Montjuïc),https://www.procyclingstats.com/race/volta-a-catalunya/2014/stage-7
29,2014-03-28,Harelbeke,211.0,,5,0,E3 Harelbeke 2014,PRL,Harelbeke,race/e3-harelbeke/2014
30,2014-03-30,Wevelgem,233.0,,6,0,Gent-Wevelgem In Flanders Fields 2014,PRL,Deinze,race/gent-wevelgem/2014
31,2014-04-06,Oudenaarde,259.1,,7,0,Ronde van Vlaanderen / Tour des Flandres 2014,PRL,Brugge,race/ronde-van-vlaanderen/2014
32,2014-04-07,Ordizia,153.4,,8,1,Vuelta Ciclista al Pais Vasco 2014 | Stage 1,PRL,Ordizia,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-1
33,2014-04-08,Dantxarinea (Urdazabi),155.8,,8,2,Vuelta Ciclista al Pais Vasco 2014 | Stage 2,PRL,Ordizia,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-2
34,2014-04-09,Vitoria-Gasteiz,194.7,,8,3,Vuelta Ciclista al Pais Vasco 2014 | Stage 3,PRL,Urdazubi,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-3
35,2014-04-10,Eibar (Arrate),151.0,,8,4,Vuelta Ciclista al Pais Vasco 2014 | Stage 4,PRL,Vitoria-Gasteiz,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-4
36,2014-04-11,Markina-Xemein,160.2,,8,5,Vuelta Ciclista al Pais Vasco 2014 | Stage 5,PRL,Eibar,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-5
37,2014-04-12,Markina-Xemein,25.9,,8,6,Vuelta Ciclista al Pais Vasco 2014 | Stage 6 (ITT),ITT,Markina-Xemein,https://www.procyclingstats.com/race/itzulia-basque-country/2014/stage-6
38,2014-04-13,Roubaix,257.0,,9,0,Paris - Roubaix 2014,PRL,Compiègne,race/paris-roubaix/2014
39,2014-04-20,Berg en Terblijt,251.4,,10,0,Amstel Gold Race 2014,PRL,Maastricht,race/amstel-gold-race/2014
40,2014-04-23,Mur de Huy,199.0,,11,0,La Flèche Wallonne 2014,PRL,Bastogne,race/la-fleche-wallone/2014
41,2014-04-27,Ans,262.9,,12,0,Liège - Bastogne - Liège 2014,PRL,Liège,race/liege-bastogne-liege/2014
42,2014-04-29,Ascona,5.57,,13,1,Tour de Romandie 2014 | Prologue,RR,Ascona,https://www.procyclingstats.com/race/tour-de-romandie/2014/prologue
43,2014-04-30,Sion,88.6,,13,2,Tour de Romandie 2014 | Stage 1,PRL,Brigerbad,https://www.procyclingstats.com/race/tour-de-romandie/2014/stage-1
44,2014-05-01,Montreux,166.5,,13,3,Tour de Romandie 2014 | Stage 2,PRL,Sion,https://www.procyclingstats.com/race/tour-de-romandie/2014/stage-2
45,2014-05-02,Aigle,180.2,,13,4,Tour de Romandie 2014 | Stage 3,PRL,Le Bouveret,https://www.procyclingstats.com/race/tour-de-romandie/2014/stage-3
46,2014-05-03,Fribourg,174.0,,13,5,Tour de Romandie 2014 | Stage 4,PRL,Fribourg,https://www.procyclingstats.com/race/tour-de-romandie/2014/stage-4
47,2014-05-04,Neuchâtel,18.5,,13,6,Tour de Romandie 2014 | Stage 5 (ITT),ITT,Neuchâtel,https://www.procyclingstats.com/race/tour-de-romandie/2014/stage-5
48,2014-05-09,Belfast,21.7,,14,1,Giro d'Italia 2014 | Stage 1 (TTT),TTT,Belfast,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-1
49,2014-05-10,Belfast,219.0,,14,2,Giro d'Italia 2014 | Stage 2,PRL,Belfast,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-2
50,2014-05-11,Dublin,187.0,,14,3,Giro d'Italia 2014 | Stage 3,PRL,Armagh,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-3
51,2014-05-13,Bari,112.0,,14,4,Giro d'Italia 2014 | Stage 4,PRL,Giovinazzo,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-4
52,2014-05-14,Viggiano,203.0,,14,5,Giro d'Italia 2014 | Stage 5,PRL,Taranto,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-5
53,2014-05-15,Montecassino,257.0,,14,6,Giro d'Italia 2014 | Stage 6,PRL,Sassano,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-6
54,2014-05-16,Foligno,211.0,,14,7,Giro d'Italia 2014 | Stage 7,PRL,Frosinone,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-7
55,2014-05-17,Montecopiolo,179.0,,14,8,Giro d'Italia 2014 | Stage 8,PRL,Foligno,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-8
56,2014-05-18,Sestola,172.0,,14,9,Giro d'Italia 2014 | Stage 9,PRL,Lugo,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-9
57,2014-05-20,Salsomaggiore Terme,173.0,,14,10,Giro d'Italia 2014 | Stage 10,PRL,Modena,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-10
58,2014-05-21,Savona,249.0,,14,11,Giro d'Italia 2014 | Stage 11,PRL,Collecchio,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-11
59,2014-05-22,Barolo,42.2,,14,12,Giro d'Italia 2014 | Stage 12 (ITT),ITT,Barbaresco,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-12
60,2014-05-23,Rivarolo Canavese,157.0,,14,13,Giro d'Italia 2014 | Stage 13,PRL,Fossano,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-13
61,2014-05-24,Oropa,164.0,,14,14,Giro d'Italia 2014 | Stage 14,PRL,Aglie,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-14
62,2014-05-25,Plan de Montecampione,225.0,,14,15,Giro d'Italia 2014 | Stage 15,PRL,Valdengo,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-15
63,2014-05-27,Val Martello/Martelltal,139.0,,14,16,Giro d'Italia 2014 | Stage 16,PRL,Ponte de Legno,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-16
64,2014-05-28,Vittorio Veneto,208.0,,14,17,Giro d'Italia 2014 | Stage 17,PRL,Sarnonico,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-17
65,2014-05-29,Rif. Panarotta (Valsugana),171.0,,14,18,Giro d'Italia 2014 | Stage 18,PRL,Belluno,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-18
66,2014-05-30,Cima Grappa (Crespano del Grappa),26.8,,14,19,Giro d'Italia 2014 | Stage 19 (ITT),ITT,Bassano de Grappa,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-19
67,2014-05-31,Monte Zoncolan,167.0,,14,20,Giro d'Italia 2014 | Stage 20,PRL,Maniago,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-20
68,2014-06-01,Trieste,172.0,,14,21,Giro d'Italia 2014 | Stage 21,PRL,Gemona del Friuli,https://www.procyclingstats.com/race/giro-d-italia/2014/stage-21
69,2014-06-08,Lyon,10.4,,15,1,Critérium du Dauphiné 2014 | Stage 1 (ITT),ITT,Lyon,https://www.procyclingstats.com/race/dauphine/2014/stage-1
70,2014-06-09,Pays d'Olliergues-Col du Béal,158.5,,15,2,Critérium du Dauphiné 2014 | Stage 2,PRL,Tarare,https://www.procyclingstats.com/race/dauphine/2014/stage-2
71,2014-06-10,Le Teil,194.0,,15,3,Critérium du Dauphiné 2014 | Stage 3,PRL,Ambert,https://www.procyclingstats.com/race/dauphine/2014/stage-3
72,2014-06-11,Gap,169.5,,15,4,Critérium du Dauphiné 2014 | Stage 4,PRL,Montélimar,https://www.procyclingstats.com/race/dauphine/2014/stage-4
73,2014-06-12,La Mure,184.0,,15,5,Critérium du Dauphiné 2014 | Stage 5,PRL,Sisteron,https://www.procyclingstats.com/race/dauphine/2014/stage-5
74,2014-06-13,Poisy,168.0,,15,6,Critérium du Dauphiné 2014 | Stage 6,PRL,Grenoble,https://www.procyclingstats.com/race/dauphine/2014/stage-6
75,2014-06-14,Finaut-Émosson (Switzerland),161.5,,15,7,Critérium du Dauphiné 2014 | Stage 7,PRL,Ville-la-Grand,https://www.procyclingstats.com/race/dauphine/2014/stage-7
76,2014-06-15,Courchevel,130.5,,15,8,Critérium du Dauphiné 2014 | Stage 8,PRL,Megève,https://www.procyclingstats.com/race/dauphine/2014/stage-8
77,2014-06-14,Bellinzona,9.4,,16,1,Tour de Suisse 2014 | Stage 1 (ITT),ITT,Bellinzona,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-1
78,2014-06-15,Sarnen,181.8,,16,2,Tour de Suisse 2014 | Stage 2,PRL,Bellinzona,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-2
79,2014-06-16,Heiden,202.9,,16,3,Tour de Suisse 2014 | Stage 3,PRL,Sarnen,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-3
80,2014-06-17,Ossingen,160.4,,16,4,Tour de Suisse 2014 | Stage 4,PRL,Heiden,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-4
81,2014-06-18,Buren a. Aare,183.6,,16,5,Tour de Suisse 2014 | Stage 5,PRL,Ossingen,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-5
82,2014-06-19,Delémont,183.5,,16,6,Tour de Suisse 2014 | Stage 6,PRL,Buren a. Aare,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-6
83,2014-06-20,Worb,24.7,,16,7,Tour de Suisse 2014 | Stage 7 (ITT),ITT,Worb,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-7
84,2014-06-21,Verbier,219.1,,16,8,Tour de Suisse 2014 | Stage 8,PRL,Delémont,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-8
85,2014-06-22,Saas-Fee,156.5,,16,9,Tour de Suisse 2014 | Stage 9,PRL,Martigny,https://www.procyclingstats.com/race/tour-de-suisse/2014/stage-9
86,2014-07-05,Harrogate,190.5,,17,1,Tour de France 2014 | Stage 1,PRL,Leeds,https://www.procyclingstats.com/race/tour-de-france/2014/stage-1
87,2014-07-06,Sheffield,201.0,,17,2,Tour de France 2014 | Stage 2,PRL,York,https://www.procyclingstats.com/race/tour-de-france/2014/stage-2
88,2014-07-07,London,155.0,,17,3,Tour de France 2014 | Stage 3,PRL,Cambridge,https://www.procyclingstats.com/race/tour-de-france/2014/stage-3
89,2014-07-08,Lille,163.5,,17,4,Tour de France 2014 | Stage 4,PRL,Le Touquet Paris-Plage,https://www.procyclingstats.com/race/tour-de-france/2014/stage-4
90,2014-07-09,Arenberg Porte du Hainaut,155.5,,17,5,Tour de France 2014 | Stage 5,PRL,Ypres,https://www.procyclingstats.com/race/tour-de-france/2014/stage-5
91,2014-07-10,Reims,194.0,,17,6,Tour de France 2014 | Stage 6,PRL,Arras,https://www.procyclingstats.com/race/tour-de-france/2014/stage-6
92,2014-07-11,Nancy,234.5,,17,7,Tour de France 2014 | Stage 7,PRL,Epernay,https://www.procyclingstats.com/race/tour-de-france/2014/stage-7
93,2014-07-12,Gerardmer,161.0,,17,8,Tour de France 2014 | Stage 8,PRL,Tomblaine,https://www.procyclingstats.com/race/tour-de-france/2014/stage-8
94,2014-07-13,Mulhouse,170.0,,17,9,Tour de France 2014 | Stage 9,PRL,Gerardmer,https://www.procyclingstats.com/race/tour-de-france/2014/stage-9
95,2014-07-14,La planche des Belles Filles,161.5,,17,10,Tour de France 2014 | Stage 10,PRL,Mulhouse,https://www.procyclingstats.com/race/tour-de-france/2014/stage-10
96,2014-07-16,Oyonnax,187.5,,17,11,Tour de France 2014 | Stage 11,PRL,Besancon,https://www.procyclingstats.com/race/tour-de-france/2014/stage-11
97,2014-07-17,Saint-Etienne,185.5,,17,12,Tour de France 2014 | Stage 12,PRL,Bourg-en-Bresse,https://www.procyclingstats.com/race/tour-de-france/2014/stage-12
98,2014-07-18,Chamrousse,197.5,,17,13,Tour de France 2014 | Stage 13,PRL,Saint-Etienne,https://www.procyclingstats.com/race/tour-de-france/2014/stage-13
99,2014-07-19,Risoul,177.0,,17,14,Tour de France 2014 | Stage 14,PRL,Grenoble,https://www.procyclingstats.com/race/tour-de-france/2014/stage-14
100,2014-07-20,Nîmes,222.0,,17,15,Tour de France 2014 | Stage 15,PRL,Tallard,https://www.procyclingstats.com/race/tour-de-france/2014/stage-15
101,2014-07-22,Bagneres-de-Luchon,237.5,,17,16,Tour de France 2014 | Stage 16,PRL,Carcassonne,https://www.procyclingstats.com/race/tour-de-france/2014/stage-16
102,2014-07-23,Saint-Lary-Soulan (Pla d'Adet),124.5,,17,17,Tour de France 2014 | Stage 17,PRL,Saint-Gaudens,https://www.procyclingstats.com/race/tour-de-france/2014/stage-17
103,2014-07-24,Hautacam,145.5,,17,18,Tour de France 2014 | Stage 18,PRL,Pau,https://www.procyclingstats.com/race/tour-de-france/2014/stage-18
104,2014-07-25,Bergerac,208.5,,17,19,Tour de France 2014 | Stage 19,PRL,Maubourguet val d'Adour,https://www.procyclingstats.com/race/tour-de-france/2014/stage-19
105,2014-07-26,Perigueux,54.0,,17,20,Tour de France 2014 | Stage 20 (ITT),ITT,Bergerac,https://www.procyclingstats.com/race/tour-de-france/2014/stage-20
106,2014-07-27,Paris,137.5,,17,21,Tour de France 2014 | Stage 21,PRL,Evry,https://www.procyclingstats.com/race/tour-de-france/2014/stage-21
107,2014-08-02,San Sebastian,219.2,,18,0,Clasica Ciclista San Sebastian 2014,PRL,San Sebastian,race/san-sebastian/2014
108,2014-08-03,Bydgoszcz,226.0,,19,1,Tour de Pologne 2014 | Stage 1,PRL,Gdańsk,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-1
109,2014-08-04,Warszawa,226.0,,19,2,Tour de Pologne 2014 | Stage 2,PRL,Toruń,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-2
110,2014-08-05,Rzeszów,174.0,,19,3,Tour de Pologne 2014 | Stage 3,PRL,Kielce,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-3
111,2014-08-06,Katowice,236.0,,19,4,Tour de Pologne 2014 | Stage 4,PRL,Tarnów Gemini Park,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-4
112,2014-08-07,Strbske Pleso (Svk),190.0,,19,5,Tour de Pologne 2014 | Stage 5,PRL,Zakopane,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-5
113,2014-08-08,Bukowina Tatrzańska,174.0,,19,6,Tour de Pologne 2014 | Stage 6,PRL,BUKOVINA Terma Hotel Spa,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-6
114,2014-08-09,Kraków,25.0,,19,7,Tour de Pologne 2014 | Stage 7 (ITT),ITT,Kraków,https://www.procyclingstats.com/race/tour-de-pologne/2014/stage-7
115,2014-08-11,Terneuzen,181.9,,20,1,Eneco Tour 2014 | Stage 1,PRL,Terneuzen,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-1
116,2014-08-12,Vlijmen,177.4,,20,2,Eneco Tour 2014 | Stage 2,PRL,Waalwijk,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-2
117,2014-08-13,Breda,9.6,,20,3,Eneco Tour 2014 | Stage 3 (ITT),ITT,Breda,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-3
118,2014-08-14,Ardooie,183.3,,20,4,Eneco Tour 2014 | Stage 4,PRL,Koksijde,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-4
119,2014-08-15,Geraardsbergen,160.3,,20,5,Eneco Tour 2014 | Stage 5,PRL,Geraardsbergen,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-5
120,2014-08-16,Aywaille,173.3,,20,6,Eneco Tour 2014 | Stage 6,PRL,Heerlen,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-6
121,2014-08-17,Sittard-Geleen,183.4,,20,7,Eneco Tour 2014 | Stage 7,PRL,Riemst,https://www.procyclingstats.com/race/binckbank-tour/2014/stage-7
122,2014-08-23,Jerez De La Frontera,12.6,,21,1,Vuelta a España 2014 | Stage 1 (TTT),TTT,Jerez De La Frontera,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-1
123,2014-08-24,San Fernando,174.4,,21,2,Vuelta a España 2014 | Stage 2,PRL,Algeciras,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-2
124,2014-08-25,Arcos de la Frontera,197.8,,21,3,Vuelta a España 2014 | Stage 3,PRL,Cádiz,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-3
125,2014-08-26,Córdoba,164.7,,21,4,Vuelta a España 2014 | Stage 4,PRL,Mairena del Alcor (Sevilla),https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-4
126,2014-08-27,Ronda,180.0,,21,5,Vuelta a España 2014 | Stage 5,PRL,Priego de Córdoba,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-5
127,2014-08-28,La Zubia,167.1,,21,6,Vuelta a España 2014 | Stage 6,PRL,Benalmádena,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-6
128,2014-08-29,Alcaudete,169.0,,21,7,Vuelta a España 2014 | Stage 7,PRL,Alhendín,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-7
129,2014-08-30,Albacete,207.0,,21,8,Vuelta a España 2014 | Stage 8,PRL,Baeza,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-8
130,2014-08-31,Aramón Valdelinares,185.0,,21,9,Vuelta a España 2014 | Stage 9,PRL,Carboneras de Guadazón,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-9
131,2014-09-02,Borja,36.7,,21,10,Vuelta a España 2014 | Stage 10 (ITT),ITT,Real Monasterio de Santa María de Veruela,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-10
132,2014-09-03,San Miguel de Aralar,153.4,,21,11,Vuelta a España 2014 | Stage 11,PRL,Pamplona,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-11
133,2014-09-04,Logroño,166.4,,21,12,Vuelta a España 2014 | Stage 12,PRL,Logroño,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-12
134,2014-09-05,Obregón,188.7,,21,13,Vuelta a España 2014 | Stage 13,PRL,Belorado,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-13
135,2014-09-06,La Camperona,200.8,,21,14,Vuelta a España 2014 | Stage 14,PRL,Santander,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-14
136,2014-09-07,Lagos de Covadonga,152.2,,21,15,Vuelta a España 2014 | Stage 15,PRL,Oviedo,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-15
137,2014-09-08,Lagos de Somiedo,160.5,,21,16,Vuelta a España 2014 | Stage 16,PRL,San Martín del Rey Aurelio,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-16
138,2014-09-10,A Coruña,190.7,,21,17,Vuelta a España 2014 | Stage 17,PRL,Ortigueira,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-17
139,2014-09-11,Monte Castrove en Meis,157.0,,21,18,Vuelta a España 2014 | Stage 18,PRL,A Estrada,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-18
140,2014-09-12,Cangas de Morrazo,180.5,,21,19,Vuelta a España 2014 | Stage 19,PRL,Salvaterra de Miño,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-19
141,2014-09-13,Puerto de Ancares,185.7,,21,20,Vuelta a España 2014 | Stage 20,PRL,Santa Estevo de Ribas do Sil,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-20
142,2014-09-14,Santiago de Compostela,9.7,,21,21,Vuelta a España 2014 | Stage 21 (ITT),ITT,Santiago de Compostela,https://www.procyclingstats.com/race/vuelta-a-espana/2014/stage-21
143,2014-08-24,Hamburg,245.9,,22,0,Vattenfall Cyclassics 2014,PRL,Hamburg,race/cyclassics-hamburg/2014
144,2014-08-31,Plouay,229.1,,23,0,GP Ouest France - Plouay 2014,PRL,Plouay,race/bretagne-classic/2014
145,2014-09-12,Québec,199.1,,24,0,Grand Prix Cycliste de Québec 2014,PRL,Québec,race/gp-quebec/2014
146,2014-09-14,Montréal,205.7,,25,0,Grand Prix Cycliste de Montréal 2014,PRL,Montréal,race/gp-montreal/2014
147,2014-10-05,Bergamo,254.0,,26,0,Il Lombardia 2014,PRL,Como,race/il-lombardia/2014
148,2014-10-10,Zhangjiakou,167.0,,27,1,Tour of Beijing 2014 | Stage 1,PRL,Chong Li,https://www.procyclingstats.com/race/tour-of-beijing/2014/stage-1
149,2014-10-11,Yanqing,111.0,,27,2,Tour of Beijing 2014 | Stage 2,PRL,Chong Li,https://www.procyclingstats.com/race/tour-of-beijing/2014/stage-2
150,2014-10-12,Qianjiadian Chao Yang Temple,176.0,,27,3,Tour of Beijing 2014 | Stage 3,PRL,Yanqing,https://www.procyclingstats.com/race/tour-of-beijing/2014/stage-3
151,2014-10-13,Mentougou Miaofeng Mountain,157.0,,27,4,Tour of Beijing 2014 | Stage 4,PRL,Yanqing,https://www.procyclingstats.com/race/tour-of-beijing/2014/stage-4
152,2014-10-14,Bird’s Nest Piazza,117.0,,27,5,Tour of Beijing 2014 | Stage 5,PRL,Tiananmen Square,https://www.procyclingstats.com/race/tour-of-beijing/2014/stage-5
153,2014-09-21,Ponferrada,57.12,,28,0,World Championships - TTT 2014,PRL,Ponferrada,race/world-championship-ttt/2014
154,2014-09-21,Ponferrada,36.15,,29,0,World Championships WE - TTT 2014,PRL,Ponferrada,race/uci-ttt-world-championships-women/2014
155,2014-09-22,Ponferrada,36.15,,30,0,World Championships U23 - ITT 2014,PRL,Ponferrada,race/world-championships-itt-u23/2014
156,2014-09-23,Ponferrada,29.5,,31,0,World Championships MJ - ITT 2014,PRL,Ponferrada,race/uci-world-championships-itt-mj/2014
157,2014-09-23,Ponferrada,29.5,,32,0,World Championships WE - ITT 2014,PRL,Ponferrada,race/world-championship-itt-we/2014
158,2014-09-24,Ponferrada,47.1,,33,0,World Championships - ITT 2014,PRL,Ponferrada,race/world-championship-itt/2014
159,2014-09-26,Ponferrada,182.0,,34,0,World Championships U23 - Road Race 2014,PRL,Ponferrada,race/world-championships-u23/2014
160,2014-09-26,Ponferrada,72.0,,35,0,World Championships WJ - Road Race 2014,PRL,Ponferrada,race/world-championships-junior-women/2014
161,2014-09-27,Ponferrada,127.4,,36,0,World Championships MJ - Road Race 2014,PRL,Ponferrada,race/uci-world-championships-mj/2014
162,2014-09-28,Ponferrada,254.8,,37,0,World Championships - Road Race 2014,PRL,Ponferrada,race/world-championship/2014
163,2014-01-13,Ebolowa,149.0,,38,1,La Tropicale Amissa Bongo 2014 | Stage 1,PRL,Bitam,https://www.procyclingstats.com/race/la-tropicale-amissa-bongo/2014/stage-1
