,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
69,Tour Of Libya 2010  Stage 4,2010-03-16,RR,Jadu,Gharian,1,4,race/tour-of-libya/2010/stage-4,124.0
70,Tour Of Libya 2010  Stage 5,2010-03-17,RR,Gharian,Tripoli,1,5,race/tour-of-libya/2010/stage-5,145.0
71,National Championships Benin - Road Race 2010,2010-04-11,RR,Start,Finish,2,0,race/nc-benin/2010,120.0
72,National Championships Uganda - Road Race 2010,2010-06-20,RR,Start,Finish,3,0,race/nc-uganda/2010,160.0
73,National Championships Morocco - ITT 2010,2010-06-25,RR,Start,Finish,4,0,race/nc-morocco-itt/2010,0.0
74,National Championships Tunisia - ITT 2010,2010-06-25,RR,Start,Finish,5,0,race/nc-tunisia-itt/2010,0.0
75,National Championships Algeria - ITT 2010,2010-06-26,RR,Start,Finish,6,0,race/nc-algeria-itt/2010,0.0
76,National Championships Namibia - ITT 2010,2010-06-26,RR,Start,Finish,7,0,race/nc-namibia-itt/2010,0.0
77,National Championships Morocco - Road Race 2010,2010-06-27,RR,Start,Finish,8,0,race/nc-morocco/2010,0.0
78,National Championships Namibia - Road Race 2010,2010-06-27,RR,Start,Finish,9,0,race/nc-namibia/2010,0.0
79,National Championships Tunisia - Road Race 2010,2010-06-27,RR,Start,Finish,10,0,race/nc-tunisia/2010,0.0
80,National Championships Zimbabwe - Road Race 2010,2010-06-27,RR,Start,Finish,11,0,race/nc-zimbabwe/2010,0.0
81,National Championships Algeria - Road Race 2010,2010-06-28,RR,Start,Finish,12,0,race/nc-algeria/2010,0.0
82,Tour du Faso 2010  Stage 1,2010-10-22,RR,Start,Finish,13,1,race/tour-du-faso/2010/stage-1,0.0
83,Tour du Faso 2010  Stage 2,2010-10-23,RR,Start,Finish,13,2,race/tour-du-faso/2010/stage-2,0.0
84,Tour du Faso 2010  Stage 3,2010-10-24,RR,Start,Finish,13,3,race/tour-du-faso/2010/stage-3,0.0
85,Tour du Faso 2010  Stage 4,2010-10-25,RR,Start,Finish,13,4,race/tour-du-faso/2010/stage-4,0.0
86,Tour du Faso 2010  Stage 5,2010-10-26,RR,Start,Finish,13,5,race/tour-du-faso/2010/stage-5,0.0
87,Tour du Faso 2010  Stage 6,2010-10-27,RR,Start,Finish,13,6,race/tour-du-faso/2010/stage-6,0.0
88,Tour du Faso 2010  Stage 7,2010-10-28,RR,Start,Finish,13,7,race/tour-du-faso/2010/stage-7,0.0
89,Tour du Faso 2010  Stage 8,2010-10-29,RR,Start,Finish,13,8,race/tour-du-faso/2010/stage-8,0.0
90,Tour du Faso 2010  Stage 9,2010-10-30,RR,Start,Finish,13,9,race/tour-du-faso/2010/stage-9,0.0
91,Tour du Faso 2010  Stage 10,2010-10-31,RR,Start,Finish,13,10,race/tour-du-faso/2010/stage-10,0.0
92,African Continental Championships - ITT 2010,2010-11-12,RR,Kigali,Kigali,14,0,race/african-continental-championships-itt/2010,33.0
93,Tour of Rwanda 2010  Stage 1,2010-11-17,RR,Kigali,Kigali,15,1,race/tour-of-rwanda/2010/stage-1,162.8
94,Tour of Rwanda 2010  Stage 2,2010-11-18,RR,Kigali,Byumba,15,2,race/tour-of-rwanda/2010/stage-2,54.2
95,Tour of Rwanda 2010  Stage 3,2010-11-18,RR,Byumba,Kigali,15,3,race/tour-of-rwanda/2010/stage-3,62.5
96,Tour of Rwanda 2010  Stage 4,2010-11-19,RR,Kigali,Gisenyi,15,4,race/tour-of-rwanda/2010/stage-4,148.9
97,Tour of Rwanda 2010  Stage 5,2010-11-20,RR,Gisenyi,Kigali,15,5,race/tour-of-rwanda/2010/stage-5,158.2
98,Tour of Rwanda 2010  Stage 6,2010-11-22,RR,Kigali,Kibuye,15,6,race/tour-of-rwanda/2010/stage-6,124.2
99,Tour of Rwanda 2010  Stage 7,2010-11-23,RR,Kibuye,Butare,15,7,race/tour-of-rwanda/2010/stage-7,156.8
100,Tour of Rwanda 2010  Stage 8,2010-11-24,RR,Butare,Kigali,15,8,race/tour-of-rwanda/2010/stage-8,129.2
101,Tour of Rwanda 2010  Stage 9,2010-11-25,RR,Kigali,Kigali,15,9,race/tour-of-rwanda/2010/stage-9,120.9
102,Tour of Oman 2010  Stage 1,2010-02-14,RR,Muscat Corniche,Muscat Corniche,0,1,race/tour-of-oman/2010/stage-1,61.0
103,Tour of Oman 2010  Stage 2,2010-02-15,RR,Nizwa,Samail,0,2,race/tour-of-oman/2010/stage-2,148.5
104,Tour of Oman 2010  Stage 3,2010-02-16,RR,Saifat Ash Shiekh,Qurayyat,0,3,race/tour-of-oman/2010/stage-3,124.0
105,Tour of Oman 2010  Stage 4,2010-02-17,RR,Ibri,Nakhal,0,4,race/tour-of-oman/2010/stage-4,187.0
106,Tour of Oman 2010  Stage 5,2010-02-18,RR,Wattayat,Sultan Qaboos Stadium,0,5,race/tour-of-oman/2010/stage-5,148.0
107,Tour of Oman 2010  Stage 6 (ITT),2010-02-19,ITT,Al Jissah,Muscat Corniche,0,6,race/tour-of-oman/2010/stage-6,18.6
108,Asian Cycling Championships - ITT 2010,2010-04-10,RR,Sharjah,Sharjah,1,0,race/asian-cycling-championships-itt/2010,0.0
109,Le Tour de Filipinas 2010  Stage 1,2010-04-17,RR,Tagaytay City,Tagaytay City,2,1,race/le-tour-de-filipinas/2010/stage-1,142.7
110,Le Tour de Filipinas 2010  Stage 2,2010-04-18,RR,Start,Finish,2,2,race/le-tour-de-filipinas/2010/stage-2,60.0
111,Le Tour de Filipinas 2010  Stage 3,2010-04-19,RR,Quezon City,Subic,2,3,race/le-tour-de-filipinas/2010/stage-3,142.0
112,Le Tour de Filipinas 2010  Stage 4,2010-04-20,RR,Subic,Subic,2,4,race/le-tour-de-filipinas/2010/stage-4,127.0
113,Tour De Kumano 2010  Prologue,2010-05-27,Prologue,Start,Finish,3,1,race/tour-de-kumano/2010/prologue,0.0
114,Tour De Kumano 2010  Stage 1,2010-05-28,RR,Nagai,Nagai,3,2,race/tour-de-kumano/2010/stage-1,0.0
115,Tour De Kumano 2010  Stage 2,2010-05-29,RR,Kumano,Kumano,3,3,race/tour-de-kumano/2010/stage-2,0.0
116,Tour De Kumano 2010  Stage 3,2010-05-30,RR,Taiji,Taiji,3,4,race/tour-de-kumano/2010/stage-3,0.0
117,National Championships Japan - ITT 2010,2010-06-13,RR,Start,Finish,4,0,race/nc-japan-itt/2010,0.0
118,National Championships Kazakhstan - ITT 2010,2010-06-23,RR,Start,Finish,5,0,race/nc-kazakhstan-itt/2010,0.0
119,National Championships Israel - ITT 2010,2010-06-25,RR,Start,Finish,6,0,race/nc-israel-itt/2010,0.0
120,National Championships Iran - ITT 2010,2010-06-26,RR,Start,Finish,7,0,race/nc-iran-itt/2010,0.0
121,National Championships Israel - Road Race 2010,2010-06-26,RR,Start,Finish,8,0,race/nc-israel/2010,0.0
122,National Championships Mongolia - ITT 2010,2010-06-26,RR,Start,Finish,9,0,race/nc-mongolia-itt/2010,0.0
123,National Championships Iran - Road Race 2010,2010-06-27,RR,Start,Finish,10,0,race/nc-iran/2010,0.0
124,National Championships Japan - Road Race 2010,2010-06-27,RR,Start,Finish,11,0,race/nc-japan/2010,0.0
125,National Championships Mongolia - Road Race 2010,2010-06-27,RR,Start,Finish,12,0,race/nc-mongolia/2010,0.0
126,National Championships Malasia - Road Race 2010,2010-07-03,RR,Start,Finish,13,0,race/nc-malaysia/2010,0.0
127,Tour of Taihu 2010,2010-10-23,RR,Start,Finish,14,0,race/tour-of-taihu-lake/2010,0.0
128,Omloop Het Nieuwsblad 2010,2010-02-27,RR,Gent,Gent,0,0,race/omloop-het-nieuwsblad/2010,201.2
129,Vuelta ciclista a la region de Murcia 2010  Stage 1,2010-03-03,RR,San Pedro del Pinatar,San Pedro del Pinatar,1,1,race/vuelta-ciclista-a-la-region-de-murcia/2010/stage-1,166.5
130,Vuelta ciclista a la region de Murcia 2010  Stage 2,2010-03-04,RR,Calasparra,Caravaca de la Cruz,1,2,race/vuelta-ciclista-a-la-region-de-murcia/2010/stage-2,169.8
131,Vuelta ciclista a la region de Murcia 2010  Stage 3,2010-03-05,RR,Las Torres de Cotillas,Alhama de Murcia,1,3,race/vuelta-ciclista-a-la-region-de-murcia/2010/stage-3,166.5
132,Vuelta ciclista a la region de Murcia 2010  Stage 4 (ITT),2010-03-06,ITT,Alhama de Murcia,Alhama de Murcia,1,4,race/vuelta-ciclista-a-la-region-de-murcia/2010/stage-4,22.0
133,Vuelta ciclista a la region de Murcia 2010  Stage 5,2010-03-07,RR,Redyser,Gran Vía de Murcia,1,5,race/vuelta-ciclista-a-la-region-de-murcia/2010/stage-5,121.1
134,Driedaagse van West-Vlaanderen 2010  Stage 1,2010-03-05,RR,Kortrijk,Bellegem,2,1,race/3daagse-van-west-vlaanderen/2010/stage-1,176.4
135,Driedaagse van West-Vlaanderen 2010  Stage 2,2010-03-06,RR,Torhout,Handzame,2,2,race/3daagse-van-west-vlaanderen/2010/stage-2,177.5
136,Driedaagse van West-Vlaanderen 2010  Stage 3,2010-03-07,RR,Middelkerke,Ichtegem,2,3,race/3daagse-van-west-vlaanderen/2010/stage-3,194.5
137,Paris-Troyes 2010,2010-03-14,RR,Start,Finish,3,0,race/paris-troyes/2010,172.2
138,Troféu Cidade da Guarda - GP Portugal 2010  Stage 1,2010-03-26,RR,Guarda,Sabugal,4,1,race/gp-du-portugal/2010/stage-1,123.4
139,Troféu Cidade da Guarda - GP Portugal 2010  Stage 2,2010-03-27,RR,Guarda,Trancoso,4,2,race/gp-du-portugal/2010/stage-2,0.0
140,Troféu Cidade da Guarda - GP Portugal 2010  Stage 3 (ITT),2010-03-28,ITT,Guarda,Guarda,4,3,race/gp-du-portugal/2010/stage-3,17.5
141,Critérium International 2010  Stage 1,2010-03-27,RR,Porto-Vecchio,Col de l\'Ospedale,5,1,race/criterium-international/2010/stage-1,175.5
142,Critérium International 2010  Stage 2,2010-03-28,RR,Porto Vecchio,Porto Vecchio,5,2,race/criterium-international/2010/stage-2,75.5
143,Critérium International 2010  Stage 3 (ITT),2010-03-28,ITT,Porto Vecchio,Porto Vecchio,5,3,race/criterium-international/2010/stage-3,7.7
144,Driedaagse De Panne-Koksijde 2010  Stage 1,2010-03-30,RR,Middelkerke,Oudenaarde,6,1,race/driedaagse-vd-panne/2010/stage-1,198.0
145,Driedaagse De Panne-Koksijde 2010  Stage 2,2010-03-31,RR,Zottegem,Koksijde (St Idesbald),6,2,race/driedaagse-vd-panne/2010/stage-2,188.0
146,Driedaagse De Panne-Koksijde 2010  Stage 3,2010-04-01,RR,De Panne,De Panne,6,3,race/driedaagse-vd-panne/2010/stage-3,112.0
147,Driedaagse De Panne-Koksijde 2010  Stage 4 (ITT),2010-04-01,ITT,De Panne,De Panne,6,4,race/driedaagse-vd-panne/2010/stage-4,14.75
148,GP Palio del Recioto 2010,2010-04-06,RR,Negrar,Negrar,7,0,race/gp-palio-del-recioto/2010,133.0
149,Scheldeprijs 2010,2010-04-07,RR,Sloten,Sloten,8,0,race/scheldeprijs/2010,205.4
150,Presidential Cycling Tour of Turkey 2010  Prologue,2010-04-11,Prologue,Istanbul,Istanbul,9,1,race/tour-of-turkey/2010/prologue,5.8
151,Presidential Cycling Tour of Turkey 2010  Stage 2,2010-04-12,RR,Kusadasi,Bodrum,9,2,race/tour-of-turkey/2010/stage-2,181.0
152,Presidential Cycling Tour of Turkey 2010  Stage 3,2010-04-13,RR,Bodrum,Marmaris,9,3,race/tour-of-turkey/2010/stage-3,170.0
153,Presidential Cycling Tour of Turkey 2010  Stage 4,2010-04-14,RR,Marmaris,Pamukkale,9,4,race/tour-of-turkey/2010/stage-4,209.0
154,Presidential Cycling Tour of Turkey 2010  Stage 5,2010-04-15,RR,Pamukkale,Fethiye,9,5,race/tour-of-turkey/2010/stage-5,208.6
155,Presidential Cycling Tour of Turkey 2010  Stage 6,2010-04-16,RR,Fethiye,Finike,9,6,race/tour-of-turkey/2010/stage-6,194.0
156,Presidential Cycling Tour of Turkey 2010  Stage 7,2010-04-17,RR,Finike,Antalya,9,7,race/tour-of-turkey/2010/stage-7,114.0
157,Presidential Cycling Tour of Turkey 2010  Stage 8,2010-04-18,RR,Antalya,Alanya,9,8,race/tour-of-turkey/2010/stage-8,158.5
158,Tour du Loir-et-Cher 'E. Provost' 2010  Stage 1,2010-04-14,RR,Blois,Mer,10,1,race/tour-du-loir-et-cher-e.-provost-/2010/stage-1,139.6
159,Tour du Loir-et-Cher 'E. Provost' 2010  Stage 2,2010-04-15,RR,Lamotte-sur-Beuvron,Vendôme,10,2,race/tour-du-loir-et-cher-e.-provost-/2010/stage-2,194.0
160,Tour du Loir-et-Cher 'E. Provost' 2010  Stage 3,2010-04-16,RR,Villebarou,Ange,10,3,race/tour-du-loir-et-cher-e.-provost-/2010/stage-3,185.5
161,Tour du Loir-et-Cher 'E. Provost' 2010  Stage 4,2010-04-17,RR,Saint-Gervais,Chailles,10,4,race/tour-du-loir-et-cher-e.-provost-/2010/stage-4,0.0
162,Tour du Loir-et-Cher 'E. Provost' 2010  Stage 5,2010-04-18,RR,Blois,Blois,10,5,race/tour-du-loir-et-cher-e.-provost-/2010/stage-5,0.0
163,Giro del Trentino 2010  Stage 1 (ITT),2010-04-20,ITT,Riva del Garda,Torbole sul Garda,11,1,race/tour-of-the-alps/2010/stage-1,12.5
164,Giro del Trentino 2010  Stage 2,2010-04-21,RR,Dro,San Martino di Castrozza,11,2,race/tour-of-the-alps/2010/stage-2,172.5
165,Giro del Trentino 2010  Stage 3,2010-04-22,RR,Fiera di Primiero,Trento,11,3,race/tour-of-the-alps/2010/stage-3,164.0
166,Giro del Trentino 2010  Stage 4,2010-04-23,RR,Arco,Alpe di Pampeago (Tesero),11,4,race/tour-of-the-alps/2010/stage-4,172.1
167,Banja Luka-Belgrade II 2010,2010-04-24,RR,Start,Finish,12,0,race/beograd-banja-luka-ii/2010,127.0
168,Ronde van Noord-Holland 2010,2010-04-25,RR,Zaandam,Zaandam,13,0,race/ronde-van-noord-holland/2010,0.0
169,Rund um den Finanzplatz Eschborn-Frankfurt 2010,2010-05-01,RR,Frankfurt,Frankfurt,14,0,race/Eschborn-Frankfurt/2010,202.7
170,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2010  Stage 1,2010-05-05,RR,Dunkerque,Bray-Dunes,15,1,race/4-jours-de-dunkerque/2010/stage-1,143.0
171,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2010  Stage 2,2010-05-06,RR,Coulogne,Auby,15,2,race/4-jours-de-dunkerque/2010/stage-2,195.7
172,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2010  Stage 3,2010-05-07,RR,Menin (Menen),Ypres (Ieper),15,3,race/4-jours-de-dunkerque/2010/stage-3,193.2
173,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2010  Stage 4,2010-05-08,RR,Merville,Cassel,15,4,race/4-jours-de-dunkerque/2010/stage-4,181.3
174,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2010  Stage 5,2010-05-09,RR,Ardres,Dunkerque,15,5,race/4-jours-de-dunkerque/2010/stage-5,179.5
175,Circuit De Wallonie 2010,2010-05-09,RR,Start,Finish,16,0,race/circuit-de-wallonie/2010,0.0
176,Royal Smilde Olympia’s Tour 2010  Prologue,2010-05-17,Prologue,Heerenveen,Heerenveen,17,1,race/olympias-tour/2010/prologue,10.0
177,Royal Smilde Olympia’s Tour 2010  Stage 2,2010-05-18,RR,Heerenveen,Meppel,17,2,race/olympias-tour/2010/stage-2,156.1
178,Royal Smilde Olympia’s Tour 2010  Stage 3,2010-05-19,RR,Meppel,Gendringen,17,3,race/olympias-tour/2010/stage-3,159.4
179,Royal Smilde Olympia’s Tour 2010  Stage 4,2010-05-20,RR,Dinxperlo,Reuver,17,4,race/olympias-tour/2010/stage-4,178.7
180,Royal Smilde Olympia’s Tour 2010  Stage 5,2010-05-21,RR,Reuver,Buchten,17,5,race/olympias-tour/2010/stage-5,224.3
181,Royal Smilde Olympia’s Tour 2010  Stage 6,2010-05-22,RR,Hoofddorp,Hoofddorp,17,6,race/olympias-tour/2010/stage-6,105.4
182,Royal Smilde Olympia’s Tour 2010  Stage 7 (ITT),2010-05-22,ITT,Hoofddorp,Hoofddorp,17,7,race/olympias-tour/2010/stage-7,9.5
183, Ronde de l'Isard 2010  Stage 1,2010-05-20,RR,Toulouse,St Gaudens,18,1,race/ronde-de-l-isard/2010/stage-1,172.1
184, Ronde de l'Isard 2010  Stage 2,2010-05-21,RR,Saverdun,Mazères,18,2,race/ronde-de-l-isard/2010/stage-2,175.5
185, Ronde de l'Isard 2010  Stage 3,2010-05-22,RR,Start,Finish,18,3,race/ronde-de-l-isard/2010/stage-3,0.0
186, Ronde de l'Isard 2010  Stage 4,2010-05-23,RR,Muret e,Saint-Girons,18,4,race/ronde-de-l-isard/2010/stage-4,163.8
187,Grand Prix Criquielion 2010,2010-05-23,RR,Start,Finish,19,0,race/grand-prix-criquielion/2010,0.0
188,National Championships Bulgaria - ITT 2010,2010-05-25,RR,Start,Finish,20,0,race/nc-bulgaria-itt/2010,0.0
189,Bayern-Rundfahrt 2010  Stage 1,2010-05-26,RR,Erding,Viechtach,21,1,race/bayern-rundfarht/2010/stage-1,189.8
190,Bayern-Rundfahrt 2010  Stage 2,2010-05-27,RR,Viechtach,Bayreuth,21,2,race/bayern-rundfarht/2010/stage-2,200.5
191,Bayern-Rundfahrt 2010  Stage 3,2010-05-28,RR,Bayreuth,Hersbruck,21,3,race/bayern-rundfarht/2010/stage-3,175.1
192,Bayern-Rundfahrt 2010  Stage 4 (ITT),2010-05-29,ITT,Berching,Berching,21,4,race/bayern-rundfarht/2010/stage-4,27.8
193,Bayern-Rundfahrt 2010  Stage 5,2010-05-30,RR,Berching,Fürstenfeldbruck,21,5,race/bayern-rundfarht/2010/stage-5,156.2
