,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
52,Giro d'Italia 2011  Stage 6,2011-05-12,RR,Orvieto,Fiuggi,13,6,race/giro-d-italia/2011/stage-5,216.0
53,Giro d'Italia 2011  Stage 7,2011-05-13,RR,Maddaloni,Montevergine de Mercogliano,13,7,race/giro-d-italia/2011/stage-6,110.0
54,Giro d'Italia 2011  Stage 8,2011-05-14,RR,Sapri,Tropea,13,8,race/giro-d-italia/2011/stage-7,217.0
55,Giro d'Italia 2011  Stage 9,2011-05-15,RR,Messina,Etna,13,9,race/giro-d-italia/2011/stage-8,169.0
56,Giro d'Italia 2011  Stage 10,2011-05-17,RR,Termoli,Teramo,13,10,race/giro-d-italia/2011/stage-9,159.0
57,Giro d'Italia 2011  Stage 11,2011-05-18,RR,Tortoreto Lido,Castefidardo,13,11,race/giro-d-italia/2011/stage-10,144.0
58,Giro d'Italia 2011  Stage 12,2011-05-19,RR,Castefidardo,Ravenna,13,12,race/giro-d-italia/2011/stage-11,184.0
59,Giro d'Italia 2011  Stage 13,2011-05-20,RR,Spilimbergo,Großglockner,13,13,race/giro-d-italia/2011/stage-12,167.0
60,Giro d'Italia 2011  Stage 14,2011-05-21,RR,Lienz,Monte Zoncolan,13,14,race/giro-d-italia/2011/stage-13,210.0
61,Giro d'Italia 2011  Stage 15,2011-05-22,RR,Conegliano,Gardeccia/Val di Fassa,13,15,race/giro-d-italia/2011/stage-14,229.0
62,Giro d'Italia 2011  Stage 16 (ITT),2011-05-24,ITT,Belluno,Nevegal,13,16,race/giro-d-italia/2011/stage-15,12.7
63,Giro d'Italia 2011  Stage 17,2011-05-25,RR,Feltre,Tirano,13,17,race/giro-d-italia/2011/stage-16,230.0
64,Giro d'Italia 2011  Stage 18,2011-05-26,RR,Morbegno,San Pellegrine Terme,13,18,race/giro-d-italia/2011/stage-17,151.0
65,Giro d'Italia 2011  Stage 19,2011-05-27,RR,Bergamo,Macugnaga,13,19,race/giro-d-italia/2011/stage-18,209.0
66,Giro d'Italia 2011  Stage 20,2011-05-28,RR,Verbania,Sestriere,13,20,race/giro-d-italia/2011/stage-19,242.0
67,Giro d'Italia 2011  Stage 21 (ITT),2011-05-29,ITT,Milano,Milano,13,21,race/giro-d-italia/2011/stage-20,26.0
68,Critérium du Dauphiné 2011  Prologue,2011-06-05,Prologue,Saint-Jean-de-Maurienne,Saint-Jean-de-Maurienne,14,1,race/dauphine/2011/prologue,5.4
69,Critérium du Dauphiné 2011  Stage 1,2011-06-06,RR,Albertville,Saint-Pierre-de-Chartreuse,14,2,race/dauphine/2011/stage-1,144.0
70,Critérium du Dauphiné 2011  Stage 2,2011-06-07,RR,Voiron,Lyon,14,3,race/dauphine/2011/stage-2,179.0
71,Critérium du Dauphiné 2011  Stage 3 (ITT),2011-06-08,ITT,Grenoble,Grenoble,14,4,race/dauphine/2011/stage-3,42.5
72,Critérium du Dauphiné 2011  Stage 4,2011-06-09,RR,La Motte-Servolex,Mâcon,14,5,race/dauphine/2011/stage-4,173.5
73,Critérium du Dauphiné 2011  Stage 5,2011-06-10,RR,Start,Finish,14,6,race/dauphine/2011/stage-5,210.0
74,Critérium du Dauphiné 2011  Stage 6,2011-06-11,RR,Les Gets,Le Collet d’Allevard,14,7,race/dauphine/2011/stage-6,192.5
75,Critérium du Dauphiné 2011  Stage 7,2011-06-12,RR,Pontcharra,La Toussuire,14,8,race/dauphine/2011/stage-7,117.5
76,Tour de Suisse 2011  Prologue,2011-06-11,Prologue,Lugano,Lugano,15,1,race/tour-de-suisse/2011/prologue,7.3
77,Tour de Suisse 2011  Stage 2,2011-06-12,RR,Airolo,Crans-Montana,15,2,race/tour-de-suisse/2011/stage-2,147.8
78,Tour de Suisse 2011  Stage 3,2011-06-13,RR,Brig-Glis,Grindelwald,15,3,race/tour-de-suisse/2011/stage-3,107.6
79,Tour de Suisse 2011  Stage 4,2011-06-14,RR,Grindelwald,Huttwil,15,4,race/tour-de-suisse/2011/stage-4,198.4
80,Tour de Suisse 2011  Stage 5,2011-06-15,RR,Huttwil,Tobel-Tägerschen,15,5,race/tour-de-suisse/2011/stage-5,204.2
81,Tour de Suisse 2011  Stage 6,2011-06-16,RR,Tobel-Tägerschen,Triesenberg / Malbun (FL),15,6,race/tour-de-suisse/2011/stage-6,157.7
82,Tour de Suisse 2011  Stage 7,2011-06-17,RR,Vaduz (FL),Serfaus-Fiss-Ladis (AUT),15,7,race/tour-de-suisse/2011/stage-7,222.8
83,Tour de Suisse 2011  Stage 8,2011-06-18,RR,Tübach,Schaffhausen,15,8,race/tour-de-suisse/2011/stage-8,167.3
84,Tour de Suisse 2011  Stage 9 (ITT),2011-06-19,ITT,Schaffhausen,Schaffhausen,15,9,race/tour-de-suisse/2011/stage-9,32.1
85,Tour de France 2011  Stage 1,2011-07-02,RR,Passage Du Gois La Barre-de-monts,Mont Des Alouettes Les Herbiers,16,1,race/tour-de-france/2011/stage-1,191.0
86,Tour de France 2011  Stage 2 (TTT),2011-07-03,TTT,Les Essarts,Les Essarts,16,2,race/tour-de-france/2011/stage-2,23.0
87,Tour de France 2011  Stage 3,2011-07-04,RR,Olonne-sur-mer,Redon,16,3,race/tour-de-france/2011/stage-3,198.0
88,Tour de France 2011  Stage 4,2011-07-05,RR,Lorient,MÃ»r-de-bretagne,16,4,race/tour-de-france/2011/stage-4,172.0
89,Tour de France 2011  Stage 5,2011-07-06,RR,Carhaix,Cap Fréhel,16,5,race/tour-de-france/2011/stage-5,158.0
90,Tour de France 2011  Stage 6,2011-07-07,RR,Dinan,Lisieux,16,6,race/tour-de-france/2011/stage-6,226.0
91,Tour de France 2011  Stage 7,2011-07-08,RR,Le Mans,Châteauroux,16,7,race/tour-de-france/2011/stage-7,215.0
92,Tour de France 2011  Stage 8,2011-07-09,RR,Aigurande,Super-besse Sancy,16,8,race/tour-de-france/2011/stage-8,190.0
93,Tour de France 2011  Stage 9,2011-07-10,RR,Issoire,Saint-flour,16,9,race/tour-de-france/2011/stage-9,208.0
94,Tour de France 2011  Stage 10,2011-07-12,RR,Aurillac,Carmaux,16,10,race/tour-de-france/2011/stage-10,161.0
95,Tour de France 2011  Stage 11,2011-07-13,RR,Blaye-les-mines,Lavaur,16,11,race/tour-de-france/2011/stage-11,168.0
96,Tour de France 2011  Stage 12,2011-07-14,RR,Cugnaux,Luz-ardiden,16,12,race/tour-de-france/2011/stage-12,209.0
97,Tour de France 2011  Stage 13,2011-07-15,RR,Pau,Lourdes,16,13,race/tour-de-france/2011/stage-13,156.0
98,Tour de France 2011  Stage 14,2011-07-16,RR,Saint-gaudens,Plateau De Beille,16,14,race/tour-de-france/2011/stage-14,168.0
99,Tour de France 2011  Stage 15,2011-07-17,RR,Limoux,Montpellier,16,15,race/tour-de-france/2011/stage-15,187.0
100,Tour de France 2011  Stage 16,2011-07-19,RR,Saint-paul-trois-châteaux,Gap,16,16,race/tour-de-france/2011/stage-16,163.0
101,Tour de France 2011  Stage 17,2011-07-20,RR,Gap,Pinerolo,16,17,race/tour-de-france/2011/stage-17,179.0
102,Tour de France 2011  Stage 18,2011-07-21,RR,Pinerolo,Galibier Serre-chevalier,16,18,race/tour-de-france/2011/stage-18,189.0
103,Tour de France 2011  Stage 19,2011-07-22,RR,Modane,Alpe d’huez,16,19,race/tour-de-france/2011/stage-19,109.0
104,Tour de France 2011  Stage 20 (ITT),2011-07-23,ITT,Grenoble,Grenoble,16,20,race/tour-de-france/2011/stage-20,41.0
105,Tour de France 2011  Stage 21,2011-07-24,RR,Créteil,Paris,16,21,race/tour-de-france/2011/stage-21,95.0
106,Clasica Ciclista San Sebastian 2011,2011-07-30,RR,San Sébastian,San Sébastian,17,0,race/san-sebastian/2011,234.0
107,Tour de Pologne 2011  Stage 1,2011-07-31,RR,Pruszkow,Varsovie,18,1,race/tour-de-pologne/2011/stage-1,101.5
108,Tour de Pologne 2011  Stage 2,2011-08-01,RR,Czestochowa,Dabrowa Gornicza,18,2,race/tour-de-pologne/2011/stage-2,159.6
109,Tour de Pologne 2011  Stage 3,2011-08-02,RR,Bedzin,Katowice,18,3,race/tour-de-pologne/2011/stage-3,135.7
110,Tour de Pologne 2011  Stage 4,2011-08-03,RR,Oswiecim,Cieszyn,18,4,race/tour-de-pologne/2011/stage-4,176.9
111,Tour de Pologne 2011  Stage 5,2011-08-04,RR,Zakopane,Zakopane,18,5,race/tour-de-pologne/2011/stage-5,201.5
112,Tour de Pologne 2011  Stage 6,2011-08-05,RR,Terma Bukovina,Terma Bukovina,18,6,race/tour-de-pologne/2011/stage-6,207.7
113,Tour de Pologne 2011  Stage 7,2011-08-06,RR,Kraków,Kraków,18,7,race/tour-de-pologne/2011/stage-7,128.0
114,Eneco Tour 2011  Prologue,2011-08-08,Prologue,Amersfoort,Amersfoort,19,1,race/binckbank-tour/2011/prologue,5.7
115,Eneco Tour 2011  Stage 2,2011-08-09,RR,Oosterhout,Sint Willebrord,19,2,race/binckbank-tour/2011/stage-2,192.1
116,Eneco Tour 2011  Stage 3,2011-08-10,RR,Aalter (B),Ardooie (B),19,3,race/binckbank-tour/2011/stage-3,169.1
117,Eneco Tour 2011  Stage 4,2011-08-11,RR,Heers (B),Andenne,19,4,race/binckbank-tour/2011/stage-4,184.0
118,Eneco Tour 2011  Stage 5 (ITT),2011-08-12,ITT,Roermond,Roermond,19,5,race/binckbank-tour/2011/stage-5,14.7
119,Eneco Tour 2011  Stage 6,2011-08-13,RR,Genk (B),Genk (B),19,6,race/binckbank-tour/2011/stage-6,187.0
120,Eneco Tour 2011  Stage 7,2011-08-14,RR,Sittard-Geleen,Sittard-Geleen,19,7,race/binckbank-tour/2011/stage-7,201.2
121,Vuelta a España 2011  Stage 1 (TTT),2011-08-20,TTT,Benidorm,Benidorm,20,1,race/vuelta-a-espana/2011/stage-1,13.5
122,Vuelta a España 2011  Stage 2,2011-08-21,RR,La Nucía,Playas De Orihuela,20,2,race/vuelta-a-espana/2011/stage-2,171.5
123,Vuelta a España 2011  Stage 3,2011-08-22,RR,Petrer,Totana,20,3,race/vuelta-a-espana/2011/stage-3,164.0
124,Vuelta a España 2011  Stage 4,2011-08-23,RR,Baza,Sierra Nevada,20,4,race/vuelta-a-espana/2011/stage-4,172.0
125,Vuelta a España 2011  Stage 5,2011-08-24,RR,Sierra Nevada,Valdepeñas De Jaén,20,5,race/vuelta-a-espana/2011/stage-5,187.0
126,Vuelta a España 2011  Stage 6,2011-08-25,RR,Úbeda,Córdoba,20,6,race/vuelta-a-espana/2011/stage-6,185.7
127,Vuelta a España 2011  Stage 7,2011-08-26,RR,Almadén,Talavera De La Reina,20,7,race/vuelta-a-espana/2011/stage-7,185.0
128,Vuelta a España 2011  Stage 8,2011-08-27,RR,Talavera De La Reina,San Lorenzo De El Escorial,20,8,race/vuelta-a-espana/2011/stage-8,183.0
129,Vuelta a España 2011  Stage 9,2011-08-28,RR,Villacastín,Sierra De Bejar. La Covatilla,20,9,race/vuelta-a-espana/2011/stage-9,179.5
130,Vuelta a España 2011  Stage 10 (ITT),2011-08-29,ITT,Salamanca,Salamanca,20,10,race/vuelta-a-espana/2011/stage-10,47.0
131,Vuelta a España 2011  Stage 11,2011-08-31,RR,Verín,Estación De Montaña Manzaneda,20,11,race/vuelta-a-espana/2011/stage-11,171.0
132,Vuelta a España 2011  Stage 12,2011-09-01,RR,Ponteareas,Pontevedra,20,12,race/vuelta-a-espana/2011/stage-12,160.0
133,Vuelta a España 2011  Stage 13,2011-09-02,RR,Sarria,Ponferradaa,20,13,race/vuelta-a-espana/2011/stage-13,150.0
134,Vuelta a España 2011  Stage 14,2011-09-03,RR,Astorga,La Farrapona. Lagos De Somiedo,20,14,race/vuelta-a-espana/2011/stage-14,173.2
135,Vuelta a España 2011  Stage 15,2011-09-04,RR,Avilés,Anglirú,20,15,race/vuelta-a-espana/2011/stage-15,144.0
136,Vuelta a España 2011  Stage 16,2011-09-06,RR,Villa Romana La Olmeda (palencia),Haro,20,16,race/vuelta-a-espana/2011/stage-16,180.0
137,Vuelta a España 2011  Stage 17,2011-09-07,RR,Faustino V,Peña Cabarga,20,17,race/vuelta-a-espana/2011/stage-17,212.5
138,Vuelta a España 2011  Stage 18,2011-09-08,RR,Solares,Noja,20,18,race/vuelta-a-espana/2011/stage-18,169.7
139,Vuelta a España 2011  Stage 19,2011-09-09,RR,Noja,Bilbao,20,19,race/vuelta-a-espana/2011/stage-19,157.9
140,Vuelta a España 2011  Stage 20,2011-09-10,RR,Bilbao,Vitoria,20,20,race/vuelta-a-espana/2011/stage-20,187.0
141,Vuelta a España 2011  Stage 21,2011-09-11,RR,Circuito Del Jarama,Madrid,20,21,race/vuelta-a-espana/2011/stage-21,94.0
142,GP Ouest France - Plouay 2011,2011-08-28,RR,Start,Finish,21,0,race/bretagne-classic/2011,0.0
143,Grand Prix Cycliste de Quebec 2011,2011-09-09,RR,Quebec,Quebec,22,0,race/gp-quebec/2011,201.6
144,Grand Prix Cycliste de Montréal 2011,2011-09-11,RR,Montréal,Montréal,23,0,race/gp-montreal/2011,205.7
145,Tour of Beijing 2011  Stage 1 (ITT),2011-10-05,ITT,Bird\'s Nest,Water Cube,24,1,race/tour-of-beijing/2011/stage-1,11.3
146,Tour of Beijing 2011  Stage 2,2011-10-06,RR,Bird\'s Nest,Men Tou Gou,24,2,race/tour-of-beijing/2011/stage-2,133.5
147,Tour of Beijing 2011  Stage 3,2011-10-07,RR,Men Tou Gou,Yong Ning Town,24,3,race/tour-of-beijing/2011/stage-3,162.0
148,Tour of Beijing 2011  Stage 4,2011-10-08,RR,Yan Qing Gui Chuan Square,Shunyi Olympic Rowing and Canoeing Centre,24,4,race/tour-of-beijing/2011/stage-4,189.5
149,Tour of Beijing 2011  Stage 5,2011-10-09,RR,Tian An Men Square,Bird?s Nest Olympic Stadium,24,5,race/tour-of-beijing/2011/stage-5,118.0
150,Il Lombardia 2011,2011-10-15,RR,Milano,Lecco,25,0,race/il-lombardia/2011,241.0
151,World Championships MJ - ITT 2011,2011-09-20,RR,Start,Finish,0,0,race/uci-world-championships-itt-mj/2011,27.8
152,World Championships WE - ITT 2011,2011-09-20,RR,Copenhagen,Copenhagen,1,0,race/world-championship-itt-we/2011,27.8
153,World Championships - ITT 2011,2011-09-21,RR,Start,Finish,2,0,race/world-championship-itt/2011,46.4
154,World Championships U23 - Road Race 2011,2011-09-23,RR,Kopenhagen,Kopenhagen,3,0,race/world-championships-u23/2011,168.0
155,World Championships - Road Race 2011,2011-09-25,RR,Start,Finish,4,0,race/world-championship/2011,266.0
156,National Championships South-africa Itt 2011,2011-02-03,RR,Start,Finish,0,0,race/nc-south-africa-itt/2011,0.0
157,National Championships South Africa - Road Race 2011,2011-02-05,RR,Start,Finish,1,0,race/nc-south-africa/2011,130.0
158,Les Challenges Phosphatiers-Challenge Ben Guerir 2011,2011-04-09,RR,Start,Finish,2,0,race/challenge-ben-guerir/2011,0.0
159,National Championships Eritrea - Road Race 2011,2011-06-05,RR,Asmara,Asmara,3,0,race/nc-eritrea/2011,0.0
160,National Championships Algeria - ITT 2011,2011-06-23,RR,Start,Finish,4,0,race/nc-algeria-itt/2011,0.0
161,National Championships Morocco - ITT 2011,2011-06-23,RR,Ifrane,Ifrane,5,0,race/nc-morocco-itt/2011,0.0
162,National Championships Algeria - Road Race 2011,2011-06-24,RR,Start,Finish,6,0,race/nc-algeria/2011,123.0
163,National Championships Tunisia - Road Race 2011,2011-06-24,RR,Gammarth,Gammarth,7,0,race/nc-tunisia/2011,0.0
164,National Championships Morocco - Road Race 2011,2011-06-25,RR,Start,Finish,8,0,race/nc-morocco/2011,0.0
165,National Championships Zimbabwe - Road Race 2011,2011-06-26,RR,Start,Finish,9,0,race/nc-zimbabwe/2011,0.0
166,National Championships Namibia - ITT 2011,2011-07-02,RR,Start,Finish,10,0,race/nc-namibia-itt/2011,0.0
167,National Championships Namibia - Road Race 2011,2011-07-03,RR,Start,Finish,11,0,race/nc-namibia/2011,0.0
168,National Championships Tunisia - ITT 2011,2011-07-10,RR,Start,Finish,12,0,race/nc-tunisia-itt/2011,0.0
169,All Africa Games - ITT 2011,2011-09-08,RR,Start,Finish,13,0,race/jeux-africains-2015-de-brazzaville-itt/2011,26.2
170,All Africa Games - Road Race 2011,2011-09-11,RR,Maputo,Maputo,14,0,race/jeux-africains-2015-de-brazzaville--/2011,0.0
171,Grand Prix Chantal Biya 2011  Stage 1,2011-09-30,RR,Yaound,Ebolowa,15,1,race/grand-prix-chantal-biya/2011/stage-1,160.0
172,Grand Prix Chantal Biya 2011  Stage 2,2011-10-01,RR,Zoétélé,Meyomesala,15,2,race/grand-prix-chantal-biya/2011/stage-2,130.0
173,Grand Prix Chantal Biya 2011  Stage 3,2011-10-02,RR,Sangmelima,Yaoundé,15,3,race/grand-prix-chantal-biya/2011/stage-3,170.0
174,Tour du Faso 2011  Stage 1,2011-10-21,RR,Laye,Ouahigouya,16,1,race/tour-du-faso/2011/stage-1,145.6
175,Tour du Faso 2011  Stage 2,2011-10-22,RR,Yako,Ziniaré,16,2,race/tour-du-faso/2011/stage-2,141.5
176,Tour du Faso 2011  Stage 3,2011-10-23,RR,Linonghin,Tenkodogo,16,3,race/tour-du-faso/2011/stage-3,143.3
177,Tour du Faso 2011  Stage 4,2011-10-24,RR,Tenkodogo,Zorgho,16,4,race/tour-du-faso/2011/stage-4,74.5
178,Tour du Faso 2011  Stage 5,2011-10-25,RR,Kokologo,Boromo,16,5,race/tour-du-faso/2011/stage-5,128.9
179,Tour du Faso 2011  Stage 6,2011-10-26,RR,Boromo,Bobo Dioulasso,16,6,race/tour-du-faso/2011/stage-6,170.8
180,Tour du Faso 2011  Stage 7,2011-10-27,RR,Bobo Dioulasso, Banfora,16,7,race/tour-du-faso/2011/stage-7,83.5
181,Tour du Faso 2011  Stage 8,2011-10-28,RR,Bobo Dioulasso, Pâ,16,8,race/tour-du-faso/2011/stage-8,124.8
182,Tour du Faso 2011  Stage 9,2011-10-29,RR,Boromo,Koudougou,16,9,race/tour-du-faso/2011/stage-9,153.0
183,Tour du Faso 2011  Stage 10,2011-10-30,RR,Sapone,Ouagadougou,16,10,race/tour-du-faso/2011/stage-10,113.8
184,African Continental Championships - ITT 2011,2011-11-11,RR,Asmara,Asmara,17,0,race/african-continental-championships-itt/2011,0.0
185,African Continental Championships - Road Race 2011,2011-11-13,RR,Asmara,Asmara,18,0,race/african-championships/2011,146.3
186,Tour of Rwanda 2011  Prologue,2011-11-20,Prologue,Kigali,Kigali,19,1,race/tour-of-rwanda/2011/prologue,3.5
187,Tour of Rwanda 2011  Stage 1,2011-11-21,RR,Rwamagana,Kigali,19,2,race/tour-of-rwanda/2011/stage-1,85.0
188,Tour of Rwanda 2011  Stage 2 (ITT),2011-11-21,ITT,Kigali,Rwamagana,19,3,race/tour-of-rwanda/2011/stage-2,45.0
189,Tour of Rwanda 2011  Stage 3,2011-11-22,RR,Kigali,Gisenyi,19,4,race/tour-of-rwanda/2011/stage-3,150.0
190,Tour of Rwanda 2011  Stage 4,2011-11-23,RR,Gisenyi,Gitarama,19,5,race/tour-of-rwanda/2011/stage-4,140.0
191,Tour of Rwanda 2011  Stage 5,2011-11-24,RR,Gitarama,Butare,19,6,race/tour-of-rwanda/2011/stage-5,80.0
192,Tour of Rwanda 2011  Stage 6,2011-11-25,RR,Butare,Kibuye,19,7,race/tour-of-rwanda/2011/stage-6,155.0
193,Tour of Rwanda 2011  Stage 7,2011-11-26,RR,Kibuye,Kigali,19,8,race/tour-of-rwanda/2011/stage-7,130.0
194,Tour of Oman 2011  Stage 1,2011-02-15,RR,As Sawadi,Al Seeb,0,1,race/tour-of-oman/2011/stage-1,158.0
195,Tour of Oman 2011  Stage 2,2011-02-16,RR,"The Wave, Muscat",Al Wutayya,0,2,race/tour-of-oman/2011/stage-2,150.0
196,Tour of Oman 2011  Stage 3,2011-02-17,RR,Sur,Sur,0,3,race/tour-of-oman/2011/stage-3,208.0
197,Tour of Oman 2011  Stage 4,2011-02-18,RR,Sultan Qaboos University,Jabal al Akhdhar (Green Mountain),0,4,race/tour-of-oman/2011/stage-4,157.0
