,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
198,Tour of Oman 2011  Stage 5 (ITT),2011-02-19,ITT,Al Jissah,Al Jissah,0,5,race/tour-of-oman/2011/stage-5,18.0
199,Tour of Oman 2011  Stage 6,2011-02-20,RR,Qurayyat,Mattrah Seafront,0,6,race/tour-of-oman/2011/stage-6,157.0
200,Tour De Kumano 2011  Stage (ITT),2011-05-26,ITT,Shingu,Shingu,1,1,race/tour-de-kumano/2011/stage-0,0.7
201,Tour De Kumano 2011  Stage 1,2011-05-27,RR,Nagai,Nagai,1,2,race/tour-de-kumano/2011/stage-1,0.0
202,Tour De Kumano 2011  Stage 2,2011-05-28,RR,Kumano,Kumano,1,3,race/tour-de-kumano/2011/stage-2,0.0
203,Tour De Kumano 2011  Stage 3,2011-05-29,RR,Taiji,Taiji,1,4,race/tour-de-kumano/2011/stage-3,0.0
204,National Championships Japan - ITT 2011,2011-06-12,RR,Start,Finish,2,0,race/nc-japan-itt/2011,30.0
205,National Championships Kazakhstan - ITT 2011,2011-06-22,RR,Start,Finish,3,0,race/nc-kazakhstan-itt/2011,50.0
206,National Championships Iran - ITT 2011,2011-06-23,RR,Start,Finish,4,0,race/nc-iran-itt/2011,0.0
207,National Championships Israel - ITT 2011,2011-06-23,RR,Start,Finish,5,0,race/nc-israel-itt/2011,0.0
208,National Championships Iran - Road Race 2011,2011-06-25,RR,Start,Finish,6,0,race/nc-iran/2011,0.0
209,National Championships Israel - Road Race 2011,2011-06-25,RR,Start,Finish,7,0,race/nc-israel/2011,133.0
210,National Championships Mongolia - ITT 2011,2011-06-25,RR,Start,Finish,8,0,race/nc-mongolia-itt/2011,0.0
211,National Championships Japan - Road Race 2011,2011-06-26,RR,Start,Finish,9,0,race/nc-japan/2011,0.0
212,National Championships Mongolia - Road Race 2011,2011-06-26,RR,Start,Finish,10,0,race/nc-mongolia/2011,0.0
213,Tour of Taihu 2011  Stage 1,2011-11-01,RR,Wuxi,Wuxi,11,1,race/tour-of-taihu-lake/2011/stage-1,0.0
214,Tour of Taihu 2011  Stage 2,2011-11-02,RR,Suzhou,Suzhou,11,2,race/tour-of-taihu-lake/2011/stage-2,0.0
215,Tour of Taihu 2011  Stage 3,2011-11-03,RR,Changshu,Changshu,11,3,race/tour-of-taihu-lake/2011/stage-3,0.0
216,Tour of Taihu 2011  Stage 4,2011-11-04,RR,Jiangyin, Changzhou,11,4,race/tour-of-taihu-lake/2011/stage-4,0.0
217,Tour of Taihu 2011  Stage 5,2011-11-05,RR,Changzhou, Yixing,11,5,race/tour-of-taihu-lake/2011/stage-5,0.0
218,Omloop Het Nieuwsblad 2011,2011-02-26,RR,Gent,Gent,0,0,race/omloop-het-nieuwsblad/2011,203.0
219,Gp Di Lugano 2011,2011-02-27,RR,Start,Finish,1,0,race/gp-lugano/2011,178.1
220,Driedaagse van West-Vlaanderen 2011  Prologue,2011-03-04,Prologue,Middelkerke,Middelkerke,2,1,race/3daagse-van-west-vlaanderen/2011/prologue,7.0
221,Driedaagse van West-Vlaanderen 2011  Stage 2,2011-03-05,RR,Brugge,Bellegem,2,2,race/3daagse-van-west-vlaanderen/2011/stage-2,174.9
222,Driedaagse van West-Vlaanderen 2011  Stage 3,2011-03-06,RR,Nieuwpoort,Ichtegem,2,3,race/3daagse-van-west-vlaanderen/2011/stage-3,195.5
223,Vuelta ciclista a la region de Murcia 2011  Stage 1,2011-03-04,RR,San Pedro del Pinatar,Alhama de Murcia,3,1,race/vuelta-ciclista-a-la-region-de-murcia/2011/stage-1,178.5
224,Vuelta ciclista a la region de Murcia 2011  Stage 2,2011-03-05,RR,Estrella Levante,Alto de Espuña,3,2,race/vuelta-ciclista-a-la-region-de-murcia/2011/stage-2,183.2
225,Vuelta ciclista a la region de Murcia 2011  Stage 3 (ITT),2011-03-06,ITT,Murcia,Murcia,3,3,race/vuelta-ciclista-a-la-region-de-murcia/2011/stage-3,12.4
226,Paris-Troyes 2011,2011-03-13,RR,Start,Finish,4,0,race/paris-troyes/2011,148.9
227,Critérium International 2011  Stage 1,2011-03-26,RR,Porto-Vecchio,Col de l’Ospedale,5,1,race/criterium-international/2011/stage-1,198.0
228,Critérium International 2011  Stage 2,2011-03-27,RR,Porto-Vecchio,Porto-Vecchio,5,2,race/criterium-international/2011/stage-2,75.0
229,Critérium International 2011  Stage 3 (ITT),2011-03-27,ITT,Porto-Vecchio,Porto-Vecchio,5,3,race/criterium-international/2011/stage-3,7.0
230,Driedaagse De Panne-Koksijde 2011  Stage 1,2011-03-29,RR,Middelkerke,Zottegem,6,1,race/driedaagse-vd-panne/2011/stage-1,194.0
231,Driedaagse De Panne-Koksijde 2011  Stage 2,2011-03-30,RR,Oudenaarde,Koksijde,6,2,race/driedaagse-vd-panne/2011/stage-2,219.0
232,Driedaagse De Panne-Koksijde 2011  Stage 3,2011-03-31,RR,De Panne,De Panne,6,3,race/driedaagse-vd-panne/2011/stage-3,0.0
233,Driedaagse De Panne-Koksijde 2011  Stage 4,2011-03-31,RR,De Panne,De Panne,6,4,race/driedaagse-vd-panne/2011/stage-4,0.0
234,Flèche d\'Emeraude - Saint Malo 2011,2011-04-03,RR,Start,Finish,7,0,race/fleche-d-emeraude-saint-malo/2011,183.0
235,Scheldeprijs 2011,2011-04-06,RR,Antwerpen,Antwerpen,8,0,race/scheldeprijs/2011,200.0
236,Grand Prix Pino Cerami 2011,2011-04-07,RR,Start,Finish,9,0,race/gp-cerami/2011,199.2
237,Tour du Loir-et-Cher 'E. Provost' 2011  Stage 1,2011-04-13,RR,Blois,Lamotte Beuvron,10,1,race/tour-du-loir-et-cher-e.-provost-/2011/stage-1,153.0
238,Tour du Loir-et-Cher 'E. Provost' 2011  Stage 2,2011-04-14,RR,Vendôme,Villebarou,10,2,race/tour-du-loir-et-cher-e.-provost-/2011/stage-2,201.9
239,Tour du Loir-et-Cher 'E. Provost' 2011  Stage 3,2011-04-15,RR,Huisseau-sur-Cosson,Nouan-le-Fuzelier,10,3,race/tour-du-loir-et-cher-e.-provost-/2011/stage-3,200.5
240,Tour du Loir-et-Cher 'E. Provost' 2011  Stage 4,2011-04-16,RR,Monthou-sur-Nièvre,Ange,10,4,race/tour-du-loir-et-cher-e.-provost-/2011/stage-4,192.0
241,Tour du Loir-et-Cher 'E. Provost' 2011  Stage 5,2011-04-17,RR,Blois,Blois,10,5,race/tour-du-loir-et-cher-e.-provost-/2011/stage-5,97.7
242,Tesco Rutland - Melton International Cicle Classic 2011,2011-04-17,RR,Start,Finish,11,0,race/east-midlands-international-cicle-classic/2011,0.0
243,Giro del Trentino 2011  Stage 1 (ITT),2011-04-19,ITT,Riva del Garda,Arco,12,1,race/tour-of-the-alps/2011/stage-1,13.4
244,Giro del Trentino 2011  Stage 2,2011-04-20,RR,Dro,Ledro Bezzecca,12,2,race/tour-of-the-alps/2011/stage-2,184.0
245,Giro del Trentino 2011  Stage 3,2011-04-21,RR,Molina di Ledro,Fai della Paganella,12,3,race/tour-of-the-alps/2011/stage-3,170.0
246,Giro del Trentino 2011  Stage 4,2011-04-22,RR,Andalo,Madonna di Campiglio,12,4,race/tour-of-the-alps/2011/stage-4,161.5
247,Banja Luka - Belgrade I 2011,2011-04-23,RR,Banja Luka,Brcko,13,0,race/banja-luka-belgrade-i/2011,0.0
248,Presidential Cycling Tour of Turkey 2011  Stage 1,2011-04-24,RR,Istanbul,Istanbul,14,1,race/tour-of-turkey/2011/stage-1,121.0
249,Presidential Cycling Tour of Turkey 2011  Stage 2,2011-04-25,RR,Kusadasi,Turgutreis,14,2,race/tour-of-turkey/2011/stage-2,181.0
250,Presidential Cycling Tour of Turkey 2011  Stage 3,2011-04-26,RR,Bodrum,Marmaris,14,3,race/tour-of-turkey/2011/stage-3,166.0
251,Presidential Cycling Tour of Turkey 2011  Stage 4,2011-04-27,RR,Marmaris,Pamukkale,14,4,race/tour-of-turkey/2011/stage-4,209.0
252,Presidential Cycling Tour of Turkey 2011  Stage 5,2011-04-28,RR,Denizli,Fethiye,14,5,race/tour-of-turkey/2011/stage-5,221.0
253,Presidential Cycling Tour of Turkey 2011  Stage 6,2011-04-29,RR,Fethiye,Finike,14,6,race/tour-of-turkey/2011/stage-6,194.0
254,Presidential Cycling Tour of Turkey 2011  Stage 7,2011-04-30,RR,Tekirova,Manavgat,14,7,race/tour-of-turkey/2011/stage-7,135.0
255,Presidential Cycling Tour of Turkey 2011  Stage 8,2011-05-01,RR,Side,Alanya,14,8,race/tour-of-turkey/2011/stage-8,160.0
256,Banja Luka-Belgrade II 2011,2011-04-24,RR,Start,Finish,15,0,race/beograd-banja-luka-ii/2011,0.0
257,Himmerland Rundt 2011,2011-04-24,RR,Start,Finish,16,0,race/himmerland-rundt/2011,0.0
258,Ronde van Noord-Holland 2011,2011-04-25,RR,Zaandam,Zaandam,17,0,race/ronde-van-noord-holland/2011,223.0
259,GP Palio del Recioto 2011,2011-04-26,RR,Negrar,Negrar,18,0,race/gp-palio-del-recioto/2011,0.0
260,Rund um den Finanzplatz Eschborn-Frankfurt 2011,2011-05-01,RR,Frankfurt,Frankfurt,19,0,race/Eschborn-Frankfurt/2011,202.7
261,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011  Stage 1,2011-05-04,RR,Dunkerque,Orchies,20,1,race/4-jours-de-dunkerque/2011/stage-1,180.6
262,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011  Stage 2,2011-05-05,RR,Douai,Iwuy,20,2,race/4-jours-de-dunkerque/2011/stage-2,166.0
263,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011  Stage 3,2011-05-06,RR,Caudry,Le Cateau-Cambrésis,20,3,race/4-jours-de-dunkerque/2011/stage-3,171.2
264,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011  Stage 4,2011-05-07,RR,Hazebrouck,Cassel,20,4,race/4-jours-de-dunkerque/2011/stage-4,189.6
265,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2011  Stage 5,2011-05-08,RR,Grande-Synthe,Dunkerque,20,5,race/4-jours-de-dunkerque/2011/stage-5,179.5
266,Circuit De Wallonie 2011,2011-05-08,RR,Fleurus,Fleurus,21,0,race/circuit-de-wallonie/2011,0.0
267,Grand Prix Criquielion 2011,2011-05-22,RR,Start,Finish,22,0,race/grand-prix-criquielion/2011,160.0
268,Bayern-Rundfahrt 2011  Stage 1,2011-05-25,RR,Pfarrkirchen,Freystadt,23,1,race/bayern-rundfarht/2011/stage-1,223.2
269,Bayern-Rundfahrt 2011  Stage 2,2011-05-26,RR,Freystadt,Bad Gögging,23,2,race/bayern-rundfarht/2011/stage-2,206.2
270,Bayern-Rundfahrt 2011  Stage 3,2011-05-27,RR,Bad Gögging,Aichach,23,3,race/bayern-rundfarht/2011/stage-3,180.8
271,Bayern-Rundfahrt 2011  Stage 4 (ITT),2011-05-28,ITT,Friedberg,Friedberg,23,4,race/bayern-rundfarht/2011/stage-4,26.0
272,Bayern-Rundfahrt 2011  Stage 5,2011-05-29,RR,Friedberg,Moosburg,23,5,race/bayern-rundfarht/2011/stage-5,162.1
273,Boucles de l'Aulne - Châteaulin 2011,2011-05-29,RR,Start,Finish,24,0,race/boucles-de-l-aulne/2011,168.0
274,GP Industria e Commercio - Tr. Città di San Vendemiano 2011,2011-05-29,RR,San Vendemiano,San Vendemiano,25,0,race/gp-industria-e-commercio2/2011,178.5
275,Paris-Roubaix Espoirs 2011,2011-05-29,RR,Péronne,Roubaix,26,0,race/paris-roubaix-espoirs/2011,180.7
276,Rogaland Gp 2011,2011-05-29,RR,Sandnes,Stavanger,27,0,race/tour-des-fjords/2011,194.0
277,Ster Zlm Toer - Gp Jan Van Heeswijk 2011  Prologue,2011-06-15,Prologue,Alblasserdam,Alblasserdam,28,1,race/ster-elektro-tour/2011/prologue,7.0
278,Ster Zlm Toer - Gp Jan Van Heeswijk 2011  Stage 1,2011-06-16,RR,Eindhoven,Sittard/Geleen,28,2,race/ster-elektro-tour/2011/stage-1,177.0
279,Ster Zlm Toer - Gp Jan Van Heeswijk 2011  Stage 2,2011-06-17,RR,Nuth (Schimmert),Nuth (Schimmert),28,3,race/ster-elektro-tour/2011/stage-2,188.0
280,Ster Zlm Toer - Gp Jan Van Heeswijk 2011  Stage 3,2011-06-18,RR,Verviers (B),La Gileppe (B),28,4,race/ster-elektro-tour/2011/stage-3,184.0
281,Ster Zlm Toer - Gp Jan Van Heeswijk 2011  Stage 4,2011-06-19,RR,Etten-Leur,Etten-Leur,28,5,race/ster-elektro-tour/2011/stage-4,191.9
282,Route du Sud - la Depêche du Midi 2011  Stage 1,2011-06-16,RR,Castres,Samatan,29,1,race/la-route-d-occitanie/2011/stage-1,203.0
283,Route du Sud - la Depêche du Midi 2011  Stage 2,2011-06-17,RR,ST Gaudens,Cauterets,29,2,race/la-route-d-occitanie/2011/stage-2,177.0
284,Route du Sud - la Depêche du Midi 2011  Stage 3,2011-06-18,RR,Pierrefitte-Nestalas,Bagnères-de-Luchon,29,3,race/la-route-d-occitanie/2011/stage-3,197.0
285,Route du Sud - la Depêche du Midi 2011  Stage 4,2011-06-19,RR,Izaourt,Pau,29,4,race/la-route-d-occitanie/2011/stage-4,143.0
286,National Championships Estonia - ITT 2011,2011-06-20,RR,Kuressaare,Kuressaare,30,0,race/nc-estonia-itt/2011,38.7
287,National Championships Estonia - Road Race 2011,2011-06-22,RR,Kuressaare,Kuressaare,31,0,race/nc-estonia/2011,0.0
288,National Championships Czech Republic - ITT 2011,2011-06-23,RR,Sumperk,Sumperk,32,0,race/nc-czech-republic-itt/2011,0.0
289,National Championships Denmark - ITT 2011,2011-06-23,RR,Nyborg,Nyborg,33,0,race/nc-denmark-itt/2011,0.0
290,National Championships France - ITT 2011,2011-06-23,RR,Boulogne-sur-Mer,Boulogne-sur-Mer,34,0,race/nc-france-itt/2011,45.2
291,National Championships Latvia - ITT 2011,2011-06-23,RR,Smiltene,Smiltene,35,0,race/nc-latvia-itt/2011,40.0
292,National Championships Luxembourg - ITT 2011,2011-06-23,RR,Diekirch,Diekirch,36,0,race/nc-luxembourg-itt/2011,46.4
293,National Championships Moldova - ITT 2011,2011-06-23,RR,Start,Finish,37,0,race/nc-moldova-itt/2011,0.0
294,National Championships Russia - ITT 2011,2011-06-24,RR,Start,Finish,38,0,race/nc-russia-itt/2011,45.0
295,National Championships Slovakia - ITT 2011,2011-06-23,RR,Sumperk,Sumperk,39,0,race/nc-slovakia2/2011,0.0
296,National Championships Switserland - ITT 2011,2011-06-23,RR,Pfaffnau,Pfaffnau,40,0,race/nc-switzerland-itt/2011,41.0
297,National TT Championships Poland 2011,2011-06-23,RR,Start,Finish,41,0,race/nc-poland-itt/2011,0.0
298,National TT Championships Romania 2011,2011-06-23,RR,Start,Finish,42,0,race/nc-romania-itt/2011,0.0
299,National Championships Albania - Road Race 2011,2011-06-24,RR,Start,Finish,43,0,race/nc-albania/2011,0.0
300,National Championships Belarus - ITT 2011,2011-06-24,RR,Mazyr,Mazyr,44,0,race/nc-belarus-itt/2011,0.0
301,National Championships Hungary - ITT 2011,2011-06-24,RR,Start,Finish,45,0,race/nc-hungary-itt/2011,0.0
302,National Championships Ireland - ITT 2011,2011-06-24,RR,Emyvale,Emyvale,46,0,race/nc-ireland-itt/2011,0.0
303,National Championships Lithuania - ITT 2011,2011-06-24,RR,Start,Finish,47,0,race/nc-lithuania-itt/2011,0.0
304,National Championships Moldavie - Road Race 2011,2011-06-24,RR,Chisinau,Chisinau,48,0,race/nc-moldova/2011,0.0
305,National Championships Serbia - ITT 2011,2011-06-24,RR,Start,Finish,49,0,race/nc-serbia-itt/2011,0.0
306,National Championships Sweden - Road Race 2011,2011-06-24,RR,Sollerön,Sollerön,50,0,race/nc-sweden/2011,0.0
307,National Championships Ukraine - ITT 2011,2011-06-24,RR,Chernivtsi,Chernivtsi,51,0,race/nc-ukraine-itt/2011,32.0
308,National TT Championships Portugal 2011,2011-06-24,RR,Start,Finish,52,0,race/nc-portugal/2011,0.0
309,National Championships Turkey - ITT 2011,2011-06-25,RR,Start,Finish,53,0,race/nc-turkey-itt/2011,0.0
310,National Championships Netherlands U23 - Road Race 2011,2011-06-25,RR,Ootmarsum,Ootmarsum,54,0,race/nc-netherlands-u23/2011,175.5
311,National Championships Switserland - Road Race 2011,2011-06-25,RR,Kirchdorf,Kirchdorf,55,0,race/nc-suisse-u23/2011,158.4
312,National Championships Belarus - Road Race 2011,2011-06-26,RR,Mazyr,Mazyr,56,0,race/nc-belarus/2011,0.0
313,National Championships Bulgaria - ITT 2011,2011-06-26,RR,Start,Finish,57,0,race/nc-bulgaria-itt/2011,0.0
314,National Championships Bulgaria - Road Race 2011,2011-06-26,RR,Start,Finish,58,0,race/nc-bulgaria/2011,0.0
315,National Championships Czech Republic - Road Race 2011,2011-06-26,RR,Start,Finish,59,0,race/nc-czech-republic/2011,0.0
316,National Championships Hungary - Road Race 2011,2011-06-26,RR,Start,Finish,60,0,race/nc-hungary/2011,0.0
317,National Championships Latvia - Road Race 2011,2011-06-26,RR,Start,Finish,61,0,race/nc-latvia/2011,0.0
318,National Championships Lithuania - Road Race 2011,2011-06-26,RR,Start,Finish,62,0,race/nc-lithuania/2011,0.0
319,National Championships Malasia - Road Race 2011,2011-06-26,RR,Raub,Raub,63,0,race/nc-malaysia/2011,0.0
320,National Championships Romania - Road Race 2011,2011-06-26,RR,Start,Finish,64,0,race/nc-romania/2011,0.0
321,National Championships Russia - Road Race 2011,2011-06-26,RR,Start,Finish,65,0,race/nc-russia/2011,0.0
322,National Championships Serbia - Road Race 2011,2011-06-26,RR,Start,Finish,66,0,race/nc-serbia/2011,0.0
323,National Championships Slovenia - ITT 2011,2011-06-26,RR,Solkan,Solkan,67,0,race/nc-slovenia-itt/2011,0.0
324,National Championships Turkey - Road Race 2011,2011-06-26,RR,Start,Finish,68,0,race/nc-turkey/2011,124.0
325,National Championships Ukraine - Road Race 2011,2011-06-26,RR,Chernivtsi,Chernivtsi,69,0,race/nc-ukraine/2011,0.0
326,National Championships Macedonia - ITT 2011,2011-06-29,RR,Start,Finish,70,0,race/nc-macedonia-itt/2011,0.0
327,National Championships Macedonia - Road Race 2011,2011-07-03,RR,Start,Finish,71,0,race/nc-macedonia/2011,0.0
328,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2011  Stage 1,2011-07-07,RR,Ramalhal,Sobral de Monte Agraço,72,1,race/gp-int-torres-vedras/2011/stage-1,0.0
329,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2011  Stage 2,2011-07-08,RR,Manique do Intendente,Carvoeira,72,2,race/gp-int-torres-vedras/2011/stage-2,0.0
330,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2011  Stage 3,2011-07-09,RR,Atouguia da Baleia,Vimeiro,72,3,race/gp-int-torres-vedras/2011/stage-3,0.0
331,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2011  Stage 4,2011-07-10,RR,Torres Vedras,Torres Vedras,72,4,race/gp-int-torres-vedras/2011/stage-4,0.0
332,GP van de stad Geel 2011,2011-07-11,RR,Geel,Geel,73,0,race/gp-van-de-stad-geel/2011,167.1
333,European Championship U23 - ITT 2011,2011-07-15,RR,Offida,Offida,74,0,race/european-championships-itt-u23/2011,25.0
334,National Championships Greece - ITT 2011,2011-07-22,RR,Start,Finish,75,0,race/nc-greece-itt/2011,0.0
335,Tour de Wallonie 2011  Stage 1,2011-07-23,RR,Amay,Banneux,76,1,race/tour-de-wallonie/2011/stage-1,152.1
336,Tour de Wallonie 2011  Stage 2,2011-07-24,RR,Wanze,Houffalize,76,2,race/tour-de-wallonie/2011/stage-2,194.4
337,Tour de Wallonie 2011  Stage 3,2011-07-25,RR,Sambreville,Perwez,76,3,race/tour-de-wallonie/2011/stage-3,224.4
338,Tour de Wallonie 2011  Stage 4,2011-07-26,RR,Enghien,Mouscron,76,4,race/tour-de-wallonie/2011/stage-4,151.6
339,Tour de Wallonie 2011  Stage 5,2011-07-27,RR,Charleroi,Thuin,76,5,race/tour-de-wallonie/2011/stage-5,163.3
340,National Championships Greece - Road Race 2011,2011-07-23,RR,Start,Finish,77,0,race/nc-greece/2011,0.0
341,Central European Tour Miskolc GP 2011,2011-07-23,RR,Miskolc,Miskolc,78,0,race/central-european-tour-miskolc-gp/2011,0.0
342,Central European Tour Budapest GP 2011,2011-07-24,RR,Start,Finish,79,0,race/central-european-tour-budapest-gp/2011,0.0
343,Sparkassen Giro 2011,2011-07-31,RR,Bochum,Bochum,80,0,race/sparkassen-giro-bochum/2011,180.0
344,Paris - Corrèze 2011  Stage 1,2011-08-03,RR,Contres,Bellac,81,1,race/paris-correze/2011/stage-1,181.8
345,Paris - Corrèze 2011  Stage 2,2011-08-04,RR,Objat,Chaumeil,81,2,race/paris-correze/2011/stage-2,178.7
346,National Championships Iceland - Road Race 2011,2011-08-06,RR,Start,Finish,82,0,race/national-championships-iceland---road-race/2011,101.4
347,Gp Di Poggiana 2011,2011-08-14,RR,Riese Pio X,Riese Pio X,83,0,race/gp-di-poggiana/2011,0.0
348,Baltic Chain Tour 2011  Prologue,2011-08-16,Prologue,Start,Finish,84,1,race/baltic-chain-tour/2011/prologue,0.0
349,Baltic Chain Tour 2011  Stage 1,2011-08-17,RR,Start,Finish,84,2,race/baltic-chain-tour/2011/stage-1,0.0
350,Baltic Chain Tour 2011  Stage 2,2011-08-18,RR,Start,Finish,84,3,race/baltic-chain-tour/2011/stage-2,0.0
351,Baltic Chain Tour 2011  Stage 3,2011-08-19,RR,Start,Finish,84,4,race/baltic-chain-tour/2011/stage-3,0.0
352,Baltic Chain Tour 2011  Stage 4,2011-08-20,RR,Start,Finish,84,5,race/baltic-chain-tour/2011/stage-4,0.0
353,Coppa Agostoni - Giro della Brianza 2011,2011-08-17,RR,Start,Finish,85,0,race/coppa-agostoni/2011,0.0
354,Dutch Food Valley Classic 2011,2011-08-19,RR,Start,Finish,86,0,race/veenendaal-veenendaal/2011,0.0
355,Tour International du Poitou Charentes 2011  Stage 1,2011-08-23,RR,Surgères,Cognac,87,1,race/tour-du-poitou-charentes-et-de-la-vienne/2011/stage-1,184.2
356,Tour International du Poitou Charentes 2011  Stage 2,2011-08-24,RR,Cognac,Bressuire,87,2,race/tour-du-poitou-charentes-et-de-la-vienne/2011/stage-2,175.2
357,Tour International du Poitou Charentes 2011  Stage 3,2011-08-25,RR,Bressuire,Châtellerault,87,3,race/tour-du-poitou-charentes-et-de-la-vienne/2011/stage-3,104.8
358,Tour International du Poitou Charentes 2011  Stage 4 (ITT),2011-08-25,ITT,Châtellerault,Châtellerault,87,4,race/tour-du-poitou-charentes-et-de-la-vienne/2011/stage-4,20.5
359,Tour International du Poitou Charentes 2011  Stage 5,2011-08-26,RR,Saint-Jacques de Thouars,Poitiers,87,5,race/tour-du-poitou-charentes-et-de-la-vienne/2011/stage-5,171.4
360,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 1,2011-08-23,RR,Ville-La-Grand,Ville-La-Grand,88,1,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-1,150.0
361,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 2,2011-08-24,RR,Megeve,La Salle,88,2,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-2,142.6
362,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 3,2011-08-25,RR,La Salle,Vangrisenche,88,3,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-3,155.6
363,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 4,2011-08-26,RR,Rivara,Rivara,88,4,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-4,167.1
364,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 5,2011-08-27,RR,Chatillon,Gorgnon,88,5,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-5,162.4
365,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2011  Stage 6 (ITT),2011-08-28,ITT,Champdepraz,Champdepraz,88,6,race/giro-ciclistico-della-valle-d-aosta-mont-blanc/2011/stage-6,9.2
366,Grand Prix des Marbriers 2011,2011-08-23,RR,Start,Finish,89,0,race/grand-prix-des-marbriers/2011,0.0
367,Schaal Sels 2011,2011-08-28,RR,Merksem,Merksem,90,0,race/81st-schaal-schels/2011,203.1
368,National Championships Finland - ITT 2011,2011-09-03,RR,Start,Finish,91,0,race/nc-finland-itt/2011,46.2
369,Tour de l'Avenir 2011  Prologue,2011-09-04,Prologue,Yutz,Yutz,92,1,race/tour-de-l-avenir/2011/prologue,6.6
370,Tour de l'Avenir 2011  Stage 2,2011-09-05,RR,Yutz,Lun?ville,92,2,race/tour-de-l-avenir/2011/stage-2,160.5
371,Tour de l'Avenir 2011  Stage 3,2011-09-06,RR,Rambervilliers,Bruy?res,92,3,race/tour-de-l-avenir/2011/stage-3,151.0
372,Tour de l'Avenir 2011  Stage 4,2011-09-07,RR,G?rardmer,Porrentruy,92,4,race/tour-de-l-avenir/2011/stage-4,166.5
373,Tour de l'Avenir 2011  Stage 5,2011-09-08,RR,Porrentruy,Arbois,92,5,race/tour-de-l-avenir/2011/stage-5,153.5
374,Tour de l'Avenir 2011  Stage 6,2011-09-09,RR,Champagnole,Le Sal?ve,92,6,race/tour-de-l-avenir/2011/stage-6,171.5
375,Tour de l'Avenir 2011  Stage 7,2011-09-10,RR,Fossano,Fossano,92,7,race/tour-de-l-avenir/2011/stage-7,153.5
376,Tour de l'Avenir 2011  Stage 8,2011-09-11,RR,Alba,Alba,92,8,race/tour-de-l-avenir/2011/stage-8,138.5
377,Giro di Padania 2011  Stage 1,2011-09-06,RR,Paesana,Laigueglia,93,1,race/giro-di-padania/2011/stage-1,170.0
378,Giro di Padania 2011  Stage 2,2011-09-07,RR,Loano,Vigevano,93,2,race/giro-di-padania/2011/stage-2,187.0
379,Giro di Padania 2011  Stage 3,2011-09-08,RR,Lonate Pozzolo,Salsomaggiore,93,3,race/giro-di-padania/2011/stage-3,227.0
380,Giro di Padania 2011  Stage 4,2011-09-09,RR,Noceto,San Valentino di Brentonica,93,4,race/giro-di-padania/2011/stage-4,184.6
381,Giro di Padania 2011  Stage 5,2011-09-10,RR,Rovereto,Montecchio Maggiore,93,5,race/giro-di-padania/2011/stage-5,170.0
382,GP de Fourmies - La Voix du Nord 2011,2011-09-11,RR,Start,Finish,94,0,race/gp-de-fourmies/2011,0.0
383,National Championships Austria - ITT 2011,2011-09-11,RR,Start,Finish,95,0,race/nc-austria-itt/2011,0.0
384,Tour of Britain 2011  Stage 1,2011-09-11,RR,Peebles,Dumfries,96,1,race/tour-of-brittain/2011/stage-1,170.3
385,Tour of Britain 2011  Stage 2,2011-09-12,RR,Kendal,Blackpool,96,2,race/tour-of-brittain/2011/stage-2,137.7
386,Tour of Britain 2011  Stage 3,2011-09-13,RR,Stoke-on-Trent,Stoke-on-Trent,96,3,race/tour-of-brittain/2011/stage-3,140.0
387,Tour of Britain 2011  Stage 4,2011-09-14,RR,Powis Castle,Caerphilly,96,4,race/tour-of-brittain/2011/stage-4,182.0
388,Tour of Britain 2011  Stage 5,2011-09-15,RR,Exeter,Exmouth,96,5,race/tour-of-brittain/2011/stage-5,180.3
389,Tour of Britain 2011  Stage 6,2011-09-16,RR,Taunton,Wells,96,6,race/tour-of-brittain/2011/stage-6,0.0
390,Tour of Britain 2011  Stage 7,2011-09-17,RR,Bury St. Edmunds,Sandringham Estate,96,7,race/tour-of-brittain/2011/stage-7,199.7
391,Tour of Britain 2011  Stage 8 (ITT),2011-09-18,ITT,London,London,96,8,race/tour-of-brittain/2011/stage-8,8.8
