,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
22,Tour de Suisse 2009  Stage 6,2009-06-18,RR,Oberriet,SG 	Bad Zurzach,5,6,race/tour-de-suisse/2009/stage-6,178.0
23,Tour de Suisse 2009  Stage 7,2009-06-19,RR,Bad Zurzach,Vallorbe Juraparc,5,7,race/tour-de-suisse/2009/stage-7,204.0
24,Tour de Suisse 2009  Stage 8,2009-06-20,RR,Le Sentier,Crans-Montana,5,8,race/tour-de-suisse/2009/stage-8,182.0
25,Tour de Suisse 2009  Stage 9 (ITT),2009-06-21,ITT,Bern,Bern,5,9,race/tour-de-suisse/2009/stage-9,39.0
26,National Championships Switserland Itt 2009,2009-06-24,RR,Nyon,Nyon,6,0,race/nc-switzerland-itt/2009,0.0
27,Clasica Ciclista San Sebastian 2009,2009-08-01,RR,Start,Finish,7,0,race/san-sebastian/2009,237.0
28,Tour de Pologne 2009  Stage 1,2009-08-02,RR,Start,Finish,8,1,race/tour-de-pologne/2009/stage-1,0.0
29,Tour de Pologne 2009  Stage 2,2009-08-03,RR,Serock,Bialystok,8,2,race/tour-de-pologne/2009/stage-2,219.1
30,Tour de Pologne 2009  Stage 3,2009-08-04,RR,Bielsk Podlaski,Lublin,8,3,race/tour-de-pologne/2009/stage-3,225.1
31,Tour de Pologne 2009  Stage 4,2009-08-05,RR,Naczów,Rzeszów,8,4,race/tour-de-pologne/2009/stage-4,239.7
32,Tour de Pologne 2009  Stage 5,2009-08-06,RR,Strzyów,Krynica-Zdrój,8,5,race/tour-de-pologne/2009/stage-5,171.5
33,Tour de Pologne 2009  Stage 6,2009-08-07,RR,Start,Finish,8,6,race/tour-de-pologne/2009/stage-6,0.0
34,Tour de Pologne 2009  Stage 7,2009-08-08,RR,Start,Finish,8,7,race/tour-de-pologne/2009/stage-7,0.0
35,Giro di Lombardia 2009,2009-10-17,RR,Varese,Como,9,0,race/il-lombardia/2009,242.0
36,World Championships WE - ITT 2009,2009-09-23,RR,Mendrisio,Mendrisio,0,0,race/world-championship-itt-we/2009,26.8
37,World Championships - ITT 2009,2009-09-24,RR,Start,Finish,1,0,race/world-championship-itt/2009,0.0
38,World Championships - Road Race 2009,2009-09-27,RR,Start,Finish,2,0,race/world-championship/2009,262.2
39,National Championships Namibia - Road Race 2009,2009-02-22,RR,Start,Finish,0,0,race/nc-namibia/2009,0.0
40,National Championships South Africa - Road Race 2009,2009-03-10,RR,Start,Finish,1,0,race/nc-south-africa/2009,0.0
41,National Championships Morocco - Road Race 2009,2009-05-31,RR,Start,Finish,2,0,race/nc-morocco/2009,0.0
42,National Championships Tunisia - Road Race 2009,2009-06-07,RR,Start,Finish,3,0,race/nc-tunisia/2009,0.0
43,National Championships Algeria - ITT 2009,2009-06-17,RR,Start,Finish,4,0,race/nc-algeria-itt/2009,0.0
44,National Championships Zimbabwe - Road Race 2009,2009-06-27,RR,Start,Finish,5,0,race/nc-zimbabwe/2009,0.0
45,Tour du Faso 2009  Stage 1,2009-10-23,RR,Kokologo,Boromo,6,1,race/tour-du-faso/2009/stage-1,136.0
46,Tour du Faso 2009  Stage 2,2009-10-24,RR,Pa,Gaoua,6,2,race/tour-du-faso/2009/stage-2,159.0
47,Tour du Faso 2009  Stage 3,2009-10-25,RR,Orodara,Bobo,6,3,race/tour-du-faso/2009/stage-3,126.5
48,Tour du Faso 2009  Stage 4,2009-10-26,RR,Bobo,Banfora,6,4,race/tour-du-faso/2009/stage-4,83.5
49,Tour du Faso 2009  Stage 5,2009-10-27,RR,Bobo,Dedougou,6,5,race/tour-du-faso/2009/stage-5,170.0
50,Tour du Faso 2009  Stage 6,2009-10-28,RR,Bobo,Houndé,6,6,race/tour-du-faso/2009/stage-6,92.5
51,Tour du Faso 2009  Stage 7,2009-10-29,RR,Koudougou,Ziniaré,6,7,race/tour-du-faso/2009/stage-7,128.0
52,Tour du Faso 2009  Stage 8,2009-10-30,RR,Koulbila,Tenkodogo,6,8,race/tour-du-faso/2009/stage-8,149.0
53,Tour du Faso 2009  Stage 9,2009-10-31,RR,Tenkodogo,Fada,6,9,race/tour-du-faso/2009/stage-9,124.0
54,Tour du Faso 2009  Stage 10,2009-11-01,RR,Boussé,Ouagadougou,6,10,race/tour-du-faso/2009/stage-10,107.6
55,National Championships Namibia - ITT 2009,2009-10-25,RR,Start,Finish,7,0,race/nc-namibia-itt/2009,0.0
56,African Continental Championships - ITT 2009,2009-11-06,RR,Start,Finish,8,0,race/african-continental-championships-itt/2009,0.0
57,African Cycling Championships - Road Race 2009,2009-11-08,RR,Start,Finish,9,0,race/african-championships/2009,0.0
58,Tour of Rwanda 2009  Stage 1,2009-11-16,RR,Kigali,Gisenyi,10,1,race/tour-of-rwanda/2009/stage-1,148.9
59,Tour of Rwanda 2009  Stage 2,2009-11-17,RR,Gisenyi,Kigali,10,2,race/tour-of-rwanda/2009/stage-2,163.5
60,Tour of Rwanda 2009  Stage 3,2009-11-18,RR,Kigali,Kibuye,10,3,race/tour-of-rwanda/2009/stage-3,124.2
61,Tour of Rwanda 2009  Stage 4,2009-11-19,RR,Kibuye,Butare,10,4,race/tour-of-rwanda/2009/stage-4,156.8
62,Tour of Rwanda 2009  Stage 5,2009-11-20,RR,Butare,Kigali,10,5,race/tour-of-rwanda/2009/stage-5,134.5
63,Tour of Rwanda 2009  Stage 6 (ITT),2009-11-22,ITT,Kichukiru,Kichukiru,10,6,race/tour-of-rwanda/2009/stage-6,33.8
64,Tour of Rwanda 2009  Stage 7,2009-11-23,RR,Kigali,Nyagatare,10,7,race/tour-of-rwanda/2009/stage-7,151.3
65,Tour of Rwanda 2009  Stage 8,2009-11-24,RR,Nyagatare,Kigali,10,8,race/tour-of-rwanda/2009/stage-8,156.0
66,Tour of Singkarak 2009  Stage 1,2009-04-30,RR,Start,Finish,0,1,race/tour-of-singkarak/2009/stage-1,0.0
67,Tour of Singkarak 2009  Stage 2,2009-05-01,RR,Padang,Bukit Tinggi,0,2,race/tour-of-singkarak/2009/stage-2,88.2
68,Tour of Singkarak 2009  Stage 3,2009-05-02,RR,Bukit Tinggi,Sawahlunto,0,3,race/tour-of-singkarak/2009/stage-3,84.6
69,Tour of Singkarak 2009  Stage 4,2009-05-02,RR,Sawahlunto,Lake Singkarak,0,4,race/tour-of-singkarak/2009/stage-4,91.0
70,Tour of Singkarak 2009  Stage 5,2009-05-03,RR,Lake Singkarak,Lake Singkarak,0,5,race/tour-of-singkarak/2009/stage-5,188.8
71,Tour De Kumano 2009  Prologue,2009-05-28,Prologue,Start,Finish,1,1,race/tour-de-kumano/2009/prologue,0.0
72,Tour De Kumano 2009  Stage 2,2009-05-29,RR,Start,Finish,1,2,race/tour-de-kumano/2009/stage-2,0.0
73,Tour De Kumano 2009  Stage 3,2009-05-30,RR,Start,Finish,1,3,race/tour-de-kumano/2009/stage-3,0.0
74,Tour De Kumano 2009  Stage 4,2009-05-31,RR,Taiji,Taiji,1,4,race/tour-de-kumano/2009/stage-4,0.0
75,National Championships Japan - ITT 2009,2009-06-14,RR,Start,Finish,2,0,race/nc-japan-itt/2009,30.0
76,National Championships Israel - ITT 2009,2009-06-19,RR,Start,Finish,3,0,race/nc-israel-itt/2009,0.0
77,National Championships Iran - ITT 2009,2009-06-20,RR,Ramsar,Ramsar,4,0,race/nc-iran-itt/2009,0.0
78,National Championships Iran - Road Race 2009,2009-06-21,RR,Start,Finish,5,0,race/nc-iran/2009,0.0
79,National Championships Kazakhstan - ITT 2009,2009-06-26,RR,Start,Finish,6,0,race/nc-kazakhstan-itt/2009,0.0
80,National Championships Israel - Road Race 2009,2009-06-27,RR,Start,Finish,7,0,race/nc-israel/2009,0.0
81,National Championships Malasia - Road Race 2009,2009-06-27,RR,Start,Finish,8,0,race/nc-malaysia/2009,0.0
82,National Championships Japan - Road Race 2009,2009-06-28,RR,Start,Finish,9,0,race/nc-japan/2009,0.0
83,National Championships Mongolia - ITT 2009,2009-07-01,RR,Start,Finish,10,0,race/nc-mongolia-itt/2009,0.0
84,Omloop Het Nieuwsblad 2009,2009-02-28,RR,Gent,Gent,0,0,race/omloop-het-nieuwsblad/2009,204.0
85,Kuurne-Bruxelles-Kuurne 2009,2009-03-01,RR,Kuurne,Kuurne,1,0,race/kuurne-brussel-kuurne/2009,193.0
86,Vuelta ciclista a la region de Murcia 2009  Stage 1,2009-03-04,RR,San Pedro del Pinatar,Lorca,2,1,race/vuelta-ciclista-a-la-region-de-murcia/2009/stage-1,192.3
87,Vuelta ciclista a la region de Murcia 2009  Stage 2,2009-03-05,RR,Las Torres de Cotillas,Caravaca,2,2,race/vuelta-ciclista-a-la-region-de-murcia/2009/stage-2,75.0
88,Vuelta ciclista a la region de Murcia 2009  Stage 3 (ITT),2009-03-06,ITT,Start,Finish,2,3,race/vuelta-ciclista-a-la-region-de-murcia/2009/stage-3,0.0
89,Vuelta ciclista a la region de Murcia 2009  Stage 4,2009-03-07,RR,Alhama de Murcia,Alhama,2,4,race/vuelta-ciclista-a-la-region-de-murcia/2009/stage-4,156.1
90,Vuelta ciclista a la region de Murcia 2009  Stage 5,2009-03-08,RR,San Javier,Murcia,2,5,race/vuelta-ciclista-a-la-region-de-murcia/2009/stage-5,142.5
91,Driedaagse van West-Vlaanderen 2009  Stage 1,2009-03-06,RR,Kortrijk,Bellegem,3,1,race/3daagse-van-west-vlaanderen/2009/stage-1,176.4
92,Driedaagse van West-Vlaanderen 2009  Stage 2,2009-03-07,RR,Torhout,Handzame,3,2,race/3daagse-van-west-vlaanderen/2009/stage-2,184.4
93,Driedaagse van West-Vlaanderen 2009  Stage 3,2009-03-08,RR,Ichtegem,Ichtegem,3,3,race/3daagse-van-west-vlaanderen/2009/stage-3,185.7
94,Paris-Troyes 2009,2009-03-15,RR,Paris,Troyes,4,0,race/paris-troyes/2009,172.0
95,Critérium International 2009  Stage 1,2009-03-28,RR,Monthois,Charleville,5,1,race/criterium-international/2009/stage-1,190.0
96,Critérium International 2009  Stage 2,2009-03-29,RR,Les Vieilles Forges (Les Mazures),Monthermé,5,2,race/criterium-international/2009/stage-2,98.5
97,Critérium International 2009  Stage 3 (ITT),2009-03-29,ITT,Start,Finish,5,3,race/criterium-international/2009/stage-3,8.2
98,Driedaagse De Panne-Koksijde 2009  Stage 1,2009-03-31,RR,Middelkerke,Zottegem,6,1,race/driedaagse-vd-panne/2009/stage-1,199.0
99,Driedaagse De Panne-Koksijde 2009  Stage 2,2009-04-01,RR,Zottegem,Oostduinkerke,6,2,race/driedaagse-vd-panne/2009/stage-2,219.0
100,Driedaagse De Panne-Koksijde 2009  Stage 3,2009-04-02,RR,De Panne,De Panne,6,3,race/driedaagse-vd-panne/2009/stage-3,112.0
101,Driedaagse De Panne-Koksijde 2009  Stage 4 (ITT),2009-04-02,ITT,De Panne,De Panne,6,4,race/driedaagse-vd-panne/2009/stage-4,15.3
102,Hel van het Mergelland 2009,2009-04-04,RR,Start,Finish,7,0,race/hel-vh-mergelland/2009,190.5
103,Circuit Cycliste Sarthe - Pays de la Loire 2009  Stage 1,2009-04-07,RR,Noirmoutier-en-l’Ile,Ancenis,8,1,race/circuit-sarthe/2009/stage-1,191.9
104,Circuit Cycliste Sarthe - Pays de la Loire 2009  Stage 2,2009-04-08,RR,Ancenis,Angers,8,2,race/circuit-sarthe/2009/stage-2,93.8
105,Circuit Cycliste Sarthe - Pays de la Loire 2009  Stage 3 (ITT),2009-04-08,ITT,Angers,Angers,8,3,race/circuit-sarthe/2009/stage-3,6.1
106,Circuit Cycliste Sarthe - Pays de la Loire 2009  Stage 4,2009-04-09,RR,Angers,Pré-en-Pail,8,4,race/circuit-sarthe/2009/stage-4,180.8
107,Circuit Cycliste Sarthe - Pays de la Loire 2009  Stage 5,2009-04-10,RR,Pré-en-Pail,Le Mans,8,5,race/circuit-sarthe/2009/stage-5,195.2
108,Presidential Cycling Tour of Turkey 2009  Stage 1,2009-04-12,RR,Istanbul,Istanbul,9,1,race/tour-of-turkey/2009/stage-1,142.0
109,Presidential Cycling Tour of Turkey 2009  Stage 2,2009-04-13,RR,Izmir,Kusadasi,9,2,race/tour-of-turkey/2009/stage-2,132.5
110,Presidential Cycling Tour of Turkey 2009  Stage 3,2009-04-14,RR,Kusadasi,Bodrum,9,3,race/tour-of-turkey/2009/stage-3,166.1
111,Presidential Cycling Tour of Turkey 2009  Stage 4,2009-04-15,RR,Bodrum,Marmaris,9,4,race/tour-of-turkey/2009/stage-4,166.9
112,Presidential Cycling Tour of Turkey 2009  Stage 5,2009-04-16,RR,Marmaris,Fethiye,9,5,race/tour-of-turkey/2009/stage-5,130.0
113,Presidential Cycling Tour of Turkey 2009  Stage 6,2009-04-17,RR,Fethiye,Finike,9,6,race/tour-of-turkey/2009/stage-6,194.0
114,Presidential Cycling Tour of Turkey 2009  Stage 7,2009-04-18,RR,Finike,Antalya,9,7,race/tour-of-turkey/2009/stage-7,114.5
115,Presidential Cycling Tour of Turkey 2009  Stage 8,2009-04-19,RR,Antalya,Alanya,9,8,race/tour-of-turkey/2009/stage-8,166.0
116,GP Palio del Recioto 2009,2009-04-14,RR,Start,Finish,10,0,race/gp-palio-del-recioto/2009,0.0
117,Tour du Loir-et-Cher 'E. Provost' 2009  Prologue,2009-04-14,Prologue,Blois,Blois,11,1,race/tour-du-loir-et-cher-e.-provost-/2009/prologue,3.0
118,Tour du Loir-et-Cher 'E. Provost' 2009  Stage 2,2009-04-15,RR,BLOIS,BLOIS,11,2,race/tour-du-loir-et-cher-e.-provost-/2009/stage-2,161.0
119,Tour du Loir-et-Cher 'E. Provost' 2009  Stage 3,2009-04-16,RR,VILLEBAROU,VILLEBAROU,11,3,race/tour-du-loir-et-cher-e.-provost-/2009/stage-3,167.7
120,Tour du Loir-et-Cher 'E. Provost' 2009  Stage 4,2009-04-17,RR,CHÂTEAU RENAULT,VENDOME,11,4,race/tour-du-loir-et-cher-e.-provost-/2009/stage-4,171.5
121,Tour du Loir-et-Cher 'E. Provost' 2009  Stage 5,2009-04-18,RR,BILLY,SALBRIS,11,5,race/tour-du-loir-et-cher-e.-provost-/2009/stage-5,192.0
122,Tour du Loir-et-Cher 'E. Provost' 2009  Stage 6,2009-04-19,RR,BLOIS VILLE,BLOIS VILLE,11,6,race/tour-du-loir-et-cher-e.-provost-/2009/stage-6,97.5
123,Scheldeprijs 2009,2009-04-15,RR,Antwerpen,Schoten,12,0,race/scheldeprijs/2009,205.0
124,Giro del Trentino 2009  Stage 1 (ITT),2009-04-22,ITT,Torbole sul Garda,Arco,13,1,race/tour-of-the-alps/2009/stage-1,17.5
125,Giro del Trentino 2009  Stage 2,2009-04-23,RR,Riva del Garda,Alpe di Pampeago,13,2,race/tour-of-the-alps/2009/stage-2,141.0
126,Giro del Trentino 2009  Stage 3,2009-04-24,RR,Tesero,Innervikkgraten,13,3,race/tour-of-the-alps/2009/stage-3,165.5
127,Giro del Trentino 2009  Stage 4,2009-04-25,RR,Sillian,Pejo Fonti,13,4,race/tour-of-the-alps/2009/stage-4,214.2
128,Ronde van Noord-Holland 2009,2009-04-26,RR,Zaandam,Zaandam,14,0,race/ronde-van-noord-holland/2009,215.7
129,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 1,2009-04-28,RR,Oviedo,Llanes,15,1,race/vuelta-asturias/2009/stage-1,156.7
130,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 2,2009-04-29,RR,Llanas,Gijon,15,2,race/vuelta-asturias/2009/stage-2,182.0
131,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 3,2009-04-30,RR,Gijón e,Avilés,15,3,race/vuelta-asturias/2009/stage-3,88.7
132,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 4 (ITT),2009-04-30,ITT,Castrillon,Castrillon,15,4,race/vuelta-asturias/2009/stage-4,14.2
133,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 5,2009-05-01,RR,Cafés Toscaf,Alto del A,15,5,race/vuelta-asturias/2009/stage-5,180.0
134,Vuelta Asturias Julio Alvarez Mendo 2009  Stage 6,2009-05-02,RR,Start,Finish,15,6,race/vuelta-asturias/2009/stage-6,0.0
135,Eschborn-Frankfurt City Loop 2009,2009-05-01,RR,Frankfurt,Frankfurt,16,0,race/Eschborn-Frankfurt/2009,190.8
136,Giro Di Toscana 2009,2009-05-03,RR,Start,Finish,17,0,race/giro-di-toscana/2009,193.4
137,National Championships Venezuela - Road Race 2009,2009-05-03,RR,Start,Finish,18,0,race/nc-venezuela/2009,0.0
138,Memorial Oleg Dyachenko 2009,2009-05-03,RR,Start,Finish,19,0,race/memorial-of-oleg-dyachenko/2009,120.0
139,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 1,2009-05-05,RR,Dunkerque,Dunkerque,20,1,race/4-jours-de-dunkerque/2009/stage-1,186.9
140,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 2,2009-05-06,RR,COUDEKERQUE BRANCHE,ARQUES,20,2,race/4-jours-de-dunkerque/2009/stage-2,178.9
141,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 3,2009-05-07,RR,Calaisis,Beth,20,3,race/4-jours-de-dunkerque/2009/stage-3,228.1
142,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 4 (ITT),2009-05-08,ITT,Start,Finish,20,4,race/4-jours-de-dunkerque/2009/stage-4,0.0
143,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 5,2009-05-09,RR,HAZEBROUCK,BOESCHEPE,20,5,race/4-jours-de-dunkerque/2009/stage-5,195.4
144,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2009  Stage 6,2009-05-10,RR,Start,Finish,20,6,race/4-jours-de-dunkerque/2009/stage-6,0.0
145,Five Rings of Moscow 2009  Prologue,2009-05-06,Prologue,Start,Finish,21,1,race/five-rings-of-moscow/2009/prologue,0.0
146,Five Rings of Moscow 2009  Stage 2,2009-05-06,RR,Start,Finish,21,2,race/five-rings-of-moscow/2009/stage-2,124.0
147,Five Rings of Moscow 2009  Stage 3,2009-05-07,RR,Moscow,Moscow,21,3,race/five-rings-of-moscow/2009/stage-3,0.0
148,Five Rings of Moscow 2009  Stage 4,2009-05-08,RR,Moscow,Moscow,21,4,race/five-rings-of-moscow/2009/stage-4,0.0
149,Five Rings of Moscow 2009  Stage 5,2009-05-09,RR,Moscow,Moscow,21,5,race/five-rings-of-moscow/2009/stage-5,0.0
150,Five Rings of Moscow 2009  Stage 6,2009-05-10,RR,Moscow,Moscow,21,6,race/five-rings-of-moscow/2009/stage-6,0.0
151,Circuit De Wallonie 2009,2009-05-10,RR,Start,Finish,22,0,race/circuit-de-wallonie/2009,0.0
152,Omloop der Kempen 2009,2009-05-10,RR,Start,Finish,23,0,race/omloop-der-kempen/2009,200.0
153, Ronde de l\'Isard 2009  Stage 2 (ITT),2009-05-21,ITT,Start,Finish,24,1,race/ronde-de-l-isard/2009/stage-2,7.8
154, Ronde de l\'Isard 2009  Stage 3,2009-05-22,RR,Saint Girons,Les Monts d'Olmes,24,2,race/ronde-de-l-isard/2009/stage-3,158.0
155, Ronde de l\'Isard 2009  Stage 4,2009-05-23,RR,Lavelanet,Plateau de Beille,24,3,race/ronde-de-l-isard/2009/stage-4,143.3
156, Ronde de l\'Isard 2009  Stage 5,2009-05-24,RR,Start,Finish,24,4,race/ronde-de-l-isard/2009/stage-5,0.0
157,Grand Prix Criquielion 2009,2009-05-25,RR,Start,Finish,25,0,race/grand-prix-criquielion/2009,0.0
158,Bayern-Rundfahrt 2009  Stage 1,2009-05-27,RR,Kelheim,Mohldorf,26,1,race/bayern-rundfarht/2009/stage-1,196.3
159,Bayern-Rundfahrt 2009  Stage 2,2009-05-28,RR,Mohldorf,Ruhpolding,26,2,race/bayern-rundfarht/2009/stage-2,173.6
160,Bayern-Rundfahrt 2009  Stage 3,2009-05-29,RR,Bad Aibling,Schrobenhausen,26,3,race/bayern-rundfarht/2009/stage-3,178.2
161,Bayern-Rundfahrt 2009  Stage 4 (ITT),2009-05-30,ITT,Friedberg,Friedberg,26,4,race/bayern-rundfarht/2009/stage-4,26.0
162,Bayern-Rundfahrt 2009  Stage 5,2009-05-31,RR,Friedberg,Gunzenhausen,26,5,race/bayern-rundfarht/2009/stage-5,166.4
163,Gp Kooperativa 2009,2009-05-30,RR,Start,Finish,27,0,race/gp-kooperativa/2009,0.0
164,Boucles de l'Aulne - Châteaulin 2009,2009-05-31,RR,Start,Finish,28,0,race/boucles-de-l-aulne/2009,0.0
165,Paris-Roubaix Espoirs 2009,2009-05-31,RR,Start,Finish,29,0,race/paris-roubaix-espoirs/2009,0.0
166,Rogaland Gp 2009,2009-06-01,RR,Sandnes,Stavanger,30,0,race/tour-des-fjords/2009,0.0
167,GP Industria e Commercio - Tr. Città di San Vendemiano 2009,2009-06-02,RR,Trento,Trento,31,0,race/gp-industria-e-commercio2/2009,168.1
168,Trofeo Alcide Degasperi 2009,2009-06-02,RR,Start,Finish,32,0,race/trofeo-alcide-degasperi/2009,168.0
169,Skoda-Tour de Luxembourg 2009  Prologue,2009-06-03,Prologue,Start,Finish,33,1,race/tour-de-luxembourg/2009/prologue,2.7
170,Skoda-Tour de Luxembourg 2009  Stage 2,2009-06-04,RR,Luxembourg,Mondorf,33,2,race/tour-de-luxembourg/2009/stage-2,157.4
171,Skoda-Tour de Luxembourg 2009  Stage 3,2009-06-05,RR,Schifflange,Differdange,33,3,race/tour-de-luxembourg/2009/stage-3,187.9
172,Skoda-Tour de Luxembourg 2009  Stage 4,2009-06-06,RR,Wiltz,Diekirch,33,4,race/tour-de-luxembourg/2009/stage-4,185.3
173,Skoda-Tour de Luxembourg 2009  Stage 5,2009-06-07,RR,Mersch,Luxembourg,33,5,race/tour-de-luxembourg/2009/stage-5,148.2
174,Iurreta-emakumeen Bira 2009  Stage 1,2009-06-11,RR,IURRETA,IURRETA,34,1,race/iurreta-emakumeen-bira/2009/stage-1,75.9
175,Iurreta-emakumeen Bira 2009  Stage 2,2009-06-12,RR,AMURRIO,AMURRIO,34,2,race/iurreta-emakumeen-bira/2009/stage-2,92.0
176,Iurreta-emakumeen Bira 2009  Stage 3 (ITT),2009-06-13,ITT,Iurreta,Goiuria,34,3,race/iurreta-emakumeen-bira/2009/stage-3,2.2
177,Iurreta-emakumeen Bira 2009  Stage 4,2009-06-13,RR,ELGOIBAR,ELGOIBAR,34,4,race/iurreta-emakumeen-bira/2009/stage-4,79.0
178,Iurreta-emakumeen Bira 2009  Stage 5,2009-06-14,RR,Orduña,Orduña,34,5,race/iurreta-emakumeen-bira/2009/stage-5,122.7
179,Giro Ciclistico d'Italia 2009  Stage 1,2009-06-12,RR,Firenze,Moden,35,1,race/giro-ciclistico-d-italia/2009/stage-1,174.0
180,Giro Ciclistico d'Italia 2009  Stage 2,2009-06-13,RR,Modena,Lonato del Garda,35,2,race/giro-ciclistico-d-italia/2009/stage-2,161.2
181,Giro Ciclistico d'Italia 2009  Stage 3,2009-06-14,RR,Lonato del Garda,Asiago,35,3,race/giro-ciclistico-d-italia/2009/stage-3,166.6
182,Giro Ciclistico d'Italia 2009  Stage 4 (ITT),2009-06-15,ITT,Pozzoleone,Pozzoleone,35,4,race/giro-ciclistico-d-italia/2009/stage-4,22.5
183,Giro Ciclistico d'Italia 2009  Stage 5,2009-06-16,RR,Paderno del Grappa,Feltre,35,5,race/giro-ciclistico-d-italia/2009/stage-5,155.5
184,Giro Ciclistico d'Italia 2009  Stage 6,2009-06-18,RR,Ferrara,Cesenatico,35,6,race/giro-ciclistico-d-italia/2009/stage-6,146.0
185,Giro Ciclistico d'Italia 2009  Stage 7,2009-06-19,RR,Cesenatico,Cippo Carpegna,35,7,race/giro-ciclistico-d-italia/2009/stage-7,160.1
186,Giro Ciclistico d'Italia 2009  Stage 8,2009-06-20,RR,Pennabilli,Bucine,35,8,race/giro-ciclistico-d-italia/2009/stage-8,168.3
187,Giro Ciclistico d'Italia 2009  Stage 9,2009-06-21,RR,Cavriglia,Gaiole in Chianti,35,9,race/giro-ciclistico-d-italia/2009/stage-9,159.0
188,Ster Elektrotoer 2009  Prologue,2009-06-17,Prologue,Gemert,Gemert,36,1,race/ster-elektro-tour/2009/prologue,6.9
189,Ster Elektrotoer 2009  Stage 1,2009-06-18,RR,Eindhoven,Sittard/Geleen,36,2,race/ster-elektro-tour/2009/stage-1,175.0
