,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
22,Tirreno-Adriatico 2017  Stage 2,2017-03-09,RR,Camaiore,Pomarance,6,2,race/tirreno-adriatico/2017/stage-2,229.0
23,Tirreno-Adriatico 2017  Stage 3,2017-03-10,RR,Monterotondo Marittimo,Montalto di Castro,6,3,race/tirreno-adriatico/2017/stage-3,204.0
24,Tirreno-Adriatico 2017  Stage 4,2017-03-11,RR,Montalto di Castro,Terminillo,6,4,race/tirreno-adriatico/2017/stage-4,171.0
25,Tirreno-Adriatico 2017  Stage 5,2017-03-12,RR,Rieti,Fermo,6,5,race/tirreno-adriatico/2017/stage-5,209.0
26,Tirreno-Adriatico 2017  Stage 6,2017-03-13,RR,Ascoli Piceno,Civitanova Marche,6,6,race/tirreno-adriatico/2017/stage-6,168.0
27,Tirreno-Adriatico 2017  Stage 7 (ITT),2017-03-14,ITT,San Benedetto del Tronto,San Benedetto del Tronto,6,7,race/tirreno-adriatico/2017/stage-7,10.05
28,Milano-Sanremo 2017,2017-03-18,RR,Milano,Sanremo,7,0,race/milano-sanremo/2017,291.0
29, Volta Ciclista a Catalunya 2017  Stage 1,2017-03-20,RR,Calella,Calella,8,1,race/volta-a-catalunya/2017/stage-1,178.9
30, Volta Ciclista a Catalunya 2017  Stage 2 (TTT),2017-03-21,TTT,Banyoles,Banyoles,8,2,race/volta-a-catalunya/2017/stage-2,41.3
31, Volta Ciclista a Catalunya 2017  Stage 3,2017-03-22,RR,Mataró,La Molina,8,3,race/volta-a-catalunya/2017/stage-3,188.3
32, Volta Ciclista a Catalunya 2017  Stage 4,2017-03-23,RR,La Seu d'Urgell,Igualada,8,4,race/volta-a-catalunya/2017/stage-4,134.0
33, Volta Ciclista a Catalunya 2017  Stage 5,2017-03-24,RR,Valls,Lo Port (Tortosa),8,5,race/volta-a-catalunya/2017/stage-5,182.0
34, Volta Ciclista a Catalunya 2017  Stage 6,2017-03-25,RR,Tortosa,Reus,8,6,race/volta-a-catalunya/2017/stage-6,189.7
35, Volta Ciclista a Catalunya 2017  Stage 7,2017-03-26,RR,Barcelona,Barcelona,8,7,race/volta-a-catalunya/2017/stage-7,138.7
36,Dwars Door Vlaanderen / A travers la Flandre 2017,2017-03-22,RR,Roeselare,Waregem,9,0,race/dwars-door-vlaanderen/2017,203.4
37,Record Bank E3 Harelbeke 2017,2017-03-24,RR,Harelbeke,Harelbeke,10,0,race/e3-harelbeke/2017,206.1
38,Gent-Wevelgem in Flanders Fields 2017,2017-03-26,RR,Deinze,Wevelgem,11,0,race/gent-wevelgem/2017,249.0
39,Ronde van Vlaanderen / Tour des Flandres 2017,2017-04-02,RR,Antwerpen,Oudenaarde,12,0,race/ronde-van-vlaanderen/2017,260.0
40,Vuelta al Pais Vasco 2017  Stage 1,2017-04-03,RR,Pamplona, Eguesibar-Sarriguren,13,1,race/itzulia-basque-country/2017/stage-1,153.3
41,Vuelta al Pais Vasco 2017  Stage 2,2017-04-04,RR,Pamplona, Eltziego,13,2,race/itzulia-basque-country/2017/stage-2,173.4
42,Vuelta al Pais Vasco 2017  Stage 3,2017-04-05,RR,Gasteiz,Donostia,13,3,race/itzulia-basque-country/2017/stage-3,160.5
43,Vuelta al Pais Vasco 2017  Stage 4,2017-04-06,RR,Donostia,Bilbo,13,4,race/itzulia-basque-country/2017/stage-4,174.1
44,Vuelta al Pais Vasco 2017  Stage 5,2017-04-07,RR,Bilbo,Eibar,13,5,race/itzulia-basque-country/2017/stage-5,139.8
45,Vuelta al Pais Vasco 2017  Stage 6 (ITT),2017-04-08,ITT,Eibar,Eibar,13,6,race/itzulia-basque-country/2017/stage-6,27.7
46,Paris-Roubaix 2017,2017-04-09,RR,Compiègne,Roubaix,14,0,race/paris-roubaix/2017,257.0
47,Amstel Gold Race 2017,2017-04-16,RR,Maastricht,Berg en Terblijt,15,0,race/amstel-gold-race/2017,261.0
48, La Flèche Wallonne 2017,2017-04-19,RR,Binche,Huy,16,0,race/la-fleche-wallone/2017,200.5
49,Liège - Bastogne - Liège 2017,2017-04-23,RR,Liège,Ans,17,0,race/liege-bastogne-liege/2017,258.0
50,Tour de Romandie 2017  Prologue,2017-04-25,Prologue,Aigle,Aigle,18,1,race/tour-de-romandie/2017/prologue,4.8
51,Tour de Romandie 2017  Stage 1,2017-04-26,RR,Aigle,Champéry,18,2,race/tour-de-romandie/2017/stage-1,173.3
52,Tour de Romandie 2017  Stage 2,2017-04-27,RR,Aigle,Bulle,18,3,race/tour-de-romandie/2017/stage-2,136.0
53,Tour de Romandie 2017  Stage 3,2017-04-28,RR,Payerne,Payerne,18,4,race/tour-de-romandie/2017/stage-3,187.0
54,Tour de Romandie 2017  Stage 4,2017-04-29,RR,Domdidier,Leysin,18,5,race/tour-de-romandie/2017/stage-4,163.5
55,Tour de Romandie 2017  Stage 5 (ITT),2017-04-30,ITT,Lausanne,Lausanne,18,6,race/tour-de-romandie/2017/stage-5,18.3
56,Eschborn-Frankfurt 'Rund um den Finanzplatz' 2017,2017-05-01,RR,Eschborn,Frankfurt,19,0,race/Eschborn-Frankfurt/2017,215.7
57,Giro d'Italia 2017  Stage 1,2017-05-05,RR,Alghero,Olbia,20,1,race/giro-d-italia/2017/stage-1,206.0
58,Giro d'Italia 2017  Stage 2,2017-05-06,RR,Olbia,Tortoli,20,2,race/giro-d-italia/2017/stage-2,221.0
59,Giro d'Italia 2017  Stage 3,2017-05-07,RR,Tortoli,Cagliari,20,3,race/giro-d-italia/2017/stage-3,148.0
60,Giro d'Italia 2017  Stage 4,2017-05-09,RR,Cefalù,Etna,20,4,race/giro-d-italia/2017/stage-4,181.0
61,Giro d'Italia 2017  Stage 5,2017-05-10,RR,Pedara,Messina,20,5,race/giro-d-italia/2017/stage-5,159.0
62,Giro d'Italia 2017  Stage 6,2017-05-11,RR,Reggio Calabria,Terme Luigiane,20,6,race/giro-d-italia/2017/stage-6,217.0
63,Giro d'Italia 2017  Stage 7,2017-05-12,RR,Castrovillari,Alberobello,20,7,race/giro-d-italia/2017/stage-7,224.0
64,Giro d'Italia 2017  Stage 8,2017-05-13,RR,Molfetta,Peschici,20,8,race/giro-d-italia/2017/stage-8,189.0
65,Giro d'Italia 2017  Stage 9,2017-05-14,RR,Montenero di Bisaccia,Blockhaus,20,9,race/giro-d-italia/2017/stage-9,152.0
66,Giro d'Italia 2017  Stage 10 (ITT),2017-05-16,ITT,Foligno,Montefalco,20,10,race/giro-d-italia/2017/stage-10,39.8
67,Giro d'Italia 2017  Stage 11,2017-05-17,RR,Firenze,Bagno di Romagna,20,11,race/giro-d-italia/2017/stage-11,161.0
68,Giro d'Italia 2017  Stage 12,2017-05-18,RR,Forlì,Reggio Emilia,20,12,race/giro-d-italia/2017/stage-12,229.0
69,Giro d'Italia 2017  Stage 13,2017-05-19,RR,Reggio Emilia,Tortona,20,13,race/giro-d-italia/2017/stage-13,167.0
70,Giro d'Italia 2017  Stage 14,2017-05-20,RR,Castellania,Oropa,20,14,race/giro-d-italia/2017/stage-14,131.0
71,Giro d'Italia 2017  Stage 15,2017-05-21,RR,Valdengo,Bergamo,20,15,race/giro-d-italia/2017/stage-15,199.0
72,Giro d'Italia 2017  Stage 16,2017-05-23,RR,Rovetta,Bormio,20,16,race/giro-d-italia/2017/stage-16,222.0
73,Giro d'Italia 2017  Stage 17,2017-05-24,RR,Tirano,Canazei,20,17,race/giro-d-italia/2017/stage-17,219.0
74,Giro d'Italia 2017  Stage 18,2017-05-25,RR,Moena,Ortisei/St. Urlich,20,18,race/giro-d-italia/2017/stage-18,137.0
75,Giro d'Italia 2017  Stage 19,2017-05-26,RR,San Candido/Innichen,Piancavallo,20,19,race/giro-d-italia/2017/stage-19,191.0
76,Giro d'Italia 2017  Stage 20,2017-05-27,RR,Pordenone,Asiago,20,20,race/giro-d-italia/2017/stage-20,190.0
77,Giro d'Italia 2017  Stage 21 (ITT),2017-05-28,ITT,Monza,Milano,20,21,race/giro-d-italia/2017/stage-21,29.3
78,Amgen Tour of California 2017  Stage 1,2017-05-14,RR,Sacramento,Sacramento,21,1,race/tour-of-california/2017/stage-1,167.5
79,Amgen Tour of California 2017  Stage 2,2017-05-15,RR,Modesto,San Jose,21,2,race/tour-of-california/2017/stage-2,143.0
80,Amgen Tour of California 2017  Stage 3,2017-05-16,RR,Pismo Beach,Morro Bay,21,3,race/tour-of-california/2017/stage-3,186.5
81,Amgen Tour of California 2017  Stage 4,2017-05-17,RR,Santa Barbara,Santa Clarita,21,4,race/tour-of-california/2017/stage-4,159.5
82,Amgen Tour of California 2017  Stage 5,2017-05-18,RR,Ontario,Mt. Baldy,21,5,race/tour-of-california/2017/stage-5,125.5
83,Amgen Tour of California 2017  Stage 6 (ITT),2017-05-19,ITT,Big Bear Lake,Big Bear Lake,21,6,race/tour-of-california/2017/stage-6,24.0
84,Amgen Tour of California 2017  Stage 7,2017-05-20,RR,Mountain High,Pasadena,21,7,race/tour-of-california/2017/stage-7,125.0
85,Critérium du Dauphiné 2017  Stage 1,2017-06-04,RR,Saint-Étienne,Saint-Étienne,22,1,race/dauphine/2017/stage-1,170.0
86,Critérium du Dauphiné 2017  Stage 2,2017-06-05,RR,Saint-Chamond,Arlanc,22,2,race/dauphine/2017/stage-2,171.0
87,Critérium du Dauphiné 2017  Stage 3,2017-06-06,RR,Le Chambon-sur-Lignon,Tullins,22,3,race/dauphine/2017/stage-3,184.0
88,Critérium du Dauphiné 2017  Stage 4 (ITT),2017-06-07,ITT,La Tour-du-Pin,Bourgion-Jalieu,22,4,race/dauphine/2017/stage-4,23.5
89,Critérium du Dauphiné 2017  Stage 5,2017-06-08,RR,La Tour-de-Salvagny,Mâcon,22,5,race/dauphine/2017/stage-5,175.0
90,Critérium du Dauphiné 2017  Stage 6,2017-06-09,RR,Start,Finish,22,6,race/dauphine/2017/stage-6,145.5
91,Critérium du Dauphiné 2017  Stage 7,2017-06-10,RR,Aoste,Alpe d'Huez,22,7,race/dauphine/2017/stage-7,167.5
92,Critérium du Dauphiné 2017  Stage 8,2017-06-11,RR,Albertville,Plateau de Solaison,22,8,race/dauphine/2017/stage-8,115.0
93,Tour de Suisse 2017  Stage 1 (ITT),2017-06-10,ITT,Cham,Cham,23,1,race/tour-de-suisse/2017/stage-1,6.0
94,Tour de Suisse 2017  Stage 2,2017-06-11,RR,Cham,Cham,23,2,race/tour-de-suisse/2017/stage-2,172.7
95,Tour de Suisse 2017  Stage 3,2017-06-12,RR,Menziken,Bern,23,3,race/tour-de-suisse/2017/stage-3,159.3
96,Tour de Suisse 2017  Stage 4,2017-06-13,RR,Bern,Villars-sur-Ollon,23,4,race/tour-de-suisse/2017/stage-4,143.2
97,Tour de Suisse 2017  Stage 5,2017-06-14,RR,Bex,Cevio,23,5,race/tour-de-suisse/2017/stage-5,222.0
98,Tour de Suisse 2017  Stage 6,2017-06-15,RR,Locarno,La Punt,23,6,race/tour-de-suisse/2017/stage-6,166.7
99,Tour de Suisse 2017  Stage 7,2017-06-16,RR,Zernez,Sölden,23,7,race/tour-de-suisse/2017/stage-7,166.3
100,Tour de Suisse 2017  Stage 8,2017-06-17,RR,Schaffhausen,Schaffhausen,23,8,race/tour-de-suisse/2017/stage-8,100.0
101,Tour de Suisse 2017  Stage 9 (ITT),2017-06-18,ITT,Schaffhausen,Schaffhausen,23,9,race/tour-de-suisse/2017/stage-9,28.6
102,Tour de France 2017  Stage 1 (ITT),2017-07-01,ITT,Düsseldorf,Düsseldorf,24,1,race/tour-de-france/2017/stage-1,14.0
103,Tour de France 2017  Stage 2,2017-07-02,RR,Düsseldorf,Liège,24,2,race/tour-de-france/2017/stage-2,203.5
104,Tour de France 2017  Stage 3,2017-07-03,RR,Verviers,Longwy,24,3,race/tour-de-france/2017/stage-3,212.5
105,Tour de France 2017  Stage 4,2017-07-04,RR,Mondorf-les-Bains,Vittel,24,4,race/tour-de-france/2017/stage-4,207.5
106,Tour de France 2017  Stage 5,2017-07-05,RR,Vittel,La Planche des Belles Filles,24,5,race/tour-de-france/2017/stage-5,160.5
107,Tour de France 2017  Stage 6,2017-07-06,RR,Vesoul,Troyes,24,6,race/tour-de-france/2017/stage-6,216.0
108,Tour de France 2017  Stage 7,2017-07-07,RR,Troyes,Nuits-Saint-Georges,24,7,race/tour-de-france/2017/stage-7,213.5
109,Tour de France 2017  Stage 8,2017-07-08,RR,Dole,Station des Rousses,24,8,race/tour-de-france/2017/stage-8,187.5
110,Tour de France 2017  Stage 9,2017-07-09,RR,Nantua,Chambéry,24,9,race/tour-de-france/2017/stage-9,181.5
111,Tour de France 2017  Stage 10,2017-07-11,RR,Périgueux,Bergerac,24,10,race/tour-de-france/2017/stage-10,178.0
112,Tour de France 2017  Stage 11,2017-07-12,RR,Eymet,Pau,24,11,race/tour-de-france/2017/stage-11,203.5
113,Tour de France 2017  Stage 12,2017-07-13,RR,Pau,Peyragudes,24,12,race/tour-de-france/2017/stage-12,214.5
114,Tour de France 2017  Stage 13,2017-07-14,RR,Saint-Girons,Foix,24,13,race/tour-de-france/2017/stage-13,101.0
115,Tour de France 2017  Stage 14,2017-07-15,RR,Blagnac,Rodez,24,14,race/tour-de-france/2017/stage-14,181.5
116,Tour de France 2017  Stage 15,2017-07-16,RR,Laissac-Sévérac l'Église,Le Puy-en-Velay,24,15,race/tour-de-france/2017/stage-15,189.5
117,Tour de France 2017  Stage 16,2017-07-18,RR,Le Puy-en-Velay,Romans-sur-Isère,24,16,race/tour-de-france/2017/stage-16,165.0
118,Tour de France 2017  Stage 17,2017-07-19,RR,La Mure,Serre-Chevalier,24,17,race/tour-de-france/2017/stage-17,183.0
119,Tour de France 2017  Stage 18,2017-07-20,RR,Briancon,Izoard,24,18,race/tour-de-france/2017/stage-18,179.5
120,Tour de France 2017  Stage 19,2017-07-21,RR,Embrun,Salon-de-Provence,24,19,race/tour-de-france/2017/stage-19,222.5
121,Tour de France 2017  Stage 20 (ITT),2017-07-22,ITT,Marseille,Marseille,24,20,race/tour-de-france/2017/stage-20,22.5
122,Tour de France 2017  Stage 21,2017-07-23,RR,Montgeron,Paris,24,21,race/tour-de-france/2017/stage-21,105.0
123,Clásica Ciclista San Sebastian 2017,2017-07-29,RR,San Sebastian,San Sebastian,25,0,race/san-sebastian/2017,231.0
124,Tour de Pologne 2017  Stage 1,2017-07-29,RR,Kraków,Kraków,26,1,race/tour-de-pologne/2017/stage-1,130.0
125,Tour de Pologne 2017  Stage 2,2017-07-30,RR,Tarnowskie Góry,Katowice,26,2,race/tour-de-pologne/2017/stage-2,142.0
126,Tour de Pologne 2017  Stage 3,2017-07-31,RR,Jaworzno,Szczyrk,26,3,race/tour-de-pologne/2017/stage-3,161.0
127,Tour de Pologne 2017  Stage 4,2017-08-01,RR,Zawiercie,Zabrze,26,4,race/tour-de-pologne/2017/stage-4,238.0
128,Tour de Pologne 2017  Stage 5,2017-08-02,RR,Olimp Nagawczyna,Rzeszów,26,5,race/tour-de-pologne/2017/stage-5,130.0
129,Tour de Pologne 2017  Stage 6,2017-08-03,RR,Wieliczka,Zakopane,26,6,race/tour-de-pologne/2017/stage-6,189.0
130,Tour de Pologne 2017  Stage 7,2017-08-04,RR,Bukowina Tatrzanska,Bukowina Tatrzanska,26,7,race/tour-de-pologne/2017/stage-7,132.5
131,Prudential RideLondon-Surrey Classic 2017,2017-07-30,RR,London,London,27,0,race/ride-london-classic/2017,185.9
132,BinckBank Tour 2017  Stage 1,2017-08-07,RR,Breda,Venray,28,1,race/binckbank-tour/2017/stage-1,179.7
133,BinckBank Tour 2017  Stage 2 (ITT),2017-08-08,ITT,Voorburg,Voorburg,28,2,race/binckbank-tour/2017/stage-2,9.0
134,BinckBank Tour 2017  Stage 3,2017-08-09,RR,Blankenberge,Ardooie,28,3,race/binckbank-tour/2017/stage-3,186.0
135,BinckBank Tour 2017  Stage 4,2017-08-10,RR,Lanaken,Lanaken,28,4,race/binckbank-tour/2017/stage-4,160.7
136,BinckBank Tour 2017  Stage 5,2017-08-11,RR,Sittard-Geleen,Sittard-Geleen,28,5,race/binckbank-tour/2017/stage-5,164.9
137,BinckBank Tour 2017  Stage 6,2017-08-12,RR,Riemst,Houffalize,28,6,race/binckbank-tour/2017/stage-6,196.9
138,BinckBank Tour 2017  Stage 7,2017-08-13,RR,Essen,Geraardsbergen,28,7,race/binckbank-tour/2017/stage-7,193.5
139,Vuelta a España 2017  Stage 1 (TTT),2017-08-19,TTT,Nimes,Nimes,29,1,race/vuelta-a-espana/2017/stage-1,13.7
140,Vuelta a España 2017  Stage 2,2017-08-20,RR,Nimes,Gruissan,29,2,race/vuelta-a-espana/2017/stage-2,203.4
141,Vuelta a España 2017  Stage 3,2017-08-21,RR,Prades Conflent Canigo,Andorra la Vella,29,3,race/vuelta-a-espana/2017/stage-3,158.5
142,Vuelta a España 2017  Stage 4,2017-08-22,RR,Escaldes-Engordany,Tarragona ,29,4,race/vuelta-a-espana/2017/stage-4,198.2
143,Vuelta a España 2017  Stage 5,2017-08-23,RR,Benicàssim, Alcossebre ,29,5,race/vuelta-a-espana/2017/stage-5,157.7
144,Vuelta a España 2017  Stage 6,2017-08-24,RR,Vila-Real,Sagunt,29,6,race/vuelta-a-espana/2017/stage-6,204.4
145,Vuelta a España 2017  Stage 7,2017-08-25,RR,Llíria,Cuenca ,29,7,race/vuelta-a-espana/2017/stage-7,207.0
146,Vuelta a España 2017  Stage 8,2017-08-26,RR,Hellín,Xorret de Catí,29,8,race/vuelta-a-espana/2017/stage-8,199.5
147,Vuelta a España 2017  Stage 9,2017-08-27,RR,Orihuela, Cumbre del Sol,29,9,race/vuelta-a-espana/2017/stage-9,174.0
148,Vuelta a España 2017  Stage 10,2017-08-29,RR,Caravaca Jubilar,Elpozo Alimentacion,29,10,race/vuelta-a-espana/2017/stage-10,164.8
149,Vuelta a España 2017  Stage 11,2017-08-30,RR,Lorca,Observatorio Astronómico de Calar Alto ,29,11,race/vuelta-a-espana/2017/stage-11,187.5
150,Vuelta a España 2017  Stage 12,2017-08-31,RR,Motril,Antequera Los Dólmenes ,29,12,race/vuelta-a-espana/2017/stage-12,160.1
151,Vuelta a España 2017  Stage 13,2017-09-01,RR,Coín,Tomares,29,13,race/vuelta-a-espana/2017/stage-13,198.4
152,Vuelta a España 2017  Stage 14,2017-09-02,RR,Écija,Sierra de La Pandera,29,14,race/vuelta-a-espana/2017/stage-14,175.0
153,Vuelta a España 2017  Stage 15,2017-09-03,RR,Alcala La Real, Sierra Nevada. Alto Hoya de la Mora,29,15,race/vuelta-a-espana/2017/stage-15,129.0
154,Vuelta a España 2017  Stage 16 (ITT),2017-09-05,ITT,Circuito de Navarra, Logroño,29,16,race/vuelta-a-espana/2017/stage-16,40.2
155,Vuelta a España 2017  Stage 17,2017-09-06,RR,Villadiego,Los Machucos. Monumento Vaca Pasiega,29,17,race/vuelta-a-espana/2017/stage-17,180.5
156,Vuelta a España 2017  Stage 18,2017-09-07,RR,Suances, Santo Toribio de Liébana,29,18,race/vuelta-a-espana/2017/stage-18,169.0
157,Vuelta a España 2017  Stage 19,2017-09-08,RR,Caso. Parque Natural de Redes,Gijon,29,19,race/vuelta-a-espana/2017/stage-19,149.7
158,Vuelta a España 2017  Stage 20,2017-09-09,RR,Corvera de Asturias,Alto de L'Angliru,29,20,race/vuelta-a-espana/2017/stage-20,117.5
159,Vuelta a España 2017  Stage 21,2017-09-10,RR,Arroyomolinos,Madrid,29,21,race/vuelta-a-espana/2017/stage-21,117.6
160,Cyclassics Hamburg 2017,2017-08-20,RR,Hamburg,Hamburg,30,0,race/cyclassics-hamburg/2017,220.9
161,Bretagne Classic - Ouest-France 2017,2017-08-27,RR,Plouay,Plouay,31,0,race/bretagne-classic/2017,239.7
162,Grand Prix Cycliste de Québec 2017,2017-09-08,RR,Québec,Québec,32,0,race/gp-quebec/2017,201.6
163,Grand Prix Cycliste de Montréal 2017,2017-09-10,RR,Montréal,Montréal,33,0,race/gp-montreal/2017,205.7
164,Il Lombardia 2017,2017-10-07,RR,Bergamo,Como,34,0,race/il-lombardia/2017,247.0
165,Presidential Cycling Tour of Turkey 2017  Stage 1,2017-10-10,RR,Alanya,Kemer,35,1,race/tour-of-turkey/2017/stage-1,176.7
166,Presidential Cycling Tour of Turkey 2017  Stage 2,2017-10-11,RR,Kumlica,Fethiye,35,2,race/tour-of-turkey/2017/stage-2,205.0
167,Presidential Cycling Tour of Turkey 2017  Stage 3,2017-10-12,RR,Fethiye,Marmaris,35,3,race/tour-of-turkey/2017/stage-3,128.6
168,Presidential Cycling Tour of Turkey 2017  Stage 4,2017-10-13,RR,Marmaris,Selcuk,35,4,race/tour-of-turkey/2017/stage-4,204.1
169,Presidential Cycling Tour of Turkey 2017  Stage 5,2017-10-14,RR,Selcuk,Izmir,35,5,race/tour-of-turkey/2017/stage-5,166.0
170,Presidential Cycling Tour of Turkey 2017  Stage 6,2017-10-15,RR,Istanbul,Istanbul,35,6,race/tour-of-turkey/2017/stage-6,143.7
171,Gree - Tour of Guangxi 2017  Stage 1,2017-10-19,RR,Beihai,Beihai,36,1,race/tour-of-guangxi/2017/stage-1,107.4
172,Gree - Tour of Guangxi 2017  Stage 2,2017-10-20,RR,Qinzhou,Nanning,36,2,race/tour-of-guangxi/2017/stage-2,156.7
173,Gree - Tour of Guangxi 2017  Stage 3,2017-10-21,RR,Nanning,Nanning,36,3,race/tour-of-guangxi/2017/stage-3,125.4
174,Gree - Tour of Guangxi 2017  Stage 4,2017-10-22,RR,Nanning,Mashan Nongla Scenic Spot ,36,4,race/tour-of-guangxi/2017/stage-4,151.0
175,Gree - Tour of Guangxi 2017  Stage 5,2017-10-23,RR,Liuzhou,Guilin,36,5,race/tour-of-guangxi/2017/stage-5,212.2
176,Gree - Tour of Guangxi 2017  Stage 6,2017-10-24,RR,Guilin,Guilin,36,6,race/tour-of-guangxi/2017/stage-6,168.1
177,World Championships - TTT 2017,2017-09-17,RR,Ravnanger,Bergen,0,0,race/world-championship-ttt/2017,42.5
178,World Championships U23 - ITT 2017,2017-09-18,RR,Bergen,Bergen,1,0,race/world-championships-itt-u23/2017,37.0
179,World Championships WE - ITT 2017,2017-09-19,RR,Bergen,Bergen,2,0,race/world-championship-itt-we/2017,21.1
180,World Championships - ITT 2017,2017-09-20,RR,Bergen,Bergen,3,0,race/world-championship-itt/2017,31.0
181,World Championships U23 - Road Race 2017,2017-09-22,RR,Bergen,Bergen,4,0,race/world-championships-u23/2017,191.0
182,World Championships WE - Road Race 2017,2017-09-23,RR,Bergen,Bergen,5,0,race/world-championship-we/2017,152.8
183,World Championships - Road Race 2017,2017-09-24,RR,Bergen,Bergen,6,0,race/world-championship/2017,276.5
184,National Championships Namibia - ITT 2017,2017-02-03,RR,Windhoek,Windhoek,0,0,race/nc-namibia-itt/2017,36.6
185,Les Challenges de la Marche Verte - GP Sakia El Hamra 2017,2017-02-03,RR,Port de Laayoune,Boujdour,1,0,race/gp-sakia-el-hamra/2017,152.6
186,National Championships Namibia U23 - ITT 2017,2017-02-03,RR,Windhoek,Windhoek,2,0,race/nc-namibia-u23-itt/2017,36.6
187,National Championships Namibia - Road Race 2017,2017-02-05,RR,Windhoek,Windhoek,3,0,race/nc-namibia/2017,147.0
188,Les Challenges de la Marche Verte - GP Oued Eddahab 2017,2017-02-05,RR,Laayoune,Tarfaya,4,0,race/gp-oued-eddahab/2017,104.0
189,Les Challenges de la Marche Verte - GP Al Massira 2017,2017-02-06,RR,Laayoune,Essemara,5,0,race/gp-al-massira/2017,140.0
190,National Championships South Africa - ITT 2017,2017-02-09,RR,Wellington,Wellington,6,0,race/nc-south-africa-itt/2017,39.8
191,Challenge du Prince - Trophée Princier 2017,2017-02-09,RR,Taroudante,Ouled Teima,7,0,race/challenge-du-prince-trophee-princier/2017,120.0
192,Challenge du Prince - Trophée de l'Anniversaire 2017,2017-02-11,RR,Taroudante,Taroudante,8,0,race/challenge-du-prince-trophee-de-l-anniversaire/2017,125.0
193,National Championships South Africa - Road Race 2017,2017-02-12,RR,Wellington,Wellington,9,0,race/nc-south-africa/2017,179.5
194,Challenge du Prince - Trophée de la Maison Royale 2017,2017-02-12,RR,Taroudant,Taroudant,10,0,race/challenge-du-prince/2017,133.5
195,African Continental Championships - TTT 2017,2017-02-14,RR,Luxor,Luxor,11,0,race/african-cycling-championships-ttt/2017,56.0
196,African Continental Championships - ITT 2017,2017-02-16,RR,Luxor,Luxor,12,0,race/african-continental-championships-itt/2017,43.0
197,African Continental Championships - Road Race 2017,2017-02-19,RR,Luxor,Luxor,13,0,race/african-championships/2017,163.6
