,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
388,National Championships South Korea - Road Race 2017,2017-06-30,RR,Start,Finish,36,0,race/nc-south-korea/2017,0.0
389,National Championships Iran - Road Race 2017,2017-07-01,RR,Start,Finish,37,0,race/nc-iran/2017,0.0
390,National Championships Iran - ITT 2017,2017-07-02,RR,Start,Finish,38,0,race/nc-iran-itt/2017,0.0
391,National Championships Libanon - ITT 2017,2017-07-09,RR,Start,Finish,39,0,race/nc-libanon-itt/2017,0.0
392,National Championships Libanon MJ - ITT 2017,2017-07-09,RR,Start,Finish,40,0,race/nc-libanon-mj-itt/2017,0.0
393,Tour de Flores 2017  Stage 1,2017-07-14,RR,Larantuka,Maumere,41,1,race/tour-de-flores/2017/stage-1,136.3
394,Tour de Flores 2017  Stage 2,2017-07-15,RR,Maumere,Ende,41,2,race/tour-de-flores/2017/stage-2,142.8
395,Tour de Flores 2017  Stage 3,2017-07-16,RR,Ende,Mbay,41,3,race/tour-de-flores/2017/stage-3,83.3
396,Tour de Flores 2017  Stage 4,2017-07-17,RR,Mbay,Borong,41,4,race/tour-de-flores/2017/stage-4,170.9
397,Tour de Flores 2017  Stage 5,2017-07-18,RR,Borong,Ruteng,41,5,race/tour-de-flores/2017/stage-5,55.5
398,Tour de Flores 2017  Stage 6,2017-07-19,RR,Ruteng,Labuan Bajo,41,6,race/tour-de-flores/2017/stage-6,121.5
399,Tour of Qinghai Lake 2017  Stage 1,2017-07-16,RR,Ledu,Xining,42,1,race/tour-of-qinghai-lake/2017/stage-1,153.0
400,Tour of Qinghai Lake 2017  Stage 2,2017-07-17,RR,Xining,Xining,42,2,race/tour-of-qinghai-lake/2017/stage-2,115.0
401,Tour of Qinghai Lake 2017  Stage 3,2017-07-18,RR,Duoba,Guide,42,3,race/tour-of-qinghai-lake/2017/stage-3,133.0
402,Tour of Qinghai Lake 2017  Stage 4,2017-07-19,RR,Guide,Qinghai Lake,42,4,race/tour-of-qinghai-lake/2017/stage-4,159.0
403,Tour of Qinghai Lake 2017  Stage 5,2017-07-20,RR,Qinghai Lake,Gangcha,42,5,race/tour-of-qinghai-lake/2017/stage-5,185.0
404,Tour of Qinghai Lake 2017  Stage 6,2017-07-21,RR,Qilian,Dadongshu Hill Puerto,42,6,race/tour-of-qinghai-lake/2017/stage-6,65.0
405,Tour of Qinghai Lake 2017  Stage 7,2017-07-22,RR,Qilian,Menyuan,42,7,race/tour-of-qinghai-lake/2017/stage-7,169.0
406,Tour of Qinghai Lake 2017  Stage 8,2017-07-23,RR,Menyuan,Ping'an,42,8,race/tour-of-qinghai-lake/2017/stage-8,224.0
407,Tour of Qinghai Lake 2017  Stage 9,2017-07-24,RR,Ping'an,Linxia,42,9,race/tour-of-qinghai-lake/2017/stage-9,235.0
408,Tour of Qinghai Lake 2017  Stage 10,2017-07-26,RR,Sonmingyan,Dingxi,42,10,race/tour-of-qinghai-lake/2017/stage-10,148.0
409,Tour of Qinghai Lake 2017  Stage 11,2017-07-27,RR,Tianshui,Pingliang,42,11,race/tour-of-qinghai-lake/2017/stage-11,240.0
410,Tour of Qinghai Lake 2017  Stage 12,2017-07-28,RR,Yinchuan,Yinchuan,42,12,race/tour-of-qinghai-lake/2017/stage-12,105.0
411,Tour of Qinghai Lake 2017  Stage 13,2017-07-29,RR,Zhongwei,Zhongwei,42,13,race/tour-of-qinghai-lake/2017/stage-13,111.0
412,Tour of Xingtai 2017  Stage 1,2017-08-25,RR,Qili,Qili,43,1,race/tour-of-xingtai/2017/stage-1,135.0
413,Tour of Xingtai 2017  Stage 2,2017-08-26,RR,Qili,Qili,43,2,race/tour-of-xingtai/2017/stage-2,150.0
414,Tour of Xingtai 2017  Stage 3,2017-08-27,RR,Qili,Qili,43,3,race/tour-of-xingtai/2017/stage-3,138.0
415,Tour de Hokkaido 2017  Stage 1,2017-09-08,RR,Hakodate,Hokuto,44,1,race/tour-de-hokkaido/2017/stage-1,156.7
416,Tour de Hokkaido 2017  Stage 2,2017-09-09,RR,Hokuto,Kikonai,44,2,race/tour-de-hokkaido/2017/stage-2,182.3
417,Tour de Hokkaido 2017  Stage 3,2017-09-10,RR,Hakodate,Mount Hakodate,44,3,race/tour-de-hokkaido/2017/stage-3,75.9
418,Tour of China I 2017  Stage 1,2017-09-10,RR,Fengning,Weichang,45,1,race/tour-of-china/2017/stage-1,156.0
419,Tour of China I 2017  Stage 2,2017-09-12,RR,Xiyang,Yunzhuhu,45,2,race/tour-of-china/2017/stage-2,197.0
420,Tour of China I 2017  Stage 3,2017-09-14,RR,Pingchang,Pingchang,45,3,race/tour-of-china/2017/stage-3,140.6
421,Tour of China I 2017  Stage 4 (ITT),2017-09-15,ITT,Chengdu Jintang,Chengdu Jintang,45,4,race/tour-of-china/2017/stage-4,3.3
422,Tour of China I 2017  Stage 5,2017-09-17,RR,Anshun,Anshun,45,5,race/tour-of-china/2017/stage-5,128.5
423,Tour de Molvccas 2017  Stage 1,2017-09-18,RR,Piru,Masohi,46,1,race/tour-de-molvccas/2017/stage-1,179.7
424,Tour de Molvccas 2017  Stage 2,2017-09-19,RR,Wahai,Bula,46,2,race/tour-de-molvccas/2017/stage-2,70.3
425,Tour de Molvccas 2017  Stage 3,2017-09-20,RR,Bula,Wahai,46,3,race/tour-de-molvccas/2017/stage-3,153.8
426,Tour de Molvccas 2017  Stage 4,2017-09-21,RR,Masohi,Waipirit,46,4,race/tour-de-molvccas/2017/stage-4,141.5
427,Tour de Molvccas 2017  Stage 5,2017-09-22,RR,Amanhuse,Ambon,46,5,race/tour-de-molvccas/2017/stage-5,82.9
428,Tour of China II 2017  Stage 1,2017-09-19,RR,Hongjiang shiji square,Ximaxiang Government,47,1,race/tour-of-china-ii/2017/stage-1,118.2
429,Tour of China II 2017  Stage 2,2017-09-20,RR,Lixian,Lixian,47,2,race/tour-of-china-ii/2017/stage-2,97.6
430,Tour of China II 2017  Stage 3,2017-09-21,RR,Changde Hanshou,Changde Hanshou,47,3,race/tour-of-china-ii/2017/stage-3,94.0
431,Tour of China II 2017  Stage 4,2017-09-22,RR,Huangshi Daye,Huangshi Daye,47,4,race/tour-of-china-ii/2017/stage-4,115.3
432,Tour of China II 2017  Stage 5,2017-09-24,RR,Zhuhai Hengqin,Zhuhai Hengqin,47,5,race/tour-of-china-ii/2017/stage-5,91.2
433,International Tour de Banyuwangi Ijen 2017  Stage 1,2017-09-27,RR,Wongsorejo,Banyuwangi,48,1,race/banyuwangi-tour-de-ijen/2017/stage-1,137.7
434,International Tour de Banyuwangi Ijen 2017  Stage 2,2017-09-28,RR,Glenmore,Banyuwangi,48,2,race/banyuwangi-tour-de-ijen/2017/stage-2,180.9
435,International Tour de Banyuwangi Ijen 2017  Stage 3,2017-09-29,RR,Muncar,Paltuding Ijen,48,3,race/banyuwangi-tour-de-ijen/2017/stage-3,116.3
436,International Tour de Banyuwangi Ijen 2017  Stage 4,2017-09-30,RR,Tegalsari,Banyuwangi,48,4,race/banyuwangi-tour-de-ijen/2017/stage-4,98.1
437,Tour of Almaty 2017  Stage 1,2017-09-30,RR,Almaty,Almaty,49,1,race/tour-of-almaty/2017/stage-1,171.2
438,Tour of Almaty 2017  Stage 2,2017-10-01,RR,Almaty,Almaty,49,2,race/tour-of-almaty/2017/stage-2,160.5
439,Jelajah Malaysia 2017  Stage 1,2017-10-03,RR,Shah Alam,Hutan Melintang,50,1,race/jelajah-malaysia/2017/stage-1,161.9
440,Jelajah Malaysia 2017  Stage 2,2017-10-04,RR,Lumut, Kuala Kurau ,50,2,race/jelajah-malaysia/2017/stage-2,145.3
441,Jelajah Malaysia 2017  Stage 3,2017-10-05,RR,Kuala Kangsar,Kulim,50,3,race/jelajah-malaysia/2017/stage-3,141.0
442,Jelajah Malaysia 2017  Stage 4,2017-10-06,RR,Kulim,Gunung Jerai,50,4,race/jelajah-malaysia/2017/stage-4,101.3
443,Jelajah Malaysia 2017  Stage 5,2017-10-07,RR,Alor Setar,Alor Setar,50,5,race/jelajah-malaysia/2017/stage-5,132.8
444,Sun Hung Kai Properties Hong Kong Challenge 2017,2017-10-08,RR,Hong Kong,Hong Kong,51,0,race/sun-hung-kai-properties-hong-kong-challenge/2017,113.0
445,Tour of Iran (Azarbaijan) 2017  Stage 1,2017-10-08,RR,Tabriz,Urmia,52,1,race/international-azerbaijan-tour/2017/stage-1,144.1
446,Tour of Iran (Azarbaijan) 2017  Stage 2,2017-10-09,RR,Urmia,Aras Free Zone,52,2,race/international-azerbaijan-tour/2017/stage-2,209.4
447,Tour of Iran (Azarbaijan) 2017  Stage 3,2017-10-10,RR,Aras Free Zone,Tabriz,52,3,race/international-azerbaijan-tour/2017/stage-3,155.1
448,Tour of Iran (Azarbaijan) 2017  Stage 4,2017-10-11,RR,Tabriz,Sarein,52,4,race/international-azerbaijan-tour/2017/stage-4,196.2
449,Tour of Iran (Azarbaijan) 2017  Stage 5,2017-10-12,RR,Sarein,Tabriz,52,5,race/international-azerbaijan-tour/2017/stage-5,191.7
450,Tour of Iran (Azarbaijan) 2017  Stage 6,2017-10-13,RR,Tabriz,Tabriz,52,6,race/international-azerbaijan-tour/2017/stage-6,114.0
451,Tour of Taihu Lake 2017  Prologue,2017-10-10,Prologue,Wuxi,Wuxi,53,1,race/tour-of-taihu-lake/2017/prologue,5.3
452,Tour of Taihu Lake 2017  Stage 1,2017-10-11,RR,Wuxi,Wuxi,53,2,race/tour-of-taihu-lake/2017/stage-1,111.3
453,Tour of Taihu Lake 2017  Stage 2,2017-10-12,RR,Wujin,Wujin,53,3,race/tour-of-taihu-lake/2017/stage-2,117.1
454,Tour of Taihu Lake 2017  Stage 3,2017-10-13,RR,Huzhou,Changxing,53,4,race/tour-of-taihu-lake/2017/stage-3,134.3
455,Tour of Taihu Lake 2017  Stage 4,2017-10-14,RR,Wujiang,Wujiang,53,5,race/tour-of-taihu-lake/2017/stage-4,117.4
456,Tour of Taihu Lake 2017  Stage 5,2017-10-15,RR,Nantong,Haimen,53,6,race/tour-of-taihu-lake/2017/stage-5,148.0
457,Tour of Taihu Lake 2017  Stage 6,2017-10-16,RR,Jiangyan,Jiangyan,53,7,race/tour-of-taihu-lake/2017/stage-6,106.4
458,Tour of Taihu Lake 2017  Stage 7,2017-10-17,RR,Jurong Chishanhu,Maoshan,53,8,race/tour-of-taihu-lake/2017/stage-7,130.6
459,Tour de Selangor 2017  Stage 1,2017-10-17,RR,Petaling Jaya,Kuala Selangor,54,1,race/tour-de-selangor/2017/stage-1,114.0
460,Tour de Selangor 2017  Stage 2,2017-10-18,RR,Shah Alam,Dengkil,54,2,race/tour-de-selangor/2017/stage-2,138.2
461,Tour de Selangor 2017  Stage 3,2017-10-19,RR,Shah Alam,Pandan Indah,54,3,race/tour-de-selangor/2017/stage-3,110.0
462,Tour de Selangor 2017  Stage 4,2017-10-20,RR,Shah Alam,Kuala Kubu Bharu,54,4,race/tour-de-selangor/2017/stage-4,84.0
463,Tour de Selangor 2017  Stage 5,2017-10-21,RR,Shah Alam,Shah Alam,54,5,race/tour-de-selangor/2017/stage-5,112.2
464,Japan Cup Cycle Road Race 2017,2017-10-22,RR,Utsunomiya,Utsunomiya,55,0,race/japan-cup/2017,144.2
465,Tour of Hainan 2017  Stage 1,2017-10-28,RR,Wanning Xinglong,Wanning Xinglong,56,1,race/tour-of-hainan/2017/stage-1,88.3
466,Tour of Hainan 2017  Stage 2,2017-10-29,RR,Wanning Xinglong,Haikou,56,2,race/tour-of-hainan/2017/stage-2,230.2
467,Tour of Hainan 2017  Stage 3,2017-10-30,RR,Haikou,Chengmai,56,3,race/tour-of-hainan/2017/stage-3,155.6
468,Tour of Hainan 2017  Stage 4,2017-10-31,RR,Chengmai,Danzhou,56,4,race/tour-of-hainan/2017/stage-4,192.3
469,Tour of Hainan 2017  Stage 5,2017-11-01,RR,Danzhou,Changjiang,56,5,race/tour-of-hainan/2017/stage-5,167.5
470,Tour of Hainan 2017  Stage 6,2017-11-02,RR,Changjiang,Sanya,56,6,race/tour-of-hainan/2017/stage-6,219.6
471,Tour of Hainan 2017  Stage 7,2017-11-03,RR,Sanya,Wuzhishan,56,7,race/tour-of-hainan/2017/stage-7,166.5
472,Tour of Hainan 2017  Stage 8,2017-11-04,RR,Wuzhishan,Lingshui,56,8,race/tour-of-hainan/2017/stage-8,197.4
473,Tour of Hainan 2017  Stage 9,2017-11-05,RR,Lingshui,Wanning Xinglong,56,9,race/tour-of-hainan/2017/stage-9,153.8
474,National Championships India - ITT 2017,2017-10-28,RR,Start,Finish,57,0,race/nc-india-itt/2017,40.0
475,National Championships India - Road Race 2017,2017-10-30,RR,Start,Finish,58,0,race/nc-india/2017,140.0
476,Tour of Fuzhou 2017  Stage 1,2017-11-08,RR,Ma Wei,Gu LIng,59,1,race/tour-of-fuzhou/2017/stage-1,107.4
477,Tour of Fuzhou 2017  Stage 2,2017-11-09,RR,Donghu VR Town,Donghu VR Town,59,2,race/tour-of-fuzhou/2017/stage-2,109.2
478,Tour of Fuzhou 2017  Stage 3,2017-11-10,RR,Gui An,Lianjiang People's Square,59,3,race/tour-of-fuzhou/2017/stage-3,114.6
479,Tour of Fuzhou 2017  Stage 4,2017-11-11,RR,Yong Tai,Yun Ding,59,4,race/tour-of-fuzhou/2017/stage-4,130.8
480,Tour of Fuzhou 2017  Stage 5,2017-11-12,RR,Yong Tai,Yong Tai,59,5,race/tour-of-fuzhou/2017/stage-5,127.4
481,Tour de Okinawa 2017,2017-11-12,RR,Okinawa,Okinawa,60,0,race/tour-de-okinawa/2017,210.0
482,Tour de Singkarak 2017  Stage 1,2017-11-18,RR,"Batusangkar, Tanah Datar",Padang,61,1,race/tour-of-singkarak/2017/stage-1,109.3
483,Tour de Singkarak 2017  Stage 2,2017-11-19,RR,"Panianan, Pesisir Selatan",Sawahlunto,61,2,race/tour-of-singkarak/2017/stage-2,155.9
484,Tour de Singkarak 2017  Stage 3,2017-11-20,RR,Muaro Sijunjuang,Pulau Punjuang,61,3,race/tour-of-singkarak/2017/stage-3,161.3
485,Tour de Singkarak 2017  Stage 4,2017-11-21,RR,Danau Singkarak,Payakumbuh,61,4,race/tour-of-singkarak/2017/stage-4,106.4
486,Tour de Singkarak 2017  Stage 5,2017-11-22,RR,Kota Solok,Solok Selatan,61,5,race/tour-of-singkarak/2017/stage-5,101.0
487,Tour de Singkarak 2017  Stage 6,2017-11-23,RR,Kota Pariaman,Pasaman Barat,61,6,race/tour-of-singkarak/2017/stage-6,145.7
488,Tour de Singkarak 2017  Stage 7,2017-11-24,RR,Limapulah Kota,Padang Pajang,61,7,race/tour-of-singkarak/2017/stage-7,112.0
489,Tour de Singkarak 2017  Stage 8,2017-11-25,RR,Padang Pariaman,Agam,61,8,race/tour-of-singkarak/2017/stage-8,135.2
490,Tour de Singkarak 2017  Stage 9,2017-11-26,RR,Pasaman,Bukittinggi,61,9,race/tour-of-singkarak/2017/stage-9,117.2
491,Tour of Quanzhou Bay 2017  Stage 1,2017-12-02,RR,Huian,Jinjiang,62,1,race/tour-of-quanzhou-bay/2017/stage-1,87.6
492,Tour of Quanzhou Bay 2017  Stage 2,2017-12-03,RR,Anxi,Anxi,62,2,race/tour-of-quanzhou-bay/2017/stage-2,111.4
493,Tour of Quanzhou Bay 2017  Stage 3,2017-12-04,RR,Jiri Mountain,Quanzhou,62,3,race/tour-of-quanzhou-bay/2017/stage-3,90.0
494,"Trofeo Porreres, Felanitx, Ses Salines, Campos 2017",2017-01-26,RR,Porreres,Campos,0,0,race/trofeo-cala-millor/2017,161.8
495,Trofeo Serra de Tramuntana 2017,2017-01-27,RR,Soller,Deia,1,0,race/deia-trophy/2017,153.9
496,Trofeo Andratx-Mirador des Colomer 2017,2017-01-28,RR,Andratx,Mirador des Colomer,2,0,race/trofeo-andratx-mirador-d-es-colomer/2017,160.3
497,Grand Prix Cycliste la Marseillaise 2017,2017-01-29,RR,Marseille,Marseille,3,0,race/gp-d-ouverture/2017,146.0
498,Trofeo Palma 2017,2017-01-29,RR,Playa de Palma,Palma,4,0,race/16th-challenge-volta-a-mallorca/2017,161.5
499,Etoile de Bessèges 2017  Stage 1,2017-02-01,RR,Bellegarde, Beaucaire,5,1,race/etoile-de-besseges/2017/stage-1,158.4
500,Etoile de Bessèges 2017  Stage 2,2017-02-02,RR,Nîmes,Rodilhan,5,2,race/etoile-de-besseges/2017/stage-2,152.7
501,Etoile de Bessèges 2017  Stage 3,2017-02-03,RR,Bessèges,Bessèges,5,3,race/etoile-de-besseges/2017/stage-3,152.6
502,Etoile de Bessèges 2017  Stage 4,2017-02-04,RR,Chusclan,Laudun,5,4,race/etoile-de-besseges/2017/stage-4,152.9
503,Etoile de Bessèges 2017  Stage 5 (ITT),2017-02-05,ITT,Alès,Alès,5,5,race/etoile-de-besseges/2017/stage-5,11.9
504,Volta a la Comunitat Valenciana 2017  Stage 1 (TTT),2017-02-01,TTT,Orihuela,Orihuela,6,1,race/vuelta-a-la-comunidad-valenciana/2017/stage-1,37.9
505,Volta a la Comunitat Valenciana 2017  Stage 2,2017-02-02,RR,Alicante,Denia,6,2,race/vuelta-a-la-comunidad-valenciana/2017/stage-2,180.6
506,Volta a la Comunitat Valenciana 2017  Stage 3,2017-02-03,RR,Canals,Riba-Roja de Túria,6,3,race/vuelta-a-la-comunidad-valenciana/2017/stage-3,161.0
507,Volta a la Comunitat Valenciana 2017  Stage 4,2017-02-04,RR,Segorbe,Llucena ,6,4,race/vuelta-a-la-comunidad-valenciana/2017/stage-4,180.0
508,Volta a la Comunitat Valenciana 2017  Stage 5,2017-02-05,RR,Valencia,Valencia,6,5,race/vuelta-a-la-comunidad-valenciana/2017/stage-5,51.2
509,G.P. Costa degli Etruschi 2017,2017-02-05,RR,San Vincenzo,Donoratico,7,0,race/gp-costa-degli-etruschi/2017,190.6
510,Vuelta Ciclista a la Region de Murcia 'Costa Calida' 2017,2017-02-11,RR,San Javier,Murcia,8,0,race/vuelta-ciclista-a-la-region-de-murcia/2017,182.7
511,Trofeo Laigueglia 2017,2017-02-12,RR,Laigueglia,Laigueglia,9,0,race/trofeo-laigueglia/2017,192.5
512,Clasica de Almeria 2017,2017-02-12,RR,Almeria,Almeria,10,0,race/clasica-de-almeria/2017,190.9
513,Volta ao Algarve em Bicicleta 2017  Stage 1,2017-02-15,RR,Albufeira,Lagos,11,1,race/volta-ao-algarve/2017/stage-1,182.9
514,Volta ao Algarve em Bicicleta 2017  Stage 2,2017-02-16,RR,Lagoa,Alto da Fóia,11,2,race/volta-ao-algarve/2017/stage-2,189.3
515,Volta ao Algarve em Bicicleta 2017  Stage 3 (ITT),2017-02-17,ITT,Sagres,Sagres,11,3,race/volta-ao-algarve/2017/stage-3,18.0
516,Volta ao Algarve em Bicicleta 2017  Stage 4,2017-02-18,RR,Almodôvar,Tavira,11,4,race/volta-ao-algarve/2017/stage-4,203.4
517,Volta ao Algarve em Bicicleta 2017  Stage 5,2017-02-19,RR,Loulé, Malhão,11,5,race/volta-ao-algarve/2017/stage-5,179.2
518,Vuelta a Andalucia Ruta Ciclista Del Sol 2017  Stage 1,2017-02-15,RR,Rincón de la Victoria (Málaga),Granada,12,1,race/ruta-del-sol/2017/stage-1,155.4
519,Vuelta a Andalucia Ruta Ciclista Del Sol 2017  Stage 2,2017-02-16,RR,Torredonjimeno,"Alto Peña del Águila, Mancha Real (Jaén)",12,2,race/ruta-del-sol/2017/stage-2,177.9
520,Vuelta a Andalucia Ruta Ciclista Del Sol 2017  Stage 3 (ITT),2017-02-17,ITT,Lucena,Córdoba,12,3,race/ruta-del-sol/2017/stage-3,12.0
521,Vuelta a Andalucia Ruta Ciclista Del Sol 2017  Stage 4,2017-02-18,RR,La Campana (Sevilla),Sevilla,12,4,race/ruta-del-sol/2017/stage-4,179.3
522,Vuelta a Andalucia Ruta Ciclista Del Sol 2017  Stage 5,2017-02-19,RR,Setenil de las Bodegas (Cádiz),Coín (Málaga),12,5,race/ruta-del-sol/2017/stage-5,151.5
523,Tour Cycliste International du Haut Var Matin 2017  Stage 1,2017-02-18,RR,Le Cannet-des-Maures,Saint-Paul-en-Forêt,13,1,race/tour-du-haut-var/2017/stage-1,153.7
524,Tour Cycliste International du Haut Var Matin 2017  Stage 2,2017-02-19,RR,Draguignan,Draguignan,13,2,race/tour-du-haut-var/2017/stage-2,206.8
525,GP Laguna Porec 2017,2017-02-19,RR,Funtana,Zelena Laguna,14,0,race/gp-laguna/2017,158.0
526,Tour Cycliste International La Provence 2017  Stage 1,2017-02-21,RR,Aubagne,Istres,15,1,race/tour-cycliste-international-la-provence/2017/stage-1,205.9
527,Tour Cycliste International La Provence 2017  Stage 2,2017-02-22,RR,Miramas,La Ciotat,15,2,race/tour-cycliste-international-la-provence/2017/stage-2,158.6
528,Tour Cycliste International La Provence 2017  Stage 3,2017-02-23,RR,Aix-en-Provence,Marseille,15,3,race/tour-cycliste-international-la-provence/2017/stage-3,168.2
529,Volta ao Alentejo 2017  Stage 1,2017-02-22,RR,Portalegre,Castelo de Vide,16,1,race/volta-ao-alentejo/2017/stage-1,158.0
530,Volta ao Alentejo 2017  Stage 2,2017-02-23,RR,Monforte,Portel,16,2,race/volta-ao-alentejo/2017/stage-2,171.3
531,Volta ao Alentejo 2017  Stage 3,2017-02-24,RR,Mourão,Mértola,16,3,race/volta-ao-alentejo/2017/stage-3,208.8
532,Volta ao Alentejo 2017  Stage 4,2017-02-25,RR,Odemira,Alcácer do Sal,16,4,race/volta-ao-alentejo/2017/stage-4,175.8
533,Volta ao Alentejo 2017  Stage 5,2017-02-26,RR,Ferreira do Alentejo,Évora,16,5,race/volta-ao-alentejo/2017/stage-5,168.9
534,Classic Sud Ardèche - Souvenir Francis Delpech 2017,2017-02-25,RR,Guilherand-Granges,Guilherand-Granges,17,0,race/les-boucles-du-dus-ardeche/2017,209.0
535,Kuurne-Bruxelles-Kuurne 2017,2017-02-26,RR,Kuurne,Kuurne,18,0,race/kuurne-brussel-kuurne/2017,200.7
536,Royal Bernard Drome Classic 2017,2017-02-26,RR,Livron,Livron,19,0,race/la-drome-classic/2017,209.0
537,GP Izola 2017,2017-02-26,RR,Izola,Izola,20,0,race/gp-izola-butan-plin/2017,156.5
538,Le Samyn 2017,2017-03-01,RR,Quaregnon,Dour,21,0,race/gp-samyn/2017,202.2
539,Trofej Umag - Umag Trophy 2017,2017-03-01,RR,Umag,Umag,22,0,race/trofej-umag-umag-trophy/2017,161.0
540,Trofej Porec - Porec Trophy 2017,2017-03-04,RR,Porec,Tar,23,0,race/porec-trophy-trofej-porec/2017,154.0
541,GP Industria & Artigianato 2017,2017-03-05,RR,Larciano,Larciano,24,0,race/gp-industria-artigianato/2017,199.2
542,Dwars door West-Vlaanderen Johan Museeuw Classic 2017,2017-03-05,RR,Nieuwpoort,Ichtegem,25,0,race/3daagse-van-west-vlaanderen/2017,203.6
543,Classica da Arrabida - Cylin'Portugal 2017,2017-03-05,RR,Setúbal,Palmela,26,0,race/classica-da-arrabida-cylin-portugal/2017,186.6
544,Grand Prix de la Ville de Lillers Souvenir Bruno Comini 2017,2017-03-05,RR,Lillers,Lillers,27,0,race/gp-de-la-ville-de-lillers/2017,181.3
545,International Rhodes Grand Prix 2017,2017-03-05,RR,Rhodes,Rhodes,28,0,race/international-rhodes-gp/2017,191.0
546,Istarsko Proljece - Istrian Spring Trophy 2017  Prologue,2017-03-09,Prologue,Umag,Umag,29,1,race/istarsko-proljece-istrian-spring-trophy/2017/prologue,1.8
547,Istarsko Proljece - Istrian Spring Trophy 2017  Stage 1,2017-03-10,RR,Porec,Labin,29,2,race/istarsko-proljece-istrian-spring-trophy/2017/stage-1,161.0
548,Istarsko Proljece - Istrian Spring Trophy 2017  Stage 2,2017-03-11,RR,Vrsar,Motovun,29,3,race/istarsko-proljece-istrian-spring-trophy/2017/stage-2,186.0
549,Istarsko Proljece - Istrian Spring Trophy 2017  Stage 3,2017-03-12,RR,Pazin,Umag,29,4,race/istarsko-proljece-istrian-spring-trophy/2017/stage-3,156.0
550,International Tour of Rhodes 2017  Stage 1,2017-03-10,RR,Rhodos,Rhodos,30,1,race/tour-of-rhodes/2017/stage-1,156.0
551,International Tour of Rhodes 2017  Stage 2,2017-03-11,RR,Rhodos,Rhodos,30,2,race/tour-of-rhodes/2017/stage-2,172.0
552,International Tour of Rhodes 2017  Stage 3,2017-03-12,RR,Rhodos,Rhodos,30,3,race/tour-of-rhodes/2017/stage-3,175.0
553,Ronde van Drenthe 2017,2017-03-11,RR,Hoogeveen,Hoogeveen,31,0,race/ronde-van-drenthe/2017,206.2
554,Classica Aldeias do Xisto - Cylin'Portugal 2017,2017-03-12,RR,Aldeia da Barroco,Aldeia da Cerdeira,32,0,race/classica-aldeias-do-xisto-cylin-portugal/2017,140.6
555,Paris-Troyes 2017,2017-03-12,RR,Nogent,Troyes,33,0,race/paris-troyes/2017,179.3
556,Rabobank Dorpenomloop Rucphen 2017,2017-03-12,RR,Rucphen,Rucphen,34,0,race/dorpenomloop-rucphen/2017,191.0
557,Danilith - Nokere Koerse 2017,2017-03-15,RR,Deinze,Nokere,35,0,race/nokere-koers/2017,192.3
558,Handzame Classic 2017,2017-03-17,RR,Bredene,Kortemark,36,0,race/handzame-classic/2017,192.7
559,Classic Loire Atlantique 2017,2017-03-18,RR,La Haye-Fouassière,La Haye-Fouassière,37,0,race/classic-loire-atlantique/2017,182.8
560,Popolarissima 2017,2017-03-19,RR,Treviso,Treviso,38,0,race/popolarissima/2017,174.7
561,Tour de Normandie 2017  Stage 1,2017-03-20,RR,Bourg-Achard,Gonfreville-l'Orcher,39,1,race/tour-de-normadie/2017/stage-1,143.0
562,Tour de Normandie 2017  Stage 2,2017-03-21,RR,Neufchâtel-en-Bray,Forges-les-Eaux,39,2,race/tour-de-normadie/2017/stage-2,153.5
563,Tour de Normandie 2017  Stage 3,2017-03-22,RR,Duclair, Elbeuf-sur-Seine,39,3,race/tour-de-normadie/2017/stage-3,165.0
564,Tour de Normandie 2017  Stage 4,2017-03-23,RR,Le Neubourg,Argentan,39,4,race/tour-de-normadie/2017/stage-4,163.0
565,Tour de Normandie 2017  Stage 5,2017-03-24,RR,La Ferté-Macé,Bagnoles-de-l?Orne,39,5,race/tour-de-normadie/2017/stage-5,158.8
566,Tour de Normandie 2017  Stage 6,2017-03-25,RR,Fleury-sur-Orne,Ducey-lès-Chéris,39,6,race/tour-de-normadie/2017/stage-6,166.0
567,Tour de Normandie 2017  Stage 7,2017-03-26,RR,Sourdeval,Caen,39,7,race/tour-de-normadie/2017/stage-7,144.5
568,Settimana Internazionale Coppi e Bartali 2017  Stage 1,2017-03-23,RR,Gatteo,Gatteo,40,1,race/settimana-internazionale-coppi-e-bartali/2017/stage-1a,97.8
569,Settimana Internazionale Coppi e Bartali 2017  Stage 1 (TTT),2017-03-23,TTT,Gatteo a mare,Gatteo,40,2,race/settimana-internazionale-coppi-e-bartali/2017/stage-1b,13.3
570,Settimana Internazionale Coppi e Bartali 2017  Stage 2,2017-03-24,RR,Riccione,Sogliano sul Rubicone,40,3,race/settimana-internazionale-coppi-e-bartali/2017/stage-2,130.0
571,Settimana Internazionale Coppi e Bartali 2017  Stage 3,2017-03-25,RR,Crevalcore,Crevalcore,40,4,race/settimana-internazionale-coppi-e-bartali/2017/stage-3,171.4
572,Settimana Internazionale Coppi e Bartali 2017  Stage 4,2017-03-26,RR,Fiorano modenese,Sassuolo,40,5,race/settimana-internazionale-coppi-e-bartali/2017/stage-4,160.0
573,Driedaagse De Panne-Koksijde 2017  Stage 1,2017-03-28,RR,De Panne,Zottegem,41,1,race/driedaagse-vd-panne/2017/stage-1,205.5
