,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
155,La Vuelta ciclista a España 2018  Stage 15,2018-09-09,RR,Ribera de Arriba,Lagos de Covadonga,30,15,race/vuelta-a-espana/2018/stage-15,178.2
156,La Vuelta ciclista a España 2018  Stage 16 (ITT),2018-09-11,ITT,Santillana del Mar,Torrelavega,30,16,race/vuelta-a-espana/2018/stage-16,32.0
157,La Vuelta ciclista a España 2018  Stage 17,2018-09-12,RR,Getxo,Balcón de Bizkaia,30,17,race/vuelta-a-espana/2018/stage-17,157.0
158,La Vuelta ciclista a España 2018  Stage 18,2018-09-13,RR,Ejea de los Caballeros,Lleida,30,18,race/vuelta-a-espana/2018/stage-18,186.1
159,La Vuelta ciclista a España 2018  Stage 19,2018-09-14,RR,Lleida, Andorra. Naturlandia,30,19,race/vuelta-a-espana/2018/stage-19,154.4
160,La Vuelta ciclista a España 2018  Stage 20,2018-09-15,RR,Andorra. Escaldes-Engordany,Andorra. Collada De La Gallina,30,20,race/vuelta-a-espana/2018/stage-20,97.3
161,La Vuelta ciclista a España 2018  Stage 21,2018-09-16,RR,Alcorcón,Madrid,30,21,race/vuelta-a-espana/2018/stage-21,112.3
162,Bretagne Classic - Ouest-France 2018,2018-08-26,RR,Plouay,Plouay,31,0,race/bretagne-classic/2018,256.9
163,Grand Prix Cycliste de Québec 2018,2018-09-07,RR,Québec,Québec,32,0,race/gp-quebec/2018,201.6
164,Grand Prix Cycliste de Montréal 2018,2018-09-09,RR,Montréal,Montréal,33,0,race/gp-montreal/2018,195.2
165,Presidential Cycling Tour of Turkey 2018  Stage 1,2018-10-09,RR,Konya,Konya,34,1,race/tour-of-turkey/2018/stage-1,150.0
166,Presidential Cycling Tour of Turkey 2018  Stage 2,2018-10-10,RR,Alanya,Antalya,34,2,race/tour-of-turkey/2018/stage-2,154.1
167,Presidential Cycling Tour of Turkey 2018  Stage 3,2018-10-11,RR,Fethiye,Marmaris,34,3,race/tour-of-turkey/2018/stage-3,137.2
168,Presidential Cycling Tour of Turkey 2018  Stage 4,2018-10-12,RR,Marmaris,Selçuk,34,4,race/tour-of-turkey/2018/stage-4,206.9
169,Presidential Cycling Tour of Turkey 2018  Stage 5,2018-10-13,RR,Selçuk,Manisa,34,5,race/tour-of-turkey/2018/stage-5,137.3
170,Presidential Cycling Tour of Turkey 2018  Stage 6,2018-10-14,RR,Bursa,Istanbul,34,6,race/tour-of-turkey/2018/stage-6,166.7
171,Il Lombardia 2018,2018-10-13,RR,Bergamo,Como,35,0,race/il-lombardia/2018,241.0
172,Gree-Tour of Guangxi 2018  Stage 1,2018-10-16,RR,Beihai,Beihai,36,1,race/tour-of-guangxi/2018/stage-1,107.4
173,Gree-Tour of Guangxi 2018  Stage 2,2018-10-17,RR,Beihai,Qinzhou,36,2,race/tour-of-guangxi/2018/stage-2,145.2
174,Gree-Tour of Guangxi 2018  Stage 3,2018-10-18,RR,Nanning,Nanning,36,3,race/tour-of-guangxi/2018/stage-3,125.4
175,Gree-Tour of Guangxi 2018  Stage 4,2018-10-19,RR,Nanning,Mashan Nongla Scenic Spot,36,4,race/tour-of-guangxi/2018/stage-4,152.2
176,Gree-Tour of Guangxi 2018  Stage 5,2018-10-20,RR,Liuzhou,Guilin,36,5,race/tour-of-guangxi/2018/stage-5,212.2
177,Gree-Tour of Guangxi 2018  Stage 6,2018-10-21,RR,Guilin,Guilin,36,6,race/tour-of-guangxi/2018/stage-6,169.0
178,World Championships - TTT 2018,2018-09-23,RR,Ötztal,Innsbruck,0,0,race/world-championship-ttt/2018,62.8
179,World Championships WE - TTT 2018,2018-09-23,RR,Ötztal,Innsbruck,1,0,race/uci-ttt-world-championships-women/2018,54.5
180,World Championships U23 - ITT 2018,2018-09-24,RR,Hall-Wattens,Innsbruck,2,0,race/world-championships-itt-u23/2018,27.8
181,World Championships WJ - ITT 2018,2018-09-24,RR,Hall-Wattens,Innsbruck,3,0,race/world-championships-wj-itt/2018,20.0
182,World Championships MJ - ITT 2018,2018-09-25,RR,Hall-Wattens,Innsbruck,4,0,race/uci-world-championships-itt-mj/2018,27.8
183,World Championships WE - ITT 2018,2018-09-25,RR,Hall-Wattens,Innsbruck,5,0,race/world-championship-itt-we/2018,27.8
184,World Championships - ITT 2018,2018-09-26,RR,Alpbachtal Seenland,Innsbruck,6,0,race/world-championship-itt/2018,52.5
185,World Championships MJ - Road Race 2018,2018-09-27,RR,Kufstein,Innsbruck,7,0,race/uci-world-championships-mj/2018,126.8
186,World Championships WJ - Road Race 2018,2018-09-27,RR,Alpbachtal Seenland,Innsbruck,8,0,race/world-championships-junior-women/2018,70.8
187,World Championships U23 - Road Race 2018,2018-09-28,RR,Kufstein,Innsbruck,9,0,race/world-championships-u23/2018,174.3
188,World Championships WE - Road Race 2018,2018-09-29,RR,Kufstein,Innsbruck,10,0,race/world-championship-we/2018,156.2
189,World Championships - Road Race 2018,2018-09-30,RR,Kufstein,Innsbruck,11,0,race/world-championship/2018,252.9
190,La Tropicale Amissa Bongo 2018  Stage 1,2018-01-15,RR,Kango,Lambaréné,0,1,race/la-tropicale-amissa-bongo/2018/stage-1,146.6
191,La Tropicale Amissa Bongo 2018  Stage 2,2018-01-16,RR,Ndendé,Fougamou ,0,2,race/la-tropicale-amissa-bongo/2018/stage-2,173.0
