,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
200,National Championships Japan - ITT 2008,2008-06-10,RR,Start,Finish,12,0,race/nc-japan-itt/2008,0.0
201,National Championships Iran - ITT 2008,2008-06-14,RR,Start,Finish,13,0,race/nc-iran-itt/2008,0.0
202,National Championships Iran - Road Race 2008,2008-06-15,RR,Start,Finish,14,0,race/nc-iran/2008,0.0
203,National Championships Mongolia - ITT 2008,2008-06-21,RR,Start,Finish,15,0,race/nc-mongolia-itt/2008,0.0
204,Tour de Korea-Japan 2008  Prologue,2008-06-21,Prologue,Yamaga,Yamaga,16,1,race/tour-de-korea/2008/prologue,1.8
205,Tour de Korea-Japan 2008  Stage 1,2008-06-22,RR,Yamaga,Yamaga,16,2,race/tour-de-korea/2008/stage-1b,178.0
206,Tour de Korea-Japan 2008  Stage 1,2008-06-25,RR,Busan,Busan,16,3,race/tour-de-korea/2008/stage-1a,148.8
207,Tour de Korea-Japan 2008  Stage 2,2008-06-26,RR,Changwon,Changwon,16,4,race/tour-de-korea/2008/stage-2,140.0
208,Tour de Korea-Japan 2008  Stage 3,2008-06-27,RR,Yeosoo,Gangjin,16,5,race/tour-de-korea/2008/stage-3,126.8
209,Tour de Korea-Japan 2008  Stage 4,2008-06-28,RR,Gangjin,Geochang,16,6,race/tour-de-korea/2008/stage-4,217.69
210,Tour de Korea-Japan 2008  Stage 5,2008-06-29,RR,Geochang,Gumi,16,7,race/tour-de-korea/2008/stage-5,146.7
211,Tour de Korea-Japan 2008  Stage 6,2008-06-30,RR,Gumi,Danyang,16,8,race/tour-de-korea/2008/stage-6,185.7
212,Tour de Korea-Japan 2008  Stage 7,2008-07-02,RR,Danyang,Yangyang,16,9,race/tour-de-korea/2008/stage-7,191.8
213,Tour de Korea-Japan 2008  Stage 8,2008-07-03,RR,Yangyang,Chuncheon,16,10,race/tour-de-korea/2008/stage-8,147.55
214,Tour de Korea-Japan 2008  Stage 9,2008-07-04,RR,Seoul,Seoul,16,11,race/tour-de-korea/2008/stage-9,21.0
215,National Championships Israel - ITT 2008,2008-06-26,RR,Start,Finish,17,0,race/nc-israel-itt/2008,0.0
216,National Championships Kazakhstan - ITT 2008,2008-06-26,RR,Start,Finish,18,0,race/nc-kazakhstan-itt/2008,0.0
217,National Championships Israel - Road Race 2008,2008-06-28,RR,Start,Finish,19,0,race/nc-israel/2008,0.0
218,Jelajah Negeri Sembilan 2008  Stage 1,2008-07-23,RR,Seremban,Rembau,20,1,race/jelajah-negeri-sembilan/2008/stage-1,156.3
219,Jelajah Negeri Sembilan 2008  Stage 2,2008-07-24,RR,Nilai,Tampin,20,2,race/jelajah-negeri-sembilan/2008/stage-2,198.3
220,Jelajah Negeri Sembilan 2008  Stage 3,2008-07-25,RR,Bandar Baru Nilai,Bandar Baru Nilai,20,3,race/jelajah-negeri-sembilan/2008/stage-3,66.0
221,Tour de Hokkaido 2008  Stage 1,2008-09-11,RR,Obihiro,Shibecha,21,1,race/tour-de-hokkaido/2008/stage-1,210.7
222,Tour de Hokkaido 2008  Stage 2,2008-09-12,RR,Kushiro,Ikeda,21,2,race/tour-de-hokkaido/2008/stage-2,149.5
223,Tour de Hokkaido 2008  Stage 3 (ITT),2008-09-13,ITT,Obihiro,Obihiro,21,3,race/tour-de-hokkaido/2008/stage-3,1.6
224,Tour de Hokkaido 2008  Stage 4,2008-09-14,RR,Obihiro,Shimukappu,21,4,race/tour-de-hokkaido/2008/stage-4,110.4
225,Tour de Hokkaido 2008  Stage 5,2008-09-15,RR,Shimukappu,Ebetsu,21,5,race/tour-de-hokkaido/2008/stage-5,177.4
226,Tour de Hokkaido 2008  Stage 6,2008-09-16,RR,Sapporo,Sapporo,21,6,race/tour-de-hokkaido/2008/stage-6,60.5
227,Kerman Tour 2008  Prologue,2008-10-12,Prologue,Kerman,Kerman,22,1,race/kerman-tour/2008/prologue,3.0
228,Kerman Tour 2008  Stage 1,2008-10-13,RR,Rafsanjan,Kerman,22,2,race/kerman-tour/2008/stage-1,103.0
229,Kerman Tour 2008  Stage 2 (TTT),2008-10-14,TTT,Kerman,Kerman,22,3,race/kerman-tour/2008/stage-2,10.0
230,Kerman Tour 2008  Stage 3,2008-10-15,RR,Kerman,Kerman,22,4,race/kerman-tour/2008/stage-3,84.0
231,Kerman Tour 2008  Stage 4,2008-10-16,RR,Kerman,Kerman,22,5,race/kerman-tour/2008/stage-4,60.0
232,Tour de Okinawa 2008  Stage 3,2008-11-09,RR,Start,Finish,23,1,race/tour-de-okinawa/2008/stage-3,0.0
233,International Grand Prix Al-Khor 2008,2008-12-13,RR,Start,Finish,24,0,race/international-grand-prix-al-khor/2008,100.0
234,International Grand Prix Losail 2008,2008-12-14,RR,Start,Finish,25,0,race/international-grand-prix-losail/2008,95.0
235,International Grand Prix Messaeed 2008,2008-12-15,RR,Start,Finish,26,0,race/international-grand-prix-messaeed/2008,75.0
236,International Grand Prix Doha 2008,2008-12-16,RR,Start,Finish,27,0,race/doha-international-gp/2008,85.0
237,Golden Jersey 2008  Stage 1 (TTT),2008-12-18,TTT,Losail,Losail,28,1,race/golden-jersey/2008/stage-1,0.0
238,Golden Jersey 2008  Stage 2,2008-12-19,RR,Losail,Losail,28,2,race/golden-jersey/2008/stage-2,0.0
239,Golden Jersey 2008  Stage 3,2008-12-20,RR,Losail,Losail,28,3,race/golden-jersey/2008/stage-3,0.0
240,GP Costa Degli Etruschi 2008,2008-02-09,RR,Start,Finish,0,0,race/gp-costa-degli-etruschi/2008,192.0
241,Trofeo Mallorca 2008,2008-02-10,RR,Palma,Palma,1,0,race/16th-challenge-volta-a-mallorca/2008,100.0
242,Trofeo Cala: Cala Millor - Son Servera 2008,2008-02-11,RR,Start,Finish,2,0,race/trofeo-cala-millor/2008,162.7
243,Trofeo Pollença 2008,2008-02-12,RR,Pollença,Port d\'Alcúdia,3,0,race/trofeo-andratx-mirador-d-es-colomer/2008,168.4
244,Trofeo Sóller 2008,2008-02-13,RR,Inca,Inca,4,0,race/challenge-illes-balears-trofeo-soller/2008,162.4
245,Coppa San Geo 2008,2008-02-23,RR,Start,Finish,5,0,race/coppa-san-geo/2008,150.0
246,Vuelta ciclista a la region de Murcia 2008  Stage 1,2008-03-04,RR,San Pedro del Pinatar,Lorca,6,1,race/vuelta-ciclista-a-la-region-de-murcia/2008/stage-1,197.0
247,Vuelta ciclista a la region de Murcia 2008  Stage 2,2008-03-05,RR,Calasparra,Totana,6,2,race/vuelta-ciclista-a-la-region-de-murcia/2008/stage-2,153.0
248,Vuelta ciclista a la region de Murcia 2008  Stage 3,2008-03-06,RR,Puerto Lumbreras,San Pedro del Pinatar,6,3,race/vuelta-ciclista-a-la-region-de-murcia/2008/stage-3,146.0
249,Vuelta ciclista a la region de Murcia 2008  Stage 4 (ITT),2008-03-07,ITT,Alhama de Murcia,Aledo,6,4,race/vuelta-ciclista-a-la-region-de-murcia/2008/stage-4,23.0
250,Vuelta ciclista a la region de Murcia 2008  Stage 5,2008-03-08,RR,Urbanización Veneziola (San Javier),Murci,6,5,race/vuelta-ciclista-a-la-region-de-murcia/2008/stage-5,135.0
251,Driedaagse van West-Vlaanderen 2008  Stage 1,2008-03-07,RR,Kortrijk,Bellegem,7,1,race/3daagse-van-west-vlaanderen/2008/stage-1,176.0
252,Driedaagse van West-Vlaanderen 2008  Stage 2,2008-03-08,RR,Torhout,Handzame,7,2,race/3daagse-van-west-vlaanderen/2008/stage-2,181.0
253,Driedaagse van West-Vlaanderen 2008  Stage 3,2008-03-09,RR,Ardennen,Ichtegem,7,3,race/3daagse-van-west-vlaanderen/2008/stage-3,186.0
254,Trofeo Franco Balestra - Memorial Sabbadini 2008,2008-03-09,RR,Start,Finish,8,0,race/trofeo-franco-balestra-memorial-metelli/2008,171.0
255,Paris-Troyes 2008,2008-03-16,RR,Start,Finish,9,0,race/paris-troyes/2008,169.0
256,La Roue Tourangelle Région Centre - Classic Loire Touraine Vignobles & Chateaux 2008,2008-03-23,RR,Start,Finish,10,0,race/la-roue-tourangelle/2008,184.0
257,GP Palio del Recioto 2008,2008-03-25,RR,Start,Finish,11,0,race/gp-palio-del-recioto/2008,0.0
258,Critérium International 2008  Stage 1,2008-03-29,RR,Start,Finish,12,1,race/criterium-international/2008/stage-1,193.0
259,Critérium International 2008  Stage 2,2008-03-30,RR,Start,Finish,12,2,race/criterium-international/2008/stage-2,99.0
260,Critérium International 2008  Stage 3 (ITT),2008-03-30,ITT,Start,Finish,12,3,race/criterium-international/2008/stage-3,8.0
261,Driedaagse De Panne-Koksijde 2008  Stage 1,2008-04-01,RR,Start,Finish,13,1,race/driedaagse-vd-panne/2008/stage-1,192.0
262,Driedaagse De Panne-Koksijde 2008  Stage 2,2008-04-02,RR,Start,Finish,13,2,race/driedaagse-vd-panne/2008/stage-2,228.0
263,Driedaagse De Panne-Koksijde 2008  Stage 3,2008-04-03,RR,Start,Finish,13,3,race/driedaagse-vd-panne/2008/stage-3,119.0
264,Driedaagse De Panne-Koksijde 2008  Stage 4 (ITT),2008-04-03,ITT,Start,Finish,13,4,race/driedaagse-vd-panne/2008/stage-4,14.0
265,Driedaagse De Panne-Koksijde 2008  Stage 5 (ITT),2008-04-03,ITT,Start,Finish,13,5,race/driedaagse-vd-panne/2008/stage-5,14.0
266,Boucle de l'Artois - Trophée Arras Leader 2008  Stage 1,2008-04-04,RR,Arras,Maroeuil,14,1,race/boucle-de-l-artois/2008/stage-1,168.1
267,Boucle de l'Artois - Trophée Arras Leader 2008  Stage 2,2008-04-05,RR,Sainte Catherine,Saint Pol,14,2,race/boucle-de-l-artois/2008/stage-2,76.0
268,Boucle de l'Artois - Trophée Arras Leader 2008  Stage 3,2008-04-05,RR,Auxi le château,Frévent,14,3,race/boucle-de-l-artois/2008/stage-3,84.8
269,Trofeo Banca Popolare di Vicenza 2008,2008-04-06,RR,Start,Finish,15,0,race/trofeo-piva/2008,175.0
270,Circuit Cycliste Sarthe - Pays de la Loire 2008  Stage 1,2008-04-08,RR,Start,Finish,16,1,race/circuit-sarthe/2008/stage-1,182.0
271,Circuit Cycliste Sarthe - Pays de la Loire 2008  Stage 2,2008-04-09,RR,Start,Finish,16,2,race/circuit-sarthe/2008/stage-2,100.0
272,Circuit Cycliste Sarthe - Pays de la Loire 2008  Stage 3 (ITT),2008-04-09,ITT,Start,Finish,16,3,race/circuit-sarthe/2008/stage-3,9.0
273,Circuit Cycliste Sarthe - Pays de la Loire 2008  Stage 4,2008-04-10,RR,Start,Finish,16,4,race/circuit-sarthe/2008/stage-4,187.0
274,Circuit Cycliste Sarthe - Pays de la Loire 2008  Stage 5,2008-04-11,RR,Start,Finish,16,5,race/circuit-sarthe/2008/stage-5,189.0
275,National Championships Venezuela - Road Race 2008,2008-04-13,RR,Start,Finish,17,0,race/nc-venezuela/2008,0.0
276,Presidential Cycling Tour of Turkey 2008  Stage 1,2008-04-14,RR,Start,Finish,18,1,race/tour-of-turkey/2008/stage-1,133.0
277,Presidential Cycling Tour of Turkey 2008  Stage 2,2008-04-15,RR,Start,Finish,18,2,race/tour-of-turkey/2008/stage-2,166.0
278,Presidential Cycling Tour of Turkey 2008  Stage 3,2008-04-16,RR,Start,Finish,18,3,race/tour-of-turkey/2008/stage-3,169.0
279,Presidential Cycling Tour of Turkey 2008  Stage 4,2008-04-17,RR,Start,Finish,18,4,race/tour-of-turkey/2008/stage-4,178.0
280,Presidential Cycling Tour of Turkey 2008  Stage 5,2008-04-18,RR,Start,Finish,18,5,race/tour-of-turkey/2008/stage-5,100.0
281,Presidential Cycling Tour of Turkey 2008  Stage 6,2008-04-19,RR,Start,Finish,18,6,race/tour-of-turkey/2008/stage-6,116.0
282,Presidential Cycling Tour of Turkey 2008  Stage 7,2008-04-20,RR,Start,Finish,18,7,race/tour-of-turkey/2008/stage-7,137.0
283,Scheldeprijs 2008,2008-04-16,RR,Antwerpen,Schoten,19,0,race/scheldeprijs/2008,207.0
284,Tour du Loir-et-Cher 'E. Provost' 2008  Stage 1,2008-04-16,RR,Start,Finish,20,1,race/tour-du-loir-et-cher-e.-provost-/2008/stage-1,145.0
285,Tour du Loir-et-Cher 'E. Provost' 2008  Stage 3,2008-04-18,RR,Start,Finish,20,2,race/tour-du-loir-et-cher-e.-provost-/2008/stage-3,176.0
286,Tour du Loir-et-Cher 'E. Provost' 2008  Stage 4,2008-04-19,RR,Start,Finish,20,3,race/tour-du-loir-et-cher-e.-provost-/2008/stage-4,192.0
287,Tour du Loir-et-Cher 'E. Provost' 2008  Stage 5,2008-04-20,RR,Start,Finish,20,4,race/tour-du-loir-et-cher-e.-provost-/2008/stage-5,98.0
288,Grand Prix of Sochi 2008  Stage 1,2008-04-19,RR,Kudepsta,Krasnaya Polyana,21,1,race/grand-prix-of-sochi/2008/stage-1,165.0
289,Grand Prix of Sochi 2008  Stage 2,2008-04-20,RR,Sochi,Sochi (Akhun),21,2,race/grand-prix-of-sochi/2008/stage-2,149.0
290,Grand Prix of Sochi 2008  Stage 3,2008-04-21,RR,Dagomys,Krasnodar,21,3,race/grand-prix-of-sochi/2008/stage-3,128.0
291,Grand Prix of Sochi 2008  Stage 4 (ITT),2008-04-22,ITT,Krasnodar,Krasnodar,21,4,race/grand-prix-of-sochi/2008/stage-4,11.4
292,Grand Prix of Sochi 2008  Stage 5,2008-04-23,RR,Dagomys,Dagomys,21,5,race/grand-prix-of-sochi/2008/stage-5,109.0
293,Beograd - Banja Luka I 2008,2008-04-20,RR,Beograd,Banja Luka,22,0,race/banja-luka-belgrade-i/2008,131.5
294,Beograd - Banja Luka II 2008,2008-04-21,RR,Beograd,Banja Luka,23,0,race/beograd-banja-luka-ii/2008,125.5
295,Giro del Trentino 2008  Stage 1 (ITT),2008-04-22,ITT,Start,Finish,24,1,race/tour-of-the-alps/2008/stage-1,10.0
296,Giro del Trentino 2008  Stage 2,2008-04-23,RR,Start,Finish,24,2,race/tour-of-the-alps/2008/stage-2,178.0
297,Giro del Trentino 2008  Stage 3,2008-04-24,RR,Start,Finish,24,3,race/tour-of-the-alps/2008/stage-3,0.0
298,Giro del Trentino 2008  Stage 4,2008-04-25,RR,Start,Finish,24,4,race/tour-of-the-alps/2008/stage-4,179.0
299,Gran Premio della Liberazione 2008,2008-04-25,RR,Start,Finish,25,0,race/gran-premio-della-liberazione/2008,132.0
300,Giro delle Regioni 2008  Stage 1,2008-04-26,RR,Artena,Artena,26,1,race/giro-delle-regioni/2008/stage-1,135.0
301,Giro delle Regioni 2008  Stage 2,2008-04-27,RR,Cassino,Ferentino,26,2,race/giro-delle-regioni/2008/stage-2,153.5
302,Giro delle Regioni 2008  Stage 3,2008-04-28,RR,San Giovanni Teatino,Chieti,26,3,race/giro-delle-regioni/2008/stage-3,147.4
303,Giro delle Regioni 2008  Stage 4,2008-04-29,RR,San Elpidio a Mare,Cingoli,26,4,race/giro-delle-regioni/2008/stage-4,153.2
304,Giro delle Regioni 2008  Stage 5,2008-04-30,RR,Spoleto,Foligno,26,5,race/giro-delle-regioni/2008/stage-5,147.8
305,Giro delle Regioni 2008  Stage 6,2008-05-01,RR,San Giovanni Valdarno,San Bartolo a Cintoia,26,6,race/giro-delle-regioni/2008/stage-6,140.0
306,Ronde van Noord-Holland 2008,2008-04-27,RR,Start,Finish,27,0,race/ronde-van-noord-holland/2008,211.0
307,East Midlands International Cicle Classic 2008,2008-04-27,RR,Start,Finish,28,0,race/east-midlands-international-cicle-classic/2008,157.8
308,Paris - Mantes-en-Yvelines 2008,2008-04-27,RR,Start,Finish,29,0,race/paris-mantes-en-yvelines/2008,167.2
309,Flèche du Sud 2008  Stage 1 (ITT),2008-04-30,ITT,Petange,Petange,30,1,race/fleche-du-sud/2008/stage-1,6.0
310,Flèche du Sud 2008  Stage 2,2008-05-01,RR,Start,Finish,30,2,race/fleche-du-sud/2008/stage-2,165.0
311,Flèche du Sud 2008  Stage 3,2008-05-02,RR,Start,Finish,30,3,race/fleche-du-sud/2008/stage-3,142.0
312,Flèche du Sud 2008  Stage 4,2008-05-04,RR,Start,Finish,30,4,race/fleche-du-sud/2008/stage-4,165.0
313,Rund um den Henninger-Turm 2008,2008-05-01,RR,Frankfurt,Frankfurt,31,0,race/Eschborn-Frankfurt/2008,179.0
314,GP Copenhagen - Odsherred Classic 2008,2008-05-01,RR,Start,Finish,32,0,race/gp-bikebuster/2008,206.0
315,Memoriał Andrzeja Trochanowskiego 2008,2008-05-01,RR,Start,Finish,33,0,race/memorial-andrzeja-trochanowskiego/2008,166.0
316,Rund um den Henninger Turm U23 2008,2008-05-01,RR,Start,Finish,34,0,race/eschborn-frankfurt-u23/2008,143.1
317,Volta Ciclista da Ascension 2008  Stage 1,2008-05-01,RR,Santiago de Compostela,Santiago de Compostela,35,1,race/volta-ciclista-da-ascension/2008/stage-1,169.6
318,Volta Ciclista da Ascension 2008  Stage 2,2008-05-02,RR,Santiago de Compostela,Santiago de Compostela,35,2,race/volta-ciclista-da-ascension/2008/stage-2,180.4
319,Volta Ciclista da Ascension 2008  Stage 3,2008-05-03,RR,Santiago de Compostela,Santiago de Compostela,35,3,race/volta-ciclista-da-ascension/2008/stage-3,158.3
320,Grand Prix of Moscow 2008,2008-05-02,RR,Start,Finish,36,0,race/grand-prix-of-moscow/2008,153.0
321,Grand Prix Bourgas 2008,2008-05-03,RR,Start,Finish,37,0,race/grand-prix-bourgas/2008,170.0
322,Majowy Wyscig Klasyczny - Lublin 2008,2008-05-03,RR,Start,Finish,38,0,race/majowy-wyscig-klasyczny-lublin/2008,144.0
323,Memorial of Oleg Dyachenko 2008,2008-05-03,RR,Start,Finish,39,0,race/memorial-of-oleg-dyachenko/2008,149.6
324,Giro Di Toscana 2008,2008-05-04,RR,Start,Finish,40,0,race/giro-di-toscana/2008,0.0
325,Berner Rundfahrt 2008,2008-05-04,RR,Start,Finish,41,0,race/berner-rundfahrt-tour-de-berne/2008,169.75
326,Circuito del Porto - Trofeo Arvedi 2008,2008-05-04,RR,Start,Finish,42,0,race/circuito-del-porto-trofeo-arvedi/2008,175.0
327,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 1,2008-05-06,RR,Start,Finish,43,1,race/4-jours-de-dunkerque/2008/stage-1,179.0
328,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 2,2008-05-07,RR,Start,Finish,43,2,race/4-jours-de-dunkerque/2008/stage-2,192.0
329,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 3,2008-05-08,RR,Start,Finish,43,3,race/4-jours-de-dunkerque/2008/stage-3,193.0
330,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 4,2008-05-09,RR,Start,Finish,43,4,race/4-jours-de-dunkerque/2008/stage-4,193.0
331,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 5,2008-05-10,RR,Start,Finish,43,5,race/4-jours-de-dunkerque/2008/stage-5,179.0
332,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2008  Stage 6,2008-05-11,RR,Start,Finish,43,6,race/4-jours-de-dunkerque/2008/stage-6,129.0
333,Five Rings of Moscow 2008  Stage 1 (ITT),2008-05-07,ITT,Moscow,Moscow,44,1,race/five-rings-of-moscow/2008/stage-1a,3.0
334,Five Rings of Moscow 2008  Stage 1,2008-05-07,RR,Moscow,Moscow,44,2,race/five-rings-of-moscow/2008/stage-1b,123.0
335,Five Rings of Moscow 2008  Stage 2,2008-05-08,RR,Moscow,Moscow,44,3,race/five-rings-of-moscow/2008/stage-2,153.0
336,Five Rings of Moscow 2008  Stage 3,2008-05-09,RR,Moscow,Moscow,44,4,race/five-rings-of-moscow/2008/stage-3,129.6
337,Five Rings of Moscow 2008  Stage 4,2008-05-10,RR,Moscow,Moscow,44,5,race/five-rings-of-moscow/2008/stage-4,100.0
338,Five Rings of Moscow 2008  Stage 5,2008-05-11,RR,Moscow,Moscow,44,6,race/five-rings-of-moscow/2008/stage-5,149.6
339,Giro della Regione Friuli Venezia Giulia 2008  Stage 1,2008-05-07,RR,Ormelle,Vittorio Veneto,45,1,race/giro-della-regione-friuli-venezia-giulia/2008/stage-1,153.8
340,Giro della Regione Friuli Venezia Giulia 2008  Stage 2,2008-05-08,RR,Pordenone,Casarsa della Delizia,45,2,race/giro-della-regione-friuli-venezia-giulia/2008/stage-2,158.0
341,Giro della Regione Friuli Venezia Giulia 2008  Stage 3,2008-05-09,RR,Trieste,Gradisca d'Isonzo,45,3,race/giro-della-regione-friuli-venezia-giulia/2008/stage-3,139.3
342,Giro della Regione Friuli Venezia Giulia 2008  Stage 4,2008-05-10,RR,Pozzuolo del Friuli,Monte Matajur,45,4,race/giro-della-regione-friuli-venezia-giulia/2008/stage-4,155.1
343,Giro della Regione Friuli Venezia Giulia 2008  Stage 5,2008-05-11,RR,Alesso,Pontebba,45,5,race/giro-della-regione-friuli-venezia-giulia/2008/stage-5,148.9
344,Szlakiem Grodów Piastowskich 2008  Stage 1,2008-05-08,RR,Legnica,Swidnica,46,1,race/szlakiem-grodow-piastowskich/2008/stage-1,185.6
345,Szlakiem Grodów Piastowskich 2008  Stage 2,2008-05-09,RR,Glogow,Lubin,46,2,race/szlakiem-grodow-piastowskich/2008/stage-2,160.1
346,Szlakiem Grodów Piastowskich 2008  Stage 3,2008-05-10,RR,Zlotoryja,Jawor,46,3,race/szlakiem-grodow-piastowskich/2008/stage-3,183.8
347,Szlakiem Grodów Piastowskich 2008  Stage 4 (ITT),2008-05-11,ITT,Rudna,Rudna,46,4,race/szlakiem-grodow-piastowskich/2008/stage-4,25.8
348,Szlakiem Grodów Piastowskich 2008  Stage 5,2008-05-11,RR,Polkowice,Polkowice,46,5,race/szlakiem-grodow-piastowskich/2008/stage-5,103.6
349,International Halkidiki Cycle Race 2008  Stage 1,2008-05-08,RR,Moudania,Polygyros,47,1,race/international-halkidiki-cycle-race/2008/stage-1,149.6
350,International Halkidiki Cycle Race 2008  Stage 2,2008-05-09,RR,Kallikratia,Ouranoupoli,47,2,race/international-halkidiki-cycle-race/2008/stage-2,143.7
351,International Halkidiki Cycle Race 2008  Stage 3,2008-05-10,RR,Ouranoupoli,Marmaras,47,3,race/international-halkidiki-cycle-race/2008/stage-3,155.1
352,International Halkidiki Cycle Race 2008  Stage 4,2008-05-11,RR,Porto Karras,Marmaras,47,4,race/international-halkidiki-cycle-race/2008/stage-4,160.2
353,Scandinavian Race Uppsala 2008,2008-05-10,RR,Start,Finish,48,0,race/scandinavian-race-uppsala/2008,201.0
354,Circuit De Wallonie 2008,2008-05-11,RR,Start,Finish,49,0,race/circuit-de-wallonie/2008,0.0
355,GP Industrie del Marmo 2008,2008-05-11,RR,Start,Finish,50,0,race/gp-industrie-del-marmo/2008,0.0
356,Mayor Cup 2008,2008-05-13,RR,Start,Finish,51,0,race/mayor-cup/2008,153.0
357,Classic Beograd - Cacak 2008,2008-05-17,RR,Start,Finish,52,0,race/classic-beograd-cacak/2008,0.0
358,Olympia's Tour 2008  Prologue,2008-05-17,Prologue,Start,Finish,53,1,race/olympias-tour/2008/prologue,5.0
359,Olympia's Tour 2008  Stage 1,2008-05-18,RR,Start,Finish,53,2,race/olympias-tour/2008/stage-1,142.0
360,Olympia's Tour 2008  Stage 2,2008-05-19,RR,Start,Finish,53,3,race/olympias-tour/2008/stage-2,176.0
361,Olympia's Tour 2008  Stage 3,2008-05-20,RR,Start,Finish,53,4,race/olympias-tour/2008/stage-3,197.0
362,Olympia's Tour 2008  Stage 4,2008-05-21,RR,Start,Finish,53,5,race/olympias-tour/2008/stage-4,159.0
363,Olympia's Tour 2008  Stage 5,2008-05-22,RR,Start,Finish,53,6,race/olympias-tour/2008/stage-5,227.0
364,Olympia's Tour 2008  Stage 6,2008-05-23,RR,Start,Finish,53,7,race/olympias-tour/2008/stage-6,131.0
365,Olympia's Tour 2008  Stage 7 (ITT),2008-05-23,ITT,Start,Finish,53,8,race/olympias-tour/2008/stage-7,18.0
366,Olympia's Tour 2008  Stage 8,2008-05-24,RR,Start,Finish,53,9,race/olympias-tour/2008/stage-8,195.0
367,Olympia's Tour 2008  Stage 9,2008-05-25,RR,Start,Finish,53,10,race/olympias-tour/2008/stage-9,193.0
368,Coppa Caivano 2008,2008-05-18,RR,Start,Finish,54,0,race/coppa-caivano/2008,148.2
369,Grand Prix Jasna Gora-Stochowa 2008,2008-05-18,RR,Start,Finish,55,0,race/grand-prix-jasna-gora-stochowa/2008,166.0
370,Raiffeisen Grand Prix Judendorf/Straßengel 2008,2008-05-18,RR,Start,Finish,56,0,race/int-raiffeisen-gp-judendorf-strassengel/2008,175.0
371, Ronde de l\'Isard 2008  Stage 1,2008-05-22,RR,Start,Finish,57,1,race/ronde-de-l-isard/2008/stage-1,161.0
372, Ronde de l\'Isard 2008  Stage 2,2008-05-23,RR,Start,Finish,57,2,race/ronde-de-l-isard/2008/stage-2,173.0
373, Ronde de l\'Isard 2008  Stage 3,2008-05-24,RR,Start,Finish,57,3,race/ronde-de-l-isard/2008/stage-3,158.0
374, Ronde de l\'Isard 2008  Stage 4,2008-05-25,RR,Start,Finish,57,4,race/ronde-de-l-isard/2008/stage-4,133.0
375,GP Hydraulika Mikolasek 2008,2008-05-23,RR,Start,Finish,58,0,race/gp-hydraulika-mikolasek/2008,188.7
376,GP Kooperativa 2008,2008-05-24,RR,Start,Finish,59,0,race/gp-kooperativa/2008,161.7
377,SEB Tartu Grand Prix 2008,2008-05-25,RR,Start,Finish,60,0,race/eb-tartu-grand-prix/2008,187.5
378,GP Palma / Velka cena Palma 2008,2008-05-25,RR,Start,Finish,61,0,race/gp-boka/2008,157.8
379,Grand Prix Criquielion 2008,2008-05-25,RR,Start,Finish,62,0,race/grand-prix-criquielion/2008,0.0
380,Velika Nagrada Ptuja 2008,2008-05-25,RR,Start,Finish,63,0,race/velika-nagrada-ptuja/2008,0.0
381,Bayern-Rundfahrt 2008  Stage 1,2008-05-28,RR,Start,Finish,64,1,race/bayern-rundfarht/2008/stage-1,175.0
382,Bayern-Rundfahrt 2008  Stage 2,2008-05-29,RR,Start,Finish,64,2,race/bayern-rundfarht/2008/stage-2,220.0
383,Bayern-Rundfahrt 2008  Stage 3,2008-05-30,RR,Start,Finish,64,3,race/bayern-rundfarht/2008/stage-3,190.0
384,Bayern-Rundfahrt 2008  Stage 4 (ITT),2008-05-31,ITT,Start,Finish,64,4,race/bayern-rundfarht/2008/stage-4,26.0
385,Bayern-Rundfahrt 2008  Stage 5,2008-06-01,RR,Start,Finish,64,5,race/bayern-rundfarht/2008/stage-5,161.0
386,Tour Des Pays De Savoie 2008  Stage 1,2008-05-30,RR,Start,Finish,65,1,race/tour-des-pays-de-savoie/2008/stage-1,0.0
387,Tour Des Pays De Savoie 2008  Stage 2,2008-05-31,RR,Start,Finish,65,2,race/tour-des-pays-de-savoie/2008/stage-2,0.0
388,Tour Des Pays De Savoie 2008  Stage 3,2008-06-01,RR,Start,Finish,65,3,race/tour-des-pays-de-savoie/2008/stage-3,0.0
389,GP Kranj 2008,2008-05-31,RR,Start,Finish,66,0,race/vn-kranja-memorijal-filipa-majcna/2008,161.6
390,Grand Prix de Plumelec-Morbihan 2008,2008-05-31,RR,Plumelec,Plumelec,67,0,race/gp-de-plumelec/2008,0.0
391,Boucles de l'Aulne - Châteaulin 2008,2008-06-01,RR,Châteaulin,Châteaulin,68,0,race/boucles-de-l-aulne/2008,0.0
392,Coppa della Pace - Trofeo F.lli Anelli 2008,2008-06-01,RR,Start,Finish,69,0,race/coppa-della-pace-trofeo-flli-anelli/2008,0.0
393,Paris-Roubaix Espoirs 2008,2008-06-01,RR,Start,Finish,70,0,race/paris-roubaix-espoirs/2008,180.0
