,Stage_Name,Date,Stage_Type,Start,Finish,Race_ID,Stage#,url,Length
20,Giro d'Italia 2008  Stage 8,2008-05-17,RR,Rivisondoli,Tivoli,3,8,race/giro-d-italia/2008/stage-8,208.0
21,Giro d'Italia 2008  Stage 9,2008-05-18,RR,Civitavecchia,San Vincenzo,3,9,race/giro-d-italia/2008/stage-9,218.0
22,Giro d'Italia 2008  Stage 10 (ITT),2008-05-20,ITT,Pesaro,Urbino,3,10,race/giro-d-italia/2008/stage-10,39.0
23,Giro d'Italia 2008  Stage 11,2008-05-21,RR,Urbania,Cesena,3,11,race/giro-d-italia/2008/stage-11,199.0
24,Giro d'Italia 2008  Stage 12,2008-05-22,RR,Forli,Carpi,3,12,race/giro-d-italia/2008/stage-12,169.0
25,Giro d'Italia 2008  Stage 13,2008-05-23,RR,Cittadella,Cittadella,3,13,race/giro-d-italia/2008/stage-13,177.0
26,Giro d'Italia 2008  Stage 14,2008-05-24,RR,Alpe di Pampeago,Val de Viemme,3,14,race/giro-d-italia/2008/stage-14,193.0
27,Giro d'Italia 2008  Stage 15,2008-05-25,RR,Arabba,Passo Fedaia,3,15,race/giro-d-italia/2008/stage-15,153.0
28,Giro d'Italia 2008  Stage 16 (ITT),2008-05-26,ITT,San Vigilio di Marebbe,Plan de Corones,3,16,race/giro-d-italia/2008/stage-16,12.9
29,Giro d'Italia 2008  Stage 17,2008-05-28,RR,Start,Finish,3,17,race/giro-d-italia/2008/stage-17,146.0
30,Giro d'Italia 2008  Stage 18,2008-05-29,RR,Start,Finish,3,18,race/giro-d-italia/2008/stage-18,147.0
31,Giro d'Italia 2008  Stage 19,2008-05-30,RR,Prosolana,Monte Porra,3,19,race/giro-d-italia/2008/stage-19,238.0
32,Giro d'Italia 2008  Stage 20,2008-05-31,RR,Rovetta,Tirano,3,20,race/giro-d-italia/2008/stage-20,232.0
33,Giro d'Italia 2008  Stage 21 (ITT),2008-06-01,ITT,Cesano Maderno,Milano,3,21,race/giro-d-italia/2008/stage-21,28.0
34,Critérium Du Dauphiné Libéré 2008  Prologue,2008-06-08,Prologue,Start,Finish,4,1,race/dauphine/2008/prologue,5.0
35,Critérium Du Dauphiné Libéré 2008  Stage 2,2008-06-09,RR,Start,Finish,4,2,race/dauphine/2008/stage-2,194.0
36,Critérium Du Dauphiné Libéré 2008  Stage 3,2008-06-10,RR,Start,Finish,4,3,race/dauphine/2008/stage-3,184.0
37,Critérium Du Dauphiné Libéré 2008  Stage 4 (ITT),2008-06-11,ITT,Start,Finish,4,4,race/dauphine/2008/stage-4,31.0
38,Critérium Du Dauphiné Libéré 2008  Stage 5,2008-06-12,RR,Start,Finish,4,5,race/dauphine/2008/stage-5,193.0
39,Critérium Du Dauphiné Libéré 2008  Stage 6,2008-06-13,RR,Start,Finish,4,6,race/dauphine/2008/stage-6,125.0
40,Critérium Du Dauphiné Libéré 2008  Stage 7,2008-06-14,RR,Start,Finish,4,7,race/dauphine/2008/stage-7,233.0
41,Critérium Du Dauphiné Libéré 2008  Stage 8,2008-06-15,RR,Start,Finish,4,8,race/dauphine/2008/stage-8,127.0
42,Tour de Suisse 2008  Stage 1,2008-06-14,RR,Start,Finish,5,1,race/tour-de-suisse/2008/stage-1,146.0
43,Tour de Suisse 2008  Stage 2,2008-06-15,RR,Start,Finish,5,2,race/tour-de-suisse/2008/stage-2,197.0
44,Tour de Suisse 2008  Stage 3,2008-06-16,RR,Start,Finish,5,3,race/tour-de-suisse/2008/stage-3,155.0
45,Tour de Suisse 2008  Stage 4,2008-06-17,RR,Start,Finish,5,4,race/tour-de-suisse/2008/stage-4,171.0
46,Tour de Suisse 2008  Stage 5,2008-06-18,RR,Start,Finish,5,5,race/tour-de-suisse/2008/stage-5,190.0
47,Tour de Suisse 2008  Stage 6,2008-06-19,RR,Start,Finish,5,6,race/tour-de-suisse/2008/stage-6,188.0
48,Tour de Suisse 2008  Stage 7,2008-06-20,RR,Start,Finish,5,7,race/tour-de-suisse/2008/stage-7,171.0
49,Tour de Suisse 2008  Stage 8 (ITT),2008-06-21,ITT,Start,Finish,5,8,race/tour-de-suisse/2008/stage-8,25.0
50,Tour de Suisse 2008  Stage 9,2008-06-22,RR,Start,Finish,5,9,race/tour-de-suisse/2008/stage-9,168.0
51,National Championships Switzerland - ITT 2008 Stage 1,2008-06-24,RR,Start,Finish,6,0,race/nc-switzerland-itt/2008,0.0
52,Clasica Ciclista San Sebastian 2008,2008-08-02,RR,Start,Finish,7,0,race/san-sebastian/2008,0.0
53,Tour de Pologne 2008  Prologue,2008-09-14,Prologue,Warszawa, Warszawa ,8,1,race/tour-de-pologne/2008/prologue,4.0
54,Tour de Pologne 2008  Stage 2,2008-09-15,RR,Plock,Olsztyn,8,2,race/tour-de-pologne/2008/stage-2,231.2
55,Tour de Pologne 2008  Stage 3,2008-09-16,RR,Mikolajki,Bialystok,8,3,race/tour-de-pologne/2008/stage-3,184.8
56,Tour de Pologne 2008  Stage 4,2008-09-18,RR,Naleczow,Rzeszow,8,4,race/tour-de-pologne/2008/stage-4,239.7
57,Tour de Pologne 2008  Stage 5,2008-09-19,RR,Krynica Gorska,Zakopane,8,5,race/tour-de-pologne/2008/stage-5,118.0
58,Tour de Pologne 2008  Stage 6,2008-09-20,RR,Rabki,Krakow,8,6,race/tour-de-pologne/2008/stage-6,95.4
59,World Championships MJ - ITT 2008,2008-07-18,RR,Start,Finish,0,0,race/uci-world-championships-itt-mj/2008,26.8
60,World Championships WJ - ITT 2008,2008-07-18,RR,Start,Finish,1,0,race/world-championships-wj-itt/2008,14.1
61,World Championships MJ - Road Race 2008,2008-07-20,RR,Start,Finish,2,0,race/uci-world-championships-mj/2008,0.0
62,World Championships WJ - Road Race 2008,2008-07-20,RR,Start,Finish,3,0,race/world-championships-junior-women/2008,0.0
63,World Championships U23 - ITT 2008,2008-09-23,RR,Start,Finish,4,0,race/world-championships-itt-u23/2008,0.0
64,World Championships WE - ITT 2008,2008-09-24,RR,Start,Finish,5,0,race/world-championship-itt-we/2008,25.15
65,World Championships - ITT 2008,2008-09-25,RR,Start,Finish,6,0,race/world-championship-itt/2008,43.7
66,World Championships U23 - Road Race 2008,2008-09-26,RR,Start,Finish,7,0,race/world-championships-u23/2008,173.35
67,World Championships - Road Race 2008,2008-09-28,RR,Start,Finish,8,0,race/world-championship/2008,260.0
68,Tour of Egypt 2008  Prologue,2008-02-11,Prologue,Nuweiba,Nuweiba,0,1,race/tour-d-egypt/2008/prologue,8.0
69,Tour of Egypt 2008  Stage 1,2008-02-12,RR,Nuweiba,Nuweiba,0,2,race/tour-d-egypt/2008/stage-1,135.0
70,Tour of Egypt 2008  Stage 2,2008-02-13,RR,Nuweiba,Nuweiba,0,3,race/tour-d-egypt/2008/stage-2,140.0
71,Tour of Egypt 2008  Stage 3,2008-02-14,RR,Nuweiba,Nuweiba,0,4,race/tour-d-egypt/2008/stage-3,170.0
72,Tour of Egypt 2008  Stage 4,2008-02-15,RR,Nuweiba,Sharm El-Sheikh,0,5,race/tour-d-egypt/2008/stage-4,170.0
73,Tour of Egypt 2008  Stage 5,2008-02-16,RR,Sharm El-Sheikh,Sharm El-Sheikh,0,6,race/tour-d-egypt/2008/stage-5,160.0
74,Tour of Egypt 2008  Stage 6,2008-02-17,RR,Sharm El-Sheikh,Sharm El-Sheikh,0,7,race/tour-d-egypt/2008/stage-6,120.0
75,Grand Prix of Sharm el-Sheikh 2008,2008-02-19,RR,Sharm el-Sheikh,Sharm el-Sheikh,1,0,race/grand-prix-of-sharm-el-sheikh/2008,123.0
76,National Championships Namibia - Road Race 2008,2008-03-04,RR,Start,Finish,2,0,race/nc-namibia/2008,0.0
77,Tour of Libya 2008  Stage 1 (ITT),2008-03-15,ITT,Tripoli,Tripoli,3,1,race/tour-of-libya/2008/stage-1,36.0
78,Tour of Libya 2008  Stage 2,2008-03-16,RR,Tripoli,Misurata,3,2,race/tour-of-libya/2008/stage-2,0.0
79,Tour of Libya 2008  Stage 3,2008-03-17,RR,Misurata,Sirte,3,3,race/tour-of-libya/2008/stage-3,0.0
80,Tour of Libya 2008  Stage 4,2008-03-18,RR,Sirte,Tawargha,3,4,race/tour-of-libya/2008/stage-4,0.0
81,Tour of Libya 2008  Stage 5,2008-03-19,RR,Misurata,Bani Walid,3,5,race/tour-of-libya/2008/stage-5,0.0
82,Tour of Libya 2008  Stage 6,2008-03-20,RR,Bani Walid,Gharian,3,6,race/tour-of-libya/2008/stage-6,0.0
83,Tour of Libya 2008  Stage 7,2008-03-21,RR,Gharian,Tripoli,3,7,race/tour-of-libya/2008/stage-7,0.0
84,Tour du Cameroun 2008  Stage 1,2008-03-29,RR,Moukong,Maroua,4,1,race/tour-du-cameroun/2008/stage-1,121.0
85,Tour du Cameroun 2008  Stage 2,2008-03-30,RR,Garoua,Garoua,4,2,race/tour-du-cameroun/2008/stage-2,107.0
86,Tour du Cameroun 2008  Stage 3,2008-03-31,RR,Ngaouyanga,Ngaoundéré,4,3,race/tour-du-cameroun/2008/stage-3,76.7
87,Tour du Cameroun 2008  Stage 4,2008-04-01,RR,Batié,Bafang,4,4,race/tour-du-cameroun/2008/stage-4,30.0
88,Tour du Cameroun 2008  Stage 5,2008-04-02,RR,Bonabéri,Buéa,4,5,race/tour-du-cameroun/2008/stage-5,96.0
89,Tour du Cameroun 2008  Stage 6,2008-04-03,RR,Douala,Kribi,4,6,race/tour-du-cameroun/2008/stage-6,164.0
90,Tour du Cameroun 2008  Stage 7,2008-04-05,RR,Mbalmayo,Sangmelima,4,7,race/tour-du-cameroun/2008/stage-7,123.0
91,Tour du Cameroun 2008  Stage 8,2008-04-06,RR,Sangmelima,Yaoundé,4,8,race/tour-du-cameroun/2008/stage-8,164.0
92,GP de la ville de Tunis 2008,2008-04-07,RR,Start,Finish,5,0,race/gp-de-la-ville-de-tunis/2008,90.0
93,GP de la Banque de l'Habitat 2008,2008-04-08,RR,Start,Finish,6,0,race/gp-de-la-banque-de-l-habitat/2008,102.0
94,National Championships South Africa - Road Race 2008,2008-05-11,RR,Start,Finish,7,0,race/nc-south-africa/2008,0.0
95,Boucle du Coton 2008  Stage 1,2008-05-12,RR,Ziniaré,Koudougou,8,1,race/boucle-du-coton/2008/stage-1,141.0
96,Boucle du Coton 2008  Stage 2,2008-05-13,RR,Sabou,Boromo,8,2,race/boucle-du-coton/2008/stage-2,98.0
97,Boucle du Coton 2008  Stage 3,2008-05-14,RR,Boromo,Diébougou,8,3,race/boucle-du-coton/2008/stage-3,125.0
98,Boucle du Coton 2008  Stage 4,2008-05-15,RR,Diébougou,Houndé,8,4,race/boucle-du-coton/2008/stage-4,122.0
99,Boucle du Coton 2008  Stage 5,2008-05-16,RR,Bobo Dioulasso,Banfora,8,5,race/boucle-du-coton/2008/stage-5,87.0
100,Boucle du Coton 2008  Stage 6,2008-05-17,RR,Bobo Dioulasso,Orodara,8,6,race/boucle-du-coton/2008/stage-6,71.0
101,Boucle du Coton 2008  Stage 7,2008-05-18,RR,Bobo Dioulasso,Bobo Dioulasso,8,7,race/boucle-du-coton/2008/stage-7,131.0
102,National Championships Tunisia - ITT 2008,2008-05-27,RR,Start,Finish,9,0,race/nc-tunisia-itt/2008,0.0
103,Tour du Maroc 2008  Stage 1,2008-05-30,RR,Casablanca,Khouribga,10,1,race/tour-du-maroc/2008/stage-1a,118.0
104,Tour du Maroc 2008  Stage 1,2008-05-30,RR,Khouribga,Beni Mellal,10,2,race/tour-du-maroc/2008/stage-1b,80.0
105,Tour du Maroc 2008  Stage 2,2008-05-31,RR,Beni Mellal,Khénifra,10,3,race/tour-du-maroc/2008/stage-2,123.0
106,Tour du Maroc 2008  Stage 3,2008-06-01,RR,Khénifra,Fès,10,4,race/tour-du-maroc/2008/stage-3,162.0
107,Tour du Maroc 2008  Stage 4,2008-06-02,RR,Fès,Taza,10,5,race/tour-du-maroc/2008/stage-4,118.0
108,Tour du Maroc 2008  Stage 5,2008-06-03,RR,Guercif,Oujda,10,6,race/tour-du-maroc/2008/stage-5,158.0
109,Tour du Maroc 2008  Stage 6,2008-06-04,RR,Oujda,Berkane,10,7,race/tour-du-maroc/2008/stage-6a,54.0
110,Tour du Maroc 2008  Stage 6,2008-06-04,RR,Berkane,Nador,10,8,race/tour-du-maroc/2008/stage-6b,78.0
111,Tour du Maroc 2008  Stage 7,2008-06-05,RR,Nador,Al Hoceima,10,9,race/tour-du-maroc/2008/stage-7,145.0
112,Tour du Maroc 2008  Stage 8,2008-06-06,RR,Chaouen,Tanger,10,10,race/tour-du-maroc/2008/stage-8,120.0
113,Tour du Maroc 2008  Stage 9,2008-06-07,RR,Larache,Kenitra,10,11,race/tour-du-maroc/2008/stage-9,140.0
114,Tour du Maroc 2008  Stage 10,2008-06-08,RR,Rabat,Casablanca,10,12,race/tour-du-maroc/2008/stage-10,100.0
115,National Championships Algeria - ITT 2008,2008-06-23,RR,Start,Finish,11,0,race/nc-algeria-itt/2008,0.0
116,National Championships Algeria - Road Race 2008,2008-06-25,RR,Start,Finish,12,0,race/nc-algeria/2008,0.0
117,National Championships Tunisia - Road Race 2008,2008-06-29,RR,Start,Finish,13,0,race/nc-tunisia/2008,0.0
118,National Championships Zimbabwe - Road Race 2008,2008-06-29,RR,Start,Finish,14,0,race/nc-zimbabwe/2008,0.0
119,Tour of Thailand 2008  Stage 1,2008-09-01,RR,Chiang Rai,Chiang Rai,15,1,race/tour-of-thailand/2008/stage-1,80.0
120,Tour of Thailand 2008  Stage 2,2008-09-02,RR,Doi Luang,Chiang Rai,15,2,race/tour-of-thailand/2008/stage-2,174.1
121,Tour of Thailand 2008  Stage 3,2008-09-03,RR,Chiang Rai,Terng,15,3,race/tour-of-thailand/2008/stage-3,200.0
122,Tour of Thailand 2008  Stage 4,2008-09-04,RR,Pha Yao,Pha Yao,15,4,race/tour-of-thailand/2008/stage-4,181.0
123,Tour of Thailand 2008  Stage 5,2008-09-05,RR,Pha Yao,Lampang,15,5,race/tour-of-thailand/2008/stage-5,160.0
124,Tour of Thailand 2008  Stage 6,2008-09-06,RR,Lampang,Lampang,15,6,race/tour-of-thailand/2008/stage-6,148.0
125,Grand Prix Chantal Biya 2008  Prologue,2008-10-02,Prologue,Yaoundé,Yaoundé,16,1,race/grand-prix-chantal-biya/2008/prologue,0.0
126,Grand Prix Chantal Biya 2008  Stage 1,2008-10-03,RR,Yaoundé,Ebolowa,16,2,race/grand-prix-chantal-biya/2008/stage-1,141.5
127,Grand Prix Chantal Biya 2008  Stage 2,2008-10-04,RR,Ngolbang,Meyomessala,16,3,race/grand-prix-chantal-biya/2008/stage-2,131.0
128,Grand Prix Chantal Biya 2008  Stage 3,2008-10-05,RR,Sangmelima,Yaoundé,16,4,race/grand-prix-chantal-biya/2008/stage-3,169.0
129,Tour du Sénégal 2008  Stage 1,2008-10-09,RR,Ziguinchor,Ziguinchor,17,1,race/tour-du-senegal/2008/stage-1,135.0
130,Tour du Sénégal 2008  Stage 2,2008-10-11,RR,Dakar,Mbour,17,2,race/tour-du-senegal/2008/stage-2,48.0
131,Tour du Sénégal 2008  Stage 3,2008-10-12,RR,Mbour,Kaolack,17,3,race/tour-du-senegal/2008/stage-3,108.0
132,Tour du Sénégal 2008  Stage 4,2008-10-13,RR,Kaolack,Thiès,17,4,race/tour-du-senegal/2008/stage-4,166.4
133,Tour du Sénégal 2008  Stage 5,2008-10-14,RR,Thiès,Saint-Louis,17,5,race/tour-du-senegal/2008/stage-5,186.5
134,Tour du Sénégal 2008  Stage 6,2008-10-15,RR,Saint-Louis,Saint-Louis,17,6,race/tour-du-senegal/2008/stage-6,139.9
135,Tour du Sénégal 2008  Stage 7,2008-10-16,RR,Saint-Louis,Thiès,17,7,race/tour-du-senegal/2008/stage-7,190.0
136,Tour du Sénégal 2008  Stage 8,2008-10-17,RR,Somone,Sali,17,8,race/tour-du-senegal/2008/stage-8,127.5
137,Tour du Sénégal 2008  Stage 9,2008-10-18,RR,Dakar,Dakar,17,9,race/tour-du-senegal/2008/stage-9,81.0
138,Pick n Pay Amashovashova National Classic 2008,2008-10-19,RR,Start,Finish,18,0,race/pick-n-pay-amashovashova-national-classic/2008,106.0
139,National Championships Namibia - ITT 2008,2008-10-26,RR,Start,Finish,19,0,race/nc-namibia-itt/2008,0.0
140,African Continental Championships - ITT 2008,2008-11-07,RR,Start,Finish,20,0,race/african-continental-championships-itt/2008,22.0
141,African Cycling Championships - Road Race 2008,2008-11-09,RR,Casablanca,Casablanca,21,0,race/african-championships/2008,143.0
142,Jelajah Malaysia 2008  Stage 1,2008-01-07,RR,Putrajaya,Port Dickson,0,1,race/jelajah-malaysia/2008/stage-1,176.5
143,Jelajah Malaysia 2008  Stage 2,2008-01-08,RR,Seremban,Melaka,0,2,race/jelajah-malaysia/2008/stage-2,136.2
144,Jelajah Malaysia 2008  Stage 3,2008-01-09,RR,Bandar Hilir,Batu Pahat,0,3,race/jelajah-malaysia/2008/stage-3,163.8
145,Jelajah Malaysia 2008  Stage 4,2008-01-10,RR,Batu Pahat,Muar,0,4,race/jelajah-malaysia/2008/stage-4,178.8
146,Jelajah Malaysia 2008  Stage 5,2008-01-11,RR,Gemas,Karak,0,5,race/jelajah-malaysia/2008/stage-5,133.7
147,Jelajah Malaysia 2008  Stage 6,2008-01-12,RR,Kuala Kubu Bahru,Genting,0,6,race/jelajah-malaysia/2008/stage-6,122.2
148,Jelajah Malaysia 2008  Stage 7,2008-01-13,RR,Dataran Merdeka,Dataran Merdeka,0,7,race/jelajah-malaysia/2008/stage-7,58.0
149,Mohammad Bin Rashid International Cycling Cup 2008,2008-01-26,RR,Start,Finish,1,0,race/mohammad-bin-rashid-international-cycling-cup/2008,123.0
150,Umm Al Quwain International Race 2008  Stage 1,2008-02-21,RR,Palm Beach,Palm Beach,2,1,race/umm-al-quwain-international-race/2008/stage-1,110.0
151,Umm Al Quwain International Race 2008  Stage 2,2008-02-22,RR,Palm Beach,Palm Beach,2,2,race/umm-al-quwain-international-race/2008/stage-2,120.0
152,Umm Al Quwain International Race 2008  Stage 3,2008-02-23,RR,Emirates Road,Palm Beach,2,3,race/umm-al-quwain-international-race/2008/stage-3,175.0
153,Umm Al Quwain International Race 2008  Stage 4,2008-02-24,RR,Umm Al Quwain,Umm Al Quwain,2,4,race/umm-al-quwain-international-race/2008/stage-4,90.0
154,Taftan Tour 2008  Prologue,2008-03-02,Prologue,Zahedan,Zahedan,3,1,race/taftan-tour/2008/prologue,6.0
155,Taftan Tour 2008  Stage 1,2008-03-03,RR,Zabol,Tasuki,3,2,race/taftan-tour/2008/stage-1,105.0
156,Taftan Tour 2008  Stage 2,2008-03-04,RR,Zahedan,Khash,3,3,race/taftan-tour/2008/stage-2,180.0
157,Taftan Tour 2008  Stage 3,2008-03-05,RR,Khash,Iranshahr,3,4,race/taftan-tour/2008/stage-3,160.0
158,Taftan Tour 2008  Stage 4,2008-03-06,RR,Iranshahr,Bandan,3,5,race/taftan-tour/2008/stage-4a,0.0
159,Taftan Tour 2008  Stage 4,2008-03-06,RR,Bandan,Rasj,3,6,race/taftan-tour/2008/stage-4b,0.0
160,Taftan Tour 2008  Stage 5,2008-03-07,RR,Chabahar,Chabahar,3,7,race/taftan-tour/2008/stage-5,70.0
161,Tour de Taiwan 2008  Stage 1,2008-03-09,RR,Kaohsiung,Kaohsiung,4,1,race/tour-de-taiwan/2008/stage-1,88.0
162,Tour de Taiwan 2008  Stage 2,2008-03-10,RR,Pingtung,Pingtung,4,2,race/tour-de-taiwan/2008/stage-2,111.2
163,Tour de Taiwan 2008  Stage 3,2008-03-11,RR,Baguashan,Baguashan,4,3,race/tour-de-taiwan/2008/stage-3,133.9
164,Tour de Taiwan 2008  Stage 4,2008-03-12,RR,Taichung,Taichung,4,4,race/tour-de-taiwan/2008/stage-4,88.0
165,Tour de Taiwan 2008  Stage 5,2008-03-13,RR,Hsinchu,Hsinchu,4,5,race/tour-de-taiwan/2008/stage-5,148.3
166,Tour de Taiwan 2008  Stage 6,2008-03-14,RR,Taipei,Taipei,4,6,race/tour-de-taiwan/2008/stage-6,127.7
167,Tour de Taiwan 2008  Stage 7,2008-03-15,RR,Taipei,Taipei,4,7,race/tour-de-taiwan/2008/stage-7,58.0
168,Tour de Taiwan 2008  Stage 8,2008-03-16,RR,Taipei,Taipei,4,8,race/tour-de-taiwan/2008/stage-8,60.0
169,Tour of East Java 2008  Stage 1,2008-04-02,RR,Jombang,Jombang,5,1,race/tour-of-east-java/2008/stage-1,108.0
170,Tour of East Java 2008  Stage 2,2008-04-03,RR,Blitar,Blitar,5,2,race/tour-of-east-java/2008/stage-2,138.0
171,Tour of East Java 2008  Stage 3,2008-04-04,RR,Batu,Batu,5,3,race/tour-of-east-java/2008/stage-3,126.0
172,Tour of East Java 2008  Stage 4,2008-04-05,RR,Batu,Tosari,5,4,race/tour-of-east-java/2008/stage-4,113.1
173,Tour of East Java 2008  Stage 5,2008-04-06,RR,Surabaya,Surabaya,5,5,race/tour-of-east-java/2008/stage-5,52.5
174,Asian Cycling Championships - Road Race 2008,2008-04-17,RR,Start,Finish,6,0,race/asian-championships/2008,0.0
175,Presidential Tour of Iran 2008  Stage 1,2008-05-09,RR,Tehran,Tehran,7,1,race/presidential-cycling-tour-of-iran/2008/stage-1,48.0
176,Presidential Tour of Iran 2008  Stage 2,2008-05-10,RR,Ghom,Tehran,7,2,race/presidential-cycling-tour-of-iran/2008/stage-2,125.5
177,Presidential Tour of Iran 2008  Stage 3,2008-05-11,RR,Tehran,Ghazvin,7,3,race/presidential-cycling-tour-of-iran/2008/stage-3,148.0
178,Presidential Tour of Iran 2008  Stage 4,2008-05-12,RR,Tehran,Tehran,7,4,race/presidential-cycling-tour-of-iran/2008/stage-4,93.0
179,Presidential Tour of Iran 2008  Stage 5,2008-05-13,RR,Tehran,Kandouvan,7,5,race/presidential-cycling-tour-of-iran/2008/stage-5,112.0
180,Tour de Kumano 2008  Stage 1,2008-05-09,RR,Akagigawa Seiryu,Akagigawa Seiryu,8,1,race/tour-de-kumano/2008/stage-1,105.1
181,Tour de Kumano 2008  Stage 2,2008-05-10,RR,Kumano Sangaku,Kumano Sangaku,8,2,race/tour-de-kumano/2008/stage-2,112.1
182,Tour de Kumano 2008  Stage 3,2008-05-11,RR,Taiji Hanto,Taiji Hanto,8,3,race/tour-de-kumano/2008/stage-3,105.6
183,Tour of Japan 2008  Stage 1,2008-05-18,RR,Senbokou,Senbokou,9,1,race/tour-of-japan/2008/stage-1,140.8
184,Tour of Japan 2008  Stage 2,2008-05-19,RR,Dalbutsude,Nunome Dam,9,2,race/tour-of-japan/2008/stage-2,146.2
185,Tour of Japan 2008  Stage 3,2008-05-20,RR,Mino Washi Paper Museum,Mino Washi Paper Museum,9,3,race/tour-of-japan/2008/stage-3,164.7
186,Tour of Japan 2008  Stage 4,2008-05-21,RR,Shimohisakata,Shimohisakata,9,4,race/tour-of-japan/2008/stage-4,155.3
187,Tour of Japan 2008  Stage 5 (ITT),2008-05-22,ITT,Subashiri,Mount Fuji,9,5,race/tour-of-japan/2008/stage-5,11.4
188,Tour of Japan 2008  Stage 6,2008-05-23,RR,Shuzeni,Shuzeni,9,6,race/tour-of-japan/2008/stage-6,112.5
189,Tour of Japan 2008  Stage 7,2008-05-24,RR,Hibiya City,Hibiya City,9,7,race/tour-of-japan/2008/stage-7,148.9
190,Azerbaïjan Tour 2008  Prologue,2008-05-21,Prologue,Tabriz,Tabriz,10,1,race/international-azerbaijan-tour/2008/prologue,3.0
191,Azerbaïjan Tour 2008  Stage 1,2008-05-22,RR,Tabriz,Meshkin Shahr,10,2,race/international-azerbaijan-tour/2008/stage-1,180.0
192,Azerbaïjan Tour 2008  Stage 2 (ITT),2008-05-23,ITT,Ardabil,Sarein,10,3,race/international-azerbaijan-tour/2008/stage-2,24.0
193,Azerbaïjan Tour 2008  Stage 3,2008-05-24,RR,Sarab,Tabriz,10,4,race/international-azerbaijan-tour/2008/stage-3,120.0
194,Azerbaïjan Tour 2008  Stage 4,2008-05-25,RR,Tabriz,Bonab,10,5,race/international-azerbaijan-tour/2008/stage-4,110.0
195,Azerbaïjan Tour 2008  Stage 5,2008-05-26,RR,Malekan,Urmia,10,6,race/international-azerbaijan-tour/2008/stage-5,180.0
196,Azerbaïjan Tour 2008  Stage 6,2008-05-27,RR,Urmia,Shabestar,10,7,race/international-azerbaijan-tour/2008/stage-6,180.0
197,Azerbaïjan Tour 2008  Stage 7,2008-05-28,RR,Shabestar,Jolfa,10,8,race/international-azerbaijan-tour/2008/stage-7,140.0
198,Azerbaïjan Tour 2008  Stage 8,2008-05-29,RR,Jolfa,Tabriz,10,9,race/international-azerbaijan-tour/2008/stage-8,130.0
199,National Championships Japan - Road Race 2008,2008-06-01,RR,Start,Finish,11,0,race/nc-japan/2008,0.0
